assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,False,4,0,0,0,0,1,0,716,0,1,2,0.0,0,0,0,0,45,False,0,3,Malcolm Ebiowei,7,BRE,1070,1090,CRY,1140,1110,2024,,1.14757,4.0,1.14757,1.38064,1.0,1.38064
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,19,0,0,0,0,2,0,530,0,2,0,0.0,0,-181,0,181,45,True,0,3,Malcolm Ebiowei,7,WHU,1070,1130,CRY,1130,1110,2024,,1.3761,6.0,1.3761,1.53421,5.0,1.53421
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,6,0,0,0,0,3,0,448,0,1,1,0.0,0,-87,0,87,45,False,0,3,Malcolm Ebiowei,7,CHE,1150,1360,CRY,1140,1110,2024,,0.459708,6.0,0.459708,2.97743,4.0,2.97743
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,11,0,0,0,0,4,0,382,0,2,2,0.0,0,-65,0,65,45,True,0,3,Malcolm Ebiowei,7,LEI,1080,1110,CRY,1130,1110,2024,,2.88716,15.0,2.12599,1.65187,7.0,1.65187
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2024-09-21T16:30:00Z,0,False,14,0,0,0,0,5,0,357,0,0,0,0.0,0,-28,0,28,45,True,0,3,Malcolm Ebiowei,7,MUN,1140,1170,CRY,1130,1110,2024,,1.66928,5.0,1.66928,2.35056,12.0,2.35056
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,8,0,0,0,0,6,0,333,0,1,2,0.0,0,-25,0,25,45,False,0,3,Malcolm Ebiowei,7,EVE,1130,1060,CRY,1140,1110,2024,,1.12358,8.0,1.12358,1.10959,6.0,1.10959
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2024-10-05T11:30:00Z,0,False,12,0,0,0,0,7,0,320,0,1,0,0.0,0,-13,0,13,45,True,0,3,Malcolm Ebiowei,7,LIV,1360,1360,CRY,1130,1110,2024,,0.609481,3.0,0.609481,2.07332,11.0,2.07332
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,False,16,0,0,0,0,8,0,308,0,0,1,0.0,0,-12,0,12,45,False,0,3,Malcolm Ebiowei,7,NFO,1140,1130,CRY,1140,1110,2024,,0.835001,5.0,0.835001,1.88573,9.0,1.88573
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,18,0,0,0,0,9,0,304,0,0,1,0.0,0,-4,0,4,45,True,0,3,Malcolm Ebiowei,7,TOT,1140,1350,CRY,1130,1110,2024,,0.978611,7.0,0.978611,1.0192,7.0,1.0192
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,20,0,0,0,0,10,0,295,0,2,2,0.0,0,-9,0,9,45,False,0,3,Malcolm Ebiowei,7,WOL,1070,1100,CRY,1140,1110,2024,,2.64849,2.0,2.64849,1.65018,6.0,1.65018
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,9,0,0,0,0,11,0,290,0,2,0,0.0,0,-4,0,4,45,True,0,3,Malcolm Ebiowei,7,FUL,1140,1160,CRY,1130,1110,2024,,1.96037,4.0,1.96037,2.25331,7.0,2.25331
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,2,0,0,0,0,12,0,281,0,2,2,0.0,0,-9,0,9,45,False,0,3,Malcolm Ebiowei,7,AVL,1080,1140,CRY,1140,1110,2024,,1.61437,2.0,1.61437,3.04455,11.0,2.28338
0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,15,0,0,0,0,13,0,278,0,1,1,0.0,0,-4,0,4,45,True,0,3,Malcolm Ebiowei,7,NEW,1150,1290,CRY,1130,1110,2024,,2.29595,11.0,2.29595,0.020989,2.0,0.020989
