assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,0,0,0.0,73,7,0,0,0.0,0.0,2020-09-14 19:15:00+00:00,0,5,0,0,0,0,1,0,622,3,1,0.0,0,0,0,0,45,True,0,2,Matt Clarke,3,CHE,1300,1310,BHA,1150,1100,0
0,0,0,0,0.0,73,16,0,0,0.0,0.0,2020-09-20 13:00:00+00:00,0,14,0,0,0,0,2,0,546,3,0,0.0,0,-118,47,165,45,False,0,2,Matt Clarke,3,NEW,1050,1030,BHA,1190,1130,0
0,0,0,0,0.0,73,19,0,0,0.0,0.0,2020-09-26 11:30:00+00:00,0,13,0,0,0,0,3,0,485,3,2,0.0,0,-83,41,124,45,True,0,2,Matt Clarke,3,MUN,1280,1310,BHA,1150,1100,0
0,0,0,0,0.0,73,32,0,0,0.0,0.0,2020-10-03 14:00:00+00:00,0,7,0,0,0,0,4,0,476,2,4,0.0,0,-20,43,63,45,False,0,2,Matt Clarke,3,EVE,1130,1200,BHA,1190,1130,0
0,0,0,0,0.0,73,40,0,0,0.0,0.0,2020-10-18 13:00:00+00:00,0,6,0,0,0,0,5,0,449,1,1,0.0,0,-31,35,66,44,False,0,2,Matt Clarke,3,CRY,1030,1010,BHA,1190,1130,0
0,0,0,0,0.0,73,51,0,0,0.0,0.0,2020-10-26 17:30:00+00:00,0,18,0,0,0,0,6,0,420,1,1,0.0,0,-29,6,35,44,True,0,2,Matt Clarke,3,WBA,1000,1040,BHA,1150,1100,0
0,0,0,0,0.0,73,67,0,0,0.0,0.0,2020-11-01 19:15:00+00:00,0,17,0,0,0,0,7,0,423,1,2,0.0,0,-1,20,21,44,False,0,2,Matt Clarke,3,TOT,1130,1250,BHA,1190,1130,0
0,0,0,0,0.0,73,70,0,0,0.0,0.0,2020-11-06 17:30:00+00:00,0,4,0,0,0,0,8,0,406,0,0,0.0,0,-18,10,28,44,True,0,2,Matt Clarke,3,BUR,1090,1080,BHA,1150,1100,0
0,0,0,0,0.0,73,79,0,0,0.0,0.0,2020-11-21 15:00:00+00:00,0,2,0,0,0,0,9,0,414,2,1,0.0,0,2,34,32,44,False,0,2,Matt Clarke,3,AVL,1120,1080,BHA,1190,1130,0
0,0,0,0,0.0,73,90,0,0,0.0,0.0,2020-11-28 12:30:00+00:00,0,11,0,0,0,0,10,0,413,1,1,0.0,0,2,29,27,44,True,0,2,Matt Clarke,3,LIV,1210,1230,BHA,1150,1100,0
0,0,0,0,0.0,73,100,0,0,0.0,0.0,2020-12-07 20:00:00+00:00,0,16,0,0,0,0,11,0,384,2,1,0.0,0,-30,4,34,44,True,0,2,Matt Clarke,3,SOU,1110,1160,BHA,1150,1100,0
0,0,0,0,0.0,73,114,0,0,0.0,0.0,2020-12-13 19:15:00+00:00,0,9,0,0,0,0,12,0,387,0,3,0.0,0,1,10,9,44,False,0,2,Matt Clarke,3,LEI,1190,1150,BHA,1190,1130,0
0,0,0,0,0.0,73,121,0,0,0.0,0.0,2020-12-16 20:00:00+00:00,0,8,0,0,0,0,13,0,379,0,0,0.0,0,-10,0,10,44,False,0,2,Matt Clarke,3,FUL,1150,1040,BHA,1190,1130,0
0,0,0,0,0.0,73,129,0,0,0.0,0.0,2020-12-20 12:00:00+00:00,0,15,0,0,0,0,14,0,377,1,1,0.0,0,-3,3,6,44,True,0,2,Matt Clarke,3,SHU,1070,1010,BHA,1150,1100,0
0,0,0,0,0.0,73,147,0,0,0.0,0.0,2020-12-27 14:15:00+00:00,0,19,0,0,0,0,15,0,371,2,2,0.0,0,-7,1,8,44,False,0,2,Matt Clarke,3,WHU,1140,1260,BHA,1190,1130,0
0,0,0,0,0.0,73,149,0,0,0.0,0.0,2020-12-29 18:00:00+00:00,0,1,0,0,0,0,16,0,372,1,0,0.0,0,2,6,4,44,True,0,2,Matt Clarke,3,ARS,1150,1210,BHA,1150,1100,0
0,0,0,0,0.0,73,159,0,0,0.0,0.0,2021-01-02 17:30:00+00:00,0,20,0,0,0,0,17,0,377,3,3,0.0,0,4,16,12,44,True,0,2,Matt Clarke,3,WOL,1130,1120,BHA,1150,1100,0
0,0,0,0,0.0,73,178,0,0,0.0,0.0,2021-01-13 18:00:00+00:00,0,12,0,0,0,0,18,0,373,0,1,0.0,0,-6,13,19,44,False,0,2,Matt Clarke,3,MCI,1280,1340,BHA,1190,1130,0
0,0,0,0,0.0,73,182,0,0,0.0,0.0,2021-01-16 15:00:00+00:00,0,10,0,0,0,0,19,0,376,1,0,0.0,0,4,19,15,44,False,0,2,Matt Clarke,3,LEE,1060,1210,BHA,1190,1130,0
0,0,0,0,0.0,73,189,0,0,0.0,0.0,2021-01-27 19:30:00+00:00,0,8,0,0,0,0,20,0,359,0,0,0.0,0,-18,2,20,44,True,0,2,Matt Clarke,3,FUL,1110,1060,BHA,1150,1100,0
0,0,0,0,0.0,73,200,0,0,0.0,0.0,2021-01-31 19:15:00+00:00,0,17,0,0,0,0,21,0,356,0,1,0.0,0,-4,0,4,44,True,0,2,Matt Clarke,3,TOT,1170,1290,BHA,1150,1100,0
