assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,5,0,0,0,0,8,0,0,0,2,2,0.0,0,0,0,0,40,False,0,2,Luke Chambers,12,BHA,1070,1135,LIV,1350,1390,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,8,0,0,0,0,9,0,540,0,0,2,0.0,0,269,320,51,40,True,0,2,Luke Chambers,12,EVE,1125,1080,LIV,1210,1270,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,16,0,0,0,0,10,0,992,0,0,3,0.0,0,267,406,139,40,True,0,2,Luke Chambers,12,NFO,1125,1080,LIV,1210,1270,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,22,0,0,0,0,11,0,1214,0,1,1,0.0,0,85,235,150,40,False,0,2,Luke Chambers,12,LUT,1020,1090,LIV,1350,1390,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,4,0,0,0,0,12,0,1386,0,0,3,0.0,0,55,166,111,40,True,0,2,Luke Chambers,12,BRE,1055,1150,LIV,1210,1270,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,13,0,0,0,0,13,0,1606,0,1,1,0.0,0,43,199,156,40,False,0,2,Luke Chambers,12,MCI,1350,1360,LIV,1350,1390,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,9,0,0,0,0,14,0,1695,0,3,4,0.0,0,25,134,109,40,True,0,2,Luke Chambers,12,FUL,1180,1170,LIV,1210,1270,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,23,0,0,0,0,15,0,1800,0,2,0,0.0,0,23,112,89,40,False,0,2,Luke Chambers,12,SHU,1045,1020,LIV,1350,1390,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2023-12-09T12:30:00Z,0,7,0,0,0,0,16,0,1887,0,2,1,0.0,0,-8,75,83,40,False,0,2,Luke Chambers,12,CRY,1080,1060,LIV,1350,1390,2023
0,0,0,0,0.0,913,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,1942,0,0,0,0.0,0,-62,79,141,40,True,0,2,Luke Chambers,12,MUN,1210,1230,LIV,1210,1270,2023
