assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,False,19,0,0,0,0,1,0,165,0,2,1,0.0,0,0,0,0,40,False,0,1,Filip Marschall,2,WHU,1080,1120,AVL,1140,1300,2024,,2.6703,8.0,2.6703,2.8047,5.0,2.04353
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,False,1,0,0,0,0,2,0,148,0,2,0,0.0,0,-16,0,16,40,True,0,1,Filip Marschall,2,ARS,1360,1390,AVL,1120,1200,2024,,1.31664,3.0,1.31664,1.41399,10.0,1.41399
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,11,0,0,0,0,3,0,136,0,2,1,0.0,0,-12,0,12,40,False,0,1,Filip Marschall,2,LEI,1060,1090,AVL,1140,1300,2024,,2.16385,6.0,2.16385,0.774741,3.0,0.774741
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,8,0,0,0,0,4,0,125,0,2,3,0.0,0,-12,0,12,40,True,0,1,Filip Marschall,2,EVE,1100,1100,AVL,1120,1200,2024,,3.15876,9.0,3.15876,0.852158,3.0,0.852158
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,False,20,0,0,0,0,5,0,119,0,1,3,0.0,0,-6,0,6,40,True,0,1,Filip Marschall,2,WOL,1060,1120,AVL,1120,1200,2024,,2.37351,9.0,2.37351,0.520117,4.0,0.520117
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,10,0,0,0,0,6,0,114,0,2,2,0.0,0,-5,0,5,40,False,0,1,Filip Marschall,2,IPS,1070,1050,AVL,1140,1300,2024,,1.14494,5.0,1.14494,1.84608,6.0,1.84608
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,False,14,0,0,0,0,7,0,112,0,0,0,0.0,0,-2,0,2,40,True,0,1,Filip Marschall,2,MUN,1140,1170,AVL,1120,1200,2024,,0.532809,9.0,0.532809,0.448537,1.0,0.448537
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,9,0,0,0,0,8,0,111,0,3,1,0.0,0,-1,0,1,40,False,0,1,Filip Marschall,2,FUL,1100,1100,AVL,1140,1300,2024,,1.43595,9.0,1.43595,2.63074,3.0,1.86957
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,3,0,0,0,0,9,0,109,0,1,1,0.0,0,-2,0,2,40,True,0,1,Filip Marschall,2,BOU,1130,1160,AVL,1120,1200,2024,,1.974,16.0,1.974,0.328651,6.0,0.328651
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,False,18,0,0,0,0,10,0,108,0,1,4,0.0,0,0,0,0,40,False,0,1,Filip Marschall,2,TOT,1110,1330,AVL,1140,1300,2024,,2.48749,3.0,2.48749,2.09751,11.0,2.09751
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2024-11-09T20:00:00Z,0,False,12,0,0,0,0,11,0,107,0,0,2,0.0,0,-1,0,1,40,False,0,1,Filip Marschall,2,LIV,1360,1340,AVL,1140,1300,2024,,1.66337,4.0,1.66337,2.68196,7.0,2.68196
0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,7,0,0,0,0,12,0,107,0,2,2,0.0,0,-1,0,1,40,True,0,1,Filip Marschall,2,CRY,1100,1090,AVL,1120,1200,2024,,3.04455,11.0,2.28338,1.61437,2.0,1.61437
