assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,False,3,0,0,0,0,1,0,5803,0,1,1,0.0,0,0,0,0,45,True,0,3,Josh Bowler,16,BOU,1140,1210,NFO,1140,1130,2024,,1.24405,10.0,1.24405,1.90915,4.0,1.90915
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,17,0,0,0,0,2,0,6320,0,1,0,0.0,0,-372,437,809,45,False,0,3,Josh Bowler,16,SOU,1060,1050,NFO,1230,1130,2024,,2.86475,9.0,2.86475,0.214952,4.0,0.214952
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,20,0,0,0,0,3,0,6412,0,1,1,0.0,0,-354,783,1137,45,True,0,3,Josh Bowler,16,WOL,1070,1120,NFO,1140,1130,2024,,1.41069,9.0,1.41069,0.937632,4.0,0.937632
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,12,0,0,0,0,4,0,4543,0,1,0,0.0,0,-1810,0,1810,45,False,0,3,Josh Bowler,16,LIV,1340,1360,NFO,1230,1130,2024,,0.589532,4.0,0.589532,1.17044,6.0,1.17044
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,False,5,0,0,0,0,5,0,4110,0,2,2,0.0,0,-506,0,506,45,False,0,3,Josh Bowler,16,BHA,1080,1140,NFO,1230,1130,2024,,1.36923,3.0,0.608061,1.56836,4.0,1.56836
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,9,0,0,0,0,6,0,3655,0,1,0,0.0,0,-466,0,466,45,True,0,3,Josh Bowler,16,FUL,1140,1160,NFO,1140,1130,2024,,0.614351,8.0,0.614351,1.43592,4.0,0.674751
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,False,6,0,0,0,0,7,0,3313,0,1,1,0.0,0,-345,0,345,45,False,0,3,Josh Bowler,16,CHE,1150,1360,NFO,1230,1130,2024,,1.66654,5.0,1.66654,2.27752,13.0,2.27752
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,False,7,0,0,0,0,8,0,3089,0,0,1,0.0,0,-226,0,226,45,True,0,3,Josh Bowler,16,CRY,1140,1110,NFO,1140,1130,2024,,1.88573,9.0,1.88573,0.835001,5.0,0.835001
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,False,11,0,0,0,0,9,0,2950,0,3,1,0.0,0,-147,0,147,45,False,0,3,Josh Bowler,16,LEI,1050,1090,NFO,1230,1130,2024,,2.54488,6.0,2.54488,0.832415,8.0,0.832415
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,19,0,0,0,0,10,0,2792,0,0,3,0.0,0,-152,0,152,45,True,0,3,Josh Bowler,16,WHU,1070,1130,NFO,1140,1130,2024,,2.35011,11.0,2.35011,0.132317,2.0,0.132317
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,15,0,0,0,0,11,0,2669,0,3,1,0.0,0,-124,0,124,45,True,0,3,Josh Bowler,16,NEW,1150,1290,NFO,1140,1130,2024,,1.17852,4.0,1.17852,1.86904,10.0,1.86904
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,1,0,0,0,0,12,0,2562,0,0,3,0.0,0,-109,0,109,45,False,0,3,Josh Bowler,16,ARS,1260,1240,NFO,1230,1130,2024,,0.403136,0.0,0.403136,1.66016,19.0,1.66016
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,10,0,0,0,0,13,0,2493,0,0,1,0.0,0,-72,0,72,45,True,0,3,Josh Bowler,16,IPS,1070,1080,NFO,1140,1130,2024,,1.76587,3.0,1.0047,0.462771,5.0,0.462771
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,13,0,0,0,0,14,0,2425,0,0,3,0.0,0,-66,0,66,45,False,0,3,Josh Bowler,16,MCI,1140,1300,NFO,1230,1130,2024,,0.802155,7.0,0.802155,3.20169,10.0,3.20169
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,False,14,0,0,0,0,15,0,2375,0,3,2,0.0,0,-54,0,54,45,False,0,3,Josh Bowler,16,MUN,1140,1110,NFO,1230,1130,2024,,0.651217,4.0,0.651217,1.4697,7.0,1.4697
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,False,2,0,0,0,0,16,0,2317,0,1,2,0.0,0,-58,0,58,45,True,0,3,Josh Bowler,16,AVL,1160,1320,NFO,1140,1130,2024,,2.2861,5.0,2.2861,0.389423,7.0,0.389423
0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,162,0,0,0.0,0.0,2024-12-21T15:00:00Z,0,False,4,0,0,0,0,17,0,2246,0,2,0,0.0,0,-69,0,69,45,False,0,3,Josh Bowler,16,BRE,1070,1090,NFO,1230,1130,2024,,0.964897,6.0,0.964897,0.769004,11.0,0.769004
