id,first_name,second_name,value,penalties_order,rolling_opponent_xg_3,rolling_total_points_3,rolling_shots_3,rolling_expected_assists_3,rolling_expected_goals_3,rolling_ict_index_3,rolling_influence_3,rolling_threat_3,rolling_yellow_cards_3,rolling_opponent_deep_3,rolling_team_deep_3,rolling_bps_3,rolling_adjusted_xg_3,rolling_key_passes_3,rolling_opponent_xg_5,rolling_total_points_5,rolling_shots_5,rolling_expected_assists_5,rolling_expected_goals_5,rolling_ict_index_5,rolling_influence_5,rolling_threat_5,rolling_yellow_cards_5,rolling_opponent_deep_5,rolling_team_deep_5,rolling_bps_5,rolling_adjusted_xg_5,rolling_key_passes_5,rolling_opponent_xg_8,rolling_total_points_8,rolling_shots_8,rolling_expected_assists_8,rolling_expected_goals_8,rolling_ict_index_8,rolling_influence_8,rolling_threat_8,rolling_yellow_cards_8,rolling_opponent_deep_8,rolling_team_deep_8,rolling_bps_8,rolling_adjusted_xg_8,rolling_key_passes_8,rolling_opponent_xg_12,rolling_total_points_12,rolling_shots_12,rolling_expected_assists_12,rolling_expected_goals_12,rolling_ict_index_12,rolling_influence_12,rolling_threat_12,rolling_yellow_cards_12,rolling_opponent_deep_12,rolling_team_deep_12,rolling_bps_12,rolling_adjusted_xg_12,rolling_key_passes_12,avg_yellow_cards,average_season_goals,average_season_assists,pred_minutes,opponent_team,own_team,own_attack,opponent_attack,own_defense,opponent_defense,own_short_name,opponent_short_name,gameweek,was_home,season,POS
38,Jhon,Durán,58,,1.256067333333333,6.666666666666667,3.0,0.0,0.4407037099202474,7.533333333333334,35.2,37.333333333333336,0.3333333333333333,5.333333333333333,9.0,29.666666666666668,0.4407037099202474,0.0,1.3700503999999998,4.2,2.8,0.0222269177436828,0.4360290914773941,6.48,23.72,34.8,0.4,5.0,8.4,19.6,0.4360290914773941,0.4,1.6555115,3.0,1.875,0.0222172979265451,0.2783709741197526,4.3875,15.65,22.875,0.25,5.625,7.5,13.25,0.2783709741197526,0.375,1.5415083333333337,2.333333333333333,1.5833333333333333,0.0195552861938873,0.2040140513951579,3.466666666666667,11.833333333333334,18.08333333333333,0.1666666666666666,5.083333333333333,8.25,9.75,0.2040140513951579,0.3333333333333333,0.1764705882352941,0.4117647058823529,0.0,51.6,11,2,1080,1080,1140,1110,AVL,LEI,20.0,1,24,4
38,Jhon,Durán,58,,1.256067333333333,6.666666666666667,3.0,0.0,0.4407037099202474,7.533333333333334,35.2,37.333333333333336,0.3333333333333333,5.333333333333333,9.0,29.666666666666668,0.4407037099202474,0.0,1.3700503999999998,4.2,2.8,0.0222269177436828,0.4360290914773941,6.48,23.72,34.8,0.4,5.0,8.4,19.6,0.4360290914773941,0.4,1.6555115,3.0,1.875,0.0222172979265451,0.2783709741197526,4.3875,15.65,22.875,0.25,5.625,7.5,13.25,0.2783709741197526,0.375,1.5415083333333337,2.333333333333333,1.5833333333333333,0.0195552861938873,0.2040140513951579,3.466666666666667,11.833333333333334,18.08333333333333,0.1666666666666666,5.083333333333333,8.25,9.75,0.2040140513951579,0.3333333333333333,0.1764705882352941,0.4117647058823529,0.0,51.6,19,2,1080,1070,1140,1130,AVL,WHU,23.0,1,24,4
58,Ollie,Watkins,89,1.0,1.256067333333333,1.0,1.6666666666666667,0.2207749287287393,0.1500241458415984,2.2666666666666653,1.1333333333333333,17.0,0.0,5.333333333333333,9.0,4.666666666666667,0.1500241458415984,0.3333333333333333,1.3700503999999998,3.4,2.6,0.1676943287253379,0.4689925014972687,6.02,14.320000000000004,36.0,0.0,5.0,8.4,14.2,0.392875611782074,0.8,1.6555115,3.5,2.875,0.1048089554533362,0.5943301431834697,5.375,14.150000000000002,34.125,0.0,5.625,7.5,11.75,0.546757087111473,0.5,1.5415083333333337,4.25,2.583333333333333,0.1018488450596729,0.5000528811166683,6.074999999999999,17.433333333333334,35.083333333333336,0.0,5.083333333333333,8.25,15.083333333333334,0.4683375104020038,0.6666666666666666,0.0,0.4117647058823529,0.1764705882352941,41.0,5,2,1080,1100,1140,1200,AVL,BHA,19.0,1,24,4
58,Ollie,Watkins,89,1.0,1.256067333333333,1.0,1.6666666666666667,0.2207749287287393,0.1500241458415984,2.2666666666666653,1.1333333333333333,17.0,0.0,5.333333333333333,9.0,4.666666666666667,0.1500241458415984,0.3333333333333333,1.3700503999999998,3.4,2.6,0.1676943287253379,0.4689925014972687,6.02,14.320000000000004,36.0,0.0,5.0,8.4,14.2,0.392875611782074,0.8,1.6555115,3.5,2.875,0.1048089554533362,0.5943301431834697,5.375,14.150000000000002,34.125,0.0,5.625,7.5,11.75,0.546757087111473,0.5,1.5415083333333337,4.25,2.583333333333333,0.1018488450596729,0.5000528811166683,6.074999999999999,17.433333333333334,35.083333333333336,0.0,5.083333333333333,8.25,15.083333333333334,0.4683375104020038,0.6666666666666666,0.0,0.4117647058823529,0.1764705882352941,41.0,11,2,1080,1080,1140,1110,AVL,LEI,20.0,1,24,4
58,Ollie,Watkins,89,1.0,1.256067333333333,1.0,1.6666666666666667,0.2207749287287393,0.1500241458415984,2.2666666666666653,1.1333333333333333,17.0,0.0,5.333333333333333,9.0,4.666666666666667,0.1500241458415984,0.3333333333333333,1.3700503999999998,3.4,2.6,0.1676943287253379,0.4689925014972687,6.02,14.320000000000004,36.0,0.0,5.0,8.4,14.2,0.392875611782074,0.8,1.6555115,3.5,2.875,0.1048089554533362,0.5943301431834697,5.375,14.150000000000002,34.125,0.0,5.625,7.5,11.75,0.546757087111473,0.5,1.5415083333333337,4.25,2.583333333333333,0.1018488450596729,0.5000528811166683,6.074999999999999,17.433333333333334,35.083333333333336,0.0,5.083333333333333,8.25,15.083333333333334,0.4683375104020038,0.6666666666666666,0.0,0.4117647058823529,0.1764705882352941,41.0,19,2,1080,1070,1140,1130,AVL,WHU,23.0,1,24,4
65,Enes,Ünal,54,,1.8901333333333328,5.0,1.6666666666666667,0.0,0.2772077918052673,3.9,21.46666666666667,17.0,0.0,10.666666666666666,8.333333333333334,19.666666666666668,0.2772077918052673,0.0,1.4320736,3.4,1.6,0.0,0.2051535949110983,3.34,14.079999999999998,19.0,0.0,10.2,7.8,12.4,0.2051535949110983,0.0,1.53854975,2.875,1.25,0.0318783186376094,0.1802864214405417,2.6375,10.975,13.875,0.0,10.875,7.75,9.5,0.1802864214405417,0.125,1.3859405833333334,2.25,1.0833333333333333,0.0307448990643024,0.1379147103677193,2.0416666666666665,7.533333333333332,11.0,0.0833333333333333,9.666666666666666,7.416666666666667,6.666666666666667,0.1379147103677193,0.1666666666666666,0.0714285714285714,0.1428571428571428,0.0714285714285714,14.8,7,3,1080,1140,1190,1110,BOU,CRY,18.0,1,24,4
65,Enes,Ünal,54,,1.8901333333333328,5.0,1.6666666666666667,0.0,0.2772077918052673,3.9,21.46666666666667,17.0,0.0,10.666666666666666,8.333333333333334,19.666666666666668,0.2772077918052673,0.0,1.4320736,3.4,1.6,0.0,0.2051535949110983,3.34,14.079999999999998,19.0,0.0,10.2,7.8,12.4,0.2051535949110983,0.0,1.53854975,2.875,1.25,0.0318783186376094,0.1802864214405417,2.6375,10.975,13.875,0.0,10.875,7.75,9.5,0.1802864214405417,0.125,1.3859405833333334,2.25,1.0833333333333333,0.0307448990643024,0.1379147103677193,2.0416666666666665,7.533333333333332,11.0,0.0833333333333333,9.666666666666666,7.416666666666667,6.666666666666667,0.1379147103677193,0.1666666666666666,0.0714285714285714,0.1428571428571428,0.0714285714285714,14.8,8,3,1080,1150,1190,1100,BOU,EVE,20.0,1,24,4
65,Enes,Ünal,54,,1.8901333333333328,5.0,1.6666666666666667,0.0,0.2772077918052673,3.9,21.46666666666667,17.0,0.0,10.666666666666666,8.333333333333334,19.666666666666668,0.2772077918052673,0.0,1.4320736,3.4,1.6,0.0,0.2051535949110983,3.34,14.079999999999998,19.0,0.0,10.2,7.8,12.4,0.2051535949110983,0.0,1.53854975,2.875,1.25,0.0318783186376094,0.1802864214405417,2.6375,10.975,13.875,0.0,10.875,7.75,9.5,0.1802864214405417,0.125,1.3859405833333334,2.25,1.0833333333333333,0.0307448990643024,0.1379147103677193,2.0416666666666665,7.533333333333332,11.0,0.0833333333333333,9.666666666666666,7.416666666666667,6.666666666666667,0.1379147103677193,0.1666666666666666,0.0714285714285714,0.1428571428571428,0.0714285714285714,14.8,16,3,1080,1230,1190,1130,BOU,NFO,23.0,1,24,4
69,Daniel,Jebbison,45,,1.8901333333333328,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.666666666666666,8.333333333333334,3.5,0.0,0.5,1.4320736,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.2,7.8,3.5,0.0,0.5,1.53854975,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.875,7.75,3.5,0.0,0.5,1.3859405833333334,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,9.666666666666666,7.416666666666667,3.5,0.0,0.5,0.0,0.0,0.0,0.0,7,3,1080,1140,1190,1110,BOU,CRY,18.0,1,24,4
69,Daniel,Jebbison,45,,1.8901333333333328,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.666666666666666,8.333333333333334,3.5,0.0,0.5,1.4320736,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.2,7.8,3.5,0.0,0.5,1.53854975,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.875,7.75,3.5,0.0,0.5,1.3859405833333334,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,9.666666666666666,7.416666666666667,3.5,0.0,0.5,0.0,0.0,0.0,0.0,8,3,1080,1150,1190,1100,BOU,EVE,20.0,1,24,4
69,Daniel,Jebbison,45,,1.8901333333333328,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.666666666666666,8.333333333333334,3.5,0.0,0.5,1.4320736,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.2,7.8,3.5,0.0,0.5,1.53854975,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,10.875,7.75,3.5,0.0,0.5,1.3859405833333334,1.0,0.0,0.010586705058813,0.0,0.8,1.6,1.0,0.0,9.666666666666666,7.416666666666667,3.5,0.0,0.5,0.0,0.0,0.0,0.0,16,3,1080,1230,1190,1130,BOU,NFO,23.0,1,24,4
617,Francisco Evanilson,de Lima Barbosa,61,2.0,1.8901333333333337,2.0,2.0,0.1304238562782605,0.123403056214253,4.5,4.266666666666667,23.666666666666668,0.0,10.666666666666666,8.333333333333334,9.0,0.123403056214253,1.3333333333333333,1.4320736000000005,4.0,2.2,0.108552611246705,0.3202368341386318,5.8,7.2,34.0,0.0,10.2,7.8,15.4,0.3202368341386318,1.4,1.53854975,4.625,2.375,0.0806736659724265,0.5016631460748613,6.4375,14.875,35.625,0.0,10.875,7.75,18.25,0.5016631460748613,1.125,1.3859405833333334,5.083333333333333,2.1666666666666665,0.0594403397602339,0.4008491416461766,5.816666666666666,15.833333333333334,31.0,0.0,9.666666666666666,7.416666666666667,19.33333333333333,0.4008491416461765,0.8333333333333334,0.0,0.25,0.25,76.4,7,3,1080,1140,1190,1110,BOU,CRY,18.0,1,24,4
617,Francisco Evanilson,de Lima Barbosa,61,2.0,1.8901333333333337,2.0,2.0,0.1304238562782605,0.123403056214253,4.5,4.266666666666667,23.666666666666668,0.0,10.666666666666666,8.333333333333334,9.0,0.123403056214253,1.3333333333333333,1.4320736000000005,4.0,2.2,0.108552611246705,0.3202368341386318,5.8,7.2,34.0,0.0,10.2,7.8,15.4,0.3202368341386318,1.4,1.53854975,4.625,2.375,0.0806736659724265,0.5016631460748613,6.4375,14.875,35.625,0.0,10.875,7.75,18.25,0.5016631460748613,1.125,1.3859405833333334,5.083333333333333,2.1666666666666665,0.0594403397602339,0.4008491416461766,5.816666666666666,15.833333333333334,31.0,0.0,9.666666666666666,7.416666666666667,19.33333333333333,0.4008491416461765,0.8333333333333334,0.0,0.25,0.25,76.4,8,3,1080,1150,1190,1100,BOU,EVE,20.0,1,24,4
617,Francisco Evanilson,de Lima Barbosa,61,2.0,1.8901333333333337,2.0,2.0,0.1304238562782605,0.123403056214253,4.5,4.266666666666667,23.666666666666668,0.0,10.666666666666666,8.333333333333334,9.0,0.123403056214253,1.3333333333333333,1.4320736000000005,4.0,2.2,0.108552611246705,0.3202368341386318,5.8,7.2,34.0,0.0,10.2,7.8,15.4,0.3202368341386318,1.4,1.53854975,4.625,2.375,0.0806736659724265,0.5016631460748613,6.4375,14.875,35.625,0.0,10.875,7.75,18.25,0.5016631460748613,1.125,1.3859405833333334,5.083333333333333,2.1666666666666665,0.0594403397602339,0.4008491416461766,5.816666666666666,15.833333333333334,31.0,0.0,9.666666666666666,7.416666666666667,19.33333333333333,0.4008491416461765,0.8333333333333334,0.0,0.25,0.25,76.4,16,3,1080,1230,1190,1130,BOU,NFO,23.0,1,24,4
107,Igor Thiago,Nascimento Rodrigues,59,,1.837602333333333,1.3333333333333333,0.0,0.0066666666666666,0.0333333333333333,1.3666666666666665,3.2000000000000006,2.0,0.0,9.333333333333334,7.666666666666667,5.666666666666667,0.0,0.0,1.9274184,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,8.4,7.0,5.0,0.0,0.0,1.89433775,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,8.625,6.5,5.0,0.0,0.0,1.6793419166666668,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,9.083333333333334,6.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,22.2,1,4,1070,1370,1090,1350,BRE,ARS,19.0,1,24,4
107,Igor Thiago,Nascimento Rodrigues,59,,1.837602333333333,1.3333333333333333,0.0,0.0066666666666666,0.0333333333333333,1.3666666666666665,3.2000000000000006,2.0,0.0,9.333333333333334,7.666666666666667,5.666666666666667,0.0,0.0,1.9274184,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,8.4,7.0,5.0,0.0,0.0,1.89433775,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,8.625,6.5,5.0,0.0,0.0,1.6793419166666668,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,9.083333333333334,6.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,22.2,13,4,1070,1230,1090,1350,BRE,MCI,21.0,1,24,4
107,Igor Thiago,Nascimento Rodrigues,59,,1.837602333333333,1.3333333333333333,0.0,0.0066666666666666,0.0333333333333333,1.3666666666666665,3.2000000000000006,2.0,0.0,9.333333333333334,7.666666666666667,5.666666666666667,0.0,0.0,1.9274184,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,8.4,7.0,5.0,0.0,0.0,1.89433775,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,8.625,6.5,5.0,0.0,0.0,1.6793419166666668,1.25,0.0,0.005,0.025,1.05,2.7,1.5,0.0,9.083333333333334,6.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,22.2,12,4,1070,1360,1090,1360,BRE,LIV,22.0,1,24,4
108,Ivan,Toney,73,,1.837602333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,7.666666666666667,0.0,0.0,0.0,1.9274184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,7.0,0.0,0.0,0.0,1.89433775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,6.5,0.0,0.0,0.0,1.6793419166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.083333333333334,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1070,1370,1090,1350,BRE,ARS,19.0,1,24,4
108,Ivan,Toney,73,,1.837602333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,7.666666666666667,0.0,0.0,0.0,1.9274184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,7.0,0.0,0.0,0.0,1.89433775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,6.5,0.0,0.0,0.0,1.6793419166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.083333333333334,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,1070,1230,1090,1350,BRE,MCI,21.0,1,24,4
108,Ivan,Toney,73,,1.837602333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,7.666666666666667,0.0,0.0,0.0,1.9274184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,7.0,0.0,0.0,0.0,1.89433775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,6.5,0.0,0.0,0.0,1.6793419166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.083333333333334,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,1070,1360,1090,1360,BRE,LIV,22.0,1,24,4
110,Yoane,Wissa,63,4.0,1.837602333333333,3.333333333333333,1.3333333333333333,0.0431495296458402,0.1019599686066309,4.666666666666667,15.0,23.0,0.3333333333333333,9.333333333333334,7.666666666666667,16.0,0.1019599686066309,0.6666666666666666,1.9274184,4.0,1.4,0.0933926112949847,0.1914610832929611,4.66,17.52,18.8,0.2,8.4,7.0,17.4,0.1914610832929611,0.8,1.89433775,4.625,1.375,0.0628708791919052,0.3208562340587377,4.775,19.625,19.25,0.125,8.625,6.5,19.375,0.3208562340587377,0.625,1.6793419166666668,5.25,1.8333333333333333,0.0661011912549535,0.4915348229308923,5.883333333333334,22.71666666666667,26.25,0.0833333333333333,9.083333333333334,6.666666666666667,21.75,0.4915348229308923,0.6666666666666666,0.1428571428571428,0.5714285714285714,0.1428571428571428,82.2,1,4,1070,1370,1090,1350,BRE,ARS,19.0,1,24,4
