assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,0,0,0.0,70,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2023-08-12 14:00:00+00:00,0,19,0,0,0,0,1,0,1350,0,1,1,0.0,0,0,0,0,45,True,0,2,Lloyd Kelly,3,WHU,1140,1150,BOU,1055,1145,1
0,0,3,0,0.3,70,0.0,0.0,0.0,0.08,14,0,0,0.2,1.4,2023-08-19 14:00:00+00:00,14,11,0,0,0,0,2,0,1091,0,1,3,0.0,1,-303,26,329,45,False,0,2,Lloyd Kelly,3,LIV,1210,1270,BOU,1130,1075,1
0,0,9,0,1.0,70,0.01,0.01,0.0,2.06,22,2,0,1.0,7.4,2023-08-26 11:30:00+00:00,90,18,0,0,0,0,3,0,1609,1,2,0,2.0,0,101,213,112,45,True,1,2,Lloyd Kelly,3,TOT,1150,1310,BOU,1055,1145,1
0,0,0,0,0.0,70,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2023-09-02 14:00:00+00:00,0,4,0,0,0,0,4,0,2191,0,2,2,0.0,0,127,318,191,45,False,0,2,Lloyd Kelly,3,BRE,1110,1090,BOU,1130,1075,1
0,2,32,1,11.0,70,0.02,0.02,0.0,1.71,42,0,0,3.0,19.4,2023-09-17 13:00:00+00:00,90,7,0,0,0,0,5,0,2523,1,0,0,0.0,8,-155,193,348,45,True,0,2,Lloyd Kelly,3,CHE,1150,1230,BOU,1055,1145,1
0,0,19,0,21.3,70,0.04,0.04,0.0,1.75,53,3,0,4.4,22.2,2023-09-24 13:00:00+00:00,82,5,0,0,0,0,6,0,3982,1,1,3,0.0,1,945,1161,216,45,False,0,2,Lloyd Kelly,3,BHA,1070,1135,BOU,1130,1075,1
0,0,0,0,0.0,70,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2023-09-30 14:00:00+00:00,0,1,0,0,0,0,7,0,3487,0,4,0,0.0,0,-501,164,665,45,True,0,2,Lloyd Kelly,3,ARS,1370,1360,BOU,1055,1145,1
0,0,0,0,0.0,70,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07 14:00:00+00:00,0,9,0,0,0,0,8,0,3134,0,0,3,0.0,0,-373,70,443,45,False,0,2,Lloyd Kelly,3,EVE,1125,1065,BOU,1130,1075,1
0,0,11,0,1.0,70,0.01,0.01,0.0,2.06,82,2,0,1.7,16.0,2023-10-21 14:00:00+00:00,90,20,0,0,0,0,9,0,2948,1,2,1,0.0,1,-221,66,287,45,True,0,2,Lloyd Kelly,3,WOL,1105,1100,BOU,1055,1145,1
0,0,16,0,1.5,70,0.01,0.13,0.12,0.88,93,1,0,1.9,13.8,2023-10-28 14:00:00+00:00,90,6,0,0,0,0,10,0,3945,1,1,2,4.0,2,779,984,205,45,True,0,2,Lloyd Kelly,3,BUR,1050,1050,BOU,1055,1145,1
0,0,12,0,3.2,70,0.0,0.0,0.0,1.88,106,6,0,2.2,19.2,2023-11-04 15:00:00+00:00,90,13,0,0,0,0,11,0,3561,1,1,6,0.0,-1,-471,174,645,45,False,0,2,Lloyd Kelly,3,MCI,1350,1360,BOU,1130,1075,1
0,1,26,1,3.2,70,0.01,0.01,0.0,0.51,113,0,0,1.0,7.2,2023-11-11 17:30:00+00:00,90,15,0,0,0,0,12,0,3749,1,0,2,0.0,7,27,251,224,45,True,0,2,Lloyd Kelly,3,NEW,1210,1355,BOU,1055,1145,1
0,0,9,0,26.0,70,0.05,0.05,0.0,0.05,129,0,0,4.1,13.0,2023-11-25 15:00:00+00:00,45,17,0,0,0,0,13,0,13158,1,3,1,2.0,1,6471,7082,611,45,False,0,2,Lloyd Kelly,3,SHU,1045,1020,BOU,1130,1075,1
