assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_3,team_deep_rolling_3,team_xGA_rolling_3,team_deep_allowed_rolling_3,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_5,team_deep_rolling_5,team_xGA_rolling_5,team_deep_allowed_rolling_5,team_xG_rolling_13,team_deep_rolling_13,team_xGA_rolling_13,team_deep_allowed_rolling_13,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,team_xG_rolling_20,team_deep_rolling_20,team_xGA_rolling_20,team_deep_allowed_rolling_20,opponent_xG_rolling_3,opponent_deep_rolling_3,opponent_xGA_rolling_3,opponent_deep_allowed_rolling_3,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_5,opponent_deep_rolling_5,opponent_xGA_rolling_5,opponent_deep_allowed_rolling_5,opponent_xG_rolling_13,opponent_deep_rolling_13,opponent_xGA_rolling_13,opponent_deep_allowed_rolling_13,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,opponent_xG_rolling_20,opponent_deep_rolling_20,opponent_xGA_rolling_20,opponent_deep_allowed_rolling_20,season,position
0,0,2,0,0.3,523,0.0,0.25,0.4003327786922455,0.07,7,0,0,2.1,3.2,2024-08-17,5,False,2,0,0,0,0,1,0,84653,0,2,1,17.0,1,0,0,0,50,True,0,Danny Ings,523,1,0,0,0.4003327786922455,19,AVL,1160,1320,WHU,1080,1100,1.6147159999999996,4.0,2.391292,10.333333333333334,1.4095432499999998,4.25,2.3667140000000004,12.75,1.3967066,3.8,2.6370712000000003,12.6,1.4994866923076924,4.230769230769231,2.310500769230769,13.076923076923077,1.33656925,3.875,2.354504375,13.25,1.3851109,3.7,2.318208,13.5,1.1266005000000003,5.666666666666667,2.255743333333333,7.333333333333333,0.9980146249999998,6.0,2.08281,7.0,1.3237856999999995,8.6,2.07667,6.0,1.4537585769230768,7.846153846153846,2.115714615384616,8.23076923076923,1.6317957187499998,7.4375,2.056,7.9375,1.6829660750000002,8.55,1.9787655,7.3,2024,FWD
0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24,0,False,7,0,0,0,0,2,0,107343,0,2,0,0.0,0,1622,15287,13665,50,False,0,Danny Ings,523,0,0,0,0.0,19,CRY,1130,1110,WHU,1070,1130,2.2516496666666663,4.333333333333333,1.875265333333333,9.666666666666666,1.912212,4.25,2.461044,9.75,1.6885745999999997,4.4,2.4274312,11.8,1.5560997692307692,4.230769230769231,2.413075384615385,12.846153846153848,1.43806925,4.0,2.4609475,13.1875,1.4454904000000002,3.9,2.3123030000000004,12.55,1.96466,8.0,1.0451953333333333,2.0,1.989895,9.0,0.86925075,2.5,1.80269,8.6,0.9742366,3.4,1.722796,6.846153846153846,1.3783665384615384,6.153846153846154,1.6416668125,6.625,1.3568841625,5.875,1.47832795,6.5,1.46067518,6.4,2024,FWD
0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2024-08-31,0,False,13,0,0,0,0,3,0,108004,0,3,1,0.0,0,-5530,17383,22913,50,True,0,Danny Ings,523,0,0,0,0.0,19,MCI,1230,1350,WHU,1080,1100,1.526356333333333,3.333333333333333,2.12048,10.0,2.0722897499999995,4.5,1.7504740000000003,8.75,1.8366116,4.4,2.2440552,9.0,1.5064636153846154,4.307692307692308,2.2788715384615386,12.615384615384617,1.5220158124999998,4.25,2.297020625,12.0625,1.4730459,3.95,2.273348,12.0,2.1912000000000003,13.666666666666666,0.5937960000000001,3.0,2.3192275,11.75,0.9060595,3.5,2.485818,12.0,0.7425725000000001,3.0,2.5513786923076927,13.923076923076923,1.0086259615384616,3.769230769230769,2.5089795625,14.9375,0.91847434375,3.6875,2.42329615,14.8,0.953678625,3.8,2024,FWD
0,3,29,0,0.0,523,0.0,0.25,0.1129126548767089,0.17,35,0,1,5.0,33.0,2024-09-14,8,False,9,0,0,0,0,4,0,121510,0,1,1,17.0,8,5712,27783,22071,50,False,0,Danny Ings,523,1,0,1,0.1129126548767089,19,FUL,1140,1110,WHU,1070,1130,1.7620369999999994,5.0,2.413123333333333,11.666666666666666,1.3815674999999996,3.75,2.3886025,12.75,1.847272,4.6,2.0389732,11.2,1.4351606153846153,4.153846153846154,2.456691538461538,13.461538461538462,1.548714875,4.375,2.3297425,12.8125,1.39920095,3.95,2.3023155,12.6,1.189907,4.666666666666667,1.2022443333333332,3.333333333333333,1.17142525,4.75,1.41854075,3.5,0.9548651,4.0,1.7652686,5.4,1.3484430384615385,6.846153846153846,1.5559463076923077,6.384615384615385,1.43661559375,7.375,1.53972075,7.375,1.490622975,7.4,1.6326036000000002,7.5,2024,FWD
0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2024-09-21,0,False,6,0,0,0,0,5,0,186526,0,3,0,0.0,0,56424,70520,14096,50,True,0,Danny Ings,523,0,0,0,0.0,19,CHE,1150,1360,WHU,1080,1100,1.0547099999999998,4.666666666666667,2.4850266666666667,11.0,1.4922074999999997,4.75,2.5313450000000004,10.25,1.2417978,3.8,2.488084,11.4,1.3855013076923075,3.923076923076923,2.608594307692308,12.615384615384617,1.4620891875,4.3125,2.42656625,12.5,1.3676969,4.05,2.3898725,12.65,1.9798353333333336,6.333333333333333,1.471706,6.333333333333333,1.7501840000000002,6.75,1.3988745000000002,7.25,1.7196892,7.0,1.5194996,7.8,2.0043065384615386,7.6923076923076925,1.5817964615384617,8.384615384615385,2.2366278125,8.9375,1.5501793125,8.3125,2.1698262500000003,9.05,1.6631337499999996,8.75,2024,FWD
0,0,3,0,0.5,523,0.0,0.0,0.0,0.04,53,0,0,0.3,0.4,2024-09-28,15,False,4,0,0,0,0,6,0,222670,0,1,1,2.0,1,32924,65006,32082,50,False,0,Danny Ings,523,0,0,0,0.0,19,BRE,1070,1090,WHU,1070,1130,0.796062333333333,7.0,2.825416666666667,12.0,0.9805992499999996,6.5,2.4630875000000003,10.5,1.3454194,6.2,2.50453,10.0,1.367323076923077,4.615384615384615,2.499982769230769,12.076923076923077,1.373263375,4.8125,2.38134875,12.5,1.34657525,4.5,2.4613755,12.65,1.9357716666666664,8.666666666666666,2.36491,17.666666666666668,1.5661385,7.0,2.453375,18.5,1.5290388,5.8,2.192214,15.6,1.519636,6.769230769230769,1.697948230769231,10.76923076923077,1.5565379375,7.5,1.7096463750000002,11.1875,1.5456808,7.25,1.8601276,11.15,2024,FWD
0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2024-10-05,0,False,10,0,0,0,0,7,0,278267,0,1,4,0.0,0,49423,79867,30444,50,True,0,Danny Ings,523,0,0,0,0.0,19,IPS,1070,1080,WHU,1080,1100,0.7732009999999997,9.333333333333334,1.8845006666666664,7.333333333333333,0.8167009999999996,8.25,2.211618,10.75,0.9602028,7.6,2.0445144,9.8,1.321819,5.230769230769231,2.421212923076923,10.923076923076923,1.3110431875,5.125,2.3494057500000003,12.3125,1.38095285,5.05,2.2799401,11.8,1.4041343333333334,4.0,1.9333433333333327,8.0,1.22986275,3.5,1.7472150000000002,7.0,1.07989,3.0,2.013408,8.6,0.9570085,2.833333333333333,2.332683333333333,9.333333333333334,0.9570085,2.833333333333333,2.332683333333333,9.333333333333334,0.9570085,2.833333333333333,2.332683333333333,9.333333333333334,2024,FWD
0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2024-10-19,0,False,18,0,0,0,0,8,0,257400,0,1,4,0.0,0,-20520,17026,37546,50,False,0,Danny Ings,523,0,0,0,0.0,19,TOT,1140,1300,WHU,1070,1130,2.010301333333333,10.0,1.317374,7.333333333333333,1.6784057499999996,8.5,1.7095330000000004,7.0,1.5321648,7.8,2.0062204,9.8,1.5720259230769231,5.461538461538462,2.375152923076924,10.461538461538462,1.5026513125,5.0625,2.3664905000000003,11.625,1.57465305,5.2,2.2057006,11.65,3.464933333333333,14.0,1.1554853333333333,5.0,2.79684875,13.0,1.1468389999999995,4.5,2.564087,12.2,1.2348591999999998,4.6,2.3022203846153846,11.615384615384617,1.4770375384615386,5.6923076923076925,2.1050294375000003,12.25,1.6138236250000002,5.5625,2.16038255,12.85,1.5103238500000002,5.45,2024,FWD
2,1,26,0,10.0,523,0.6295180916786194,0.19,0.1001763418316841,0.56,90,1,0,3.5,19.0,2024-10-27,19,False,14,0,0,0,0,9,0,236829,0,1,2,6.0,8,-21922,5988,27910,50,True,0,Danny Ings,523,1,1,0,0.1001763418316841,19,MUN,1140,1170,WHU,1080,1100,2.043813333333333,8.0,0.9984573333333334,8.0,1.7224267499999997,9.0,1.3481605000000003,8.25,1.5144852,8.0,1.6557304000000002,7.8,1.5263130769230768,5.6923076923076925,2.2079521538461537,10.538461538461538,1.4941650000000002,5.25,2.21844675,11.3125,1.5141567000000002,5.25,2.2108851,11.65,0.9382693333333334,6.333333333333333,2.2776173333333336,9.0,1.291342,7.75,2.1255329999999995,8.0,1.6384595999999998,9.6,1.9716124,7.0,1.498274153846154,8.615384615384615,1.8817763846153848,8.23076923076923,1.5829951875,8.75,2.0305014375,8.875,1.5469856,8.1,2.17982515,10.85,2024,FWD
0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2024-11-02,0,False,16,0,0,0,0,10,0,234090,0,0,3,0.0,0,-5536,15771,21307,50,False,0,Danny Ings,523,0,0,0,0.0,19,NFO,1140,1130,WHU,1070,1130,2.7486476666666664,6.333333333333333,1.7503766666666667,8.0,2.28114,7.75,1.4053380000000004,7.75,1.9765654,8.6,1.6037244000000002,8.0,1.6530638461538465,6.076923076923077,2.123912153846154,10.153846153846152,1.589349375,5.4375,2.295431125,10.375,1.5548387,5.4,2.1861466,11.55,2.032383333333333,6.666666666666667,1.314978666666666,8.666666666666666,1.67787525,7.0,1.345214,7.5,1.6161462,6.2,1.3898432,6.8,1.7174125384615384,6.769230769230769,1.3920163846153846,6.615384615384615,1.7049489375,6.5,1.352881625,6.625,1.63248695,6.1,1.2489209,6.2,2024,FWD
