assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,6,0,2.3,394,0.0,0.12,0.0743397921323776,1.58,6,1,0,3.0,11.4,2023-08-12,84,2,0,0,0,0,1,0,275501,1,1,5,16.0,1,0,0,0,60,True,1,2,0,0,0.0743397921323776,3,Bruno Guimarães Rodriguez Moura,15.0,AVL,1220,1350,NEW,1050,1160,2023
0,0,7,0,4.3,394,0.0,0.12,0.036294087767601,1.09,16,1,0,0.5,0.0,2023-08-19,90,13,0,0,0,0,2,0,279586,1,0,1,1.0,1,-32283,13505,45788,60,False,1,1,0,0,0.036294087767601,3,Bruno Guimarães Rodriguez Moura,15.0,MCI,1350,1360,NEW,1210,1355,2023
0,0,7,0,24.8,394,0.0616209283471107,0.05,0.0178109966218471,0.95,29,2,0,4.1,15.4,2023-08-27,90,12,0,0,0,0,3,0,262036,1,2,1,1.0,2,-28449,11923,40372,59,True,0,1,2,0,0.0178109966218471,3,Bruno Guimarães Rodriguez Moura,15.0,LIV,1350,1390,NEW,1050,1160,2023
0,0,14,0,16.1,394,0.1234775111079216,0.23,0.0,1.42,33,3,0,2.8,11.6,2023-09-02,90,5,0,0,0,0,4,0,241199,1,1,3,0.0,2,-27020,4817,31837,59,False,0,0,1,0,0.0,3,Bruno Guimarães Rodriguez Moura,15.0,BHA,1070,1135,NEW,1210,1355,2023
0,0,1,1,16.0,394,0.01249760389328,0.34,0.3372240960597992,0.54,46,0,0,6.7,12.4,2023-09-16,90,4,0,0,0,0,5,0,227261,1,0,1,39.0,2,-20571,7057,27628,58,True,1,1,1,0,0.3372240960597992,3,Bruno Guimarães Rodriguez Moura,15.0,BRE,1055,1150,NEW,1050,1160,2023
1,2,52,1,54.3,394,0.6360916495323181,0.56,0.5419378876686096,0.84,60,0,1,13.9,65.4,2023-09-24,80,23,0,0,0,0,6,0,223734,1,8,0,19.0,13,-6548,7168,13716,58,False,0,1,4,1,0.5419378876686096,3,Bruno Guimarães Rodriguez Moura,15.0,SHU,1045,1020,NEW,1210,1355,2023
0,0,24,1,61.2,394,0.7304179072380066,0.25,0.0,0.65,66,0,0,10.1,34.0,2023-09-30,90,21,0,0,0,0,7,0,237036,1,0,2,6.0,3,10853,32976,22123,58,True,0,0,5,0,0.0,3,Bruno Guimarães Rodriguez Moura,15.0,BUR,1050,1050,NEW,1050,1160,2023
0,0,6,0,8.7,394,0.0,0.11,0.0167936570942401,1.22,79,2,0,1.9,5.6,2023-10-08,90,19,0,0,0,0,8,0,269823,1,2,2,5.0,1,27211,41813,14602,58,False,1,1,0,0,0.0167936570942401,3,Bruno Guimarães Rodriguez Moura,15.0,WHU,1055,1150,NEW,1210,1355,2023
0,0,14,1,5.1,394,0.0,0.14,0.5772899389266968,0.39,87,0,0,4.8,9.8,2023-10-21,68,7,0,0,0,0,9,0,281540,1,0,4,33.0,3,9175,24074,14899,58,True,0,1,0,0,0.5772899389266968,3,Bruno Guimarães Rodriguez Moura,15.0,CRY,1120,1085,NEW,1050,1160,2023
0,0,13,0,15.5,394,0.0564007684588432,0.1,0.0239920206367969,0.98,100,2,0,4.1,16.2,2023-10-28,90,20,0,0,0,0,10,0,270251,1,2,2,9.0,2,-11950,10169,22119,58,False,0,1,1,0,0.0239920206367969,3,Bruno Guimarães Rodriguez Moura,15.0,WOL,1085,1115,NEW,1210,1355,2023
0,0,8,1,34.1,394,0.0558112673461437,0.05,0.0222424883395433,0.56,107,0,0,4.3,5.4,2023-11-04,90,1,0,0,0,0,11,0,260939,1,0,1,3.0,2,-10928,9127,20055,58,True,1,1,3,0,0.0222424883395433,3,Bruno Guimarães Rodriguez Moura,15.0,ARS,1370,1360,NEW,1050,1160,2023
0,0,0,0,0.0,394,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2023-11-11,0,3,0,0,0,0,12,0,210702,0,0,2,0.0,0,-49059,1038,50097,58,False,0,0,0,0,0.0,3,Bruno Guimarães Rodriguez Moura,15.0,BOU,1055,1145,NEW,1210,1355,2023
0,0,17,0,11.1,394,0.0,0.29,0.1581439971923828,0.58,127,1,0,4.5,15.4,2023-11-25,90,6,0,0,0,0,13,0,211174,1,1,4,18.0,2,-3198,5298,8496,58,True,0,2,0,0,0.1581439971923828,3,Bruno Guimarães Rodriguez Moura,15.0,CHE,1150,1230,NEW,1050,1160,2023
