assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,False,14,0,0,0,0,1,0,1323,0,0,1,0.0,0,0,0,0,45,False,0,3,Martial Godo,9,MUN,1140,1110,FUL,1140,1160,2024,,0.418711,3.0,0.418711,2.04268,7.0,2.04268
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,11,0,0,0,0,2,0,2460,0,1,2,0.0,0,138,442,304,45,True,0,3,Martial Godo,9,LEI,1080,1110,FUL,1140,1110,2024,,1.96218,7.0,1.96218,0.857005,1.0,0.857005
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,10,0,0,0,0,3,0,3006,0,1,1,0.0,0,108,751,643,45,False,0,3,Martial Godo,9,IPS,1070,1080,FUL,1140,1160,2024,,1.18883,4.0,1.18883,0.707048,2.0,0.707048
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,19,0,0,0,0,4,0,3779,0,1,1,0.0,0,394,1056,662,45,True,0,3,Martial Godo,9,WHU,1070,1130,FUL,1140,1110,2024,,2.88601,6.0,2.88601,0.682719,4.0,0.682719
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,False,15,0,0,0,0,5,0,3892,0,1,3,0.0,0,-15,358,373,45,True,0,3,Martial Godo,9,NEW,1150,1290,FUL,1140,1110,2024,,3.21141,7.0,3.21141,1.09768,3.0,1.09768
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,16,0,0,0,0,6,0,3927,0,1,0,0.0,0,-41,386,427,45,False,0,3,Martial Godo,9,NFO,1140,1130,FUL,1140,1160,2024,,1.43592,4.0,0.674751,0.614351,8.0,0.614351
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,False,13,0,0,0,0,7,0,3881,0,2,3,0.0,0,-128,242,370,45,False,0,3,Martial Godo,9,MCI,1140,1300,FUL,1140,1160,2024,,2.75846,11.0,2.75846,1.36684,8.0,1.36684
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,2,0,0,0,0,8,0,3852,0,3,1,0.0,0,-92,167,259,45,True,0,3,Martial Godo,9,AVL,1160,1320,FUL,1140,1110,2024,,2.63074,3.0,1.86957,1.43595,9.0,1.43595
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2024-10-26T16:30:00Z,0,False,8,0,0,0,0,9,0,3847,0,1,1,0.0,0,-76,115,191,45,False,0,3,Martial Godo,9,EVE,1130,1060,FUL,1140,1160,2024,,1.49531,7.0,1.49531,0.884845,7.0,0.884845
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,False,4,0,0,0,0,10,0,3847,0,1,2,0.0,0,-44,154,198,45,True,0,3,Martial Godo,9,BRE,1100,1350,FUL,1140,1110,2024,,1.43017,13.0,1.43017,0.739231,2.0,0.739231
0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,7,0,0,0,0,11,0,3816,0,2,0,0.0,0,-78,118,196,45,False,0,3,Martial Godo,9,CRY,1130,1110,FUL,1140,1160,2024,,2.25331,7.0,2.25331,1.96037,4.0,1.96037
