assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,585,53,0,0,0.0,0.0,2020-10-24 14:00:00+00:00,0,6,0,0,0,0,6,0,57,2,1,0.0,0,20,38,18,45,True,0,2,Terence Kongolo,8,CRY,1120,1020,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,61,0,0,0.0,0.0,2020-11-02 17:30:00+00:00,0,18,0,0,0,0,7,0,79,0,2,0.0,0,17,41,24,45,True,0,2,Terence Kongolo,8,WBA,1000,1040,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,78,0,0,0.0,0.0,2020-11-07 20:00:00+00:00,0,19,0,0,0,0,8,0,54,0,1,0.0,0,-25,8,33,45,False,0,2,Terence Kongolo,8,WHU,1140,1260,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,81,0,0,0.0,0.0,2020-11-22 12:00:00+00:00,0,7,0,0,0,0,9,0,91,3,2,0.0,0,31,44,13,44,True,0,2,Terence Kongolo,8,EVE,1100,1140,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,94,0,0,0.0,0.0,2020-11-30 17:30:00+00:00,0,9,0,0,0,0,10,0,56,2,1,0.0,0,-36,8,44,44,False,0,2,Terence Kongolo,8,LEI,1190,1150,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,104,0,0,0.0,0.0,2020-12-05 15:00:00+00:00,0,12,0,0,0,0,11,0,214,0,2,0.0,0,137,166,29,43,False,0,2,Terence Kongolo,8,MCI,1280,1340,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,112,0,0,0.0,0.0,2020-12-13 16:30:00+00:00,0,11,0,0,0,0,12,0,188,1,1,0.0,0,-25,65,90,43,True,0,2,Terence Kongolo,8,LIV,1210,1230,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,121,0,0,0.0,0.0,2020-12-16 20:00:00+00:00,0,3,0,0,0,0,13,0,130,0,0,0.0,0,-56,5,61,43,True,0,2,Terence Kongolo,8,BHA,1190,1130,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,135,0,0,0.0,0.0,2020-12-19 20:00:00+00:00,0,14,0,0,0,0,14,0,136,1,1,0.0,0,2,32,30,43,False,0,2,Terence Kongolo,8,NEW,1050,1030,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,141,0,0,0.0,0.0,2020-12-26 15:00:00+00:00,0,16,0,0,0,0,15,0,195,0,0,0.0,0,53,82,29,43,True,0,2,Terence Kongolo,8,SOU,1110,1160,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,157,0,0,0.0,0.0,2021-01-13 20:15:00+00:00,0,17,0,0,0,0,18,0,223,1,1,0.0,0,-3,43,46,43,False,0,2,Terence Kongolo,8,TOT,1130,1250,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,181,0,0,0.0,0.0,2021-01-16 17:30:00+00:00,0,5,0,0,0,0,19,0,224,1,0,0.0,0,20,49,29,43,True,0,2,Terence Kongolo,8,CHE,1300,1310,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,171,0,0,0.0,0.0,2021-01-20 20:15:00+00:00,0,13,0,0,0,0,19,0,224,2,1,0.0,0,20,49,29,43,True,0,2,Terence Kongolo,8,MUN,1280,1310,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,189,0,0,0.0,0.0,2021-01-27 19:30:00+00:00,0,3,0,0,0,0,20,0,219,0,0,0.0,0,-4,45,49,43,False,0,2,Terence Kongolo,8,BHA,1150,1100,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,207,0,0,0.0,0.0,2021-01-30 15:00:00+00:00,0,18,0,0,0,0,21,0,203,2,2,0.0,0,-15,32,47,43,False,0,2,Terence Kongolo,8,WBA,1040,1050,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,211,0,0,0.0,0.0,2021-02-03 18:00:00+00:00,0,9,0,0,0,0,22,0,406,2,0,0.0,0,197,235,38,43,True,0,2,Terence Kongolo,8,LEI,1150,1230,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,221,0,0,0.0,0.0,2021-02-06 17:30:00+00:00,0,19,0,0,0,0,23,0,442,0,0,0.0,0,31,159,128,43,True,0,2,Terence Kongolo,8,WHU,1190,1290,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,233,0,0,0.0,0.0,2021-02-14 19:00:00+00:00,0,7,0,0,0,0,24,0,264,2,0,0.0,0,-181,49,230,43,False,0,2,Terence Kongolo,8,EVE,1130,1200,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,160,0,0,0.0,0.0,2021-02-17 18:00:00+00:00,0,4,0,0,0,0,24,0,264,1,1,0.0,0,-181,49,230,43,False,0,2,Terence Kongolo,8,BUR,1040,1040,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,243,0,0,0.0,0.0,2021-02-20 20:00:00+00:00,0,15,0,0,0,0,25,0,281,0,1,0.0,0,-7,49,56,43,True,0,2,Terence Kongolo,8,SHU,1070,1010,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,250,0,0,0.0,0.0,2021-02-28 12:00:00+00:00,0,6,0,0,0,0,26,0,301,0,0,0.0,0,-7,50,57,43,False,0,2,Terence Kongolo,8,CRY,1030,1010,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,321,0,0,0.0,0.0,2021-03-04 18:00:00+00:00,0,17,0,0,0,0,26,0,301,1,0,0.0,0,-7,50,57,43,True,0,2,Terence Kongolo,8,TOT,1170,1290,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,263,0,0,0.0,0.0,2021-03-07 14:00:00+00:00,0,11,0,0,0,0,27,0,370,1,0,0.0,0,51,83,32,43,False,0,2,Terence Kongolo,8,LIV,1190,1300,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,272,0,0,0.0,0.0,2021-03-13 20:00:00+00:00,0,12,0,0,0,0,28,0,456,3,0,0.0,0,56,111,55,43,True,0,2,Terence Kongolo,8,MCI,1320,1350,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,282,0,0,0.0,0.0,2021-03-19 20:00:00+00:00,0,10,0,0,0,0,29,0,439,2,1,0.0,0,-73,52,125,43,True,0,2,Terence Kongolo,8,LEE,1150,1170,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,290,0,0,0.0,0.0,2021-04-04 15:30:00+00:00,0,2,0,0,0,0,30,0,415,1,3,0.0,0,-11,26,37,43,False,0,2,Terence Kongolo,8,AVL,1120,1080,FUL,1110,1060,0,2020
0,0,15,0,4.7,585,302,1,0,2.4,16.8,2021-04-09 19:00:00+00:00,90,20,0,0,0,0,31,0,421,1,0,2.0,2,-7,30,37,43,True,0,2,Terence Kongolo,8,WOL,1130,1120,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,309,0,0,0.0,0.0,2021-04-18 12:30:00+00:00,0,1,0,0,0,0,32,0,457,1,1,0.0,0,23,60,37,43,False,0,2,Terence Kongolo,8,ARS,1130,1220,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,331,0,0,0.0,0.0,2021-05-01 16:30:00+00:00,0,5,0,0,0,0,34,0,580,0,2,0.0,0,166,192,26,43,False,0,2,Terence Kongolo,8,CHE,1260,1250,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,341,0,0,0.0,0.0,2021-05-10 19:00:00+00:00,0,4,0,0,0,0,35,0,551,2,0,0.0,0,-29,99,128,43,True,0,2,Terence Kongolo,8,BUR,1090,1080,FUL,1150,1040,0,2020
0,0,0,0,0.0,585,357,0,0,0.0,0.0,2021-05-15 14:00:00+00:00,0,16,0,0,0,0,36,0,503,1,3,0.0,0,-47,62,109,43,False,0,2,Terence Kongolo,8,SOU,1030,1110,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,364,0,0,0.0,0.0,2021-05-18 17:00:00+00:00,0,13,0,0,0,0,37,0,601,1,1,0.0,0,92,145,53,43,False,0,2,Terence Kongolo,8,MUN,1250,1240,FUL,1110,1060,0,2020
0,0,0,0,0.0,585,371,0,0,0.0,0.0,2021-05-23 15:00:00+00:00,0,14,0,0,0,0,38,0,1486,2,0,0.0,0,822,1044,222,43,True,0,2,Terence Kongolo,8,NEW,1060,1110,FUL,1150,1040,0,2020
