assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0,0,45,False,0,3,Alex Matos,7,BOU,1055,1145,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,147,0,1,0,0.0,0,77,99,22,45,True,0,3,Alex Matos,7,AVL,1220,1350,CHE,1080,1170
0,0,2,0,0.0,718,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,1,10,0,0,0,0,7,0,318,0,2,0,0.0,1,100,160,60,45,False,0,3,Alex Matos,7,FUL,1050,1060,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,497,0,4,1,0.0,0,89,180,91,45,False,0,3,Alex Matos,7,BUR,1050,1040,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,576,0,2,2,0.0,0,24,102,78,45,True,0,3,Alex Matos,7,ARS,1370,1360,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,651,0,2,0,0.0,0,45,146,101,45,True,0,3,Alex Matos,7,BRE,1055,1150,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,733,0,4,1,0.0,0,43,128,85,45,False,0,3,Alex Matos,7,TOT,1110,1230,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,720,0,4,4,0.0,0,-26,48,74,45,True,0,3,Alex Matos,7,MCI,1360,1370,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,771,0,1,4,0.0,0,34,106,72,45,False,0,3,Alex Matos,7,NEW,1050,1160,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,789,0,2,3,0.0,0,0,67,67,45,True,0,3,Alex Matos,7,BHA,1180,1240,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,812,0,1,2,0.0,0,6,40,34,45,False,0,3,Alex Matos,7,MUN,1130,1120,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,830,0,0,2,0.0,0,-7,51,58,45,False,0,3,Alex Matos,7,EVE,1125,1065,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,846,0,0,2,0.0,0,-26,42,68,45,True,0,3,Alex Matos,7,SHU,1020,1060,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,820,0,1,2,0.0,0,-43,24,67,45,False,0,3,Alex Matos,7,WOL,1085,1115,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,858,0,1,2,0.0,0,7,33,26,45,True,0,3,Alex Matos,7,CRY,1120,1085,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,851,0,3,2,0.0,0,-37,25,62,45,False,0,3,Alex Matos,7,LUT,1020,1090,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,776,0,0,1,0.0,0,-83,21,104,45,True,0,3,Alex Matos,7,FUL,1180,1170,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,728,0,1,4,0.0,0,-51,0,51,45,False,0,3,Alex Matos,7,LIV,1210,1270,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,716,0,4,2,0.0,0,-14,0,14,45,True,0,3,Alex Matos,7,WOL,1105,1100,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2024-02-12T20:00:00Z,0,8,0,0,0,0,24,0,699,0,3,1,0.0,0,-17,0,17,45,False,0,3,Alex Matos,7,CRY,1080,1060,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,246,0,0,0.0,0.0,2024-02-17T17:30:00Z,0,13,0,0,0,0,25,0,684,0,1,1,0.0,0,-14,0,14,45,False,0,3,Alex Matos,7,MCI,1350,1360,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,4,0,0,0,0,27,0,665,0,2,2,0.0,0,-7,0,7,45,False,0,3,Alex Matos,7,BRE,1110,1090,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,275,0,0,0.0,0.0,2024-03-11T20:00:00Z,0,15,0,0,0,0,28,0,658,0,2,3,0.0,0,-8,0,8,45,True,0,3,Alex Matos,7,NEW,1210,1355,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,294,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,6,0,0,0,0,30,0,644,0,2,2,0.0,0,-7,0,7,45,True,0,3,Alex Matos,7,BUR,1050,1050,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,2024-04-04T19:15:00Z,0,14,0,0,0,0,31,0,642,0,3,4,0.0,0,-2,0,2,45,True,0,3,Alex Matos,7,MUN,1210,1230,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2024-04-07T16:30:00Z,0,17,0,0,0,0,32,0,636,0,2,2,0.0,0,-6,0,6,45,False,0,3,Alex Matos,7,SHU,1045,1020,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2024-04-15T19:00:00Z,0,9,0,0,0,0,33,0,630,0,0,6,0.0,0,-5,0,5,45,True,0,3,Alex Matos,7,EVE,1125,1080,CHE,1080,1170
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23T19:00:00Z,0,1,0,0,0,0,34,0,624,0,0,5,0.0,0,-7,0,7,45,False,0,3,Alex Matos,7,ARS,1370,1330,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,341,0,0,0.0,0.0,2024-04-27T19:00:00Z,0,2,0,0,0,0,35,0,621,0,2,2,0.0,0,-2,0,2,45,False,0,3,Alex Matos,7,AVL,1140,1180,CHE,1150,1230
0,0,0,0,0.0,718,0.0,0.0,0.0,0.0,255,0,0,0.0,0.0,2024-05-02T18:30:00Z,0,18,0,0,0,0,35,0,621,0,0,2,0.0,0,-2,0,2,45,True,0,3,Alex Matos,7,TOT,1150,1310,CHE,1080,1170
