assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12,0,15,0,0,0,0,1,0,2560,0,1,5,0.0,0,0,0,0,50,False,0,0,0,0,0.0,3,Bertrand Traoré,2.0,NEW,1050,1160,AVL,1220,1350,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2023-08-20,0,8,0,0,0,0,2,0,1654,0,0,4,0.0,0,-918,21,939,50,True,0,0,0,0,0.0,3,Bertrand Traoré,2.0,EVE,1125,1080,AVL,1140,1180,2023
0,0,3,0,0.0,708,0.0,0.0,0.0,0.45,25,0,0,0.0,0.0,2023-08-27,9,21,0,0,0,0,3,0,1699,0,3,1,0.0,1,-160,120,280,50,False,0,0,0,0,0.0,3,Bertrand Traoré,2.0,BUR,1050,1040,AVL,1220,1350,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03,0,12,0,0,0,0,4,0,1874,0,0,3,0.0,0,-66,131,197,50,False,0,0,0,0,0.0,3,Bertrand Traoré,2.0,LIV,1210,1270,AVL,1220,1350,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2023-09-16,0,7,0,0,0,0,5,0,1505,0,1,3,0.0,0,-364,16,380,50,True,0,0,0,0,0.0,3,Bertrand Traoré,2.0,CRY,1120,1085,AVL,1140,1180,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24,0,6,0,0,0,0,6,0,1404,0,1,0,0.0,0,-118,8,126,50,False,0,0,0,0,0.0,3,Bertrand Traoré,2.0,CHE,1080,1170,AVL,1220,1350,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2023-09-30,0,5,0,0,0,0,7,0,1395,0,1,6,0.0,0,-36,51,87,50,True,0,0,0,0,0.0,3,Bertrand Traoré,2.0,BHA,1180,1240,AVL,1140,1180,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08,0,20,0,0,0,0,8,0,1748,0,1,1,0.0,0,200,337,137,50,False,0,0,0,0,0.0,3,Bertrand Traoré,2.0,WOL,1085,1115,AVL,1220,1350,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,81,0,0,0.0,0.0,2023-10-22,0,19,0,0,0,0,9,0,1952,0,1,4,0.0,0,71,201,130,50,True,0,0,0,0,0.0,3,Bertrand Traoré,2.0,WHU,1140,1150,AVL,1140,1180,2023
0,0,3,0,0.0,708,0.0,0.0,0.0,0.32,92,0,0,0.3,3.0,2023-10-29,1,22,0,0,0,0,10,0,1987,0,1,3,0.0,1,-14,141,155,50,True,0,0,0,0,0.0,3,Bertrand Traoré,2.0,LUT,1060,1120,AVL,1140,1180,2023
0,0,0,0,0.0,708,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2023-11-05,0,16,0,0,0,0,11,0,2131,0,0,2,0.0,0,78,192,114,50,False,0,0,0,0,0.0,3,Bertrand Traoré,2.0,NFO,1050,1080,AVL,1220,1350,2023
