assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,-2,0,0.3,1199,0.0,0.26,0.9032046794891356,2.88,4,3,0,1.0,0.0,2023-08-12,87,5,0,0,0,0,1,0,4946,1,1,4,12.0,2,0,0,0,50,False,0,2,0,0,0.9032046794891356,3,Pelly Ruddock Mpanzu,,BHA,1070,1135,,,,2023
0,0,4,0,0.3,1199,0.0,0.01,0.0517932847142219,0.08,26,0,0,0.4,1.2,2023-08-25,13,6,0,0,0,0,3,0,4952,0,0,3,2.0,1,-338,352,690,50,False,0,1,0,0,0.0517932847142219,3,Pelly Ruddock Mpanzu,,CHE,1080,1170,,,,2023
0,0,2,0,1.4,1199,0.0,0.56,0.0,0.2,38,1,0,0.8,1.0,2023-09-01,19,19,0,0,0,0,4,0,4494,0,2,1,6.0,1,-635,163,798,49,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,WHU,1140,1150,,,,2023
0,0,3,0,0.3,1199,0.0,0.02,0.0,0.05,44,0,0,0.2,1.4,2023-09-16,15,9,0,0,0,0,5,0,4170,0,0,1,0.0,1,-479,106,585,49,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,FUL,1050,1060,,,,2023
0,0,4,0,13.4,1199,0.1181363314390182,0.45,0.0948953926563263,0.45,58,0,0,2.5,2.0,2023-09-23,33,20,0,0,0,0,6,0,4093,0,1,1,10.0,1,-137,216,353,49,True,0,2,1,0,0.0948953926563263,3,Pelly Ruddock Mpanzu,,WOL,1105,1100,,,,2023
0,0,5,0,1.5,1199,0.0,0.02,0.0,2.9,63,1,0,1.0,8.2,2023-09-30,90,8,0,0,0,0,7,0,4579,1,2,1,0.0,2,340,744,404,49,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,EVE,1125,1065,,,,2023
0,0,3,0,17.5,1199,0.0697392299771308,0.24,0.0439801923930645,1.04,15,2,0,3.0,5.2,2023-10-03,90,21,0,0,0,0,7,0,4579,1,2,1,7.0,2,340,744,404,49,True,0,2,1,0,0.0439801923930645,3,Pelly Ruddock Mpanzu,,BUR,1050,1050,,,,2023
0,0,15,0,25.1,1199,0.3044523298740387,0.16,0.0,1.99,77,1,0,4.3,18.2,2023-10-07,66,18,0,0,0,0,8,0,4382,1,1,0,0.0,2,-208,428,636,49,True,0,0,2,0,0.0,3,Pelly Ruddock Mpanzu,,TOT,1150,1310,,,,2023
0,0,8,0,0.9,1199,0.0,0.02,0.0135555500164628,2.87,88,1,0,0.6,3.8,2023-10-21,71,16,0,0,0,0,9,0,4030,1,2,2,1.0,2,-370,117,487,48,False,0,1,0,0,0.0135555500164628,3,Pelly Ruddock Mpanzu,,NFO,1050,1080,,,,2023
0,0,3,0,0.3,1199,0.0,0.01,0.0,0.42,92,0,0,0.1,0.2,2023-10-29,14,2,0,0,0,0,10,0,3871,0,1,3,0.0,1,-191,86,277,48,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,AVL,1140,1180,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2023-11-05,0,12,0,0,0,0,11,0,3805,0,1,1,0.0,0,-97,102,199,48,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,LIV,1350,1390,,,,2023
0,0,3,0,0.3,1199,0.0,0.0,0.0,0.11,118,0,0,0.2,1.2,2023-11-11,4,14,0,0,0,0,12,0,3649,0,0,1,0.0,1,-162,59,221,48,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,MUN,1130,1120,,,,2023
0,0,5,1,4.5,1199,0.0,0.03,0.0,0.32,125,0,0,0.7,2.8,2023-11-25,60,7,0,0,0,0,13,0,3626,1,1,2,0.0,3,-60,93,153,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,CRY,1120,1085,,,,2023
0,0,5,0,0.2,1199,0.0,0.0,0.0,1.68,133,2,0,1.3,13.2,2023-12-02,59,4,0,0,0,0,14,0,3866,1,1,3,0.0,1,197,335,138,47,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,BRE,1110,1090,,,,2023
0,0,8,0,1.3,1199,0.0,0.02,0.014213053509593,2.35,146,3,0,0.9,6.2,2023-12-05,87,1,0,0,0,0,15,0,3972,1,4,3,1.0,2,96,301,205,47,True,0,1,0,0,0.014213053509593,3,Pelly Ruddock Mpanzu,,ARS,1370,1360,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2023-12-10,0,13,0,0,0,0,16,0,3700,0,2,1,0.0,0,-286,62,348,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,MCI,1360,1370,,,,2023
0,0,2,0,1.3,1199,0.0,0.02,0.0,0.4,175,0,0,1.0,6.2,2023-12-23,10,15,0,0,0,0,18,0,3593,0,0,1,2.0,1,-77,52,129,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,NEW,1210,1355,,,,2023
0,0,3,0,0.0,1199,0.0,0.0,0.0,0.13,190,0,0,0.0,0.2,2023-12-26,6,23,0,0,0,0,19,0,3653,0,3,2,0.0,1,34,128,94,47,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,SHU,1045,1020,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30,0,6,0,0,0,0,20,0,3540,0,3,2,0.0,0,-127,77,204,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,CHE,1150,1230,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2024-01-12,0,21,0,0,0,0,21,0,3484,0,1,1,0.0,0,-87,78,165,47,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,BUR,1050,1040,,,,2023
0,0,1,0,0.4,1199,0.0,0.0,0.0,0.52,214,0,0,0.1,0.2,2024-01-30,22,5,0,0,0,0,22,0,3444,0,0,4,0.0,1,-64,52,116,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,BHA,1180,1240,,,,2023
0,0,1,0,0.9,1199,0.0,0.08,0.0762176066637039,0.6,229,1,0,2.3,3.2,2024-02-03,22,15,0,0,0,0,23,0,3442,0,4,4,19.0,1,-19,44,63,47,False,0,1,0,0,0.0762176066637039,3,Pelly Ruddock Mpanzu,,NEW,1050,1160,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,235,0,0,0.0,0.0,2024-02-10,0,23,0,0,0,0,24,0,3461,0,3,1,0.0,0,4,103,99,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,SHU,1020,1060,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,245,0,0,0.0,0.0,2024-02-18,0,14,0,0,0,0,25,0,3686,0,2,1,0.0,0,55,164,109,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,MUN,1210,1230,,,,2023
0,0,4,0,10.7,1199,0.0240010116249322,0.0,0.0,2.21,257,4,0,1.3,2.6,2024-02-21,45,12,0,0,0,0,25,0,3686,0,1,4,0.0,1,55,164,109,47,False,0,0,1,0,0.0,3,Pelly Ruddock Mpanzu,,LIV,1210,1270,,,,2023
0,0,3,0,0.3,1199,0.0,0.0,0.0,0.28,265,1,0,0.1,0.2,2024-03-02,6,2,0,0,0,0,27,0,3469,0,3,2,0.0,1,-21,47,68,47,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,AVL,1220,1350,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,276,0,0,0.0,0.0,2024-03-09,0,7,0,0,0,0,28,0,3485,0,1,1,0.0,0,-2,73,75,47,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,CRY,1080,1060,,,,2023
0,0,3,0,0.2,1199,0.0,0.0,0.0,0.63,162,1,0,0.1,0.4,2024-03-13,22,3,0,0,0,0,28,0,3485,0,3,4,0.0,1,-2,73,75,47,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,BOU,1055,1145,,,,2023
0,0,10,0,16.4,1199,0.0151188923045992,0.04,0.0,1.54,287,1,0,3.7,18.4,2024-03-16,59,16,0,0,0,0,29,0,3568,1,1,1,2.0,1,5,68,63,47,True,0,0,1,0,0.0,3,Pelly Ruddock Mpanzu,,NFO,1125,1080,,,,2023
0,0,3,0,0.3,1199,0.0,0.0,0.0,2.98,300,2,0,0.2,2.0,2024-03-30,90,18,0,0,0,0,30,0,3434,1,1,2,0.0,1,-74,30,104,46,False,1,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,TOT,1110,1230,,,,2023
0,0,2,0,2.8,1199,0.0,0.0,0.0,0.75,301,2,0,1.2,7.6,2024-04-03,53,1,0,0,0,0,31,0,3426,1,0,2,2.0,1,-13,31,44,46,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,ARS,1370,1330,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2024-04-06,0,3,0,0,0,0,32,0,3401,0,1,2,0.0,0,-32,18,50,46,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,BOU,1130,1075,,,,2023
0,0,2,0,1.3,1199,0.0,0.07,0.0627923011779785,0.96,327,2,0,0.7,0.0,2024-04-13,13,13,0,0,0,0,33,0,3404,0,1,5,6.0,1,-13,30,43,46,False,0,1,0,0,0.0627923011779785,3,Pelly Ruddock Mpanzu,,MCI,1350,1360,,,,2023
0,0,2,0,0.2,1199,0.0,0.0,0.0,0.64,336,1,0,0.0,0.0,2024-04-20,9,4,0,0,0,0,34,0,3391,0,5,1,0.0,1,-18,37,55,46,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,BRE,1055,1150,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,350,0,0,0.0,0.0,2024-04-27,0,20,0,0,0,0,35,0,3351,0,1,2,0.0,0,-48,11,59,46,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,WOL,1085,1115,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2024-05-03,0,8,0,0,0,0,36,0,3332,0,1,1,0.0,0,-23,11,34,46,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,EVE,1125,1080,,,,2023
0,0,0,0,0.0,1199,0.0,0.0,0.0,0.0,369,0,0,0.0,0.0,2024-05-11,0,19,0,0,0,0,37,0,3335,0,1,3,0.0,0,-7,29,36,46,False,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,WHU,1055,1150,,,,2023
0,0,5,0,0.2,1199,0.0,0.0,0.0,0.43,378,0,0,0.3,3.2,2024-05-19,20,9,0,0,0,0,38,0,3380,0,4,2,0.0,1,28,63,35,46,True,0,0,0,0,0.0,3,Pelly Ruddock Mpanzu,,FUL,1180,1170,,,,2023
