assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,season,position
0,0,27,1,4.1,136,0.0,1.01,1.2435791492462158,0.45,3,0,1,13.2,48.2,2024-08-17,88,False,8,0,0,0,0,1,0,164023,1,3,0,80.0,8,0,0,0,65,False,0,Mitoma Kaoru,136,4,0,1,1.2435791492462158,5,EVE,1130,1060,BHA,1100,1200,1.2331485000000002,6.75,1.3959924999999995,7.75,1.433273625,6.5,1.6491885,8.4375,1.9617875,8.0,1.2660188750000003,7.75,1.429484875,7.75,1.52431215625,7.875,2024,MID
1,1,20,0,13.5,136,0.8727853298187256,0.58,0.0,1.32,13,1,0,3.6,16.6,2024-08-24,89,False,14,0,0,0,0,2,0,442452,1,1,2,6.0,6,152869,182528,29659,65,True,0,Mitoma Kaoru,136,0,1,0,0.0,5,MUN,1140,1170,BHA,1080,1140,1.27386225,7.0,1.5995052499999998,8.0,1.7473115,7.75,2.1781581875,12.1875,1.75058,8.25,1.35124875,8.0,1.421042375,7.875,1.53457390625,7.9375,2024,MID
0,0,13,0,27.0,136,0.180098220705986,0.18,0.0451700836420059,2.08,21,1,0,4.5,5.8,2024-08-31,84,False,1,0,0,0,0,3,0,672158,1,1,1,12.0,2,175332,291730,116398,66,False,0,Mitoma Kaoru,136,1,2,0,0.0451700836420059,5,ARS,1260,1240,BHA,1100,1200,1.9962575,13.25,0.7772620000000001,3.0,2.194375125,16.0,0.769196125,3.75,1.8070725,9.0,1.0597312500000002,7.0,1.461584875,7.875,1.48309140625,7.625,2024,MID
0,0,3,1,6.6,136,0.0,0.67,1.0799366235733032,0.35,33,0,0,7.8,11.4,2024-09-14,90,False,10,0,0,0,0,4,0,1080160,1,0,0,60.0,3,361940,499956,138016,67,True,0,Mitoma Kaoru,136,3,0,0,1.0799366235733032,5,IPS,1070,1080,BHA,1080,1140,0.5098826666666666,1.6666666666666667,2.7320233333333337,10.666666666666666,0.5098826666666666,1.6666666666666667,2.7320233333333337,10.666666666666666,1.930385,7.75,1.2782262500000003,6.0,1.36545925,7.3125,1.59757678125,7.8125,2024,MID
1,0,21,0,34.7,136,0.2399011105298996,0.22,0.0,1.53,42,2,0,5.8,15.6,2024-09-22,90,False,16,0,0,0,0,5,0,1081542,1,2,2,8.0,5,2864,86267,83403,67,True,0,Mitoma Kaoru,136,0,2,0,0.0,5,NFO,1230,1130,BHA,1080,1140,1.5272555,8.0,1.0580435,4.5,1.596279625,6.125,1.209487,6.375,1.8767,8.25,1.2075470000000004,4.75,1.37190675,7.5,1.62474353125,7.625,2024,MID
0,0,18,0,27.8,136,0.1711363643407821,0.16,0.0369273461401462,4.16,54,4,0,5.9,12.8,2024-09-28,90,False,6,0,0,0,0,6,0,890413,1,2,4,18.0,2,-189153,34407,223560,67,False,0,Mitoma Kaoru,136,2,2,0,0.0369273461401462,5,CHE,1150,1360,BHA,1100,1200,2.084194,7.0,1.2933462500000004,7.75,2.2750103125,9.25,1.5620438125,8.5625,1.8210825,8.0,1.44852325,4.5,1.3979305,6.8125,1.6243179062500002,7.625,2024,MID
1,0,27,0,40.4,136,0.8457046747207642,0.31,0.17799012362957,1.37,64,2,0,10.0,36.4,2024-10-06,90,False,18,0,0,0,0,7,0,735328,1,2,3,23.0,5,-162565,16183,178748,66,True,0,Mitoma Kaoru,136,3,3,0,0.17799012362957,5,TOT,1140,1350,BHA,1080,1140,2.93191125,12.75,1.0505315,4.75,2.1908069375,13.0,1.515713125,5.5,1.58748,7.25,2.04173075,5.0,1.439968125,7.1875,1.81002765625,8.0625,2024,MID
0,0,5,0,3.7,136,0.0,0.22,0.1458135694265365,0.93,76,0,0,3.0,5.2,2024-10-19,30,False,15,0,0,0,0,8,0,706011,0,1,0,21.0,1,-40996,31177,72173,66,False,0,Mitoma Kaoru,136,2,0,0,0.1458135694265365,5,NEW,1100,1130,BHA,1100,1200,1.4287575,7.75,1.6596185,8.0,2.0454980625,9.0625,1.6058233750000002,7.6875,1.6261525,6.75,1.71043325,6.0,1.5357775,7.0625,1.67760890625,7.1875,2024,MID
0,0,6,0,16.1,136,0.0462225079536438,0.42,0.5176700353622437,1.29,84,1,0,8.1,7.0,2024-10-26,88,False,20,0,0,0,0,9,0,707789,1,2,2,58.0,2,-5424,44166,49590,66,True,0,Mitoma Kaoru,136,4,1,0,0.5176700353622437,5,WOL,1070,1120,BHA,1080,1140,0.68162825,4.0,2.4978925,13.5,0.9869613125,4.3125,2.319729375,11.875,1.6063875,5.25,2.014245,9.25,1.56414375,6.9375,1.77218834375,7.5625,2024,MID
0,0,9,0,31.5,136,0.1729546040296554,0.31,0.1358382701873779,1.65,94,2,0,5.8,7.8,2024-11-02,86,False,12,0,0,0,0,10,0,607504,1,1,2,19.0,2,-97434,15016,112450,65,False,0,Mitoma Kaoru,136,2,2,0,0.1358382701873779,5,LIV,1340,1360,BHA,1100,1200,1.9422975,8.0,0.9464364999999998,4.25,2.4489975000000004,13.0625,1.1511504375,5.375,1.592665,7.25,1.9496225,9.25,1.6319534999999998,7.3125,1.58128584375,6.625,2024,MID
0,0,9,0,17.0,136,0.3776524364948272,0.49,0.3119174242019653,2.06,102,1,0,5.6,11.6,2024-11-09,89,False,13,0,0,0,0,11,0,560367,1,1,2,27.0,2,-50895,15376,66271,65,True,0,Mitoma Kaoru,136,1,1,0,0.3119174242019653,5,MCI,1230,1350,BHA,1080,1140,2.0620225000000003,15.5,1.5847415000000002,5.75,2.3004083125,13.8125,1.11372171875,4.1875,1.544805,6.75,1.4876175,9.25,1.6398431875,7.0625,1.57867146875,6.75,2024,MID
0,2,28,0,3.1,136,0.0,0.45,0.3849614560604095,1.63,113,1,1,6.2,35.4,2024-11-23,90,False,3,0,0,0,0,12,0,569921,1,2,1,23.0,9,3340,44367,41027,64,False,0,Mitoma Kaoru,136,1,0,1,0.3849614560604095,5,BOU,1080,1190,BHA,1100,1200,1.86362025,6.25,1.6580495000000002,12.75,1.8551263125,6.875,1.6614686875,11.0625,1.7695525,7.0,1.865255,7.75,1.783539375,7.1875,1.62231334375,6.8125,2024,MID
0,3,33,0,40.0,136,0.1226196736097335,0.67,0.6030986309051514,1.01,122,1,1,10.9,42.8,2024-11-29,90,False,17,0,0,0,0,13,0,748852,1,1,1,26.0,10,167557,185370,17813,64,True,0,Mitoma Kaoru,136,2,3,1,0.6030986309051514,5,SOU,1060,1090,BHA,1080,1140,0.8107097500000001,6.0,2.26245025,9.0,1.3359173125,6.3125,2.37603625,11.1875,1.657725,6.75,1.859005,7.0,1.7756500000000002,7.0625,1.58670396875,7.1875,2024,MID
0,0,13,0,23.7,136,0.3715069591999054,0.18,0.016270887106657,0.66,135,3,0,3.3,7.4,2024-12-05,90,False,9,0,0,0,0,14,0,912752,1,1,3,2.0,2,163440,196214,32774,65,False,0,Mitoma Kaoru,136,1,1,0,0.016270887106657,5,FUL,1140,1110,BHA,1100,1200,1.4933445000000003,8.25,1.26237275,5.25,1.66383396875,5.875,1.297974875,5.8125,1.7468225,7.75,1.81506225,7.25,1.7277875,7.8125,1.6411141875,7.25,2024,MID
0,0,6,0,32.1,136,0.1559691131114959,0.32,0.1251993775367736,0.68,147,1,0,5.5,13.2,2024-12-08,88,False,11,0,0,0,0,15,0,1023901,1,2,2,10.0,2,104760,144259,39499,65,False,0,Mitoma Kaoru,136,1,3,0,0.1251993775367736,5,LEI,1050,1090,BHA,1100,1200,1.26836175,3.75,2.2873725000000005,9.0,1.255899825,4.9375,2.29543325,9.875,1.7677500000000002,7.0,1.5291307500000002,5.5,1.676776875,7.5,1.5295525625000002,6.6875,2024,MID
0,0,20,0,46.8,136,0.1671762764453888,0.32,0.3897820711135864,2.31,153,3,0,10.6,18.6,2024-12-15,90,False,7,0,0,0,0,16,0,1018966,1,3,1,41.0,2,-1588,71941,73529,66,True,0,Mitoma Kaoru,136,3,4,0,0.3897820711135864,5,CRY,1140,1110,BHA,1080,1140,1.6948250000000002,6.25,1.28046175,7.75,1.5441588125,6.3125,1.6004208125,6.625,1.33042,7.0,1.2343907500000002,5.25,1.6641275,7.125,1.5220763125,6.25,2024,MID
0,0,12,0,4.0,136,0.0,0.1,0.1052302047610282,0.77,170,1,0,5.1,11.0,2024-12-21,84,False,19,0,0,0,0,17,0,920443,1,1,1,36.0,2,-99518,32663,132181,66,False,0,Mitoma Kaoru,136,2,0,0,0.1052302047610282,5,WHU,1080,1100,BHA,1100,1200,1.7822249999999995,7.5,2.5760125000000005,6.5,1.573712375,6.6875,2.0726221875,8.1875,1.35358,8.0,1.50804325,4.0,1.623598125,7.0625,1.6472100625,6.25,2024,MID
0,0,12,1,27.3,136,0.1326432079076767,0.27,0.0563775822520256,0.57,173,0,0,4.8,5.0,2024-12-27,66,False,4,0,0,0,0,18,0,807801,1,0,0,16.0,3,-113925,16727,130652,65,True,0,Mitoma Kaoru,136,2,2,0,0.0563775822520256,5,BRE,1100,1350,BHA,1080,1140,1.3265684999999998,7.0,2.18238425,9.75,1.683225875,6.75,1.8728501875,11.4375,1.2220625,7.25,1.5816435000000002,4.5,1.595658125,7.5625,1.698712875,6.375,2024,MID
0,0,3,0,11.6,136,0.0615485608577728,0.05,0.0,0.29,181,0,0,2.2,2.6,2024-12-30,32,False,2,0,0,0,0,19,0,716154,0,2,2,8.0,1,-94883,12012,106895,65,False,0,Mitoma Kaoru,136,0,1,0,0.0,5,AVL,1080,1140,BHA,1100,1200,1.29705125,7.25,1.649218,9.0,1.8287254375,7.8125,1.467111625,5.6875,1.28106,12.0,1.6552907500000005,5.0,1.54527375,8.25,1.6784424375,6.1875,2024,MID
0,0,7,0,1.3,136,0.0,0.12,0.0,0.17,193,0,0,0.9,3.6,2025-01-04,28,False,1,0,0,0,0,20,0,618573,0,1,1,4.0,1,-99292,7893,107185,64,True,0,Mitoma Kaoru,136,0,0,0,0.0,5,ARS,1370,1350,BHA,1080,1140,2.1315224999999995,11.75,0.5220756750000002,1.75,2.2497695625,9.75,0.93321554375,4.4375,1.2351105,12.25,1.7691882500000002,7.5,1.490308875,8.25,1.6448168125,6.625,2024,MID
0,2,31,1,23.8,136,0.1505369991064071,0.23,0.1181141436100006,0.29,204,0,1,9.5,41.0,2025-01-16,90,False,10,0,0,0,0,21,0,579461,1,2,0,30.0,10,-43893,21110,65003,64,False,0,Mitoma Kaoru,136,2,2,1,0.1181141436100006,5,IPS,1070,1080,BHA,1100,1200,1.021733175,1.5,2.4148475,12.25,1.33347635625,4.3125,2.331785625,8.875,1.3455855,11.0,1.4704982500000003,8.0,1.4908195,7.75,1.712947875,7.0625,2024,MID
