assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,6,0,0,0,0,18,0,0,0,1,2,0.0,0,0,0,0,45,True,0,3,Owen Hesketh,20,CHE,1150,1230,WOL,1085,1115,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,4,0,0,0,0,19,0,26,0,4,1,0.0,0,13,20,7,45,False,0,3,Owen Hesketh,20,BRE,1110,1090,WOL,1105,1100,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,8,0,0,0,0,20,0,54,0,0,3,0.0,0,18,26,8,45,True,0,3,Owen Hesketh,20,EVE,1125,1080,WOL,1085,1115,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22T19:45:00Z,0,5,0,0,0,0,21,0,81,0,0,0,0.0,0,7,30,23,45,False,0,3,Owen Hesketh,20,BHA,1070,1135,WOL,1105,1100,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2024-02-01T20:15:00Z,0,14,0,0,0,0,22,0,69,0,4,3,0.0,0,-10,0,10,45,True,0,3,Owen Hesketh,20,MUN,1210,1230,WOL,1085,1115,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,6,0,0,0,0,23,0,67,0,4,2,0.0,0,-2,0,2,45,False,0,3,Owen Hesketh,20,CHE,1080,1170,WOL,1105,1100,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,240,0,0,0.0,0.0,2024-02-10T15:00:00Z,0,4,0,0,0,0,24,0,65,0,2,0,0.0,0,-2,0,2,45,True,0,3,Owen Hesketh,20,BRE,1055,1150,WOL,1085,1115,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,18,0,0,0,0,25,0,61,0,2,1,0.0,0,-4,0,4,45,False,0,3,Owen Hesketh,20,TOT,1110,1230,WOL,1105,1100,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,23,0,0,0,0,26,0,59,0,0,1,0.0,0,-2,0,2,45,True,0,3,Owen Hesketh,20,SHU,1020,1060,WOL,1085,1115,2023,
0,0,0,0,0.0,1290,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,15,0,0,0,0,27,0,59,0,0,3,0.0,0,0,0,0,45,False,0,3,Owen Hesketh,20,NEW,1050,1160,WOL,1105,1100,2023,
