First_Name,Last_Name,Unique_ID,24_id,22_id,23_id,20_id,21_id
Paul,Onuachu,470,470,732,-1,-1,-1
Will,Smallbone,471,471,415,-1,-1,-1
Jack,Stephens,472,472,404,-1,367,338
Ross,Stewart,473,473,-1,-1,-1,-1
Sugawara,Yukinari,474,474,-1,-1,-1,-1
Charlie,Taylor,475,475,-1,178,97,113
Kyle,Walker-Peters,476,476,409,-1,375,342
Nathan,Wood-Gordon,477,477,-1,-1,-1,-1
Maxwel,Cornet,515,515,575,527,-1,578
Flynn,Downes,518,518,509,531,-1,-1
Ben,Brereton Díaz,584,584,-1,-1,-1,-1
Tyler,Dibling,608,608,-1,-1,-1,731
Mateus Gonçalo,Espanha Fernandes,623,623,-1,-1,-1,-1
Dominic,Solanke-Mitchell,82,82,-1,-1,-1,-1
Ashley,Phillips,478,478,-1,702,-1,-1
Brandon,Austin,479,479,451,491,-1,659
Rodrigo,Bentancur,480,480,440,492,-1,702
Lucas,Bergvall,481,481,-1,-1,-1,-1
Yves,Bissouma,482,482,444,493,76,70
Bryan,Gil Salvatierra,483,483,554,494,-1,487
Ben,Davies,484,484,432,495,395,364
Alfie,Devine,485,485,452,-1,650,714
Radu,Drăgușin,486,486,-1,-1,-1,-1
Emerson,Leite de Souza Junior,487,487,445,497,-1,-1
Fraser,Forster,488,488,426,498,523,333
Archie,Gray,489,489,565,-1,-1,658
Pierre-Emile,Højbjerg,490,490,433,499,396,365
Brennan,Johnson,491,491,394,450,-1,-1
Dejan,Kulusevski,492,492,446,501,-1,701
Giovani,Lo Celso,493,493,-1,503,403,372
James,Maddison,494,494,261,504,231,212
Pedro,Porro,495,495,733,506,-1,-1
Sergio,Reguilón,496,496,438,508,542,370
Richarlison,de Andrade,497,497,454,509,166,180
Cristian,Romero,498,498,443,511,-1,494
Pape Matar,Sarr,499,499,450,513,-1,-1
Dane,Scarlett,500,500,447,640,666,520
Manor,Solomon,502,502,562,583,-1,-1
Son,Heung-min,503,503,428,516,-1,-1
Djed,Spence,504,504,522,517,-1,-1
Destiny,Udogie,505,505,-1,519,-1,-1
Micky,van de Ven,506,506,-1,639,-1,-1
Alejo,Véliz,507,507,-1,641,-1,-1
Guglielmo,Vicario,508,508,-1,520,-1,-1
Timo,Werner,509,509,137,776,117,134
Alfie,Whiteman,510,510,-1,521,-1,-1
Will,Lankshear,609,609,-1,-1,-1,-1
Mikey,Moore,610,610,-1,860,-1,-1
Wilson,Odobert,612,612,-1,660,-1,-1
Aaron,Wan-Bissaka,388,388,341,401,313,288
Edson,Álvarez Velázquez,511,511,-1,642,-1,-1
Michail,Antonio,512,512,458,523,437,413
Alphonse,Areola,513,513,473,524,516,489
Jarrod,Bowen,514,514,465,526,445,420
Vladimír,Coufal,516,516,-1,528,-1,-1
Aaron,Cresswell,517,517,457,530,435,411
George,Earthy,519,519,-1,829,-1,-1
Emerson,Palmieri dos Santos,520,520,545,532,111,539
Łukasz,Fabiański,521,521,-1,-1,-1,-1
Wes,Foderingham,522,522,-1,482,350,-1
Danny,Ings,523,523,30,535,366,337
Max,Kilman,524,524,484,563,470,439
Mohammed,Kudus,525,525,-1,689,-1,-1
Luis Guilherme,Lira dos Santos,526,526,-1,-1,-1,-1
Lucas,Tolentino Coelho de Lima,527,527,603,539,-1,-1
Konstantinos,Mavropanos,528,528,-1,676,-1,24
Nayef,Aguerd,529,529,472,522,-1,-1
Tomáš,Souček,530,530,-1,542,-1,-1
Kurt,Zouma,532,532,461,544,110,128
Andy,Irving,576,576,-1,-1,-1,-1
Crysencio,Summerville,587,587,240,-1,693,551
Guido,Rodríguez,588,588,-1,-1,-1,-1
Niclas,Füllkrug,589,589,-1,-1,-1,-1
Jean-Clair,Todibo,591,591,-1,-1,-1,-1
Kaelan,Casey,643,643,746,774,-1,-1
Carlos,Soler,654,654,-1,-1,-1,-1
Sam,Johnstone,204,204,175,230,417,-1
Rayan,Aït-Nouri,533,533,487,545,-1,-1
Boubacar,Traoré,534,534,629,574,-1,-1
Jean-Ricner,Bellegarde,535,535,-1,715,-1,-1
Daniel,Bentley,536,536,717,546,-1,-1
Francisco Jorge,Tomás Oliveira,537,537,490,549,-1,689
Tawanda,Chirewa,538,538,-1,750,-1,-1
Leon,Chiwome,539,539,-1,836,-1,-1
Luke,Cundle,540,540,485,550,614,547
Matheus,Santos Carneiro Da Cunha,541,541,682,590,-1,-1
Craig,Dawson,542,542,459,551,576,414
Matt,Doherty,543,543,429,598,457,360
Tommy,Doyle,544,544,-1,351,285,566
Fábio,Silva,545,545,-1,552,-1,-1
Nathan,Fraser,546,546,657,704,-1,-1
Enso,González,547,547,-1,698,-1,-1
Gonçalo Manuel,Ganchinho Guedes,548,548,579,554,-1,-1
Hugo,Bueno López,549,549,558,548,-1,-1
Hwang,Hee-chan,550,550,481,557,-1,-1
Joe,Hodge,551,551,-1,555,-1,-1
Ki-Jana,Hoever,552,552,-1,556,545,443
João Victor,Gomes da Silva,553,553,721,559,-1,-1
José,Malheiro de Sá,554,554,478,569,-1,475
Saša,Kalajdžić,555,555,-1,-1,-1,-1
Tom,King,556,556,-1,564,-1,-1
Mario,Lemina,557,557,698,565,493,-1
Yerson,Mosquera,558,558,-1,788,-1,-1
Nélson,Cabral Semedo,559,559,482,572,546,437
Pedro,Cardoso de Lima,561,561,-1,-1,-1,-1
Daniel,Castelo Podence,562,562,483,568,469,438
Rodrigo,Martins Gomes,563,563,-1,-1,-1,-1
Santiago,Bueno,564,564,-1,697,-1,-1
Pablo,Sarabia,565,565,704,570,-1,-1
Jørgen,Strand Larsen,566,566,-1,-1,-1,-1
Toti António,Gomes,567,567,489,573,-1,685
Bastien,Meupiyou,637,637,-1,-1,-1,-1
André,Trindade da Costa Neto,642,642,-1,-1,-1,-1
Carlos Roberto,Forbs Borges,655,655,-1,-1,-1,-1
Alfie,Pond,664,664,-1,-1,-1,-1
Mesut,Özil,675,-1,-1,-1,1,-1
Sokratis,Papastathopoulos,676,-1,-1,-1,2,-1
David,Luiz Moreira Marinho,677,-1,-1,-1,3,-1
Pierre-Emerick,Aubameyang,678,-1,617,188,4,4
Cédric,Soares,679,-1,-1,-1,5,5
Alexandre,Lacazette,680,-1,-1,-1,6,6
Shkodran,Mustafi,681,-1,-1,-1,7,-1
Granit,Xhaka,682,-1,3,30,9,7
Pablo,Marí,683,-1,-1,-1,10,8
Héctor,Bellerín,684,-1,-1,-1,11,9
Calum,Chambers,685,-1,32,37,13,10
Sead,Kolasinac,686,-1,-1,-1,14,11
Nicolas,Pépé,687,-1,9,16,18,17
Lucas,Torreira,688,-1,-1,-1,19,18
Edward,Nketiah,689,-1,-1,-1,22,20
Matteo,Guendouzi,690,-1,-1,-1,25,-1
Gabriel Teodoro,Martinelli Silva,691,-1,-1,-1,26,26
Mathew,Ryan,692,-1,-1,-1,70,65
Willian,Borges Da Silva,693,-1,-1,-1,478,3
Gabriel,Magalhães,694,-1,-1,-1,494,23
Daniel,Ceballos Fernández,695,-1,-1,-1,501,-1
Mohamed Naser,El Sayed Elneny,696,-1,-1,-1,526,12
Matt,Macey,697,-1,-1,323,527,-1
Rúnar Alex,Rúnarsson,698,-1,-1,18,547,2
Miguel,Azeez,699,-1,-1,-1,689,721
Emiliano,Martínez,700,-1,-1,-1,12,30
Ahmed,El Mohamady,701,-1,-1,-1,29,-1
Henri,Lansbury,702,-1,-1,-1,30,-1
Neil,Taylor,703,-1,-1,-1,31,-1
Jed,Steer,704,-1,-1,-1,32,28
Conor,Hourihane,705,-1,-1,-1,33,29
José Ignacio,Peleteiro Romallo,706,-1,-1,-1,34,-1
Ørjan,Nyland,707,-1,-1,-1,35,-1
Bjorn,Engels,708,-1,-1,-1,36,-1
Mahmoud Ahmed,Ibrahim Hassan,709,-1,-1,-1,40,37
Marvelous,Nakamba,710,-1,41,52,44,41
Anwar,El Ghazi,711,-1,51,-1,45,42
Frédéric,Guilbert,712,-1,56,-1,47,46
Wesley,Moraes,713,-1,-1,-1,48,47
Mbwana,Samatta,714,-1,-1,-1,49,-1
Keinan,Davis,715,-1,52,39,50,49
Indiana,Vassilev,716,-1,-1,-1,51,-1
Douglas Luiz,Soares de Paulo,717,-1,46,43,52,50
Matthew,Cash,718,-1,-1,-1,496,44
Bertrand,Traoré,719,-1,34,59,540,32
Morgan,Sanson,720,-1,36,56,647,34
Kaine,Hayden,721,-1,-1,-1,671,684
Jaden,Philogene-Bidace,722,-1,55,54,683,497
Glenn,Murray,723,-1,-1,-1,53,-1
Shane,Duffy,724,-1,105,-1,58,56
Davy,Pröpper,725,-1,-1,-1,59,57
Aaron,Mooy,726,-1,-1,-1,60,-1
Martín,Montoya,727,-1,-1,-1,63,-1
Florin,Andone,728,-1,-1,-1,64,500
Solomon,March,729,-1,-1,-1,65,60
Alireza,Jahanbakhsh,730,-1,-1,-1,71,66
José,Izquierdo,731,-1,-1,-1,72,-1
Matthew,Clarke,732,-1,-1,-1,73,-1
Ben,White,733,-1,-1,-1,74,67
Bernardo,Fernandes da Silva Junior,734,-1,-1,-1,75,-1
Aaron,Connolly,735,-1,-1,127,78,72
Steven,Alzate,736,-1,115,123,79,73
Jayson,Molumby,737,-1,-1,-1,550,-1
Andi,Zeqiri,738,-1,-1,155,574,535
Percy,Tau,739,-1,-1,-1,627,-1
Reda,Khadra,740,-1,-1,-1,630,-1
Teddy,Jenks,741,-1,-1,-1,631,-1
Max,Sanders,742,-1,-1,-1,632,-1
Jensen,Weir,743,-1,-1,-1,633,-1
Thomas,McGill,744,-1,-1,-1,662,688
Michal,Karbownik,745,-1,-1,-1,663,536
Moisés,Caicedo,746,-1,-1,-1,664,538
Dale,Stephens,747,-1,-1,-1,55,102
Phil,Bardsley,748,-1,-1,-1,82,99
Erik,Pieters,749,-1,-1,-1,83,100
Jack,Cork,750,-1,-1,163,84,101
Kevin,Long,751,-1,-1,-1,85,103
Jay,Rodriguez,752,-1,-1,177,86,104
Ashley,Barnes,753,-1,-1,-1,87,105
Ashley,Westwood,754,-1,-1,-1,89,107
Johann Berg,Gudmundsson,755,-1,-1,-1,90,108
Matthew,Lowton,756,-1,-1,-1,92,110
Matej,Vydra,757,-1,-1,-1,93,111
Ben,Gibson,758,-1,-1,-1,94,456
Robbie,Brady,759,-1,-1,-1,95,-1
Josh,Brownhill,760,-1,-1,161,98,115
Bailey,Peacock-Farrell,761,-1,-1,175,99,117
Jimmy,Dunne,762,-1,-1,-1,519,-1
Bobby,Thomas,763,-1,-1,179,520,534
Josh,Benson,764,-1,-1,-1,535,116
Anthony,Driscoll-Glennon,765,-1,-1,-1,536,-1
Mace,Goodridge,766,-1,-1,-1,551,-1
Will,Norris,767,-1,-1,-1,583,114
Max,Thompson,768,-1,-1,-1,591,-1
Lewis,Richardson,769,-1,-1,-1,592,533
Anthony,Mancini,770,-1,-1,-1,612,736
Joel,Mumbongo,771,-1,-1,-1,613,-1
Richard,Nartey,772,-1,-1,-1,658,-1
Willy,Caballero,773,-1,424,-1,101,641
César,Azpilicueta,774,-1,127,189,102,119
Olivier,Giroud,775,-1,-1,-1,103,120
Marcos,Alonso,776,-1,129,-1,104,122
Mateo,Kovacic,777,-1,132,-1,107,125
Antonio,Rüdiger,778,-1,-1,-1,109,127
N'Golo,Kanté,779,-1,134,-1,113,130
Hakim,Ziyech,780,-1,135,218,114,131
Andreas,Christensen,781,-1,-1,-1,116,133
Tammy,Abraham,782,-1,-1,-1,118,136
Christian,Pulisic,783,-1,140,213,119,137
Fikayo,Tomori,784,-1,-1,-1,121,-1
Benjamin,Chilwell,785,-1,-1,-1,232,135
Thiago,Thiago,786,-1,-1,-1,490,-1
Edouard,Mendy,787,-1,147,-1,548,143
Karlo,Ziger,788,-1,-1,-1,593,-1
Faustino,Anjorin,789,-1,-1,-1,605,-1
Valentino,Livramento,790,-1,-1,-1,698,-1
Michy,Batshuayi,791,-1,-1,-1,108,126
Gary,Cahill,792,-1,-1,-1,125,-1
Wayne,Hennessey,793,-1,518,448,126,480
Mamadou,Sakho,794,-1,-1,-1,127,-1
Vicente,Guaita,795,-1,152,227,128,146
James,Tomkins,796,-1,153,241,129,147
James,McArthur,797,-1,154,-1,130,148
James,McCarthy,798,-1,-1,-1,131,-1
Christian,Benteke,799,-1,155,-1,132,149
Cheikhou,Kouyaté,800,-1,583,451,133,150
Martin,Kelly,801,-1,-1,-1,135,151
Connor,Wickham,802,-1,-1,-1,136,-1
Andros,Townsend,803,-1,179,727,137,482
Luka,Milivojevic,804,-1,158,-1,138,152
Patrick,van Aanholt,805,-1,-1,-1,139,-1
Wilfried,Zaha,806,-1,160,-1,141,154
Max,Meyer,807,-1,-1,-1,143,-1
Jairo,Riedewald,808,-1,164,239,144,157
Nathan,Ferguson,809,-1,174,-1,145,161
Brandon,Pierrick,810,-1,-1,-1,147,-1
Scott,Dann,811,-1,-1,-1,486,-1
Sam,Woods,812,-1,-1,-1,522,-1
Ryan,Inniss,813,-1,-1,-1,534,-1
Stephen,Henderson,814,-1,-1,-1,578,-1
Jack,Butland,815,-1,162,-1,586,156
Reece,Hannam,816,-1,-1,-1,675,540
Fabian,Delph,817,-1,-1,-1,149,163
Gylfi,Sigurdsson,818,-1,-1,-1,150,164
Jonas,Lössl,819,-1,-1,-1,151,673
Seamus,Coleman,820,-1,178,247,152,165
Cenk,Tosun,821,-1,-1,-1,153,622
Bernard,Anício Caldeira Duarte,822,-1,-1,-1,154,167
André Filipe,Tavares Gomes,823,-1,-1,-1,158,172
Jonjoe,Kenny,824,-1,-1,-1,160,502
Jean-Philippe,Gbamin,825,-1,187,251,161,504
Yerry,Mina,826,-1,188,-1,162,175
Tom,Davies,827,-1,190,666,163,176
João,Virgínia,828,-1,-1,-1,167,181
Moise,Kean,829,-1,-1,-1,169,564
Allan,Marques Loureiro,830,-1,183,-1,502,171
James,Rodríguez,831,-1,-1,-1,508,166
Niels,Nkounkou,832,-1,198,-1,559,570
Ben,Godfrey,833,-1,193,252,566,179
Ellis,Simms,834,-1,686,264,596,602
Tyler,Onyango,835,-1,-1,650,644,630
Joshua,King,836,-1,-1,810,651,468
Kyle,John,837,-1,637,-1,679,-1
Ryan,Astley,838,-1,-1,-1,681,-1
Harry,Tyrer,839,-1,-1,-1,682,616
Reece,Welch,840,-1,605,-1,690,623
Isaac,Price,841,-1,678,-1,691,718
Ruben,Loftus-Cheek,842,-1,136,-1,115,132
Fabricio,Agosto Ramírez,843,-1,-1,-1,171,-1
Kevin,McDonald,844,-1,-1,-1,172,-1
Maxime,Le Marchand,845,-1,-1,-1,173,-1
Stefan,Johansen,846,-1,-1,-1,174,-1
Anthony,Knockaert,847,-1,202,273,177,-1
Michael,Hector,848,-1,-1,-1,178,-1
Cyrus,Christie,849,-1,-1,-1,179,-1
Neeskens,Kebano,850,-1,204,-1,180,-1
Bobby,Decordova-Reid,851,-1,-1,-1,181,-1
Joe,Bryan,852,-1,206,-1,182,-1
Aleksandar,Mitrović,853,-1,210,278,184,-1
Alfie,Mawson,854,-1,-1,-1,185,-1
Marek,Rodák,855,-1,213,284,186,-1
Ivan Ricardo,Neves Abreu Cavaleiro,856,-1,-1,-1,187,-1
Josh,Onomah,857,-1,216,-1,188,-1
Jean Michaël,Seri,858,-1,-1,-1,189,-1
Aboubakar,Kamara,859,-1,-1,-1,190,-1
André-Frank,Zambo Anguissa,860,-1,-1,-1,191,-1
Zeze Steven,Sessegnon,861,-1,-1,-1,192,-1
Denis,Odoi,862,-1,-1,-1,525,-1
Ademola,Lookman,863,-1,-1,-1,557,587
Terence,Kongolo,864,-1,208,274,585,-1
Josh,Maja,865,-1,-1,-1,665,-1
Fabio,Carvalho,866,-1,-1,-1,695,-1
Sylvester,Jasper,867,-1,-1,-1,707,-1
Tyrese,Francois,868,-1,521,272,708,-1
Wes,Morgan,869,-1,-1,-1,216,-1
Kasper,Schmeichel,870,-1,248,-1,217,200
Christian,Fuchs,871,-1,-1,-1,218,-1
Adrien,Silva,872,-1,-1,-1,220,-1
Marc,Albrighton,873,-1,251,-1,221,202
Matty,James,874,-1,-1,-1,222,-1
Dennis,Praet,875,-1,549,-1,225,206
Ricardo Domingos,Barbosa Pereira,876,-1,-1,-1,226,207
Daniel,Amartey,877,-1,257,-1,227,208
Ayoze,Pérez,878,-1,260,-1,229,211
Demarai,Gray,879,-1,189,253,230,484
Kelechi,Iheanacho,880,-1,262,-1,233,213
Filip,Benkovic,881,-1,-1,-1,237,-1
Çaglar,Söyüncü,882,-1,267,-1,238,217
Nampalys,Mendy,883,-1,252,-1,518,203
Cengiz,Ünder,884,-1,-1,-1,541,-1
Islam,Slimani,885,-1,-1,-1,579,-1
Vontae,Daley-Campbell,886,-1,-1,-1,660,639
Thakgalo,Leshabela,887,-1,-1,-1,661,-1
Sidnei,Tavares,888,-1,-1,-1,676,-1
Shane,Flynn,889,-1,-1,-1,684,-1
Thanawat,Suengchitthawon,890,-1,-1,-1,687,-1
Tawanda,Maswanhise,891,-1,-1,-1,703,-1
Pablo,Hernández Domínguez,892,-1,-1,-1,193,182
Francisco,Casilla Cortés,893,-1,-1,-1,194,183
Liam,Cooper,894,-1,221,-1,195,184
Barry,Douglas,895,-1,-1,-1,196,-1
Luke,Ayling,896,-1,222,-1,197,185
Mateusz,Klich,897,-1,223,-1,198,186
Adam,Forshaw,898,-1,224,-1,199,552
Stuart,Dallas,899,-1,226,-1,200,188
Ezgjan,Alioski,900,-1,-1,-1,201,-1
Patrick,Bamford,901,-1,227,-1,202,189
Hélder Wander,Sousa de Azevedo e Costa,902,-1,-1,-1,205,192
Tyler,Roberts,903,-1,229,-1,206,193
Jay-Roy,Grot,904,-1,-1,-1,207,-1
Kamil,Miazek,905,-1,-1,-1,208,-1
Ian Carlo,Poveda-Ocampo,906,-1,-1,-1,209,195
Jamie,Shackleton,907,-1,234,-1,210,197
Pascal,Struijk,908,-1,235,-1,211,198
Jordan,Stevens,909,-1,-1,-1,212,-1
Illan,Meslier,910,-1,238,-1,213,199
Oliver,Casey,911,-1,-1,-1,215,-1
Robin,Koch,912,-1,230,-1,491,194
Rodrigo,Moreno,913,-1,225,-1,492,187
Elia,Caprile,914,-1,-1,-1,532,-1
Mateusz,Bogusz,915,-1,-1,-1,533,-1
Diego,Llorente,916,-1,228,-1,549,190
Raphael,Dias Belloli,917,-1,232,-1,570,196
Jack,Jenkins,918,-1,-1,-1,599,631
Niall,Huggins,919,-1,-1,-1,619,-1
Charlie,Cresswell,920,-1,-1,-1,620,563
Joe,Gelhardt,921,-1,242,-1,667,577
Gaetano,Berardi,922,-1,-1,-1,685,-1
Sam,Greenwood,923,-1,237,-1,692,550
Cody,Drameh,924,-1,547,-1,694,562
Georginio,Wijnaldum,925,-1,-1,-1,243,-1
Jordan,Henderson,926,-1,275,299,244,222
Adrián,San Miguel del Castillo,927,-1,497,289,245,223
Joel,Matip,928,-1,276,305,246,224
Xherdan,Shaqiri,929,-1,-1,-1,247,226
Alex,Oxlade-Chamberlain,930,-1,278,-1,248,227
Roberto,Firmino,931,-1,279,-1,249,228
Sadio,Mané,932,-1,-1,-1,251,230
Fabio Henrique,Tavares,933,-1,282,296,253,232
Divock,Origi,934,-1,-1,714,256,235
Joseph,Gomez,935,-1,286,-1,260,238
Naby,Keita,936,-1,287,-1,261,239
Diogo,Jota,937,-1,-1,-1,468,240
Thiago,Alcántara do Nascimento,938,-1,277,310,531,225
Leighton,Clarkson,939,-1,-1,-1,601,-1
Jake,Cain,940,-1,-1,-1,607,-1
Ozan,Kabak,941,-1,-1,-1,652,580
Liam,Hughes,942,-1,-1,-1,677,-1
Jakub,Ojrzynski,943,-1,-1,-1,678,-1
Ben,Woodburn,944,-1,-1,-1,696,553
Billy,Koumetio,945,-1,-1,-1,697,-1
Fernando,Luiz Rosa,946,-1,-1,-1,266,453
Claudio,Bravo,947,-1,-1,-1,267,-1
Sergio,Agüero,948,-1,-1,-1,268,-1
Nicolás,Otamendi,949,-1,-1,-1,269,-1
Benjamin,Mendy,950,-1,-1,-1,274,253
Riyad,Mahrez,951,-1,303,359,275,254
João Pedro Cavaco,Cancelo,952,-1,-1,-1,277,256
Aymeric,Laporte,953,-1,309,357,280,259
Bernardo Mota,Veiga de Carvalho e Silva,954,-1,-1,-1,281,261
Rodrigo,Hernandez,955,-1,315,365,286,266
Ferran,Torres,956,-1,-1,-1,287,268
Eric,Garcia,957,-1,-1,-1,288,-1
Adrián,Bernabé,958,-1,-1,-1,537,-1
Zack,Steffen,959,-1,310,367,538,260
Rúben Santos,Gato Alves Dias,960,-1,-1,-1,556,262
James,Trafford,961,-1,-1,596,595,-1
Felix,Nmecha,962,-1,-1,-1,609,-1
Luke,Mbete,963,-1,-1,-1,622,603
Claudio,Gomes,964,-1,599,-1,659,-1
Sergio,Romero,965,-1,-1,-1,289,-1
Juan,Mata,966,-1,-1,-1,290,459
David,de Gea,967,-1,-1,-1,291,270
Chris,Smalling,968,-1,-1,-1,292,-1
Odion,Ighalo,969,-1,-1,-1,293,-1
Marcos,Rojo,970,-1,-1,-1,294,-1
Nemanja,Matic,971,-1,-1,-1,295,271
Paul,Pogba,972,-1,-1,-1,296,272
Phil,Jones,973,-1,328,-1,297,632
Frederico,Rodrigues de Paula Santos,974,-1,331,381,299,274
Bruno Miguel,Borges Fernandes,975,-1,-1,-1,302,277
Anthony,Martial,976,-1,345,390,303,278
Andreas,Pereira,977,-1,-1,-1,304,511
Eric,Bailly,978,-1,339,375,310,286
Daniel,James,979,-1,231,-1,311,287
Timothy,Fosu-Mensah,980,-1,-1,-1,312,-1
José Diogo,Dalot Teixeira,981,-1,-1,-1,314,510
Mason,Greenwood,982,-1,-1,-1,315,289
Tahith,Chong,983,-1,-1,586,316,-1
Brandon,Williams,984,-1,343,374,318,290
Teden,Mengi,985,-1,-1,393,319,-1
Donny,van de Beek,986,-1,336,400,495,282
Alex Nicolao,Telles,987,-1,-1,-1,568,279
Edinson,Cavani,988,-1,-1,-1,569,269
Facundo,Pellistri,989,-1,-1,-1,575,-1
Lee,Grant,990,-1,-1,-1,604,-1
Shola,Shoretire,991,-1,660,399,673,727
Nathan,Bishop,992,-1,656,-1,686,-1
William,Fish,993,-1,-1,-1,713,-1
Joseph,Willock,994,-1,-1,-1,20,19
Andy,Carroll,995,-1,-1,-1,320,-1
Jonjo,Shelvey,996,-1,349,463,321,291
Matt,Ritchie,997,-1,350,425,322,292
Federico,Fernández,998,-1,351,-1,323,465
Ciaran,Clark,999,-1,352,-1,324,293
Karl,Darlow,1000,-1,353,408,325,294
Martin,Dubravka,1001,-1,355,409,326,295
Florian,Lejeune,1002,-1,-1,-1,327,-1
Dwight,Gayle,1003,-1,361,-1,329,300
Christian,Atsu,1004,-1,-1,-1,330,-1
Paul,Dummett,1005,-1,362,581,331,301
Javier,Manquillo,1006,-1,-1,-1,332,302
DeAndre,Yedlin,1007,-1,-1,-1,335,-1
Rolando,Aarons,1008,-1,-1,-1,337,-1
Allan,Saint-Maximin,1009,-1,368,426,338,307
Miguel,Almirón,1010,-1,-1,-1,339,308
Yoshinori,Muto,1011,-1,-1,-1,341,-1
Kelland,Watts,1012,-1,-1,-1,342,-1
Jeff,Hendrick,1013,-1,375,414,485,297
Matthew,Longstaff,1014,-1,-1,-1,487,312
Mark,Gillespie,1015,-1,776,411,488,514
Daniel,Langley,1016,-1,-1,-1,606,-1
Rhian,Brewster,1017,-1,-1,477,262,-1
Billy,Sharp,1018,-1,-1,-1,343,-1
David,McGoldrick,1019,-1,-1,-1,344,-1
Chris,Basham,1020,-1,-1,474,345,-1
John,Fleck,1021,-1,-1,481,346,-1
Enda,Stevens,1022,-1,-1,-1,347,-1
Simon,Moore,1023,-1,-1,-1,348,-1
Oliver,Norwood,1024,-1,-1,488,349,-1
George,Baldock,1025,-1,-1,473,351,-1
Jack,Robinson,1026,-1,-1,576,352,-1
John,Egan,1027,-1,-1,480,353,-1
Jack,O'Connell,1028,-1,-1,-1,354,-1
John,Lundstram,1029,-1,-1,-1,355,-1
Ben,Osborn,1030,-1,-1,489,356,-1
Oliver,McBurnie,1031,-1,-1,485,357,-1
Lys,Mousset,1032,-1,-1,-1,359,-1
Oliver,Burke,1033,-1,-1,-1,424,-1
Luke,Freeman,1034,-1,-1,322,477,-1
Ethan,Ampadu,1035,-1,151,185,509,139
Jayden,Bogle,1036,-1,-1,476,510,-1
Max,Lowe,1037,-1,-1,484,511,-1
Phil,Jagielka,1038,-1,-1,-1,529,-1
Michael,Verrips,1039,-1,-1,-1,580,-1
Kean,Bryan,1040,-1,-1,-1,603,-1
Antwoine,Hackford,1041,-1,-1,656,618,-1
Kyron,Gordon,1042,-1,-1,-1,646,-1
Zak,Brunt,1043,-1,-1,-1,657,-1
Frankie,Maguire,1044,-1,-1,-1,670,-1
Harry,Boyes,1045,-1,-1,-1,704,-1
Femi,Seriki,1046,-1,-1,653,705,-1
Theo,Walcott,1047,-1,400,-1,148,332
Takumi,Minamino,1048,-1,-1,-1,258,236
Shane,Long,1049,-1,-1,-1,361,519
Ryan,Bertrand,1050,-1,250,-1,362,473
Oriol,Romeu Vidal,1051,-1,402,-1,364,335
Nathan,Redmond,1052,-1,403,600,365,336
Stuart,Armstrong,1053,-1,405,-1,368,339
Angus,Gunn,1054,-1,-1,-1,371,448
Sofiane,Boufal,1055,-1,-1,-1,372,-1
Josh,Sims,1056,-1,-1,-1,374,-1
Che,Adams,1057,-1,411,-1,377,345
Yan,Valery,1058,-1,414,-1,378,546
William,Smallbone,1059,-1,-1,-1,379,347
Jake,Vokins,1060,-1,-1,-1,380,-1
Michael,Obafemi,1061,-1,-1,174,381,348
Moussa,Djenepo,1062,-1,418,-1,382,350
Mohammed,Salisu,1063,-1,420,-1,479,351
Nathan,Tella,1064,-1,412,-1,524,346
Ibrahima,Diallo,1065,-1,416,-1,565,349
Daniel,N'Lundulu,1066,-1,-1,-1,590,344
Kayne,Ramsay,1067,-1,-1,-1,598,-1
Kgaogelo,Chauke,1068,-1,-1,-1,624,680
Harry,Lewis,1069,-1,-1,-1,625,637
Will,Ferry,1070,-1,-1,-1,634,-1
Allan,Tchaptchet,1071,-1,-1,-1,635,-1
Caleb,Watts,1072,-1,-1,-1,636,-1
Alexandre,Jankewitz,1073,-1,-1,-1,643,-1
Ryan,Finnigan,1074,-1,648,-1,655,-1
Hugo,Lloris,1075,-1,425,502,383,353
Danny,Rose,1076,-1,-1,-1,384,377
Moussa,Sissoko,1077,-1,-1,-1,385,354
Toby,Alderweireld,1078,-1,-1,-1,386,355
Erik,Lamela,1079,-1,-1,-1,387,356
Harry,Kane,1080,-1,427,500,388,357
Serge,Aurier,1081,-1,628,436,389,358
Heung-Min,Son,1082,-1,-1,-1,390,359
Eric,Dier,1083,-1,430,496,391,361
Lucas,Rodrigues Moura da Silva,1084,-1,431,-1,392,362
Paulo,Gazzaniga,1085,-1,-1,-1,393,-1
Bamidele,Alli,1086,-1,-1,-1,394,363
Davinson,Sánchez,1087,-1,435,512,398,367
Steven,Bergwijn,1088,-1,437,-1,400,369
Gedson,Carvalho Fernandes,1089,-1,-1,-1,401,-1
Japhet,Tanganga,1090,-1,439,518,402,371
Tanguy,Ndombele,1091,-1,-1,-1,405,375
Juan,Foyth,1092,-1,-1,-1,406,-1
Joe,Hart,1093,-1,-1,-1,482,352
Cameron,Carter-Vickers,1094,-1,-1,-1,521,-1
Gareth,Bale,1095,-1,-1,-1,543,-1
Carlos Vinicius,Alves Morais,1096,-1,-1,-1,564,-1
Joe,Rodon,1097,-1,442,510,584,374
Nile,John,1098,-1,-1,-1,710,-1
Ainsley,Maitland-Niles,1099,-1,21,-1,15,13
David,Button,1100,-1,-1,-1,56,-1
Callum,Robinson,1101,-1,-1,-1,358,-1
Kieran,Gibbs,1102,-1,-1,-1,407,-1
