First_Name,Last_Name,Unique_ID,24_id,23_id,22_id,Understat_ID,Full_Name
Treymaurice,Nyoni,688,688,743,-1,,Treymaurice Nyoni
Amara,Nallo,692,692,837,-1,,Amara Nallo
Jayden,Danns,709,709,824,-1,12455,Jayden Danns
Manuel,Akanji,340,340,341,610,6490,Manuel Akanji
Nathan,Aké,341,341,342,308,579,Nathan Aké
Bernardo,Veiga de Carvalho e Silva,342,342,344,311,3635,Bernardo Veiga de Carvalho e Silva
Oscar,Bobb,343,343,345,-1,11903,Oscar Bobb
Scott,Carson,344,344,347,502,,Scott Carson
Kevin,De Bruyne,345,345,349,301,447,Kevin De Bruyne
Jérémy,Doku,346,346,678,-1,8981,Jérémy Doku
Ederson,Santana de Moraes,347,347,352,307,6054,Ederson Santana de Moraes
Phil,Foden,348,348,353,314,6055,Phil Foden
Jack,Grealish,349,349,354,305,675,Jack Grealish
Joško,Gvardiol,350,350,616,-1,9790,Joško Gvardiol
Erling,Haaland,351,351,355,318,8260,Erling Haaland
Julián,Álvarez,352,352,343,319,10846,Julián Álvarez
João,Cavaco Cancelo,353,353,346,306,2379,João Cavaco Cancelo
Mateo,Kovačić,354,354,356,132,2254,Mateo Kovačić
Rico,Lewis,355,355,358,573,10847,Rico Lewis
Matheus Luiz,Nunes,356,356,566,589,11000,Matheus Luiz Nunes
James,McAtee,357,357,360,317,10126,James McAtee
Stefan,Ortega Moreno,358,358,361,324,8786,Stefan Ortega Moreno
Rodrigo 'Rodri',Hernandez,360,360,365,315,2496,Rodrigo 'Rodri' Hernandez
Rúben,Gato Alves Dias,361,361,350,312,8961,Rúben Gato Alves Dias
John,Stones,362,362,368,302,586,John Stones
Kyle,Walker,363,363,369,299,638,Kyle Walker
Sávio 'Savinho',Moreira de Oliveira,571,571,-1,-1,11735,Sávio 'Savinho' Moreira de Oliveira
Nico,O'Reilly,607,607,-1,774,,Nico O'Reilly
Ilkay,Gündogan,625,625,-1,300,314,Ilkay Gündogan
Issa,Kaboré,626,626,602,-1,9619,Issa Kaboré
Jacob,Wright,671,671,814,-1,,Jacob Wright
Jahmai,Simpson-Pusey,672,672,-1,-1,13185,Jahmai Simpson-Pusey
Josh,Wilson-Esbrand,675,675,-1,322,,Josh Wilson-Esbrand
Divin,Mubama,698,698,538,669,11242,Divin Mubama
Max,Alleyne,703,703,-1,-1,,Max Alleyne
Spike,Brits,704,704,-1,-1,,Spike Brits
Amad,Diallo,364,364,371,550,8127,Amad Diallo
Antony Matheus,dos Santos,365,365,372,609,11094,Antony Matheus dos Santos
Bruno,Borges Fernandes,366,366,373,333,1228,Bruno Borges Fernandes
Altay,Bayindir,367,367,695,-1,,Altay Bayindir
Carlos Henrique,Casimiro,368,368,376,593,2248,Carlos Henrique Casimiro
Diogo,Dalot Teixeira,369,369,377,342,7281,Diogo Dalot Teixeira
Christian,Eriksen,370,370,379,519,646,Christian Eriksen
Jonny,Evans,371,371,703,249,807,Jonny Evans
Alejandro,Garnacho,372,372,382,569,10552,Alejandro Garnacho
Hannibal,Mejbri,373,373,383,-1,9558,Hannibal Mejbri
Tom,Heaton,374,374,384,348,,Tom Heaton
Rasmus,Højlund,375,375,617,-1,11055,Rasmus Højlund
Victor,Lindelöf,376,376,386,337,6080,Victor Lindelöf
Harry,Maguire,377,377,387,330,1687,Harry Maguire
Kobbie,Mainoo,378,378,388,643,11174,Kobbie Mainoo
Tyrell,Malacia,379,379,389,504,10803,Tyrell Malacia
Lisandro,Martínez,380,380,391,533,10802,Lisandro Martínez
Scott,McTominay,381,381,392,338,5560,Scott McTominay
Mason,Mount,382,382,209,142,7768,Mason Mount
André,Onana,383,383,597,-1,10913,André Onana
Facundo,Pellistri Rebollo,384,384,394,347,9324,Facundo Pellistri Rebollo
Marcus,Rashford,385,385,396,335,556,Marcus Rashford
Luke,Shaw,387,387,398,332,1006,Luke Shaw
Joshua,Zirkzee,389,389,-1,-1,8044,Joshua Zirkzee
Leny,Yoro,572,572,-1,-1,10564,Leny Yoro
Matthijs,de Ligt,593,593,-1,-1,7902,Matthijs de Ligt
Noussair,Mazraoui,594,594,-1,-1,10696,Noussair Mazraoui
Toby,Collyer,613,613,826,-1,12461,Toby Collyer
Ethan,Wheatley,648,648,850,-1,12568,Ethan Wheatley
Manuel,Ugarte,652,652,-1,-1,11766,Manuel Ugarte
Jack,Fletcher,667,667,-1,-1,,Jack Fletcher
Harry,Amass,670,670,846,-1,,Harry Amass
Jayce,Fitzgerald,673,673,-1,-1,,Jayce Fitzgerald
Godwill,Kukonki,691,691,-1,-1,,Godwill Kukonki
Alex,Murphy,390,390,634,-1,12199,Alex Murphy
Miguel,Almirón Rejala,391,391,402,369,7420,Miguel Almirón Rejala
Harvey,Barnes,392,392,603,264,6681,Harvey Barnes
Sven,Botman,393,393,405,377,8635,Sven Botman
Bruno,Guimarães Rodriguez Moura,394,394,406,374,8327,Bruno Guimarães Rodriguez Moura
Dan,Burn,395,395,407,358,7382,Dan Burn
Martin,Dúbravka,396,396,409,355,6532,Martin Dúbravka
Anthony,Gordon,398,398,412,195,8150,Anthony Gordon
Lewis,Hall,399,399,204,661,10216,Lewis Hall
Isaac,Hayden,400,400,413,-1,,Isaac Hayden
Alexander,Isak,401,401,415,594,5232,Alexander Isak
Jacob,Murphy,402,402,423,365,6063,Jacob Murphy
Joelinton Cássio,Apolinário de Lira,403,403,416,371,87,Joelinton Cássio Apolinário de Lira
Lloyd,Kelly,404,404,70,73,8090,Lloyd Kelly
Emil,Krafth,405,405,417,364,1545,Emil Krafth
Garang,Kuol,406,406,418,683,,Garang Kuol
Jamaal,Lascelles,407,407,419,360,766,Jamaal Lascelles
Jamal,Lewis,408,408,420,372,7691,Jamal Lewis
Tino,Livramento,409,409,633,419,9512,Tino Livramento
Sean,Longstaff,410,410,421,370,7078,Sean Longstaff
Lewis,Miley,411,411,635,741,11386,Lewis Miley
Odysseas,Vlachodimos,412,412,710,-1,375,Odysseas Vlachodimos
Nick,Pope,413,413,424,376,5552,Nick Pope
John,Ruddy,414,414,-1,-1,,John Ruddy
Fabian,Schär,415,415,427,366,76,Fabian Schär
Matt,Targett,416,416,428,367,884,Matt Targett
Sandro,Tonali,417,417,429,-1,7958,Sandro Tonali
Kieran,Trippier,418,418,430,357,652,Kieran Trippier
Joe,White,419,419,794,-1,9959,Joe White
Joe,Willock,420,420,432,373,6630,Joe Willock
Callum,Wilson,421,421,433,356,468,Callum Wilson
Miodrag,Pivaš,574,574,-1,-1,,Miodrag Pivaš
William,Osula,590,590,490,-1,9556,William Osula
Álex,Moreno Lopera,26,26,32,694,4120,Álex Moreno Lopera
Ola,Aina,422,422,604,-1,725,Ola Aina
Elliot,Anderson,423,423,403,552,9154,Elliot Anderson
Taiwo,Awoniyi,424,424,437,397,7814,Taiwo Awoniyi
Willy,Boly,425,425,439,474,6850,Willy Boly
Josh,Bowler,426,426,440,-1,,Josh Bowler
Carlos Miguel,dos Santos Pereira,427,427,-1,-1,,Carlos Miguel dos Santos Pereira
Eric,da Silva Moreira,428,428,-1,-1,12765,Eric da Silva Moreira
Danilo,dos Santos de Oliveira,429,429,442,703,11317,Danilo dos Santos de Oliveira
Emmanuel,Dennis,430,430,443,585,9301,Emmanuel Dennis
Nicolás,Domínguez,431,431,712,-1,8252,Nicolás Domínguez
Anthony,Elanga,432,432,378,344,9524,Anthony Elanga
Morgan,Gibbs-White,433,433,447,493,6857,Morgan Gibbs-White
Callum,Hudson-Odoi,434,434,205,144,6456,Callum Hudson-Odoi
Alex,Mighten,435,435,456,395,10761,Alex Mighten
Murillo,Santiago Costa dos Santos,436,436,696,-1,12123,Murillo Santiago Costa dos Santos
Neco,Williams,437,437,467,295,8204,Neco Williams
Omar,Richards,438,438,461,511,,Omar Richards
Lewis,O'Brien,439,439,458,524,10759,Lewis O'Brien
Andrew,Omobamidele,440,440,711,-1,9833,Andrew Omobamidele
Jonathan,Panzo,441,441,460,389,,Jonathan Panzo
Ibrahim,Sangaré,442,442,713,-1,5722,Ibrahim Sangaré
Matz,Sels,443,443,808,-1,6903,Matz Sels
Harry,Toffolo,444,444,465,523,10758,Harry Toffolo
Hwang,Ui-jo,446,446,466,-1,,Hwang Ui-jo
Chris,Wood,447,447,468,354,4456,Chris Wood
Joe,Worrall,448,448,469,388,10756,Joe Worrall
Ryan,Yates,449,449,470,387,11003,Ryan Yates
James,Ward-Prowse,531,531,664,407,843,James Ward-Prowse
Nikola,Milenković,573,573,-1,-1,6174,Nikola Milenković
João Pedro,Ferreira Silva,596,596,-1,-1,8272,João Pedro Ferreira Silva
Ramón,Sosa,620,620,-1,-1,13021,Ramón Sosa
Felipe,Rodrigues da Silva,653,653,-1,-1,7921,Felipe Rodrigues da Silva
Zach,Abbott,706,706,-1,-1,,Zach Abbott
Wayne,Hennessey,721,721,448,518,509,Wayne Hennessey
Aaron,Ramsdale,14,14,17,15,5603,Aaron Ramsdale
Cameron,Archer,27,27,33,54,9912,Cameron Archer
Lesley,Ugochukwu,188,188,613,-1,9451,Lesley Ugochukwu
Ryan,Fraser,397,397,410,359,1683,Ryan Fraser
Carlos,Alcaraz Durán,450,450,-1,693,11297,Carlos Alcaraz Durán
Samuel,Amo-Ameyaw,451,451,-1,778,11618,Samuel Amo-Ameyaw
Joe,Aribo,452,452,-1,512,10766,Joe Aribo
Adam,Armstrong,453,453,-1,408,4419,Adam Armstrong
Gavin,Bazunu,454,454,-1,422,10765,Gavin Bazunu
Jan,Bednarek,455,455,-1,410,6042,Jan Bednarek
Armel,Bella-Kotchap,456,456,-1,423,9710,Armel Bella-Kotchap
James,Bree,457,457,-1,716,11359,James Bree
Shea,Charles,458,458,348,773,11594,Shea Charles
Samuel,Edozie,459,459,-1,624,10072,Samuel Edozie
Ronnie,Edwards,460,460,-1,-1,13239,Ronnie Edwards
Taylor,Harwood-Bellis,461,461,-1,-1,8495,Taylor Harwood-Bellis
Kamaldeen,Sulemana,462,462,-1,731,9630,Kamaldeen Sulemana
Adam,Lallana,463,463,138,101,486,Adam Lallana
Juan,Larios López,464,464,-1,622,11078,Juan Larios López
Mateusz,Lis,465,465,-1,421,,Mateusz Lis
Joe,Lumley,466,466,-1,-1,12762,Joe Lumley
Ryan,Manning,467,467,-1,-1,13134,Ryan Manning
Sékou,Mara,468,468,-1,528,8970,Sékou Mara
Alex,McCarthy,469,469,-1,401,635,Alex McCarthy
Paul,Onuachu,470,470,-1,732,11360,Paul Onuachu
Will,Smallbone,471,471,-1,415,8224,Will Smallbone
Jack,Stephens,472,472,-1,404,1735,Jack Stephens
Ross,Stewart,473,473,-1,-1,13060,Ross Stewart
Sugawara,Yukinari,474,474,-1,-1,12761,Sugawara Yukinari
Charlie,Taylor,475,475,178,-1,6044,Charlie Taylor
Kyle,Walker-Peters,476,476,-1,409,885,Kyle Walker-Peters
Nathan,Wood-Gordon,477,477,-1,-1,12763,Nathan Wood-Gordon
Maxwel,Cornet,515,515,527,575,3278,Maxwel Cornet
Flynn,Downes,518,518,531,509,10845,Flynn Downes
Ben,Brereton Díaz,584,584,775,-1,11815,Ben Brereton Díaz
Tyler,Dibling,608,608,-1,-1,10586,Tyler Dibling
Mateus Gonçalo,Espanha Fernandes,623,623,-1,-1,12948,Mateus Gonçalo Espanha Fernandes
Joseph,O'Brien-Whitmarsh,693,693,-1,-1,,Joseph O'Brien-Whitmarsh
Welington Damascena,Santos,718,718,-1,-1,,Welington Damascena Santos
Joachim,Kayi-Sanda,719,719,-1,-1,,Joachim Kayi-Sanda
Dominic,Solanke-Mitchell,82,82,85,66,1679,Dominic Solanke-Mitchell
Ashley,Phillips,478,478,702,-1,,Ashley Phillips
Brandon,Austin,479,479,491,451,8093,Brandon Austin
Rodrigo,Bentancur,480,480,492,440,6108,Rodrigo Bentancur
Lucas,Bergvall,481,481,-1,-1,12912,Lucas Bergvall
Yves,Bissouma,482,482,493,444,5609,Yves Bissouma
Bryan,Gil Salvatierra,483,483,494,554,7338,Bryan Gil Salvatierra
Ben,Davies,484,484,495,432,660,Ben Davies
Alfie,Devine,485,485,-1,452,,Alfie Devine
Radu,Drăgușin,486,486,777,-1,9105,Radu Drăgușin
Emerson,Leite de Souza Junior,487,487,497,445,7430,Emerson Leite de Souza Junior
Fraser,Forster,488,488,498,426,831,Fraser Forster
Archie,Gray,489,489,-1,565,10184,Archie Gray
Pierre-Emile,Højbjerg,490,490,499,433,343,Pierre-Emile Højbjerg
Brennan,Johnson,491,491,450,394,10760,Brennan Johnson
Dejan,Kulusevski,492,492,501,446,6691,Dejan Kulusevski
Giovani,Lo Celso,493,493,503,-1,5681,Giovani Lo Celso
James,Maddison,494,494,504,261,6818,James Maddison
Pedro,Porro,495,495,506,733,6912,Pedro Porro
Sergio,Reguilón,496,496,508,438,7187,Sergio Reguilón
Richarlison,de Andrade,497,497,509,454,6026,Richarlison de Andrade
Cristian,Romero,498,498,511,443,7218,Cristian Romero
Pape Matar,Sarr,499,499,513,450,9021,Pape Matar Sarr
Dane,Scarlett,500,500,640,447,9332,Dane Scarlett
Manor,Solomon,502,502,583,562,10716,Manor Solomon
Son,Heung-min,503,503,516,428,453,Son Heung-min
Djed,Spence,504,504,517,522,10764,Djed Spence
Destiny,Udogie,505,505,519,-1,8831,Destiny Udogie
Micky,van de Ven,506,506,639,-1,10050,Micky van de Ven
Alejo,Véliz,507,507,641,-1,12105,Alejo Véliz
Guglielmo,Vicario,508,508,520,-1,8858,Guglielmo Vicario
Timo,Werner,509,509,776,137,65,Timo Werner
Alfie,Whiteman,510,510,521,-1,,Alfie Whiteman
Will,Lankshear,609,609,-1,-1,13127,Will Lankshear
Mikey,Moore,610,610,860,-1,12603,Mikey Moore
Wilson,Odobert,612,612,660,-1,10822,Wilson Odobert
Callum,Olusesi,683,683,-1,-1,,Callum Olusesi
Malachi,Hardy,684,684,-1,-1,,Malachi Hardy
Luca,Williams-Barnett,689,689,-1,-1,,Luca Williams-Barnett
Alfie,Dorrington,699,699,740,-1,12193,Alfie Dorrington
Maeson,King,700,700,-1,-1,,Maeson King
Antonín,Kinsky,716,716,-1,-1,13348,Antonín Kinsky
Min-Hyeok,Yang,717,717,-1,-1,,Min-Hyeok Yang
Aaron,Wan-Bissaka,388,388,401,341,5584,Aaron Wan-Bissaka
Edson,Álvarez Velázquez,511,511,642,-1,11926,Edson Álvarez Velázquez
Michail,Antonio,512,512,523,458,531,Michail Antonio
Alphonse,Areola,513,513,524,473,2310,Alphonse Areola
Jarrod,Bowen,514,514,526,465,1776,Jarrod Bowen
Vladimír,Coufal,516,516,528,463,8965,Vladimír Coufal
Aaron,Cresswell,517,517,530,457,534,Aaron Cresswell
George,Earthy,519,519,829,-1,12474,George Earthy
Emerson,Palmieri dos Santos,520,520,532,545,1245,Emerson Palmieri dos Santos
Łukasz,Fabiański,521,521,533,455,706,Łukasz Fabiański
Wes,Foderingham,522,522,482,-1,8776,Wes Foderingham
Danny,Ings,523,523,535,30,986,Danny Ings
Max,Kilman,524,524,563,484,7332,Max Kilman
Mohammed,Kudus,525,525,689,-1,12027,Mohammed Kudus
Luis Guilherme,Lira dos Santos,526,526,-1,-1,13026,Luis Guilherme Lira dos Santos
Lucas,Tolentino Coelho de Lima,527,527,539,603,7365,Lucas Tolentino Coelho de Lima
Konstantinos,Mavropanos,528,528,676,-1,6722,Konstantinos Mavropanos
Nayef,Aguerd,529,529,522,472,6935,Nayef Aguerd
Tomáš,Souček,530,530,542,468,8288,Tomáš Souček
Kurt,Zouma,532,532,544,461,935,Kurt Zouma
Andy,Irving,576,576,-1,-1,12774,Andy Irving
Crysencio,Summerville,587,587,-1,240,9492,Crysencio Summerville
Guido,Rodríguez,588,588,-1,-1,8267,Guido Rodríguez
Niclas,Füllkrug,589,589,-1,-1,6098,Niclas Füllkrug
Jean-Clair,Todibo,591,591,-1,-1,6816,Jean-Clair Todibo
Kaelan,Casey,643,643,774,746,11409,Kaelan Casey
Carlos,Soler,654,654,-1,-1,2478,Carlos Soler
Ollie,Scarles,677,677,784,-1,12358,Ollie Scarles
Ezra,Mayers,686,686,-1,-1,,Ezra Mayers
Lewis,Orford,701,701,773,-1,,Lewis Orford
Sam,Johnstone,204,204,230,175,978,Sam Johnstone
Rayan,Aït-Nouri,533,533,545,487,6674,Rayan Aït-Nouri
Boubacar,Traoré,534,534,574,629,8119,Boubacar Traoré
Jean-Ricner,Bellegarde,535,535,715,-1,7762,Jean-Ricner Bellegarde
Daniel,Bentley,536,536,546,717,11361,Daniel Bentley
Francisco Jorge,Tomás Oliveira,537,537,549,490,10327,Francisco Jorge Tomás Oliveira
Tawanda,Chirewa,538,538,750,-1,12234,Tawanda Chirewa
Leon,Chiwome,539,539,836,-1,12532,Leon Chiwome
Luke,Cundle,540,540,550,485,8179,Luke Cundle
Matheus,Santos Carneiro Da Cunha,541,541,590,682,7080,Matheus Santos Carneiro Da Cunha
Craig,Dawson,542,542,551,459,804,Craig Dawson
Matt,Doherty,543,543,598,429,6852,Matt Doherty
Tommy,Doyle,544,544,351,-1,8496,Tommy Doyle
Fábio,Silva,545,545,552,488,8778,Fábio Silva
Nathan,Fraser,546,546,704,657,11210,Nathan Fraser
Enso,González,547,547,698,-1,12047,Enso González
Gonçalo Manuel,Ganchinho Guedes,548,548,554,579,5682,Gonçalo Manuel Ganchinho Guedes
Hugo,Bueno López,549,549,548,558,10140,Hugo Bueno López
Hwang,Hee-chan,550,550,557,481,8845,Hwang Hee-chan
Joe,Hodge,551,551,555,566,10755,Joe Hodge
Ki-Jana,Hoever,552,552,556,-1,,Ki-Jana Hoever
João Victor,Gomes da Silva,553,553,559,721,11384,João Victor Gomes da Silva
José,Malheiro de Sá,554,554,569,478,9740,José Malheiro de Sá
Saša,Kalajdžić,555,555,562,608,8812,Saša Kalajdžić
Tom,King,556,556,564,-1,,Tom King
Mario,Lemina,557,557,565,698,1299,Mario Lemina
Yerson,Mosquera,558,558,788,494,9958,Yerson Mosquera
Nélson,Cabral Semedo,559,559,572,482,6163,Nélson Cabral Semedo
Pedro,Cardoso de Lima,561,561,-1,-1,13156,Pedro Cardoso de Lima
Daniel,Castelo Podence,562,562,568,483,8291,Daniel Castelo Podence
Rodrigo,Martins Gomes,563,563,-1,-1,2496,Rodrigo Martins Gomes
Santiago,Bueno,564,564,697,-1,10945,Santiago Bueno
Pablo,Sarabia,565,565,570,704,2199,Pablo Sarabia
Jørgen,Strand Larsen,566,566,-1,-1,11070,Jørgen Strand Larsen
Toti António,Gomes,567,567,573,489,10293,Toti António Gomes
Bastien,Meupiyou,637,637,-1,-1,,Bastien Meupiyou
André,Trindade da Costa Neto,642,642,-1,-1,13022,André Trindade da Costa Neto
Carlos Roberto,Forbs Borges,655,655,-1,-1,13092,Carlos Roberto Forbs Borges
Alfie,Pond,664,664,-1,-1,13117,Alfie Pond
Tom,Edozie,682,682,-1,-1,,Tom Edozie
Wes,Okoduwa,711,711,-1,-1,,Wes Okoduwa
Emmanuel,Agbadou,720,720,-1,-1,10856,Emmanuel Agbadou
Granit,Xhaka,727,-1,30,3,204,Granit Xhaka
Mohamed,Elneny,728,-1,3,4,496,Mohamed Elneny
Nicolas,Pépé,729,-1,16,9,5656,Nicolas Pépé
Nuno,Varela Tavares,731,-1,23,17,9691,Nuno Varela Tavares
Pablo,Marí Villar,732,-1,-1,20,8380,Pablo Marí Villar
Lucas,Torreira di Pascua,733,-1,-1,22,,Lucas Torreira di Pascua
Marcus,Oliveira Alencar,734,-1,11,27,11035,Marcus Oliveira Alencar
Matthew,Smith,735,-1,-1,607,,Matthew Smith
Reuell,Walters,737,-1,736,751,,Reuell Walters
Mauro,Bandeira,738,-1,815,767,,Mauro Bandeira
Philippe,Coutinho Correia,739,-1,38,29,488,Philippe Coutinho Correia
Calum,Chambers,740,-1,37,32,508,Calum Chambers
Bertrand,Traoré,741,-1,59,34,695,Bertrand Traoré
Morgan,Sanson,742,-1,56,36,3696,Morgan Sanson
Marvelous,Nakamba,743,-1,52,41,8040,Marvelous Nakamba
Douglas Luiz,Soares de Paulo,744,-1,43,46,6122,Douglas Luiz Soares de Paulo
Anwar,El Ghazi,745,-1,-1,51,5612,Anwar El Ghazi
Keinan,Davis,746,-1,39,52,1053,Keinan Davis
Frédéric,Guilbert,748,-1,-1,56,,Frédéric Guilbert
Ludwig,Augustinsson,749,-1,-1,525,6083,Ludwig Augustinsson
James,Wright,752,-1,778,753,,James Wright
Sebastian,Revan,753,-1,-1,754,,Sebastian Revan
Travis,Patterson,754,-1,-1,755,,Travis Patterson
Tommi,O'Reilly,755,-1,767,761,,Tommi O'Reilly
Junior,Stanislas,756,-1,-1,58,463,Junior Stanislas
Ryan,Fredericks,757,-1,68,59,6891,Ryan Fredericks
Jamal,Lowe,758,-1,73,61,10865,Jamal Lowe
Kieffer,Moore,759,-1,76,62,10743,Kieffer Moore
Emiliano,Marcondes,760,-1,74,63,10745,Emiliano Marcondes
Jack,Stacey,761,-1,-1,65,7823,Jack Stacey
Ben,Pearson,763,-1,79,68,10742,Ben Pearson
Siriki,Dembélé,764,-1,67,74,10749,Siriki Dembélé
Jordan,Zemura,765,-1,-1,76,10740,Jordan Zemura
Joe,Rothwell,766,-1,81,505,561,Joe Rothwell
Darren,Randolph,767,-1,80,571,,Darren Randolph
Christian,Saydee,768,-1,-1,597,,Christian Saydee
Owen,Bevan,769,-1,-1,598,11034,Owen Bevan
Cameron,Plain,770,-1,-1,649,,Cameron Plain
Michael,Dacosta Gonzalez,771,-1,849,696,,Michael Dacosta Gonzalez
Euan,Pollock,772,-1,-1,706,,Euan Pollock
Matías,Viña,773,-1,-1,718,9892,Matías Viña
Ben,Greenwood,774,-1,619,737,,Ben Greenwood
Pontus,Jansson,776,-1,-1,78,1801,Pontus Jansson
Sergi,Canós Tenés,777,-1,95,82,1078,Sergi Canós Tenés
Saman,Ghoddos,778,-1,701,87,7069,Saman Ghoddos
Mads,Bech Sørensen,779,-1,93,91,9683,Mads Bech Sørensen
Shandon,Baptiste,780,-1,92,94,9914,Shandon Baptiste
Charlie,Goode,781,-1,102,96,9687,Charlie Goode
Marcus,Forss,782,-1,-1,97,9684,Marcus Forss
Dominic,Thompson,783,-1,-1,98,9915,Dominic Thompson
Mads,Bidstrup,784,-1,94,99,9682,Mads Bidstrup
Ellery,Balcombe,785,-1,91,100,,Ellery Balcombe
Thomas,Strakosha,786,-1,116,517,1214,Thomas Strakosha
Fin,Stevens,787,-1,-1,540,,Fin Stevens
Halil,Dervişoğlu,788,-1,100,541,9686,Halil Dervişoğlu
Matthew,Cox,789,-1,97,633,,Matthew Cox
Tristan,Crama,790,-1,-1,646,,Tristan Crama
Michael,Olakigbe,792,-1,620,752,11487,Michael Olakigbe
Steven,Alzate,793,-1,123,115,8020,Steven Alzate
Enock,Mwepu,794,-1,-1,118,9734,Enock Mwepu
Taylor,Richards,795,-1,-1,121,9735,Taylor Richards
Haydon,Roberts,796,-1,-1,122,,Haydon Roberts
Kjell,Scherpen,798,-1,147,542,,Kjell Scherpen
Matt,Clarke,799,-1,-1,543,,Matt Clarke
Ed,Turns,800,-1,-1,640,,Ed Turns
James,Furlong,801,-1,-1,652,,James Furlong
Tom,McGill,802,-1,141,756,,Tom McGill
César,Azpilicueta,803,-1,189,127,681,César Azpilicueta
Thiago,Emiliano da Silva,804,-1,217,128,3288,Thiago Emiliano da Silva
Marcos,Alonso,805,-1,-1,129,1621,Marcos Alonso
N'Golo,Kanté,807,-1,-1,134,751,N'Golo Kanté
Hakim,Ziyech,808,-1,218,135,8992,Hakim Ziyech
Ruben,Loftus-Cheek,809,-1,-1,136,688,Ruben Loftus-Cheek
Robert Kenedy,Nunes do Nascimento,810,-1,-1,138,,Robert Kenedy Nunes do Nascimento
Christian,Pulisic,811,-1,213,140,2662,Christian Pulisic
Edouard,Mendy,812,-1,-1,147,6880,Edouard Mendy
Ethan,Ampadu,813,-1,185,151,,Ethan Ampadu
Kalidou,Koulibaly,814,-1,-1,520,1376,Kalidou Koulibaly
Harvey,Vale,815,-1,-1,606,,Harvey Vale
Denis,Zakaria,816,-1,-1,616,6147,Denis Zakaria
Pierre-Emerick,Aubameyang,817,-1,188,617,318,Pierre-Emerick Aubameyang
Bashir,Humphreys,819,-1,671,673,,Bashir Humphreys
Ethan,Wady,820,-1,-1,771,,Ethan Wady
Albert,Sambi Lokonga,821,-1,21,18,9689,Albert Sambi Lokonga
Vicente,Guaita,822,-1,227,152,2190,Vicente Guaita
James,Tomkins,823,-1,241,153,530,James Tomkins
James,McArthur,824,-1,-1,154,633,James McArthur
Christian,Benteke,825,-1,-1,155,606,Christian Benteke
Luka,Milivojevic,826,-1,-1,158,5549,Luka Milivojevic
Wilfried,Zaha,827,-1,-1,160,522,Wilfried Zaha
Jairo,Riedewald,828,-1,239,164,6027,Jairo Riedewald
Michael,Olise,829,-1,236,171,9948,Michael Olise
Nathan,Ferguson,830,-1,-1,174,6451,Nathan Ferguson
Luke,Plange,831,-1,237,496,,Luke Plange
Joseph,Whitworth,832,-1,243,590,11005,Joseph Whitworth
Killian,Phillips,833,-1,-1,604,,Killian Phillips
John-Kymani,Gordon,834,-1,658,634,,John-Kymani Gordon
Kofi,Balmer,835,-1,-1,642,,Kofi Balmer
Owen,Goodman,836,-1,-1,644,,Owen Goodman
Jack,Wells-Morrison,837,-1,-1,654,,Jack Wells-Morrison
Tayo,Adaramola,838,-1,763,766,,Tayo Adaramola
Salomón,Rondón,840,-1,-1,177,813,Salomón Rondón
Andros,Townsend,842,-1,727,179,775,Andros Townsend
Dele,Alli,843,-1,248,181,645,Dele Alli
Allan,Marques Loureiro,844,-1,-1,183,1379,Allan Marques Loureiro
André,Tavares Gomes,845,-1,244,184,2383,André Tavares Gomes
Jean-Philippe,Gbamin,846,-1,251,187,4764,Jean-Philippe Gbamin
Yerry,Mina,847,-1,-1,188,6521,Yerry Mina
Demarai,Gray,848,-1,253,189,762,Demarai Gray
Tom,Davies,849,-1,666,190,1042,Tom Davies
Niels,Nkounkou,850,-1,-1,198,,Niels Nkounkou
Rúben,Nascimento Vinagre,851,-1,-1,531,6856,Rúben Nascimento Vinagre
Stanley,Mills,852,-1,-1,560,,Stanley Mills
Lewis,Warrington,853,-1,841,561,10775,Lewis Warrington
Reece,Welch,854,-1,-1,605,,Reece Welch
Eldin,Jakupovic,855,-1,-1,627,,Eldin Jakupovic
Kyle,John,856,-1,-1,637,,Kyle John
Isaac,Price,858,-1,-1,678,9470,Isaac Price
Ellis,Simms,859,-1,264,686,8582,Ellis Simms
Ishé,Samuels-Smith,860,-1,819,757,,Ishé Samuels-Smith
Andy,Lonergan,861,-1,579,760,,Andy Lonergan
Sean,McAllister,862,-1,-1,768,,Sean McAllister
Cédric,Alves Soares,863,-1,2,1,847,Cédric Alves Soares
Shane,Duffy,864,-1,-1,105,6047,Shane Duffy
Anthony,Knockaert,865,-1,273,202,,Anthony Knockaert
Nathaniel,Chalobah,866,-1,-1,203,1677,Nathaniel Chalobah
Neeskens,Kebano,867,-1,-1,204,6840,Neeskens Kebano
Joe,Bryan,868,-1,-1,206,,Joe Bryan
Paulo,Gazzaniga Farias,869,-1,-1,207,,Paulo Gazzaniga Farias
Terence,Kongolo,870,-1,274,208,,Terence Kongolo
Aleksandar,Mitrović,871,-1,278,210,773,Aleksandar Mitrović
Marek,Rodák,872,-1,284,213,8704,Marek Rodák
Ivan,Neves Abreu Cavaleiro,873,-1,269,214,,Ivan Neves Abreu Cavaleiro
Josh,Onomah,874,-1,-1,216,661,Josh Onomah
João,Palhinha Gonçalves,875,-1,280,220,10715,João Palhinha Gonçalves
Daniel,James,876,-1,-1,231,5595,Daniel James
Tyrese,Francois,877,-1,272,521,9552,Tyrese Francois
Terry,Ablade,878,-1,-1,591,,Terry Ablade
