assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,693,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,6,0,0,0,0,14,0,0,0,5,1,0.0,0,0,0,0,45,True,0,3,Joseph O'Brien-Whitmarsh,17,CHE,1130,1330,SOU,1060,1060,2024,,1.91014,6.0,1.91014,5.8331,18.0,5.8331
0,0,0,0,0.0,693,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,2,0,0,0,0,15,0,213,0,0,1,0.0,0,190,267,77,45,False,0,3,Joseph O'Brien-Whitmarsh,17,AVL,1120,1200,SOU,1070,1060,2024,,0.385832,7.0,0.385832,2.51338,13.0,2.51338
