assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,18,0,40.8,463,0.12,0.12,0.0,1.25,9,1,0,6.2,16.8,2022-08-07T13:00:00Z,75,14,0,0,0,0,1,0,10196,1,2,1,4.0,2,0,0,0,50,False,0,3,Adam Lallana,5.0,MUN,1140,1165,BHA,1150,1200,2022
0,0,2,1,2.8,463,0.04,0.31,0.27,0.15,14,0,0,5.0,8.8,2022-08-13T14:00:00Z,64,15,0,0,0,0,2,0,19286,1,0,0,38.0,3,3568,5407,1839,50,True,0,3,Adam Lallana,5.0,NEW,1300,1220,BHA,1140,1200,2022
0,0,6,1,12.4,463,0.01,0.01,0.0,0.35,30,0,0,1.4,1.6,2022-08-21T13:00:00Z,62,19,0,0,0,0,3,0,24198,1,2,0,0.0,3,2656,6603,3947,50,False,0,3,Adam Lallana,5.0,WHU,1145,1060,BHA,1150,1200,2022
0,0,0,0,0.0,463,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,24,0,0,0,0,4,0,23874,0,0,1,0.0,0,-1371,2835,4206,50,True,0,3,Adam Lallana,5.0,LEE,1075,1120,BHA,1140,1200,2022
0,0,0,0,0.0,463,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2022-08-30T18:30:00Z,0,9,0,0,0,0,5,0,15900,0,1,2,0.0,0,-7917,230,8147,50,False,0,3,Adam Lallana,5.0,FUL,1070,1120,BHA,1150,1200,2022
0,0,0,0,0.0,463,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2022-09-04T13:00:00Z,0,11,0,0,0,0,6,0,11717,0,2,5,0.0,0,-4406,44,4450,49,True,0,3,Adam Lallana,5.0,LEI,1110,1120,BHA,1140,1200,2022
0,0,3,0,1.1,463,0.0,0.0,0.0,0.16,87,0,0,0.1,0.0,2022-10-01T14:00:00Z,14,12,0,0,0,0,9,0,9345,0,3,3,0.0,1,-483,113,596,49,False,0,3,Adam Lallana,5.0,LIV,1180,1260,BHA,1150,1200,2022
0,0,8,0,1.6,463,0.09,0.09,0.0,0.0,93,0,0,1.4,6.0,2022-10-08T16:30:00Z,8,18,0,0,0,0,10,0,9899,0,1,0,6.0,1,316,715,399,49,True,0,3,Adam Lallana,5.0,TOT,1210,1230,BHA,1140,1200,2022
0,0,6,0,22.9,463,0.22,0.36,0.14,0.1,102,0,0,5.9,10.6,2022-10-14T19:00:00Z,22,4,0,0,0,0,11,0,10059,0,0,2,25.0,1,33,440,407,49,False,0,3,Adam Lallana,5.0,BRE,1100,1130,BHA,1150,1200,2022
0,0,12,1,34.0,463,0.18,0.24,0.06,0.03,114,0,0,5.2,4.2,2022-10-18T18:30:00Z,63,16,0,0,0,0,12,0,11193,1,0,0,14.0,3,638,1026,388,49,True,0,3,Adam Lallana,5.0,NFO,1100,1105,BHA,1140,1200,2022
0,0,3,0,0.9,463,0.01,0.01,0.0,1.24,125,2,0,0.3,1.8,2022-10-22T14:00:00Z,45,13,0,0,0,0,13,0,10610,1,1,3,0.0,1,-259,440,699,49,False,0,3,Adam Lallana,5.0,MCI,1340,1360,BHA,1150,1200,2022
