assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,6,0,0,0,0,3,0,1781,0,0,3,0.0,0,343,460,117,45,False,0,1,Tim Krul,22,CHE,1080,1170,LUT,1060,1120,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,2377,0,2,1,0.0,0,-4,259,263,45,True,0,1,Tim Krul,22,WHU,1140,1150,LUT,1020,1090,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,9,0,0,0,0,5,0,3074,0,0,1,0.0,0,-15,258,273,45,False,0,1,Tim Krul,22,FUL,1050,1060,LUT,1060,1120,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,20,0,0,0,0,6,0,3243,0,1,1,0.0,0,-81,161,242,45,True,0,1,Tim Krul,22,WOL,1105,1100,LUT,1020,1090,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,8,0,0,0,0,7,0,3463,0,2,1,0.0,0,-32,226,258,45,False,0,1,Tim Krul,22,EVE,1125,1065,LUT,1060,1120,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,21,0,0,0,0,7,0,3463,0,2,1,0.0,0,-32,226,258,45,True,0,1,Tim Krul,22,BUR,1050,1050,LUT,1020,1090,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,3632,0,1,0,0.0,0,-88,154,242,45,True,0,1,Tim Krul,22,TOT,1150,1310,LUT,1020,1090,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,3703,0,2,2,0.0,0,-199,81,280,45,False,0,1,Tim Krul,22,NFO,1050,1080,LUT,1060,1120,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,2,0,0,0,0,10,0,3752,0,1,3,0.0,0,-122,49,171,45,False,0,1,Tim Krul,22,AVL,1140,1180,LUT,1060,1120,2023,
0,0,0,0,0.0,1204,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,12,0,0,0,0,11,0,3851,0,1,1,0.0,0,-68,52,120,45,True,0,1,Tim Krul,22,LIV,1350,1390,LUT,1020,1090,2023,
