assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position
0,0,3,0,1.4,531,0.0,0.0,0.0,0.27,7,1,0,0.5,3.4,2024-08-17,16,False,2,0,0,0,0,1,0,172416,0,2,1,0.0,1,0,0,0,65,True,0,James Ward-Prowse,531,0,0,0,0.0,19,AVL,1160,1320,WHU,1080,1100,1.4095432499999998,4.25,2.3667140000000004,12.75,1.33656925,3.875,2.354504375,13.25,0.9980146249999998,6.0,2.08281,7.0,1.6317957187499998,7.4375,2.056,7.9375,2024,MID
0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24,0,False,7,0,0,0,0,2,0,158814,0,2,0,0.0,0,-25386,2684,28070,65,False,0,James Ward-Prowse,531,0,0,0,0.0,19,CRY,1130,1110,WHU,1070,1130,1.912212,4.25,2.461044,9.75,1.43806925,4.0,2.4609475,13.1875,1.989895,9.0,0.86925075,2.5,1.6416668125,6.625,1.3568841625,5.875,2024,MID
0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2024-08-31,0,False,20,0,0,0,0,3,0,117696,0,1,1,0.0,0,-43634,2956,46590,64,True,0,James Ward-Prowse,531,0,0,0,0.0,16,WOL,1070,1120,NFO,1140,1130,2.0335275,8.0,1.4042505,7.25,1.779085125,6.3125,1.328271625,6.9375,1.22032225,4.0,2.957885,12.75,1.1328640625,4.875,2.197938875,11.25,2024,MID
0,0,13,1,1.4,531,0.0,0.01,0.0,0.94,36,0,0,1.2,10.2,2024-09-14,90,False,12,0,0,0,0,4,0,99348,1,1,0,0.0,3,-20957,3373,24330,63,False,0,James Ward-Prowse,531,0,0,0,0.0,16,LIV,1340,1360,NFO,1230,1130,1.7747775,8.25,1.0359885,4.75,1.7004145,6.3125,1.354372625,7.0,3.6027925000000005,16.25,0.7579909999999997,2.75,2.828208125,16.125,1.11555525,5.5625,2024,MID
0,0,1,0,0.3,531,0.0,0.07,0.0,0.39,42,2,0,0.3,3.0,2024-09-22,45,False,5,0,0,0,0,5,0,96179,1,2,2,0.0,1,-4646,2402,7048,63,False,0,James Ward-Prowse,531,0,0,0,0.0,16,BHA,1080,1140,NFO,1230,1130,1.5272555,8.0,1.0580435,4.5,1.596279625,6.125,1.209487,6.375,1.8767,8.25,1.2075470000000004,4.75,1.37190675,7.5,1.62474353125,7.625,2024,MID
0,0,8,0,13.7,531,0.0,0.12,0.0151680307462811,1.32,59,1,0,2.6,10.6,2024-09-28,74,False,9,0,0,0,0,6,0,89625,1,1,0,2.0,2,-7255,1936,9191,63,True,0,James Ward-Prowse,531,1,0,0,0.0151680307462811,16,FUL,1140,1160,NFO,1140,1130,1.5585505,6.25,0.972846,4.5,1.621139875,5.875,1.224847625,5.875,2.3121075,6.0,0.836113,2.5,1.66054559375,7.3125,1.4564744375,6.1875,2024,MID
0,0,5,0,12.3,531,0.0515516884624958,0.07,0.0444088689982891,1.24,65,1,0,2.4,4.4,2024-10-06,77,False,6,0,0,0,1,7,0,82453,1,1,1,7.0,-1,-7738,760,8498,62,False,0,James Ward-Prowse,531,1,1,0,0.0444088689982891,16,CHE,1150,1360,NFO,1230,1130,0.99595075,6.0,1.278088,4.5,1.6165971874999998,6.1875,1.28118525,6.0625,2.491454,8.0,0.9906012500000002,7.5,2.2245078125,8.375,1.5059750625,8.4375,2024,MID
0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21,0,False,7,0,0,0,0,8,0,69779,0,0,1,0.0,0,-12859,400,13259,62,True,0,James Ward-Prowse,531,0,0,0,0.0,16,CRY,1140,1110,NFO,1140,1130,1.05991325,5.0,1.6130600000000002,6.75,1.5987134375,6.125,1.370168875,6.5,1.57237525,7.75,1.796335,9.0,1.6307355,7.375,1.5677051875,6.4375,2024,MID
0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2024-10-25,0,False,11,0,0,0,0,9,0,69774,0,3,1,0.0,0,-685,1929,2614,62,False,0,James Ward-Prowse,531,0,0,0,0.0,16,LEI,1050,1090,NFO,1230,1130,1.38396275,6.25,1.52920025,6.5,1.6675308125,6.5,1.3660456875,6.625,1.3565405,6.25,3.0635525,10.5,1.581882575,4.8125,2.17538825,9.5625,2024,MID
0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2024-11-02,0,False,19,0,0,0,0,10,0,62709,0,0,3,0.0,0,-6878,99,6977,62,True,0,James Ward-Prowse,531,0,0,0,0.0,16,WHU,1070,1130,NFO,1140,1130,1.67787525,7.0,1.345214,7.5,1.7049489375,6.5,1.352881625,6.625,2.28114,7.75,1.4053380000000004,7.75,1.589349375,5.4375,2.295431125,10.375,2024,MID
