assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2023-08-12,0,22,0,0,0,0,1,0,2413,0,1,4,0.0,0,0,0,0,45,True,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,LUT,1060,1120,BHA,1070,1135,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2023-08-19,0,20,0,0,0,0,2,0,1733,0,4,1,0.0,0,-646,0,646,45,False,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,WOL,1085,1115,BHA,1180,1240,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2023-08-26,0,19,0,0,0,0,3,0,1445,0,3,1,0.0,0,-299,0,299,45,True,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,WHU,1140,1150,BHA,1070,1135,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2023-09-02,0,15,0,0,0,0,4,0,1279,0,1,3,0.0,0,-183,0,183,45,True,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,NEW,1210,1355,BHA,1070,1135,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2023-09-16,0,14,0,0,0,0,5,0,1162,0,3,1,0.0,0,-127,0,127,45,False,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,MUN,1130,1120,BHA,1180,1240,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2023-09-24,0,3,0,0,0,0,6,0,1103,0,1,3,0.0,0,-59,0,59,45,True,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,BOU,1130,1075,BHA,1070,1135,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2023-09-30,0,2,0,0,0,0,7,0,1052,0,1,6,0.0,0,-54,0,54,45,False,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,AVL,1140,1180,BHA,1180,1240,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08,0,12,0,0,0,0,8,0,1018,0,2,2,0.0,0,-32,0,32,45,True,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,LIV,1350,1390,BHA,1070,1135,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2023-10-21,0,13,0,0,0,0,9,0,982,0,1,2,0.0,0,-39,0,39,45,False,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,MCI,1350,1360,BHA,1180,1240,2023
0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2023-10-29,0,9,0,0,0,0,10,0,962,0,1,1,0.0,0,-21,0,21,45,True,0,0,0,0,0.0,3,Jeremy Sarmiento Morante,5.0,FUL,1180,1170,BHA,1070,1135,2023
