assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2023-08-12 12:00:00+00:00,0,1,0,0,0,0,1,0,2113,0,1,2,0.0,0,0,0,0,45,False,0,2,Moussa Niakhaté,16,ARS,1370,1330,NFO,1125,1080,1
0,0,5,0,0.0,457,0.0,0.0,0.0,0.0,17,0,0,0.2,2.0,2023-08-18 18:45:00+00:00,1,17,0,0,0,0,2,0,3007,0,1,2,0.0,1,-104,244,348,45,True,0,2,Moussa Niakhaté,16,SHU,1020,1060,NFO,1050,1080,1
0,0,4,0,0.4,457,0.01,0.01,0.0,1.31,28,1,0,0.6,5.8,2023-08-26 14:00:00+00:00,33,14,0,0,0,0,3,0,3314,0,2,3,0.0,1,-197,142,339,45,False,0,2,Moussa Niakhaté,16,MUN,1130,1120,NFO,1125,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02 14:00:00+00:00,0,7,0,0,0,0,4,0,3675,0,1,0,0.0,0,-86,164,250,45,False,0,2,Moussa Niakhaté,16,CHE,1080,1170,NFO,1125,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18 18:45:00+00:00,0,6,0,0,0,0,5,0,4186,0,1,1,0.0,0,-99,208,307,45,True,0,2,Moussa Niakhaté,16,BUR,1050,1050,NFO,1050,1080,1
0,0,14,0,3.1,457,0.02,0.02,0.0,1.33,59,2,0,1.4,11.2,2023-09-23 14:00:00+00:00,90,13,0,0,0,0,6,0,4280,1,0,2,0.0,1,-128,104,232,45,False,0,2,Moussa Niakhaté,16,MCI,1350,1360,NFO,1125,1080,1
0,0,-5,0,1.9,457,0.01,0.01,0.0,2.75,67,1,0,0.7,5.0,2023-10-01 13:00:00+00:00,55,4,0,0,0,1,7,0,4445,1,1,1,0.0,-2,-39,145,184,45,True,0,2,Moussa Niakhaté,16,BRE,1055,1150,NFO,1050,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07 16:30:00+00:00,0,8,0,0,0,0,8,0,4113,0,0,0,0.0,0,-398,60,458,45,False,0,2,Moussa Niakhaté,16,CRY,1080,1060,NFO,1125,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21 14:00:00+00:00,0,12,0,0,0,0,9,0,4495,0,2,2,0.0,0,95,225,130,45,True,0,2,Moussa Niakhaté,16,LUT,1060,1120,NFO,1050,1080,1
0,0,8,0,0.4,457,0.0,0.0,0.0,2.95,97,3,0,0.7,6.8,2023-10-29 14:00:00+00:00,90,11,0,0,0,0,10,0,4496,1,0,3,0.0,1,-100,95,195,45,False,0,2,Moussa Niakhaté,16,LIV,1210,1270,NFO,1125,1080,1
0,1,30,1,0.0,457,0.0,0.0,0.0,1.26,108,0,0,3.0,30.4,2023-11-05 14:00:00+00:00,90,2,0,0,0,0,11,0,4623,1,0,2,0.0,7,-17,123,140,45,True,0,2,Moussa Niakhaté,16,AVL,1220,1350,NFO,1050,1080,1
0,0,13,0,1.3,457,0.05,0.05,0.0,1.54,119,3,0,1.8,16.4,2023-11-12 14:00:00+00:00,90,19,0,0,0,0,12,0,5542,1,2,3,0.0,0,676,792,116,45,False,1,2,Moussa Niakhaté,16,WHU,1055,1150,NFO,1125,1080,1
0,0,11,0,1.3,457,0.02,0.1,0.08,1.46,128,3,0,2.3,5.0,2023-11-25 15:00:00+00:00,90,5,0,0,0,0,13,0,6164,1,3,2,17.0,0,356,633,277,45,True,1,2,Moussa Niakhaté,16,BHA,1180,1240,NFO,1050,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,139,0,0,0.0,0.0,2023-12-02 17:30:00+00:00,0,9,0,0,0,0,14,0,6534,0,1,0,0.0,0,250,557,307,45,True,0,2,Moussa Niakhaté,16,EVE,1125,1080,NFO,1050,1080,1
0,0,4,0,0.3,457,0.0,0.0,0.0,0.33,145,1,0,0.7,7.0,2023-12-06 19:30:00+00:00,14,10,0,0,0,0,15,0,6316,0,0,5,0.0,1,-271,109,380,45,False,0,2,Moussa Niakhaté,16,FUL,1050,1060,NFO,1125,1080,1
0,0,15,0,21.4,457,0.03,0.03,0.0,1.17,160,1,0,4.2,20.4,2023-12-09 15:00:00+00:00,90,20,0,0,0,0,16,0,6277,1,1,1,0.0,2,-151,96,247,45,False,0,2,Moussa Niakhaté,16,WOL,1085,1115,NFO,1125,1080,1
0,0,10,0,10.3,457,0.02,0.31,0.29,1.53,169,2,0,3.0,14.2,2023-12-15 20:00:00+00:00,90,18,0,0,0,0,17,0,6603,1,2,0,5.0,1,157,417,260,45,True,0,2,Moussa Niakhaté,16,TOT,1150,1310,NFO,1050,1080,1
0,0,12,0,4.3,457,0.05,0.05,0.0,1.4,177,3,0,2.2,17.2,2023-12-23 15:00:00+00:00,64,3,0,0,0,0,18,0,6624,0,3,2,0.0,1,-135,225,360,45,True,0,2,Moussa Niakhaté,16,BOU,1130,1075,NFO,1050,1080,1
0,0,15,0,0.8,457,0.0,0.0,0.0,2.43,189,1,0,2.7,26.6,2023-12-26 12:30:00+00:00,90,15,0,0,0,0,19,0,6711,1,3,1,0.0,2,20,231,211,45,False,0,2,Moussa Niakhaté,16,NEW,1050,1160,NFO,1125,1080,1
0,0,22,0,1.1,457,0.01,0.01,0.0,0.77,197,1,0,2.2,20.8,2023-12-30 17:30:00+00:00,90,14,0,0,0,0,20,0,6828,1,1,2,0.0,2,-22,283,305,45,True,0,2,Moussa Niakhaté,16,MUN,1210,1230,NFO,1050,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20 17:30:00+00:00,0,4,0,0,0,0,21,0,6047,0,2,3,0.0,0,-770,52,822,45,False,0,2,Moussa Niakhaté,16,BRE,1110,1090,NFO,1125,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2024-01-30 19:30:00+00:00,0,1,0,0,0,0,22,0,5781,0,2,1,0.0,0,-296,20,316,45,True,0,2,Moussa Niakhaté,16,ARS,1370,1360,NFO,1050,1080,1
0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,222,0,0,0.0,0.0,2024-02-04 14:00:00+00:00,0,3,0,0,0,0,23,0,5711,0,1,1,0.0,0,-80,9,89,45,False,0,2,Moussa Niakhaté,16,BOU,1055,1145,NFO,1125,1080,1
0,0,14,0,1.2,457,0.0,0.0,0.0,0.48,237,3,0,2.0,19.0,2024-02-10 17:30:00+00:00,90,15,0,0,0,0,24,0,5849,1,3,2,0.0,1,44,102,58,45,True,0,2,Moussa Niakhaté,16,NEW,1210,1355,NFO,1050,1080,1
