assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_3,team_deep_rolling_3,team_xGA_rolling_3,team_deep_allowed_rolling_3,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_5,team_deep_rolling_5,team_xGA_rolling_5,team_deep_allowed_rolling_5,team_xG_rolling_13,team_deep_rolling_13,team_xGA_rolling_13,team_deep_allowed_rolling_13,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,team_xG_rolling_20,team_deep_rolling_20,team_xGA_rolling_20,team_deep_allowed_rolling_20,opponent_xG_rolling_3,opponent_deep_rolling_3,opponent_xGA_rolling_3,opponent_deep_allowed_rolling_3,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_5,opponent_deep_rolling_5,opponent_xGA_rolling_5,opponent_deep_allowed_rolling_5,opponent_xG_rolling_13,opponent_deep_rolling_13,opponent_xGA_rolling_13,opponent_deep_allowed_rolling_13,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,opponent_xG_rolling_20,opponent_deep_rolling_20,opponent_xGA_rolling_20,opponent_deep_allowed_rolling_20,season,position
0,0,22,1,1.3,24,0.0,0.13,0.0550691410899162,0.47,2,0,0,1.5,5.8,2024-08-17,90,False,20,0,0,0,0,1,0,927335,1,0,2,8.0,6,0,0,0,65,True,0,Benjamin White,24,2,0,0,0.0550691410899162,1,WOL,1070,1120,ARS,1260,1240,2.9521533333333334,19.0,0.5617576666666667,3.333333333333333,2.5927875,16.0,1.0724632500000002,4.75,2.765946,16.4,1.1786566,5.0,2.297074,16.692307692307693,0.7753476923076922,4.076923076923077,2.4324526250000003,16.3125,0.69673625,3.625,2.4139921,16.8,0.75964405,3.3,0.7614136666666663,2.333333333333333,4.233103333333334,16.666666666666668,0.94358775,2.25,3.4009150000000004,14.0,0.851761,3.2,3.201354,13.6,1.027383076923077,4.846153846153846,2.3008993846153847,10.846153846153848,1.16747875,5.0625,2.232382625,11.0,1.3318255,5.55,2.17141565,10.95,2024,DEF
0,0,23,1,6.8,24,0.0,0.02,0.0,1.28,11,0,0,2.0,9.2,2024-08-24,90,False,2,0,0,0,0,2,0,962999,1,2,0,4.0,6,-34627,19032,53659,65,False,0,Benjamin White,24,0,0,0,0.0,1,AVL,1080,1140,ARS,1370,1350,2.190346666666667,14.333333333333334,0.5974693333333333,3.0,2.62119,17.75,0.5652770000000001,3.0,2.39989,15.6,0.9731376,4.2,2.222838615384616,16.46153846153846,0.8029216923076922,3.923076923076923,2.355933875,16.875,0.6988476874999999,3.625,2.3559871,16.15,0.7085802999999999,3.35,1.9952320000000003,7.333333333333333,2.3120899999999995,7.666666666666667,1.5125253749999998,6.25,2.3929825,6.75,1.3324717,6.4,2.2271880000000004,6.6,1.3908116538461537,7.230769230769231,2.157946153846154,8.076923076923077,1.61180509375,7.625,2.13580375,7.8125,1.724662575,8.35,2.0589485,7.35,2024,DEF
0,0,8,0,0.8,24,0.0,0.04,0.0397363379597663,1.83,21,1,0,2.8,22.0,2024-08-31,90,False,5,0,0,0,0,3,0,962026,1,1,1,5.0,2,-31887,44069,75956,65,True,0,Benjamin White,24,1,0,0,0.0397363379597663,1,BHA,1100,1200,ARS,1260,1240,2.0846633333333338,13.333333333333334,0.8524596666666667,2.6666666666666665,1.9962575,13.25,0.7772620000000001,3.0,2.37975,16.2,0.7155496,3.0,2.141380923076923,15.538461538461538,0.8887113846153846,4.0,2.194375125,16.0,0.769196125,3.75,2.3437316,16.4,0.6979978,3.25,1.96802,8.333333333333334,0.8983083333333334,6.0,1.8070725,9.0,1.0597312500000002,7.0,1.82877,8.6,1.338111,8.0,1.324929846153846,6.6923076923076925,1.6523502692307692,8.615384615384615,1.461584875,7.875,1.48309140625,7.625,1.4593939,7.85,1.542707975,7.35,2024,DEF
0,0,23,1,1.9,24,0.0,0.01,0.0,0.74,39,0,0,1.2,10.2,2024-09-15,90,False,18,0,0,0,0,4,0,858247,1,1,0,0.0,6,-115626,20512,136138,65,False,0,Benjamin White,24,0,0,0,0.0,1,TOT,1140,1300,ARS,1370,1350,1.8200900000000004,10.0,1.2366516666666667,3.6666666666666665,2.1679924999999995,11.5,1.0937147500000002,3.5,2.080602,11.8,0.9853056,3.6,2.204787846153846,14.461538461538462,0.9721145384615384,4.230769230769231,2.2076395,15.4375,0.8618421875,4.0,2.2885471,15.8,0.77446765,3.55,1.8840733333333333,13.0,1.087316333333333,4.0,2.2122425,13.25,0.9898152499999998,3.5,2.138364,11.6,1.3325142,4.0,1.9198696923076923,12.76923076923077,1.6643249230769233,5.6923076923076925,2.001266,12.8125,1.6011950625000002,5.6875,2.00057635,12.95,1.6871530500000005,6.25,2024,DEF
0,0,3,0,0.1,24,0.0,0.0,0.0,1.56,47,1,0,1.6,15.4,2024-09-22,45,False,13,0,0,0,0,5,0,828404,0,2,2,0.0,1,-38812,10298,49110,65,False,0,Benjamin White,24,0,0,0,0.0,1,MCI,1140,1300,ARS,1370,1350,1.6509566666666668,6.333333333333333,1.308905,6.333333333333333,1.6452924999999998,8.25,1.1256375,5.25,1.958574,9.8,1.0334908,4.8,2.251672307692308,14.153846153846152,0.9392303076923076,4.538461538461538,2.11561075,14.5625,0.8977935625,4.375,2.2750206,14.7,0.7825165000000001,3.95,2.60798,19.33333333333333,0.8260466666666669,4.0,2.25108,17.0,0.8848425,5.0,2.263872,16.8,0.7559058000000001,4.0,2.716977153846154,16.384615384615383,0.9495351153846152,3.3846153846153846,2.5347133125,15.625,0.95400265625,3.8125,2.46281365,16.05,0.935741625,4.0,2024,DEF
0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2024-09-28,0,False,11,0,0,0,0,6,0,757020,0,2,4,0.0,0,-78111,15911,94022,64,True,0,Benjamin White,24,0,0,0,0.0,1,LEI,1080,1110,ARS,1260,1240,1.6076633333333337,3.333333333333333,1.7886516666666663,9.666666666666666,1.5592449999999998,5.0,1.6706487500000002,8.0,1.5730559999999998,6.8,1.451686,6.8,2.262462307692308,13.153846153846152,1.1287532307692307,5.307692307692308,2.041308875,13.25,1.0574501875,5.0625,2.1965961,14.5,0.8932078999999999,4.5,1.2548469999999998,6.0,2.2915933333333336,9.0,1.1553865,4.75,2.2092400000000003,8.5,1.1295372,4.2,2.048942,11.0,1.6324530153846153,4.615384615384615,1.875059384615385,9.0,1.4265256375000002,4.3125,1.827252,9.3125,1.414899325,4.7,1.6636329,8.65,2024,DEF
0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2024-10-05,0,False,17,0,0,0,0,7,0,568492,0,1,3,0.0,0,-189258,2945,192203,64,True,0,Benjamin White,24,0,0,0,0.0,1,SOU,1060,1090,ARS,1260,1240,2.8193533333333334,8.333333333333334,1.2954613333333336,9.0,2.71901,7.75,1.4259660000000005,8.25,2.458006,8.2,1.4041008,7.2,2.4076830769230773,13.384615384615383,1.1217836153846152,5.153846153846154,2.320018875,13.3125,1.0327420625,5.125,2.2993021,14.35,0.9005501,4.65,1.6500426666666663,5.666666666666667,2.0380266666666667,9.666666666666666,1.6493145000000002,7.75,2.4942225,11.0,1.3624420000000002,7.0,2.568328,10.6,1.325829769230769,6.0,2.3212371538461536,12.153846153846152,1.170331125,5.6875,2.2189226875,11.25,1.20644475,5.7,2.0817412,10.5,2024,DEF
0,0,2,0,2.0,24,0.0,0.01,0.0,1.82,71,2,0,1.2,7.8,2024-10-19,90,False,3,0,0,0,0,8,0,466138,1,0,2,2.0,0,-105429,607,106036,63,False,1,Benjamin White,24,0,0,0,0.0,1,BOU,1080,1190,ARS,1370,1350,3.5296033333333336,12.0,1.4556396666666669,6.666666666666667,2.9274275,9.75,1.2898785,7.5,2.825538,9.0,1.3953988,7.2,2.512423076923077,13.153846153846152,1.1482513846153846,5.230769230769231,2.491284375,13.75,1.0360570625,4.9375,2.3515971,14.3,0.94744945,4.7,1.6205233333333335,6.666666666666667,1.3484803333333326,7.333333333333333,1.5997199999999998,6.25,1.2445417500000002,7.75,1.871152,6.4,1.5068914000000002,9.2,1.8676653846153848,6.6923076923076925,1.7367823846153847,11.153846153846152,1.786914875,6.75,1.598755,10.375,1.9095039,7.1,1.641509,9.45,2024,DEF
1,0,19,0,11.7,24,0.2436051219701767,0.01,0.0,0.85,81,2,0,4.4,32.4,2024-10-27,90,False,12,0,0,0,0,9,0,449741,1,2,2,0.0,4,-20003,5210,25213,63,True,0,Benjamin White,24,0,1,0,0.0,1,LIV,1360,1360,ARS,1260,1240,3.348486,13.0,1.2650763333333337,4.666666666666667,2.832392,10.0,1.6377772500000003,6.75,2.4900936,8.6,1.4687408,7.4,2.4415744615384614,11.923076923076923,1.303610923076923,5.615384615384615,2.46609175,13.125,1.1543138125,5.1875,2.258967,13.65,1.0457903,4.85,2.1385766666666672,8.0,0.8991486666666665,3.6666666666666665,2.21326,9.25,1.0418089999999998,4.25,2.004696,8.6,0.9513536,4.2,2.597006153846154,13.923076923076923,1.104805153846154,5.076923076923077,2.641566875,13.875,1.1340385,5.375,2.5785895,14.25,1.0824570000000002,5.3,2024,DEF
0,0,6,0,17.8,24,0.0317001268267631,0.03,0.0,0.04,96,0,0,2.7,7.4,2024-11-02,19,False,15,0,0,0,0,10,0,441170,0,0,1,2.0,1,-12091,16086,28177,63,False,0,Benjamin White,24,0,1,0,0.0,1,NEW,1100,1130,ARS,1370,1350,1.6935693333333337,8.0,1.6035933333333334,6.0,2.7834395,11.25,1.2871722500000002,5.5,2.4835736,9.2,1.5809138,7.0,2.259245230769231,11.0,1.2843824615384614,5.769230769230769,2.27378675,12.375,1.2121229375,5.3125,2.189735,12.85,1.1033946,5.15,1.8230999999999995,12.0,1.3293513333333336,4.666666666666667,1.7031850000000002,10.75,1.3133035,7.5,1.5820839999999998,9.2,1.6929248,7.4,1.995555307692308,9.384615384615383,1.727524923076923,7.769230769230769,2.0360361875,9.5,1.653506875,7.3125,2.0392222,9.7,1.5883374,7.05,2024,DEF
0,0,6,0,12.9,24,0.1362937241792678,0.2,0.0190940145403146,1.28,103,1,0,3.9,18.2,2024-11-10,90,False,6,0,0,0,0,11,0,425618,1,1,1,8.0,1,-17374,4130,21504,62,False,1,Benjamin White,24,1,1,0,0.0190940145403146,1,CHE,1150,1360,ARS,1370,1350,0.9134543333333336,6.333333333333333,1.4657883333333337,8.0,1.4980032499999998,8.25,1.4176237500000002,6.75,2.4090126,10.8,1.2016808,6.2,2.212831,11.153846153846152,1.1501620769230771,5.769230769230769,2.2126164375000004,11.875,1.2077895625,5.75,2.15561575,12.3,1.1097183999999998,5.45,1.3892300000000006,6.333333333333333,2.04264,5.666666666666667,1.6113025,8.0,1.948615,5.5,2.02072,8.4,1.800316,5.8,1.9272304615384608,8.461538461538462,1.625174230769231,7.615384615384615,2.066294125,8.1875,1.4940038125,7.5625,2.10186675,8.3,1.59450305,7.85,2024,DEF
