id,first_name,second_name,own_team,opponent_team,own_short_name,opponent_short_name,own_attack,opponent_attack,own_defense,opponent_defense,was_home,crowds,season,POS,gameweek,value,mean_xg_5
256,Jay,Stansfield,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,4,12,50,0.0
256,Jay,Stansfield,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,4,14,50,0.0
256,Jay,Stansfield,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,4,15,50,0.0
258,Carlos Vinícius,Alves Morais,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,4,12,50,0.0
258,Carlos Vinícius,Alves Morais,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,4,14,50,0.0
258,Carlos Vinícius,Alves Morais,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,4,15,50,0.0
260,Ali,Al-Hamadi,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,4,12,48,0.0
260,Ali,Al-Hamadi,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,4,14,48,0.0
260,Ali,Al-Hamadi,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,4,15,48,0.0
268,Liam,Delap,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,4,12,56,0.188
268,Liam,Delap,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,4,14,56,0.188
268,Liam,Delap,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,4,15,56,0.188
272,George,Hirst,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,4,12,54,0.0
272,George,Hirst,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,4,14,54,0.0
272,George,Hirst,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,4,15,54,0.0
276,Freddie,Ladapo,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,4,12,45,0.0
276,Freddie,Ladapo,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,4,14,45,0.0
276,Freddie,Ladapo,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,4,15,45,0.0
198,Odsonne,Edouard,11,6,LEI,CHE,1060,1130,1090,1330,1,1,24,4,12,52,0.0
198,Odsonne,Edouard,11,19,LEI,WHU,1060,1070,1090,1130,1,1,24,4,14,52,0.0
198,Odsonne,Edouard,11,5,LEI,BHA,1060,1130,1090,1220,1,1,24,4,15,52,0.0
286,Tom,Cannon,11,6,LEI,CHE,1060,1130,1090,1330,1,1,24,4,12,45,0.0
286,Tom,Cannon,11,19,LEI,WHU,1060,1070,1090,1130,1,1,24,4,14,45,0.0
286,Tom,Cannon,11,5,LEI,BHA,1060,1130,1090,1220,1,1,24,4,15,45,0.0
289,Patson,Daka,11,6,LEI,CHE,1060,1130,1090,1330,1,1,24,4,12,48,0.0
289,Patson,Daka,11,19,LEI,WHU,1060,1070,1090,1130,1,1,24,4,14,48,0.0
289,Patson,Daka,11,5,LEI,BHA,1060,1130,1090,1220,1,1,24,4,15,48,0.0
306,Jamie,Vardy,11,6,LEI,CHE,1060,1130,1090,1330,1,1,24,4,12,57,0.414
306,Jamie,Vardy,11,19,LEI,WHU,1060,1070,1090,1130,1,1,24,4,14,57,0.414
306,Jamie,Vardy,11,5,LEI,BHA,1060,1130,1090,1220,1,1,24,4,15,57,0.414
316,Darwin,Núñez Ribeiro,12,2,LIV,AVL,1360,1140,1340,1300,1,1,24,4,11,71,0.095
316,Darwin,Núñez Ribeiro,12,13,LIV,MCI,1360,1350,1340,1390,1,1,24,4,13,71,0.095
316,Darwin,Núñez Ribeiro,12,9,LIV,FUL,1360,1140,1340,1180,1,1,24,4,16,71,0.095
321,Cody,Gakpo,12,2,LIV,AVL,1360,1140,1340,1300,1,1,24,4,11,71,0.06
321,Cody,Gakpo,12,13,LIV,MCI,1360,1350,1340,1390,1,1,24,4,13,71,0.06
321,Cody,Gakpo,12,9,LIV,FUL,1360,1140,1340,1180,1,1,24,4,16,71,0.06
351,Erling,Haaland,13,18,MCI,TOT,1350,1170,1360,1350,1,1,24,4,12,153,0.7819999999999999
351,Erling,Haaland,13,16,MCI,NFO,1350,1130,1360,1070,1,1,24,4,14,153,0.7819999999999999
351,Erling,Haaland,13,14,MCI,MUN,1350,1140,1360,1170,1,1,24,4,16,153,0.7819999999999999
352,Julián,Álvarez,13,18,MCI,TOT,1350,1170,1360,1350,1,1,24,4,12,70,0.0
352,Julián,Álvarez,13,16,MCI,NFO,1350,1130,1360,1070,1,1,24,4,14,70,0.0
352,Julián,Álvarez,13,14,MCI,MUN,1350,1140,1360,1170,1,1,24,4,16,70,0.0
375,Rasmus,Højlund,14,11,MUN,LEI,1130,1120,1120,1080,1,1,24,4,11,69,0.215
375,Rasmus,Højlund,14,8,MUN,EVE,1130,1100,1120,1100,1,1,24,4,13,69,0.215
375,Rasmus,Højlund,14,16,MUN,NFO,1130,1130,1120,1070,1,1,24,4,15,69,0.215
389,Joshua,Zirkzee,14,11,MUN,LEI,1130,1120,1120,1080,1,1,24,4,11,66,0.0
389,Joshua,Zirkzee,14,8,MUN,EVE,1130,1100,1120,1100,1,1,24,4,13,66,0.0
389,Joshua,Zirkzee,14,16,MUN,NFO,1130,1130,1120,1070,1,1,24,4,15,66,0.0
648,Ethan,Wheatley,14,11,MUN,LEI,1130,1120,1120,1080,1,1,24,4,11,45,0.0
648,Ethan,Wheatley,14,8,MUN,EVE,1130,1100,1120,1100,1,1,24,4,13,45,0.0
648,Ethan,Wheatley,14,16,MUN,NFO,1130,1130,1120,1070,1,1,24,4,15,45,0.0
401,Alexander,Isak,15,19,NEW,WHU,1100,1070,1130,1130,1,1,24,4,12,83,0.68
401,Alexander,Isak,15,12,NEW,LIV,1100,1370,1130,1360,1,1,24,4,14,83,0.68
401,Alexander,Isak,15,11,NEW,LEI,1100,1120,1130,1080,1,1,24,4,16,83,0.68
421,Callum,Wilson,15,19,NEW,WHU,1100,1070,1130,1130,1,1,24,4,12,69,0.0
421,Callum,Wilson,15,12,NEW,LIV,1100,1370,1130,1360,1,1,24,4,14,69,0.0
421,Callum,Wilson,15,11,NEW,LEI,1100,1120,1130,1080,1,1,24,4,16,69,0.0
590,William,Osula,15,19,NEW,WHU,1100,1070,1130,1130,1,1,24,4,12,50,0.0
590,William,Osula,15,12,NEW,LIV,1100,1370,1130,1360,1,1,24,4,14,50,0.0
590,William,Osula,15,11,NEW,LEI,1100,1120,1130,1080,1,1,24,4,16,50,0.0
424,Taiwo,Awoniyi,16,15,NFO,NEW,1140,1130,1120,1310,1,1,24,4,11,56,0.0
424,Taiwo,Awoniyi,16,10,NFO,IPS,1140,1080,1120,1100,1,1,24,4,13,56,0.0
424,Taiwo,Awoniyi,16,2,NFO,AVL,1140,1140,1120,1300,1,1,24,4,16,56,0.0
430,Emmanuel,Dennis,16,15,NFO,NEW,1140,1130,1120,1310,1,1,24,4,11,49,0.0
430,Emmanuel,Dennis,16,10,NFO,IPS,1140,1080,1120,1100,1,1,24,4,13,49,0.0
430,Emmanuel,Dennis,16,2,NFO,AVL,1140,1140,1120,1300,1,1,24,4,16,49,0.0
446,Hwang,Ui-jo,16,15,NFO,NEW,1140,1130,1120,1310,1,1,24,4,11,45,0.0
446,Hwang,Ui-jo,16,10,NFO,IPS,1140,1080,1120,1100,1,1,24,4,13,45,0.0
446,Hwang,Ui-jo,16,2,NFO,AVL,1140,1140,1120,1300,1,1,24,4,16,45,0.0
447,Chris,Wood,16,15,NFO,NEW,1140,1130,1120,1310,1,1,24,4,11,65,0.422
447,Chris,Wood,16,10,NFO,IPS,1140,1080,1120,1100,1,1,24,4,13,65,0.422
447,Chris,Wood,16,2,NFO,AVL,1140,1140,1120,1300,1,1,24,4,16,65,0.422
27,Cameron,Archer,17,12,SOU,LIV,1060,1370,1060,1360,1,1,24,4,12,50,0.5
27,Cameron,Archer,17,6,SOU,CHE,1060,1130,1060,1330,1,1,24,4,14,50,0.5
27,Cameron,Archer,17,18,SOU,TOT,1060,1170,1060,1350,1,1,24,4,16,50,0.5
453,Adam,Armstrong,17,12,SOU,LIV,1060,1370,1060,1360,1,1,24,4,12,51,0.34
453,Adam,Armstrong,17,6,SOU,CHE,1060,1130,1060,1330,1,1,24,4,14,51,0.34
453,Adam,Armstrong,17,18,SOU,TOT,1060,1170,1060,1350,1,1,24,4,16,51,0.34
468,Sékou,Mara,17,12,SOU,LIV,1060,1370,1060,1360,1,1,24,4,12,50,0.0
468,Sékou,Mara,17,6,SOU,CHE,1060,1130,1060,1330,1,1,24,4,14,50,0.0
468,Sékou,Mara,17,18,SOU,TOT,1060,1170,1060,1350,1,1,24,4,16,50,0.0
470,Paul,Onuachu,17,12,SOU,LIV,1060,1370,1060,1360,1,1,24,4,12,49,0.0
470,Paul,Onuachu,17,6,SOU,CHE,1060,1130,1060,1330,1,1,24,4,14,49,0.0
470,Paul,Onuachu,17,18,SOU,TOT,1060,1170,1060,1350,1,1,24,4,16,49,0.0
473,Ross,Stewart,17,12,SOU,LIV,1060,1370,1060,1360,1,1,24,4,12,45,0.0
473,Ross,Stewart,17,6,SOU,CHE,1060,1130,1060,1330,1,1,24,4,14,45,0.0
473,Ross,Stewart,17,18,SOU,TOT,1060,1170,1060,1350,1,1,24,4,16,45,0.0
82,Dominic,Solanke-Mitchell,18,10,TOT,IPS,1110,1080,1330,1100,1,1,24,4,11,77,0.5900000000000001
82,Dominic,Solanke-Mitchell,18,9,TOT,FUL,1110,1140,1330,1180,1,1,24,4,13,77,0.5900000000000001
82,Dominic,Solanke-Mitchell,18,6,TOT,CHE,1110,1130,1330,1330,1,1,24,4,15,77,0.5900000000000001
497,Richarlison,de Andrade,18,10,TOT,IPS,1110,1080,1330,1100,1,1,24,4,11,68,0.0
497,Richarlison,de Andrade,18,9,TOT,FUL,1110,1140,1330,1180,1,1,24,4,13,68,0.0
497,Richarlison,de Andrade,18,6,TOT,CHE,1110,1130,1330,1330,1,1,24,4,15,68,0.0
500,Dane,Scarlett,18,10,TOT,IPS,1110,1080,1330,1100,1,1,24,4,11,45,0.0
500,Dane,Scarlett,18,9,TOT,FUL,1110,1140,1330,1180,1,1,24,4,13,45,0.0
500,Dane,Scarlett,18,6,TOT,CHE,1110,1130,1330,1330,1,1,24,4,15,45,0.0
507,Alejo,Véliz,18,10,TOT,IPS,1110,1080,1330,1100,1,1,24,4,11,50,0.0
507,Alejo,Véliz,18,9,TOT,FUL,1110,1140,1330,1180,1,1,24,4,13,50,0.0
507,Alejo,Véliz,18,6,TOT,CHE,1110,1130,1330,1330,1,1,24,4,15,50,0.0
609,Will,Lankshear,18,10,TOT,IPS,1110,1080,1330,1100,1,1,24,4,11,45,0.0
609,Will,Lankshear,18,9,TOT,FUL,1110,1140,1330,1180,1,1,24,4,13,45,0.0
609,Will,Lankshear,18,6,TOT,CHE,1110,1130,1330,1330,1,1,24,4,15,45,0.0
512,Michail,Antonio,19,8,WHU,EVE,1080,1100,1120,1100,1,1,24,4,11,54,0.0
512,Michail,Antonio,19,1,WHU,ARS,1080,1360,1120,1390,1,1,24,4,13,54,0.0
512,Michail,Antonio,19,20,WHU,WOL,1080,1060,1120,1120,1,1,24,4,15,54,0.0
523,Danny,Ings,19,8,WHU,EVE,1080,1100,1120,1100,1,1,24,4,11,50,0.0
523,Danny,Ings,19,1,WHU,ARS,1080,1360,1120,1390,1,1,24,4,13,50,0.0
523,Danny,Ings,19,20,WHU,WOL,1080,1060,1120,1120,1,1,24,4,15,50,0.0
589,Niclas,Füllkrug,19,8,WHU,EVE,1080,1100,1120,1100,1,1,24,4,11,67,0.0
589,Niclas,Füllkrug,19,1,WHU,ARS,1080,1360,1120,1390,1,1,24,4,13,67,0.0
589,Niclas,Füllkrug,19,20,WHU,WOL,1080,1060,1120,1120,1,1,24,4,15,67,0.0
539,Leon,Chiwome,20,17,WOL,SOU,1060,1070,1090,1060,1,1,24,4,11,45,0.0
539,Leon,Chiwome,20,3,WOL,BOU,1060,1130,1090,1160,1,1,24,4,13,45,0.0
539,Leon,Chiwome,20,10,WOL,IPS,1060,1080,1090,1100,1,1,24,4,16,45,0.0
541,Matheus,Santos Carneiro Da Cunha,20,17,WOL,SOU,1060,1070,1090,1060,1,1,24,4,11,67,0.172
541,Matheus,Santos Carneiro Da Cunha,20,3,WOL,BOU,1060,1130,1090,1160,1,1,24,4,13,67,0.172
541,Matheus,Santos Carneiro Da Cunha,20,10,WOL,IPS,1060,1080,1090,1100,1,1,24,4,16,67,0.172
545,Fábio,Silva,20,17,WOL,SOU,1060,1070,1090,1060,1,1,24,4,11,50,0.0
545,Fábio,Silva,20,3,WOL,BOU,1060,1130,1090,1160,1,1,24,4,13,50,0.0
545,Fábio,Silva,20,10,WOL,IPS,1060,1080,1090,1100,1,1,24,4,16,50,0.0
546,Nathan,Fraser,20,17,WOL,SOU,1060,1070,1090,1060,1,1,24,4,11,45,0.0
546,Nathan,Fraser,20,3,WOL,BOU,1060,1130,1090,1160,1,1,24,4,13,45,0.0
546,Nathan,Fraser,20,10,WOL,IPS,1060,1080,1090,1100,1,1,24,4,16,45,0.0
555,Saša,Kalajdžić,20,17,WOL,SOU,1060,1070,1090,1060,1,1,24,4,11,48,0.0
555,Saša,Kalajdžić,20,3,WOL,BOU,1060,1130,1090,1160,1,1,24,4,13,48,0.0
555,Saša,Kalajdžić,20,10,WOL,IPS,1060,1080,1090,1100,1,1,24,4,16,48,0.0
566,Jørgen,Strand Larsen,20,17,WOL,SOU,1060,1070,1090,1060,1,1,24,4,11,56,0.328
566,Jørgen,Strand Larsen,20,3,WOL,BOU,1060,1130,1090,1160,1,1,24,4,13,56,0.328
566,Jørgen,Strand Larsen,20,10,WOL,IPS,1060,1080,1090,1100,1,1,24,4,16,56,0.328
2,Gabriel,Fernando de Jesus,1,6,ARS,CHE,1360,1130,1390,1320,0,1,24,4,11,68,0.0
2,Gabriel,Fernando de Jesus,1,19,ARS,WHU,1360,1080,1390,1120,0,1,24,4,13,68,0.0
2,Gabriel,Fernando de Jesus,1,9,ARS,FUL,1360,1100,1390,1100,0,1,24,4,15,68,0.0
4,Kai,Havertz,1,6,ARS,CHE,1360,1130,1390,1320,0,1,24,4,11,81,0.5740000000000001
4,Kai,Havertz,1,19,ARS,WHU,1360,1080,1390,1120,0,1,24,4,13,81,0.5740000000000001
4,Kai,Havertz,1,9,ARS,FUL,1360,1100,1390,1100,0,1,24,4,15,81,0.5740000000000001
665,Nathan,Butler-Oyedeji,1,6,ARS,CHE,1360,1130,1390,1320,0,1,24,4,11,45,0.0
665,Nathan,Butler-Oyedeji,1,19,ARS,WHU,1360,1080,1390,1120,0,1,24,4,13,45,0.0
665,Nathan,Butler-Oyedeji,1,9,ARS,FUL,1360,1100,1390,1100,0,1,24,4,15,45,0.0
38,Jhon,Durán,2,12,AVL,LIV,1140,1360,1300,1340,0,1,24,4,11,60,0.0
38,Jhon,Durán,2,6,AVL,CHE,1140,1130,1300,1320,0,1,24,4,13,60,0.0
38,Jhon,Durán,2,16,AVL,NFO,1140,1140,1300,1120,0,1,24,4,16,60,0.0
58,Ollie,Watkins,2,12,AVL,LIV,1140,1360,1300,1340,0,1,24,4,11,90,0.3359999999999999
58,Ollie,Watkins,2,6,AVL,CHE,1140,1130,1300,1320,0,1,24,4,13,90,0.3359999999999999
58,Ollie,Watkins,2,16,AVL,NFO,1140,1140,1300,1120,0,1,24,4,16,90,0.3359999999999999
65,Enes,Ünal,3,4,BOU,BRE,1130,1080,1160,1100,0,1,24,4,11,54,0.0
65,Enes,Ünal,3,20,BOU,WOL,1130,1060,1160,1090,0,1,24,4,13,54,0.0
65,Enes,Ünal,3,10,BOU,IPS,1130,1070,1160,1050,0,1,24,4,15,54,0.0
69,Daniel,Jebbison,3,4,BOU,BRE,1130,1080,1160,1100,0,1,24,4,11,45,0.0
69,Daniel,Jebbison,3,20,BOU,WOL,1130,1060,1160,1090,0,1,24,4,13,45,0.0
69,Daniel,Jebbison,3,10,BOU,IPS,1130,1070,1160,1050,0,1,24,4,15,45,0.0
617,Francisco Evanilson,de Lima Barbosa,3,4,BOU,BRE,1130,1080,1160,1100,0,1,24,4,11,59,0.2219999999999999
617,Francisco Evanilson,de Lima Barbosa,3,20,BOU,WOL,1130,1060,1160,1090,0,1,24,4,13,59,0.2219999999999999
617,Francisco Evanilson,de Lima Barbosa,3,10,BOU,IPS,1130,1070,1160,1050,0,1,24,4,15,59,0.2219999999999999
107,Igor Thiago,Nascimento Rodrigues,4,8,BRE,EVE,1120,1080,1190,1080,0,1,24,4,12,59,0.0
107,Igor Thiago,Nascimento Rodrigues,4,2,BRE,AVL,1120,1120,1190,1200,0,1,24,4,14,59,0.0
107,Igor Thiago,Nascimento Rodrigues,4,6,BRE,CHE,1120,1130,1190,1320,0,1,24,4,16,59,0.0
108,Ivan,Toney,4,8,BRE,EVE,1120,1080,1190,1080,0,1,24,4,12,73,0.0
108,Ivan,Toney,4,2,BRE,AVL,1120,1120,1190,1200,0,1,24,4,14,73,0.0
108,Ivan,Toney,4,6,BRE,CHE,1120,1130,1190,1320,0,1,24,4,16,73,0.0
110,Yoane,Wissa,4,8,BRE,EVE,1120,1080,1190,1080,0,1,24,4,12,60,0.7060000000000001
110,Yoane,Wissa,4,2,BRE,AVL,1120,1120,1190,1200,0,1,24,4,14,60,0.7060000000000001
