assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position
0,0,15,0,9.1,295,0.0,0.07,0.060171615332365,1.23,10,1,0,3.8,24.0,2024-08-19,90,False,18,0,0,0,0,1,0,23101,1,1,1,5.0,2,0,0,0,45,True,0,James Justin,295,1,0,0,0.060171615332365,11,TOT,1140,1350,LEI,1050,1090,1.3917983,3.75,1.636213,11.0,1.50294253125,5.0,1.704661125,8.125,2.3035075000000003,10.0,1.90329325,8.0,1.9373354375,12.8125,1.805296375,6.25,2024,DEF
0,0,10,0,0.5,295,0.0,0.0,0.0,1.78,15,2,0,1.8,17.8,2024-08-24,90,False,9,0,0,0,0,2,0,30080,1,1,2,0.0,1,2265,4340,2075,45,False,0,James Justin,295,0,0,0,0.0,11,FUL,1140,1110,LEI,1080,1110,0.9169183,3.25,1.5499605000000003,13.75,1.47977753125,4.6875,1.527231125,8.6875,0.769776375,3.0,2.01791725,7.5,1.43739996875,7.75,1.7031605625,8.625,2024,DEF
0,0,5,0,2.1,295,0.0,0.09,0.1190608441829681,1.55,26,2,0,1.5,9.2,2024-08-31,90,False,2,0,0,0,0,3,0,27574,1,2,1,4.0,1,-3549,1521,5070,45,True,0,James Justin,295,1,0,0,0.1190608441829681,11,AVL,1160,1320,LEI,1050,1090,0.9992955499999998,2.75,1.5977930000000002,12.25,1.5320687000000002,4.625,1.6047386875,8.5,1.825584,6.25,2.087565,8.25,1.52867321875,7.1875,2.07130875,8.1875,2024,DEF
0,0,2,0,0.4,295,0.0,0.05,0.0470208302140235,2.55,34,2,0,0.9,5.6,2024-09-14,90,False,7,0,0,0,0,4,0,27296,1,2,2,3.0,1,-1597,2015,3612,45,False,0,James Justin,295,1,0,0,0.0470208302140235,11,CRY,1130,1110,LEI,1080,1110,1.172004,3.5,1.6260330000000005,10.5,1.4760831375,4.0625,1.6560218125,8.8125,1.303817,6.75,1.6227815,2.5,1.6655172500000002,6.8125,1.4066516624999998,5.5625,2024,DEF
0,0,19,0,16.3,295,0.0542508922517299,0.02,0.0,1.1,45,1,0,3.9,22.4,2024-09-21,90,False,8,0,0,0,0,5,0,29264,1,1,1,0.0,2,1225,3469,2244,45,True,0,James Justin,295,0,2,0,0.0,11,EVE,1150,1100,LEI,1050,1090,1.077439,3.25,2.1052350000000004,12.25,1.4317381375,4.125,1.7430455625,9.375,1.1156605000000002,6.75,2.629475,7.5,1.3257251875,7.0625,2.000271875,8.375,2024,DEF
0,0,27,0,0.3,295,0.0,0.15,0.2064491361379623,4.6,51,4,2,12.2,82.4,2024-09-28,90,False,1,0,0,0,0,6,0,25810,1,2,4,39.0,12,-3676,907,4583,45,False,0,James Justin,295,3,0,2,0.2064491361379623,11,ARS,1260,1240,LEI,1080,1110,1.1553865,4.75,2.2092400000000003,8.5,1.4265256375000002,4.3125,1.827252,9.3125,1.5592449999999998,5.0,1.6706487500000002,8.0,2.041308875,13.25,1.0574501875,5.0625,2024,DEF
1,2,32,1,11.6,295,0.4268062710762024,0.04,0.0,2.16,68,0,0,3.9,27.2,2024-10-05,90,False,3,0,0,0,0,7,0,129505,1,0,1,0.0,10,93178,102445,9267,45,True,1,James Justin,295,0,1,0,0.0,11,BOU,1140,1210,LEI,1050,1090,1.0256125,5.5,3.2319575,12.0,1.4352100125000002,4.4375,2.08464825,9.75,1.8515325,6.25,1.6555985000000002,11.0,1.7521055,6.6875,1.6001123125,10.9375,2024,DEF
0,0,10,0,19.8,295,0.0414192713797092,0.09,0.034720417112112,2.15,78,2,0,5.8,19.2,2024-10-19,90,False,17,0,0,0,0,8,0,429986,1,3,2,19.0,1,281534,299665,18131,46,False,0,James Justin,295,2,1,0,0.034720417112112,11,SOU,1060,1050,LEI,1080,1110,1.059943,5.25,3.1784025,12.25,1.4502391375,4.4375,2.14390075,9.5,1.5558145,5.0,2.3414325,10.75,1.2300104375,5.6875,2.3344239375,11.9375,2024,DEF
0,0,0,0,14.3,295,0.0236389432102441,0.02,0.0,1.73,88,3,0,3.8,21.6,2024-10-25,90,False,16,0,0,0,0,9,0,514766,1,3,1,2.0,1,88204,110548,22344,46,True,0,James Justin,295,0,1,0,0.0,11,NFO,1230,1130,LEI,1050,1090,1.3565405,6.25,3.0635525,10.5,1.581882575,4.8125,2.17538825,9.5625,1.38396275,6.25,1.52920025,6.5,1.6675308125,6.5,1.3660456875,6.625,2024,DEF
0,0,0,0,0.0,295,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2024-11-02,0,False,10,0,0,0,0,10,0,519527,0,1,1,0.0,0,4033,42735,38702,46,False,0,James Justin,295,0,0,0,0.0,11,IPS,1070,1080,LEI,1080,1110,1.23016175,6.25,3.2438300000000004,10.5,1.5134760125000002,4.875,2.2340045,9.8125,1.4654225,5.25,2.8109075,7.25,1.0841845555555556,3.555555555555556,2.6771988888888893,8.88888888888889,2024,DEF
