Understat_ID,FPL_ID,Understat_Name,FPL_Name,Unique_ID
10755,566,Joseph Hodge,Joseph Hodge,551
10753,567,Connor Ronan,Connor Ronan,1060
8812,608,Sasa Kalajdzic,Sasa Kalajdzic,555
802,625,Diego Costa,Diego Da Silva Costa,1063
8119,629,Boubacar Traore,Boubacar Traoré,534
11233,664,Dexter Lembikisa,Dexter Lembikisa,1065
7892,690,João Félix,João Félix Sequeira,621
7240,689,Benoit Badiashile Mukinayi,Benoît Badiashile,153
9156,688,Kevin Schade,Kevin Schade,106
10177,596,Evan Ferguson,Evan Ferguson,123
10012,710,Jakub Kiwior,Jakub Kiwior,8
4120,694,Álex Moreno,Alexandre Moreno Lopera,26
11366,711,Jhon Durán,Jhon Durán,38
6820,60,David Brooks,David Brooks,62
9662,705,Dango Ouattara,Dango Ouattara,74
11363,714,Antoine Semenyo,Antoine Semenyo,78
9892,718,Matias Viña,Matías Viña,742
11486,722,Illia Zabarnyi,Illia Zabarnyi,85
6986,723,Hamed Junior Traore,Hamed Traorè,67
11193,651,Andrew Moran,Andrew Moran,601
11362,679,Facundo Buonanotte,Facundo Buonanotte,117
11385,719,Yasin Ayari,Yasin Ayari,600
6147,616,Denis Zakaria,Denis Zakaria,785
10348,653,Omari Hutchinson,Omari Hutchinson,274
11295,684,David Datro Fofana,David Datro Fofana,164
11305,699,Mykhailo Mudryk,Mykhailo Mudryk,179
11357,708,Noni Madueke,Noni Madueke,177
11356,724,Enzo Fernández,Enzo Fernández,168
978,175,Sam Johnstone,Sam Johnstone,204
11005,590,Joseph Whitworth,Joseph Whitworth,801
11268,676,David Ozoh,David Ozoh,212
9274,725,Naouirou Ahamada,Naouirou Ahamada,190
9470,678,Isaac Price,Isaac Price,828
8582,686,Ellis Simms,Ellis Simms,829
1537,726,Sasa Lukic,Sasa Lukic,249
10808,548,Daniel Iversen,Daniel Iversen,294
11367,709,Victor Kristiansen,Victor Kristiansen,296
10536,715,Tetê,Mateus Cardoso Lemos Martins,870
6329,727,Harry Souttar,Harry Souttar,303
10752,247,Darko Gyabi,Darko Gyabi,895
7366,691,Maximilian Wöber,Maximilian Wöber,902
6937,700,Georginio Rutter,Georginio Rutter,618
5360,720,Weston McKennie,Weston McKennie,903
11231,665,Ben Doak,Ben Doak,318
11296,680,Cody Gakpo,Cody Gakpo,321
11378,712,Máximo Perrone,Máximo Perrone,928
9324,347,Facundo Pellistri,Facundo Pellistri Rebollo,384
11174,643,Kobbie Mainoo,Kobbie Mainoo,378
7052,701,Wout Weghorst,Wout Weghorst,946
5248,728,Marcel Sabitzer,Marcel Sabitzer,947
11284,681,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,989
11317,703,Danilo,Danilo dos Santos de Oliveira,429
2243,729,Keylor Navas,Keylor Navas,990
7921,730,Felipe,Felipe Augusto de Almeida Monteiro,991
713,734,André Ayew,André Ayew,992
11298,692,Mislav Orsic,Mislav Orsic,1014
11297,693,Carlos Alcaraz,Carlos Alcaraz,450
11359,716,James Bree,James Bree,457
9630,731,Kamaldeen Sulemana,Kamaldeen Sulemana,462
11360,732,Paul Onuachu,Paul Onuachu,470
8458,449,Harvey White,Harvey White,1027
9021,450,Pape Sarr,Pape Matar Sarr,499
8066,713,Arnaut Danjuma Groeneveld,Arnaut Danjuma,1030
6912,733,Pedro Porro,Pedro Porro,495
11242,669,Divin Mubama,Divin Mubama,1048
7080,682,Matheus Cunha,Matheus Santos Carneiro Da Cunha,541
1299,698,Mario Lemina,Mario Lemina,557
2199,704,Pablo Sarabia,Pablo Sarabia,565
11384,721,João Gomes,João Victor Gomes da Silva,553
11269,677,Jack Hinshelwood,Jack Hinshelwood,126
10453,736,Odeluga Offiah,Odeluga Offiah,139
11544,762,Cameron Peupion,Cameron Peupion,140
584,578,Joel Robles,Joel Robles,898
8786,324,Stefan Ortega Moreno,Stefan Ortega Moreno,358
11594,773,Shea Charles,Shea Charles,458
11386,741,Lewis Miley,Lewis Miley,411
11582,769,Kamari Doyle,Kamari Doyle,1016
11583,770,Dominic Ballard,Dominic Ballard,1017
11618,778,Samuel Amo-Ameyaw,Samuel Amo-Ameyaw,451
11509,758,George Abbott,George Abbott,1032
10579,764,Matthew Craig,Matthew Craig,1033
11361,717,Daniel Bentley,Daniel Bentley,536
