assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_3,opponent_deep_rolling_3,opponent_xGA_rolling_3,opponent_deep_allowed_rolling_3,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_5,opponent_deep_rolling_5,opponent_xGA_rolling_5,opponent_deep_allowed_rolling_5,opponent_xG_rolling_13,opponent_deep_rolling_13,opponent_xGA_rolling_13,opponent_deep_allowed_rolling_13,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,opponent_xG_rolling_20,opponent_deep_rolling_20,opponent_xGA_rolling_20,opponent_deep_allowed_rolling_20,team_xG_rolling_3,team_deep_rolling_3,team_xGA_rolling_3,team_deep_allowed_rolling_3,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_5,team_deep_rolling_5,team_xGA_rolling_5,team_deep_allowed_rolling_5,team_xG_rolling_13,team_deep_rolling_13,team_xGA_rolling_13,team_deep_allowed_rolling_13,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,team_xG_rolling_20,team_deep_rolling_20,team_xGA_rolling_20,team_deep_allowed_rolling_20,season,position
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18,0,False,6,0,0,0,0,1,0,31717,0,2,0,0.0,0,0,0,0,50,False,0,Oscar Bobb,343,0,0,0,0.0,13,CHE,1150,1360,MCI,1230,1350,1.8507966666666675,10.666666666666666,1.923973333333333,9.666666666666666,2.4426925,10.5,1.6664547500000002,8.25,2.399018,9.4,1.5872918,8.8,2.3798160769230767,9.615384615384617,1.6677362307692307,8.23076923076923,2.2747368125,9.625,1.7291985625,9.125,2.16120205,9.35,1.78133655,8.85,2.7235100000000005,11.666666666666666,0.7238778333333334,2.0,3.1739875,13.5,0.6421301250000002,1.75,2.7256026,11.8,0.9483281,2.6,2.5651886923076925,15.0,0.9731201153846154,3.769230769230769,2.5157470625,15.8125,0.94846640625,3.75,2.45020865,15.4,0.951596725,3.7,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2024-08-24,0,False,10,0,0,0,0,2,0,18555,0,1,4,0.0,0,-13395,329,13724,49,True,0,Oscar Bobb,343,0,0,0,0.0,13,IPS,1070,1080,MCI,1140,1300,0.342601,2.0,3.92906,13.0,0.342601,2.0,3.92906,13.0,0.342601,2.0,3.92906,13.0,0.342601,2.0,3.92906,13.0,0.342601,2.0,3.92906,13.0,0.342601,2.0,3.92906,13.0,2.066243333333334,10.666666666666666,1.048079666666667,4.333333333333333,2.3377275,11.25,0.8082158750000001,3.5,2.775266,12.8,0.7259501000000002,3.0,2.517805615384616,14.76923076923077,0.9835309615384614,3.769230769230769,2.4901639375,15.8125,1.00278878125,4.1875,2.39711315,15.3,0.991497675,4.05,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2024-08-31,0,False,19,0,0,0,0,3,0,13613,0,3,1,0.0,0,-5286,492,5778,49,False,0,Oscar Bobb,343,0,0,0,0.0,13,WHU,1080,1100,MCI,1230,1350,1.526356333333333,3.333333333333333,2.12048,10.0,2.0722897499999995,4.5,1.7504740000000003,8.75,1.8366116,4.4,2.2440552,9.0,1.5064636153846154,4.307692307692308,2.2788715384615386,12.615384615384617,1.5220158124999998,4.25,2.297020625,12.0625,1.4730459,3.95,2.273348,12.0,2.1912000000000003,13.666666666666666,0.5937960000000001,3.0,2.3192275,11.75,0.9060595,3.5,2.485818,12.0,0.7425725000000001,3.0,2.5513786923076927,13.923076923076923,1.0086259615384616,3.769230769230769,2.5089795625,14.9375,0.91847434375,3.6875,2.42329615,14.8,0.953678625,3.8,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2024-09-14,0,False,4,0,0,0,0,4,0,10859,0,1,2,0.0,0,-2917,484,3401,48,True,0,Oscar Bobb,343,0,0,0,0.0,13,BRE,1100,1350,MCI,1140,1300,1.9002296666666665,6.0,1.8378233333333327,13.0,1.85056475,5.75,2.2909775,12.75,1.8658958,6.8,2.047256,12.4,1.7097586923076922,8.153846153846153,1.5625424615384618,9.23076923076923,1.67313325,7.6875,1.6329857500000002,9.625,1.5841965999999998,7.0,1.7460306,10.15,2.483843333333334,15.333333333333334,0.8294766666666668,4.666666666666667,2.4416425000000004,15.5,0.6821472500000001,3.5,2.493976,13.6,0.9142878,3.8,2.691384846153846,15.153846153846152,0.9080321923076924,3.4615384615384617,2.5499364375,15.0625,0.94618696875,3.9375,2.49056665,15.55,0.926481675,3.85,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2024-09-22,0,False,1,0,0,0,0,5,0,9766,0,2,2,0.0,0,-1171,221,1392,48,True,0,Oscar Bobb,343,0,0,0,0.0,13,ARS,1370,1350,MCI,1140,1300,1.6509566666666668,6.333333333333333,1.308905,6.333333333333333,1.6452924999999998,8.25,1.1256375,5.25,1.958574,9.8,1.0334908,4.8,2.251672307692308,14.153846153846152,0.9392303076923076,4.538461538461538,2.11561075,14.5625,0.8977935625,4.375,2.2750206,14.7,0.7825165000000001,3.95,2.60798,19.33333333333333,0.8260466666666669,4.0,2.25108,17.0,0.8848425,5.0,2.263872,16.8,0.7559058000000001,4.0,2.716977153846154,16.384615384615383,0.9495351153846152,3.3846153846153846,2.5347133125,15.625,0.95400265625,3.8125,2.46281365,16.05,0.935741625,4.0,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28,0,False,15,0,0,0,0,6,0,8590,0,1,1,0.0,0,-1201,154,1355,48,False,0,Oscar Bobb,343,0,0,0,0.0,13,NEW,1100,1130,MCI,1230,1350,1.3893499999999996,6.0,2.1047133333333337,7.333333333333333,1.5152300000000003,6.75,2.2123175,7.5,1.2988817999999998,6.2,2.16082,8.6,2.072612230769231,8.923076923076923,1.695189230769231,7.538461538461538,2.1232315,9.4375,1.657095875,6.9375,2.0209826,8.95,1.6331859000000002,7.15,2.500546666666667,18.666666666666668,1.094083666666667,4.0,2.644955,17.75,0.9405625000000002,3.25,2.35204,16.2,0.964696,4.2,2.6307340769230767,15.384615384615383,0.9570489615384616,3.1538461538461537,2.5418476875,14.8125,1.02464928125,3.8125,2.52112215,16.2,0.990343525,4.0,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2024-10-05,0,False,9,0,0,0,0,7,0,7870,0,2,3,0.0,0,-759,105,864,48,True,0,Oscar Bobb,343,0,0,0,0.0,13,FUL,1140,1160,MCI,1140,1300,2.5111133333333333,5.666666666666667,0.79825,5.0,2.1805425,5.25,0.7754495,4.25,2.13687,5.6,0.7917606,3.6,1.5727061153846156,5.846153846153846,1.2878447692307693,5.6923076923076925,1.56644371875,6.625,1.41387825,6.125,1.596857475,7.2,1.4301626,6.75,1.8579433333333333,17.0,1.2261633333333335,4.666666666666667,2.1917,18.0,1.1564227500000002,4.75,2.368996,17.4,1.021138,4.0,2.5539148461538463,15.076923076923077,0.9454120384615384,3.5384615384615383,2.5351145625,15.5,0.96768178125,3.6875,2.44552365,15.55,0.966064025,3.9,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2024-10-20,0,False,20,0,0,0,0,8,0,7473,0,2,1,0.0,0,-429,124,553,47,False,0,Oscar Bobb,343,0,0,0,0.0,13,WOL,1070,1100,MCI,1230,1350,0.6550986666666664,5.333333333333333,2.875293333333334,9.666666666666666,0.8587465,5.5,2.5273275,9.75,0.8745236000000001,5.2,2.304,9.6,0.9069133846153844,4.153846153846154,2.5266315384615385,12.0,1.002523375,4.5625,2.304736875,11.0,1.03612665,4.95,2.2544671000000003,10.45,1.7959600000000002,12.333333333333334,1.7953366666666668,6.333333333333333,1.7351675,14.75,1.6092375,6.25,2.026728,16.0,1.4768302,6.0,2.3019448461538463,12.846153846153848,1.0953108846153847,4.230769230769231,2.5442864375,15.625,1.10812290625,3.9375,2.38698265,15.0,1.078797075,4.4,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2024-10-26,0,False,17,0,0,0,0,9,0,7242,0,0,1,0.0,0,-246,95,341,47,True,0,Oscar Bobb,343,0,0,0,0.0,13,SOU,1060,1090,MCI,1140,1300,1.4656526666666665,6.0,2.510686666666667,10.666666666666666,1.823772,6.25,2.294265,9.25,1.7302036,5.6,2.440798,10.8,1.463770230769231,6.230769230769231,2.5293345384615384,11.923076923076923,1.3509453750000002,6.125,2.3205658125,11.9375,1.26529675,6.0,2.25716565,10.75,1.3325633333333338,16.333333333333332,1.621039,6.0,1.6883925,15.5,1.5368067500000002,4.75,1.661272,16.8,1.4396334000000002,5.0,2.260454076923077,14.538461538461538,1.109864423076923,4.0,2.3873270625,15.5625,1.08154709375,3.6875,2.3654491500000003,15.6,1.070563475,4.0,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2024-11-02,0,False,3,0,0,0,0,10,0,6994,0,1,2,0.0,0,-262,116,378,47,False,0,Oscar Bobb,343,0,0,0,0.0,13,BOU,1080,1190,MCI,1230,1350,1.4874903333333336,6.666666666666667,1.2089403333333326,7.333333333333333,1.47615525,6.75,1.0807222500000002,7.25,1.4748822,6.6,1.3520398000000005,8.4,1.7182516153846157,6.615384615384615,1.7062773076923077,10.692307692307692,1.8236050625,7.0,1.6759793125,10.8125,1.7670094500000002,6.7,1.6011403999999998,9.9,1.9651300000000005,15.0,1.2965553333333333,5.666666666666667,1.7901375000000002,15.25,1.3082765,6.0,1.983286,14.8,1.3034432,5.0,2.4320538461538463,15.076923076923077,0.9711620384615386,4.0,2.4435176875,15.0625,1.01125140625,3.9375,2.39150565,14.9,1.081374725,4.25,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2024-11-09,0,False,5,0,0,0,0,11,0,6782,0,1,2,0.0,0,-226,71,297,47,False,0,Oscar Bobb,343,0,0,0,0.0,13,BHA,1080,1140,MCI,1230,1350,1.4023499999999995,7.666666666666667,1.6192266666666664,9.0,1.544805,6.75,1.4876175,9.25,1.477268,6.8,1.921772,9.4,1.6671530769230771,7.615384615384615,1.6006113846153849,7.461538461538462,1.6398431875,7.0625,1.57867146875,6.75,1.4609355,7.1,1.7455456249999997,8.3,2.2937500000000006,18.0,1.1935020000000005,4.0,2.0620225000000003,15.5,1.5847415000000002,5.75,1.90265,15.6,1.5364812,6.0,2.2649215384615387,14.923076923076923,1.1290399615384616,4.384615384615385,2.3004083125,13.8125,1.11372171875,4.1875,2.4404961500000004,15.5,1.091093725,4.1,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23,0,False,18,0,0,0,0,12,0,6634,0,4,0,0.0,0,-161,80,241,47,True,0,Oscar Bobb,343,0,0,0,0.0,13,TOT,1140,1350,MCI,1140,1300,1.62253,9.333333333333334,1.8833403333333336,5.333333333333333,1.5770275000000002,9.75,1.6272059999999997,5.5,1.48018,9.8,1.6961988,5.2,2.168255769230769,11.461538461538462,1.3660577692307692,4.615384615384615,2.1020246875,11.3125,1.5122263750000002,5.5625,1.99942905,11.75,1.6165001,5.55,2.7063,11.0,1.8968163333333337,5.666666666666667,2.3711475,14.5,1.6129165000000003,4.25,2.170286,13.2,1.8420252,5.6,2.222703076923077,14.23076923076923,1.3430811538461538,4.6923076923076925,2.3440501875,13.875,1.2574179062500002,4.3125,2.50965865,15.4,1.209081625,4.0,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2024-12-01,0,False,12,0,0,0,0,13,0,6548,0,0,2,0.0,0,-106,59,165,47,False,0,Oscar Bobb,343,0,0,0,0.0,13,LIV,1340,1360,MCI,1230,1350,2.560226666666668,10.0,1.4063,5.0,2.258535,9.5,1.3267999999999998,5.25,2.251862,8.0,1.329248,5.4,2.574522307692308,11.23076923076923,1.007379384615385,4.076923076923077,2.557729375,12.1875,1.1111598125,5.0625,2.5649605,13.0,1.1725908,5.35,2.371676666666667,11.666666666666666,2.874983333333334,6.333333333333333,2.5694725,11.75,2.24873475,6.25,2.3287160000000005,14.4,1.9512312,5.0,2.180832307692308,14.846153846153848,1.455515,4.923076923076923,2.420733125,14.4375,1.32812853125,4.4375,2.42375615,14.8,1.314984625,4.2,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2024-12-04,0,False,16,0,0,0,0,14,0,6468,0,0,3,0.0,0,-89,101,190,47,True,0,Oscar Bobb,343,0,0,0,0.0,13,NFO,1230,1130,MCI,1140,1300,1.1158419999999998,2.333333333333333,1.3306569999999995,11.333333333333334,1.424409,4.5,1.031072,9.0,1.6485031999999995,4.8,0.9913406,8.8,1.5297991538461535,6.230769230769231,1.177359846153846,6.769230769230769,1.6156799375,6.25,1.330527375,7.3125,1.64884095,6.1,1.2885197,7.1,1.8357816666666669,7.333333333333333,3.2920633333333336,7.0,1.9650112500000003,9.75,3.0813725,6.75,2.204581,10.2,2.5390958,6.6,2.0600611538461537,13.923076923076923,1.7216981538461538,5.538461538461538,2.1844578125000003,13.5,1.53460684375,4.875,2.3478164,14.0,1.4252756249999998,4.5,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07,0,False,7,0,0,0,0,15,0,6402,0,2,2,0.0,0,-77,82,159,47,False,0,Oscar Bobb,343,0,0,0,0.0,13,CRY,1130,1110,MCI,1230,1350,1.8548466666666663,6.333333333333333,1.1790823333333331,5.0,1.8812275,5.75,1.44763925,5.5,2.0346800000000003,5.0,1.4881474,5.6,1.5471016153846155,6.153846153846154,1.6955882307692307,6.846153846153846,1.6253938125,6.5,1.5736395625,5.9375,1.71404405,7.05,1.440524,5.6,2.0352316666666668,9.333333333333334,2.602395,7.666666666666667,2.17725875,8.0,2.66958625,7.0,2.2123470000000003,9.8,2.625529,6.8,2.2155465384615387,13.923076923076923,1.701769307692308,5.461538461538462,2.1875521875,13.3125,1.5792025,5.25,2.2757784,12.65,1.424894625,4.75,2024,MID
0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15,0,False,14,0,0,0,0,16,0,6293,0,2,1,0.0,0,-114,70,184,47,True,0,Oscar Bobb,343,0,0,0,0.0,13,MUN,1140,1170,MCI,1140,1300,1.162464333333333,6.0,1.4616020000000003,5.0,1.1891282499999998,5.75,1.5929865,4.75,1.1986826,5.0,1.3578482,4.8,1.5748508461538462,6.923076923076923,1.7657771538461535,6.384615384615385,1.5503338125,6.9375,1.7179402499999998,6.625,1.51287285,7.4,1.7728081999999996,7.3,1.843768333333334,10.0,1.9058183333333336,7.0,1.92257375,11.0,2.25548625,7.25,2.058727,9.6,2.378621,6.8,2.100655769230769,14.0,1.7582893846153846,5.846153846153846,2.1176328125,13.9375,1.539946875,5.3125,2.2597549,13.3,1.457031575,4.9,2024,MID
