assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,31,10,0,0,0.0,0.0,2020-09-21T17:00:00Z,0,15,0,0,0,0,2,0,22571,0,1,0.0,0,-750,2646,3396,45,True,0,2,Neil Taylor,2,SHU,1070,1010,AVL,1120,1080
0,0,0,0,0.0,31,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,8,0,0,0,0,3,0,21596,3,0,0.0,0,-2124,2704,4828,45,False,0,2,Neil Taylor,2,FUL,1150,1040,AVL,1140,1100
0,0,0,0,0.0,31,30,0,0,0.0,0.0,2020-10-04T18:15:00Z,0,11,0,0,0,0,4,0,19759,2,7,0.0,0,-2342,774,3116,45,True,0,2,Neil Taylor,2,LIV,1210,1230,AVL,1120,1080
0,0,0,0,0.0,31,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,18620,1,0,0.0,0,-1783,973,2756,44,False,0,2,Neil Taylor,2,LEI,1190,1150,AVL,1140,1100
0,0,0,0,0.0,31,50,0,0,0.0,0.0,2020-10-23T19:00:00Z,0,10,0,0,0,0,6,0,17751,3,0,0.0,0,-1186,712,1898,44,True,0,2,Neil Taylor,2,LEE,1150,1170,AVL,1120,1080
0,0,0,0,0.0,31,59,0,0,0.0,0.0,2020-11-01T12:00:00Z,0,16,0,0,0,0,7,0,16999,4,3,0.0,0,-1008,407,1415,44,True,0,2,Neil Taylor,2,SOU,1110,1160,AVL,1120,1080
0,0,0,0,0.0,31,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,1,0,0,0,0,8,0,16077,3,0,0.0,0,-1061,257,1318,44,False,0,2,Neil Taylor,2,ARS,1130,1220,AVL,1140,1100
0,0,0,0,0.0,31,79,0,0,0.0,0.0,2020-11-21T15:00:00Z,0,3,0,0,0,0,9,0,15803,2,1,0.0,0,-563,839,1402,43,True,0,2,Neil Taylor,2,BHA,1190,1130,AVL,1120,1080
0,0,0,0,0.0,31,98,0,0,0.0,0.0,2020-11-30T20:00:00Z,0,19,0,0,0,0,10,0,15500,1,2,0.0,0,-449,386,835,43,False,0,2,Neil Taylor,2,WHU,1140,1260,AVL,1140,1100
0,0,0,0,0.0,31,118,0,0,0.0,0.0,2020-12-12T12:30:00Z,0,20,0,0,0,0,12,0,14883,1,0,0.0,0,-274,410,684,43,False,0,2,Neil Taylor,2,WOL,1120,1040,AVL,1140,1100
0,0,0,0,0.0,31,120,0,0,0.0,0.0,2020-12-17T18:00:00Z,0,4,0,0,0,0,13,0,14769,0,0,0.0,0,-214,338,552,43,True,0,2,Neil Taylor,2,BUR,1090,1080,AVL,1120,1080
0,0,0,0,0.0,31,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,18,0,0,0,0,14,0,14789,3,0,0.0,0,-96,490,586,43,False,0,2,Neil Taylor,2,WBA,1040,1050,AVL,1140,1100
0,0,0,0,0.0,31,140,0,0,0.0,0.0,2020-12-26T15:00:00Z,0,6,0,0,0,0,15,0,14946,0,3,0.0,0,-27,910,937,43,True,0,2,Neil Taylor,2,CRY,1120,1020,AVL,1120,1080
0,0,0,0,0.0,31,151,0,0,0.0,0.0,2020-12-28T17:30:00Z,0,5,0,0,0,0,16,0,14988,1,1,0.0,0,-50,854,904,43,False,0,2,Neil Taylor,2,CHE,1260,1250,AVL,1140,1100
0,0,0,0,0.0,31,164,0,0,0.0,0.0,2021-01-01T20:00:00Z,0,13,0,0,0,0,17,0,14664,1,2,0.0,0,-429,504,933,43,False,0,2,Neil Taylor,2,MUN,1250,1240,AVL,1140,1100
0,0,1,0,0.7,31,380,2,0,0.2,0.8,2021-01-20T18:00:00Z,15,12,0,0,0,0,19,0,14531,0,2,0.0,-1,-73,516,589,42,False,1,2,Neil Taylor,2,MCI,1280,1340,AVL,1140,1100
0,0,0,0,0.0,31,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,14531,0,2,0.0,0,-73,516,589,42,True,0,2,Neil Taylor,2,NEW,1060,1110,AVL,1120,1080
0,0,0,0,0.0,31,190,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,4,0,0,0,0,20,0,14444,2,3,0.0,0,-231,467,698,42,False,0,2,Neil Taylor,2,BUR,1040,1040,AVL,1140,1100
0,0,0,0,0.0,31,206,0,0,0.0,0.0,2021-01-30T20:00:00Z,0,16,0,0,0,0,21,0,14371,1,0,0.0,0,-139,309,448,42,False,0,2,Neil Taylor,2,SOU,1030,1110,AVL,1140,1100
0,0,0,0,0.0,31,209,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,19,0,0,0,0,22,0,14194,3,1,0.0,0,-270,191,461,42,True,0,2,Neil Taylor,2,WHU,1190,1290,AVL,1120,1080
0,0,0,0,0.0,31,219,0,0,0.0,0.0,2021-02-06T12:30:00Z,0,1,0,0,0,0,23,0,14103,0,1,0.0,0,-174,246,420,42,True,0,2,Neil Taylor,2,ARS,1150,1210,AVL,1120,1080
0,0,0,0,0.0,31,230,0,0,0.0,0.0,2021-02-13T20:00:00Z,0,3,0,0,0,0,24,0,13918,0,0,0.0,0,-295,309,604,42,False,0,2,Neil Taylor,2,BHA,1150,1100,AVL,1140,1100
0,0,0,0,0.0,31,240,0,0,0.0,0.0,2021-02-21T14:05:00Z,0,9,0,0,0,0,25,0,13872,2,1,0.0,0,-137,287,424,42,True,0,2,Neil Taylor,2,LEI,1150,1230,AVL,1120,1080
0,0,0,0,0.0,31,252,0,0,0.0,0.0,2021-02-27T17:30:00Z,0,10,0,0,0,0,26,0,14076,1,0,0.0,0,84,613,529,42,False,0,2,Neil Taylor,2,LEE,1060,1210,AVL,1140,1100
0,0,0,0,0.0,31,285,0,0,0.0,0.0,2021-03-03T18:00:00Z,0,15,0,0,0,0,26,0,14076,0,1,0.0,0,84,613,529,42,False,0,2,Neil Taylor,2,SHU,1020,1000,AVL,1140,1100
0,0,0,0,0.0,31,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,20,0,0,0,0,27,0,14083,0,0,0.0,0,-92,264,356,42,True,0,2,Neil Taylor,2,WOL,1130,1120,AVL,1120,1080
0,0,0,0,0.0,31,276,0,0,0.0,0.0,2021-03-12T20:00:00Z,0,14,0,0,0,0,28,0,14078,1,1,0.0,0,-79,267,346,42,False,0,2,Neil Taylor,2,NEW,1050,1030,AVL,1140,1100
0,0,0,0,0.0,31,170,0,0,0.0,0.0,2021-03-21T19:30:00Z,0,17,0,0,0,0,29,0,14093,2,0,0.0,0,-113,161,274,42,True,0,2,Neil Taylor,2,TOT,1170,1290,AVL,1120,1080
0,0,0,0,0.0,31,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,8,0,0,0,0,30,0,14043,1,3,0.0,0,-63,149,212,42,True,0,2,Neil Taylor,2,FUL,1110,1060,AVL,1120,1080
0,0,0,0,0.0,31,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,11,0,0,0,0,31,0,14113,1,2,0.0,0,30,233,203,42,False,0,2,Neil Taylor,2,LIV,1190,1300,AVL,1140,1100
0,0,0,0,0.0,31,310,0,0,0.0,0.0,2021-04-21T19:15:00Z,0,12,0,0,0,0,32,0,13993,2,1,0.0,0,-143,109,252,42,True,0,2,Neil Taylor,2,MCI,1320,1350,AVL,1120,1080
0,0,0,0,0.0,31,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,18,0,0,0,0,33,0,14005,2,2,0.0,0,-22,117,139,42,True,0,2,Neil Taylor,2,WBA,1000,1040,AVL,1120,1080
0,0,0,0,0.0,31,333,0,0,0.0,0.0,2021-05-01T19:00:00Z,0,7,0,0,0,0,34,0,14068,2,1,0.0,0,31,161,130,42,False,0,2,Neil Taylor,2,EVE,1130,1200,AVL,1140,1100
0,0,0,0,0.0,31,340,0,0,0.0,0.0,2021-05-09T13:05:00Z,0,13,0,0,0,0,35,0,14152,3,1,0.0,0,39,242,203,42,True,0,2,Neil Taylor,2,MUN,1280,1310,AVL,1120,1080
0,0,0,0,0.0,31,180,0,0,0.0,0.0,2021-05-13T17:00:00Z,0,7,0,0,0,0,35,0,14152,0,0,0.0,0,39,242,203,42,True,0,2,Neil Taylor,2,EVE,1100,1140,AVL,1120,1080
0,0,0,0,0.0,31,355,0,0,0.0,0.0,2021-05-16T11:00:00Z,0,6,0,0,0,0,36,0,14150,2,3,0.0,0,-37,123,160,42,False,0,2,Neil Taylor,2,CRY,1030,1010,AVL,1140,1100
0,0,0,0,0.0,31,367,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,17,0,0,0,0,37,0,14121,2,1,0.0,0,-39,92,131,42,False,0,2,Neil Taylor,2,TOT,1130,1250,AVL,1140,1100
0,0,0,0,0.0,31,370,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,5,0,0,0,0,38,0,14196,1,2,0.0,0,39,215,176,42,True,0,2,Neil Taylor,2,CHE,1300,1310,AVL,1120,1080
