assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,gameweek,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,6,0,1.3,474,0.0,0.0,0.0,1.8,7,1,0,1.7,13.2,2023-08-12 14:00:00+00:00,79,8,0,0,0,0,1,0,33202,1,1,0,2.0,2,0,0,0,40,True,0,2,Chris Basham,17,1,CRY,1120,1085,SHU,1045,1020,1,2023
0,0,6,0,1.3,474,0.0,0.0,0.0,0.55,17,1,0,2.1,15.8,2023-08-18 18:45:00+00:00,32,16,0,0,0,0,2,0,52199,0,1,2,4.0,1,8770,12509,3739,40,False,0,2,Chris Basham,17,2,NFO,1050,1080,SHU,1020,1060,1,2023
0,0,2,0,0.0,474,0.0,0.0,0.0,0.61,30,1,0,0.2,2.0,2023-08-27 13:00:00+00:00,10,13,0,0,0,0,3,0,101328,0,2,1,0.0,1,39621,52895,13274,40,True,0,2,Chris Basham,17,3,MCI,1360,1370,SHU,1045,1020,1,2023
0,0,5,0,0.1,474,0.0,0.0,0.0,0.1,40,0,0,0.5,4.6,2023-09-02 11:30:00+00:00,22,9,0,0,0,0,4,0,108826,0,2,2,0.0,1,6433,17649,11216,40,True,0,2,Chris Basham,17,4,EVE,1125,1080,SHU,1045,1020,1,2023
0,0,3,0,0.8,474,0.0,0.1,0.1,1.87,48,2,0,1.8,13.6,2023-09-16 14:00:00+00:00,90,18,0,0,0,0,5,0,108745,1,1,2,4.0,0,-1013,7133,8146,40,False,1,2,Chris Basham,17,5,TOT,1110,1230,SHU,1020,1060,1,2023
0,0,5,0,12.3,474,0.05,0.05,0.0,0.87,60,1,0,1.8,5.8,2023-09-24 15:30:00+00:00,15,15,0,0,0,0,6,0,104598,0,8,0,0.0,1,-4201,1758,5959,40,True,0,2,Chris Basham,17,6,NEW,1210,1355,SHU,1045,1020,1,2023
0,0,3,0,11.5,474,0.02,0.04,0.02,0.61,69,0,0,2.1,5.6,2023-09-30 14:00:00+00:00,34,19,0,0,0,0,7,0,99640,0,0,2,4.0,1,-4770,1405,6175,40,False,0,2,Chris Basham,17,7,WHU,1055,1150,SHU,1020,1060,1,2023
0,0,5,0,0.1,474,0.0,0.0,0.0,0.71,76,0,0,0.9,8.6,2023-10-07 14:00:00+00:00,34,10,0,0,0,0,8,0,96957,1,1,3,0.0,1,-3192,2277,5469,40,False,0,2,Chris Basham,17,8,FUL,1050,1060,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21 19:00:00+00:00,0,14,0,0,0,0,9,0,80479,0,2,1,0.0,0,-16431,175,16606,40,True,0,2,Chris Basham,17,9,MUN,1210,1230,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2023-10-28 14:00:00+00:00,0,1,0,0,0,0,10,0,72213,0,0,5,0.0,0,-8538,87,8625,40,False,0,2,Chris Basham,17,10,ARS,1370,1330,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2023-11-04 15:00:00+00:00,0,20,0,0,0,0,11,0,65801,0,1,2,0.0,0,-6569,43,6612,40,True,0,2,Chris Basham,17,11,WOL,1105,1100,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2023-11-12 14:00:00+00:00,0,5,0,0,0,0,12,0,61153,0,1,1,0.0,0,-4475,45,4520,40,False,0,2,Chris Basham,17,12,BHA,1070,1135,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,129,0,0,0.0,0.0,2023-11-25 15:00:00+00:00,0,3,0,0,0,0,13,0,57370,0,3,1,0.0,0,-3837,27,3864,40,True,0,2,Chris Basham,17,13,BOU,1130,1075,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2023-12-02 15:00:00+00:00,0,6,0,0,0,0,14,0,55359,0,0,5,0.0,0,-2312,69,2381,40,False,0,2,Chris Basham,17,14,BUR,1050,1040,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2023-12-06 19:30:00+00:00,0,11,0,0,0,0,15,0,53709,0,2,0,0.0,0,-1746,29,1775,40,True,0,2,Chris Basham,17,15,LIV,1350,1390,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2023-12-09 15:00:00+00:00,0,4,0,0,0,0,16,0,51949,0,0,1,0.0,0,-1702,44,1746,40,True,0,2,Chris Basham,17,16,BRE,1055,1150,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16 15:00:00+00:00,0,7,0,0,0,0,17,0,49991,0,0,2,0.0,0,-1918,235,2153,39,False,0,2,Chris Basham,17,17,CHE,1080,1170,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2023-12-22 20:00:00+00:00,0,2,0,0,0,0,18,0,48888,0,1,1,0.0,0,-1177,305,1482,39,False,0,2,Chris Basham,17,18,AVL,1140,1180,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-12-26 15:00:00+00:00,0,12,0,0,0,0,19,0,48394,0,3,2,0.0,0,-709,354,1063,39,True,0,2,Chris Basham,17,19,LUT,1060,1120,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,196,0,0,0.0,0.0,2023-12-30 15:00:00+00:00,0,13,0,0,0,0,20,0,47433,0,0,2,0.0,0,-972,349,1321,39,False,0,2,Chris Basham,17,20,MCI,1350,1360,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2024-01-21 14:00:00+00:00,0,19,0,0,0,0,21,0,43434,0,2,2,0.0,0,-3858,200,4058,39,True,0,2,Chris Basham,17,21,WHU,1140,1150,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2024-01-30 20:00:00+00:00,0,8,0,0,0,0,22,0,42164,0,2,3,0.0,0,-1430,85,1515,39,False,0,2,Chris Basham,17,22,CRY,1080,1060,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,230,0,0,0.0,0.0,2024-02-03 17:30:00+00:00,0,2,0,0,0,0,23,0,41541,0,5,0,0.0,0,-649,79,728,39,True,0,2,Chris Basham,17,23,AVL,1220,1350,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,235,0,0,0.0,0.0,2024-02-10 15:00:00+00:00,0,12,0,0,0,0,24,0,40818,0,3,1,0.0,0,-731,131,862,39,False,0,2,Chris Basham,17,24,LUT,1020,1090,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,249,0,0,0.0,0.0,2024-02-18 14:00:00+00:00,0,5,0,0,0,0,25,0,39818,0,5,0,0.0,0,-952,117,1069,39,True,0,2,Chris Basham,17,25,BHA,1180,1240,SHU,1045,1020,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25 13:30:00+00:00,0,20,0,0,0,0,26,0,39004,0,0,1,0.0,0,-765,78,843,39,False,0,2,Chris Basham,17,26,WOL,1085,1115,SHU,1020,1060,1,2023
0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04 20:00:00+00:00,0,1,0,0,0,0,27,0,38657,0,6,0,0.0,0,-464,67,531,39,True,0,2,Chris Basham,17,27,ARS,1370,1360,SHU,1045,1020,1,2023
