assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2023-08-13T15:30:00Z,0,12,0,0,0,0,1,0,541,0,1,1,0.0,0,0,0,0,40,True,0,2,Abdul Rahman Baba,6,LIV,1350,1390,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2023-08-20T15:30:00Z,0,19,0,0,0,0,2,0,432,0,1,3,0.0,0,-107,0,107,40,False,0,2,Abdul Rahman Baba,6,WHU,1055,1150,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,22,0,0,0,0,3,0,381,0,0,3,0.0,0,-50,0,50,40,True,0,2,Abdul Rahman Baba,6,LUT,1060,1120,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,354,0,1,0,0.0,0,-29,0,29,40,True,0,2,Abdul Rahman Baba,6,NFO,1125,1080,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,330,0,0,0,0.0,0,-25,0,25,40,False,0,2,Abdul Rahman Baba,6,BOU,1055,1145,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,327,0,1,0,0.0,0,-5,0,5,40,True,0,2,Abdul Rahman Baba,6,AVL,1220,1350,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,9,0,0,0,0,7,0,316,0,2,0,0.0,0,-11,0,11,40,False,0,2,Abdul Rahman Baba,6,FUL,1050,1060,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,21,0,0,0,0,8,0,306,0,4,1,0.0,0,-10,0,10,40,False,0,2,Abdul Rahman Baba,6,BUR,1050,1040,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,298,0,2,2,0.0,0,-8,0,8,40,True,0,2,Abdul Rahman Baba,6,ARS,1370,1360,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,295,0,2,0,0.0,0,-3,0,3,40,True,0,2,Abdul Rahman Baba,6,BRE,1055,1150,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,286,0,4,1,0.0,0,-9,0,9,40,False,0,2,Abdul Rahman Baba,6,TOT,1110,1230,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,283,0,4,4,0.0,0,-2,0,2,40,True,0,2,Abdul Rahman Baba,6,MCI,1360,1370,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,279,0,1,4,0.0,0,-4,0,4,40,False,0,2,Abdul Rahman Baba,6,NEW,1050,1160,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,278,0,2,3,0.0,0,-2,0,2,40,True,0,2,Abdul Rahman Baba,6,BHA,1180,1240,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,274,0,1,2,0.0,0,-3,0,3,40,False,0,2,Abdul Rahman Baba,6,MUN,1130,1120,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,8,0,0,0,0,16,0,273,0,0,2,0.0,0,-2,0,2,40,False,0,2,Abdul Rahman Baba,6,EVE,1125,1065,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,23,0,0,0,0,17,0,269,0,0,2,0.0,0,-3,0,3,40,True,0,2,Abdul Rahman Baba,6,SHU,1020,1060,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,264,0,1,2,0.0,0,-5,0,5,40,False,0,2,Abdul Rahman Baba,6,WOL,1085,1115,CHE,1150,1230,2023,
