assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06 14:00:00+00:00,0,11,0,0,0,0,1,0,5128,0,1,2,0.0,0,0,0,0,55,False,0,4,Fábio Silva,20,LEE,1070,1130,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2022-08-13 14:00:00+00:00,0,9,0,0,0,0,2,0,3602,0,0,0,0.0,0,-1436,0,1436,55,True,0,4,Fábio Silva,20,FUL,1065,1140,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20 11:30:00+00:00,0,18,0,0,0,0,3,0,2993,0,0,1,0.0,0,-681,0,681,55,False,0,4,Fábio Silva,20,TOT,1140,1170,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28 13:00:00+00:00,0,15,0,0,0,0,4,0,2618,0,1,1,0.0,0,-398,0,398,55,True,0,4,Fábio Silva,20,NEW,1300,1220,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2022-08-31 18:30:00+00:00,0,3,0,0,0,0,5,0,2441,0,0,0,0.0,0,-193,0,193,55,False,0,4,Fábio Silva,20,BOU,1020,1050,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2022-09-03 14:00:00+00:00,0,17,0,0,0,0,6,0,2279,0,0,1,0.0,0,-161,0,161,55,True,0,4,Fábio Silva,20,SOU,1070,1080,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2022-09-17 11:30:00+00:00,0,13,0,0,0,0,8,0,2109,0,3,0,0.0,0,-41,0,41,55,True,0,4,Fábio Silva,20,MCI,1340,1380,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2022-10-01 16:30:00+00:00,0,19,0,0,0,0,9,0,2051,0,0,2,0.0,0,-60,0,60,55,False,0,4,Fábio Silva,20,WHU,1145,1060,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08 14:00:00+00:00,0,6,0,0,0,0,10,0,1993,0,0,3,0.0,0,-58,0,58,55,False,0,4,Fábio Silva,20,CHE,1190,1140,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2022-10-15 14:00:00+00:00,0,16,0,0,0,0,11,0,1961,0,0,1,0.0,0,-34,0,34,55,True,0,4,Fábio Silva,20,NFO,1100,1105,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2022-10-18 19:15:00+00:00,0,7,0,0,0,0,12,0,1943,0,1,2,0.0,0,-18,0,18,55,False,0,4,Fábio Silva,20,CRY,1110,1060,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2022-10-23 13:00:00+00:00,0,10,0,0,0,0,13,0,1930,0,4,0,0.0,0,-16,0,16,55,True,0,4,Fábio Silva,20,LEI,1110,1120,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2022-10-29 14:00:00+00:00,0,4,0,0,0,0,14,0,1901,0,1,1,0.0,0,-27,0,27,55,False,0,4,Fábio Silva,20,BRE,1100,1130,WOL,1100,1080,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2022-11-05 15:00:00+00:00,0,5,0,0,0,0,15,0,1891,0,3,2,0.0,0,-11,0,11,55,True,0,4,Fábio Silva,20,BHA,1150,1200,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2022-11-12 19:45:00+00:00,0,1,0,0,0,0,16,0,1880,0,2,0,0.0,0,-11,0,11,55,True,0,4,Fábio Silva,20,ARS,1250,1320,WOL,1100,1060,1,2022
0,0,0,0,0.0,488,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2022-12-26 15:00:00+00:00,0,8,0,0,0,0,17,0,1849,0,2,1,0.0,0,-31,0,31,55,False,0,4,Fábio Silva,20,EVE,1070,1040,WOL,1100,1080,1,2022
