assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,277,0,0,0.0,0.0,2024-03-10T15:45:00Z,0,13,0,0,0,0,28,0,0,0,1,1,0.0,0,0,0,0,40,True,0,2,Amara Nallo,11,MCI,1360,1370,LIV,1210,1270
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,295,0,0,0.0,0.0,2024-03-31T13:00:00Z,0,5,0,0,0,0,30,0,133,0,1,2,0.0,0,16,28,12,40,True,0,2,Amara Nallo,11,BHA,1180,1240,LIV,1210,1270
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,308,0,0,0.0,0.0,2024-04-04T18:30:00Z,0,17,0,0,0,0,31,0,170,0,1,3,0.0,0,4,17,13,40,True,0,2,Amara Nallo,11,SHU,1020,1060,LIV,1210,1270
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2024-04-07T14:30:00Z,0,14,0,0,0,0,32,0,205,0,2,2,0.0,0,-11,3,14,40,False,0,2,Amara Nallo,11,MUN,1130,1120,LIV,1350,1390
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2024-04-14T13:00:00Z,0,8,0,0,0,0,33,0,274,0,1,0,0.0,0,7,26,19,40,True,0,2,Amara Nallo,11,CRY,1120,1085,LIV,1210,1270
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,335,0,0,0.0,0.0,2024-04-21T15:30:00Z,0,10,0,0,0,0,34,0,348,0,3,1,0.0,0,7,25,18,40,False,0,2,Amara Nallo,11,FUL,1050,1060,LIV,1350,1390
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,285,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,9,0,0,0,0,34,0,348,0,0,2,0.0,0,7,25,18,40,False,0,2,Amara Nallo,11,EVE,1125,1065,LIV,1350,1390
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,349,0,0,0.0,0.0,2024-04-27T11:30:00Z,0,19,0,0,0,0,35,0,386,0,2,2,0.0,0,-9,16,25,40,False,0,2,Amara Nallo,11,WHU,1055,1150,LIV,1350,1390
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2024-05-05T15:30:00Z,0,18,0,0,0,0,36,0,427,0,2,4,0.0,0,-5,17,22,40,True,0,2,Amara Nallo,11,TOT,1150,1310,LIV,1210,1270
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,361,0,0,0.0,0.0,2024-05-13T19:00:00Z,0,2,0,0,0,0,37,0,498,0,3,3,0.0,0,-1,30,31,40,False,0,2,Amara Nallo,11,AVL,1140,1180,LIV,1350,1390
0,0,0,0,0.0,837,0.0,0.0,0.0,0.0,377,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,20,0,0,0,0,38,0,591,0,0,2,0.0,0,22,40,18,40,True,0,2,Amara Nallo,11,WOL,1105,1100,LIV,1210,1270
