assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,season,position
0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17,0,False,16,0,0,0,0,1,0,3455,0,1,1,0.0,0,0,0,0,55,False,0,Enes Ünal,65,0,0,0,0.0,3,NFO,1140,1130,BOU,1140,1210,2.0341525000000003,6.25,1.72870575,8.5,1.6113240625,5.9375,1.3018199375,7.125,1.5060975,7.25,2.1988675,13.5,1.8751891875,8.125,1.7553133124999998,9.625,2024,FWD
0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25,0,False,15,0,0,0,0,2,0,2449,0,1,1,0.0,0,-1083,86,1169,55,True,0,Enes Ünal,65,0,0,0,0.0,3,NEW,1150,1290,BOU,1080,1190,2.20303225,8.5,1.767255,9.0,2.14742075,9.5,1.488403,7.0625,1.363055,7.0,2.170675,14.25,1.8316285625,7.0625,1.7239664375,9.75,2024,FWD
0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2024-08-31,0,False,8,0,0,0,0,3,0,2144,0,3,2,0.0,0,-414,217,631,54,False,0,Enes Ünal,65,0,0,0,0.0,3,EVE,1130,1060,BOU,1140,1210,0.8858020000000002,5.25,2.01987075,8.5,1.2834806250000002,6.625,1.7673246875,8.25,1.8796625,8.25,1.6654625000000003,9.5,1.8600129375,7.375,1.6932551875,9.75,2024,FWD
0,0,7,0,10.3,65,0.0549122653901577,0.12,0.0577355735003948,0.3,32,1,0,4.2,7.2,2024-09-14,7,False,6,0,0,0,0,4,0,2007,0,1,0,24.0,1,-210,214,424,54,True,0,Enes Ünal,65,2,1,0,0.0577355735003948,3,CHE,1150,1360,BOU,1080,1190,1.91643,6.5,1.515047,8.5,2.3128511875,8.9375,1.6086724375,8.1875,2.35079,7.25,1.82273,10.5,1.986949875,7.3125,1.7407508125,9.875,2024,FWD
0,0,3,0,0.3,65,0.0,0.04,0.0478270277380943,0.39,46,0,0,0.3,0.2,2024-09-21,14,False,12,0,0,0,0,5,0,2721,0,0,3,2.0,1,478,692,214,54,False,0,Enes Ünal,65,1,0,0,0.0478270277380943,3,LIV,1340,1360,BOU,1140,1210,2.48056,12.25,0.7225604999999997,3.5,2.669921875,15.5,1.092619,5.5625,2.2346175,6.0,1.656484,10.75,1.99327175,7.25,1.6987580625,9.875,2024,FWD
0,0,4,0,10.6,65,0.1139122396707534,0.01,0.0,0.02,52,0,0,1.3,2.4,2024-09-30,14,False,17,0,0,0,0,6,0,4267,0,1,3,0.0,1,1266,1843,577,54,True,0,Enes Ünal,65,0,1,0,0.0,3,SOU,1060,1090,BOU,1080,1190,1.5290355,7.0,2.8498725,11.5,1.284375,6.0,2.2465839375,11.1875,2.1247775,6.5,1.9547990000000004,11.5,1.839723,6.6875,1.7312449375,10.5625,2024,FWD
0,0,-3,0,0.5,65,0.0,0.45,0.1351032853126526,0.03,68,0,0,1.0,0.0,2024-10-05,16,False,11,0,0,0,0,7,0,5225,0,0,1,13.0,1,710,1733,1023,54,False,0,Enes Ünal,65,1,0,0,0.1351032853126526,3,LEI,1050,1090,BOU,1140,1210,1.0256125,5.5,3.2319575,12.0,1.4352100125000002,4.4375,2.08464825,9.75,1.8515325,6.25,1.6555985000000002,11.0,1.7521055,6.6875,1.6001123125,10.9375,2024,FWD
0,0,3,0,3.3,65,0.0,0.0,0.0,0.0,71,0,0,0.4,0.2,2024-10-19,8,False,1,0,0,0,0,8,0,4984,0,0,2,0.0,1,-444,673,1117,54,True,0,Enes Ünal,65,0,0,0,0.0,3,ARS,1370,1350,BOU,1080,1190,2.9274275,9.75,1.2898785,7.5,2.491284375,13.75,1.0360570625,4.9375,1.5997199999999998,6.25,1.2445417500000002,7.75,1.786914875,6.75,1.598755,10.375,2024,FWD
0,0,0,1,2.3,65,0.0,0.12,0.0775818675756454,1.33,82,0,0,0.7,0.0,2024-10-26,63,False,2,0,0,0,0,9,0,5077,1,1,1,8.0,1,-11,525,536,54,False,1,Enes Ünal,65,2,0,0,0.0775818675756454,3,AVL,1080,1140,BOU,1140,1210,1.37180225,8.0,1.3613684999999998,3.5,1.54340603125,7.0625,1.8038826875,6.9375,1.76144,6.75,1.1965497500000004,6.5,1.841571125,6.9375,1.6341530625,10.25,2024,FWD
0,0,0,0,0.0,65,0.0,0.0,0.0,0.91,91,1,0,0.6,2.2,2024-11-02,12,False,13,0,0,0,0,10,0,5183,0,1,2,4.0,1,-9,697,706,54,True,0,Enes Ünal,65,0,0,0,0.0,3,MCI,1230,1350,BOU,1080,1190,1.7901375000000002,15.25,1.3082765,6.0,2.4435176875,15.0625,1.01125140625,3.9375,1.47615525,6.75,1.0807222500000002,7.25,1.8236050625,7.0,1.6759793125,10.8125,2024,FWD
