assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05 19:00:00+00:00,0,1,0,0,0,0,1,0,1347,0,2,0,0.0,0,0,0,0,50,True,0,3,James McArthur,7,ARS,1250,1320,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2022-08-15 19:00:00+00:00,0,12,0,0,0,0,2,0,1063,0,1,1,0.0,0,-324,98,422,50,False,0,3,James McArthur,7,LIV,1180,1260,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2022-08-20 14:00:00+00:00,0,2,0,0,0,0,3,0,895,0,1,3,0.0,0,-202,96,298,49,True,0,3,James McArthur,7,AVL,1075,1130,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27 14:00:00+00:00,0,13,0,0,0,0,4,0,704,0,2,4,0.0,0,-203,12,215,49,False,0,3,James McArthur,7,MCI,1340,1360,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2022-08-30 18:30:00+00:00,0,4,0,0,0,0,5,0,661,0,1,1,0.0,0,-55,21,76,49,True,0,3,James McArthur,7,BRE,1160,1200,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2022-09-03 14:00:00+00:00,0,15,0,0,0,0,6,0,615,0,0,0,0.0,0,-51,13,64,48,False,0,3,James McArthur,7,NEW,1250,1165,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01 14:00:00+00:00,0,6,0,0,0,0,9,0,717,0,2,1,0.0,0,116,153,37,48,True,0,3,James McArthur,7,CHE,1220,1220,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09 13:00:00+00:00,0,11,0,0,0,0,10,0,593,0,1,2,0.0,0,-119,27,146,48,True,0,3,James McArthur,7,LEE,1075,1120,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2022-10-15 11:30:00+00:00,0,10,0,0,0,0,11,0,617,0,0,0,0.0,0,20,67,47,48,False,0,3,James McArthur,7,LEI,1065,1200,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2022-10-18 19:15:00+00:00,0,20,0,0,0,0,12,0,562,0,1,2,0.0,0,-53,8,61,48,True,0,3,James McArthur,7,WOL,1100,1080,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2022-10-22 14:00:00+00:00,0,8,0,0,0,0,13,0,551,0,0,3,0.0,0,-14,10,24,48,False,0,3,James McArthur,7,EVE,1070,1040,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2022-10-29 14:00:00+00:00,0,17,0,0,0,0,14,0,535,0,0,1,0.0,0,-18,12,30,48,True,0,3,James McArthur,7,SOU,1070,1080,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2022-11-06 14:00:00+00:00,0,19,0,0,0,0,15,0,533,0,2,1,0.0,0,-3,20,23,48,False,0,3,James McArthur,7,WHU,1145,1060,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2022-11-12 15:00:00+00:00,0,16,0,0,0,0,16,0,523,0,0,1,0.0,0,-14,18,32,48,False,0,3,James McArthur,7,NFO,1065,1030,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2022-12-26 15:00:00+00:00,0,9,0,0,0,0,17,0,514,0,3,0,0.0,0,-11,30,41,48,True,0,3,James McArthur,7,FUL,1065,1140,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2022-12-31 15:00:00+00:00,0,3,0,0,0,0,18,0,527,0,2,0,0.0,0,9,21,12,48,False,0,3,James McArthur,7,BOU,1020,1050,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,185,0,0,0.0,0.0,2023-01-04 20:00:00+00:00,0,18,0,0,0,0,19,0,519,0,4,0,0.0,0,-9,11,20,48,True,0,3,James McArthur,7,TOT,1210,1230,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2023-01-15 14:00:00+00:00,0,6,0,0,0,0,20,0,521,0,0,1,0.0,0,2,27,25,48,False,0,3,James McArthur,7,CHE,1190,1140,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-01-18 20:00:00+00:00,0,14,0,0,0,0,20,0,521,0,1,1,0.0,0,2,27,25,48,True,0,3,James McArthur,7,MUN,1220,1220,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21 17:30:00+00:00,0,15,0,0,0,0,21,0,519,0,0,0,0.0,0,-4,16,20,48,True,0,3,James McArthur,7,NEW,1300,1220,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2023-02-04 15:00:00+00:00,0,14,0,0,0,0,22,0,514,0,1,2,0.0,0,-3,7,10,48,False,0,3,James McArthur,7,MUN,1140,1165,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,223,0,0,0.0,0.0,2023-02-11 15:00:00+00:00,0,5,0,0,0,0,23,0,542,0,1,1,0.0,0,22,38,16,48,True,0,3,James McArthur,7,BHA,1150,1200,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2023-02-18 15:00:00+00:00,0,4,0,0,0,0,24,0,571,0,1,1,0.0,0,12,33,21,48,False,0,3,James McArthur,7,BRE,1100,1130,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2023-02-25 19:45:00+00:00,0,12,0,0,0,0,25,0,605,0,0,0,0.0,0,9,40,31,48,True,0,3,James McArthur,7,LIV,1250,1300,CRY,1110,1060,1,2022
0,0,2,0,0.3,154,0.0,0.0,0.0,0.11,252,0,0,0.1,0.2,2023-03-04 15:00:00+00:00,9,2,0,0,0,0,26,0,606,0,0,1,0.0,1,-1,18,19,48,False,0,3,James McArthur,7,AVL,1070,1070,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11 17:30:00+00:00,0,13,0,0,0,0,27,0,623,0,1,0,0.0,0,4,31,27,48,True,0,3,James McArthur,7,MCI,1340,1380,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15 19:30:00+00:00,0,5,0,0,0,0,27,0,623,0,0,1,0.0,0,4,31,27,48,False,0,3,James McArthur,7,BHA,1140,1200,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2023-03-19 14:00:00+00:00,0,1,0,0,0,0,28,0,625,0,1,4,0.0,0,-4,11,15,48,False,0,3,James McArthur,7,ARS,1250,1240,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,285,0,0,0.0,0.0,2023-04-01 14:00:00+00:00,0,10,0,0,0,0,29,0,636,0,1,2,0.0,0,4,14,10,48,True,0,3,James McArthur,7,LEI,1110,1120,CRY,1110,1060,1,2022
0,0,4,0,0.8,154,0.0,0.0,0.0,0.0,294,0,0,0.6,4.8,2023-04-09 13:00:00+00:00,10,11,0,0,0,0,30,0,651,0,5,1,0.0,1,-3,14,17,48,False,0,3,James McArthur,7,LEE,1070,1130,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,2023-04-15 14:00:00+00:00,0,17,0,0,0,0,31,0,688,0,2,0,0.0,0,18,26,8,48,False,0,3,James McArthur,7,SOU,1070,1060,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2023-04-22 14:00:00+00:00,0,8,0,0,0,0,32,0,721,0,0,0,0.0,0,15,28,13,48,True,0,3,James McArthur,7,EVE,1100,1090,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2023-04-25 18:30:00+00:00,0,20,0,0,0,0,33,0,713,0,0,2,0.0,0,-6,11,17,48,False,0,3,James McArthur,7,WOL,1100,1060,CRY,1110,1090,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,335,0,0,0.0,0.0,2023-04-29 11:30:00+00:00,0,19,0,0,0,0,34,0,706,0,3,4,0.0,0,-9,18,27,48,True,0,3,James McArthur,7,WHU,1150,1110,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,348,0,0,0.0,0.0,2023-05-06 14:00:00+00:00,0,18,0,0,0,0,35,0,713,0,0,1,0.0,0,-11,18,29,48,False,0,3,James McArthur,7,TOT,1140,1170,CRY,1110,1090,1,2022
0,0,3,0,0.6,154,0.0,0.0,0.0,0.04,355,0,0,0.2,1.8,2023-05-13 14:00:00+00:00,9,3,0,0,0,0,36,0,718,0,0,2,0.0,1,7,28,21,48,True,0,3,James McArthur,7,BOU,1110,1080,CRY,1110,1060,1,2022
0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,363,0,0,0.0,0.0,2023-05-20 14:00:00+00:00,0,9,0,0,0,0,37,0,748,0,2,2,0.0,0,17,38,21,48,False,0,3,James McArthur,7,FUL,1070,1120,CRY,1110,1090,1,2022
0,0,4,0,0.0,154,0.0,0.0,0.0,0.26,375,0,0,0.0,0.0,2023-05-28 15:30:00+00:00,22,16,0,0,0,0,38,0,783,0,1,1,0.0,1,23,49,26,48,True,0,3,James McArthur,7,NFO,1100,1105,CRY,1110,1060,1,2022
