assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,3,0,13.3,57,0.09,0.09,0.0,2.2,6,3,0,1.9,3.4,2023-08-12T16:30:00Z,45,15,0,0,0,0,1,0,98326,0,1,5,2.0,1,0,0,0,60,False,0,3,Youri Tielemans,2,NEW,1050,1160,AVL,1220,1350,2023
0,0,9,0,1.4,57,0.01,0.01,0.0,0.03,11,0,0,0.4,2.6,2023-08-20T13:00:00Z,27,8,0,0,0,0,2,0,97894,0,0,4,0.0,1,-11529,3534,15063,60,True,0,3,Youri Tielemans,2,EVE,1125,1080,AVL,1140,1180,2023
0,0,3,0,0.0,57,0.0,0.0,0.0,0.33,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,4,21,0,0,0,0,3,0,83838,0,3,1,0.0,1,-16380,2353,18733,59,False,0,3,Youri Tielemans,2,BUR,1050,1040,AVL,1220,1350,2023
0,0,3,0,0.2,57,0.0,0.0,0.0,0.12,37,0,0,0.4,4.2,2023-09-03T13:00:00Z,18,12,0,0,0,0,4,0,70939,0,0,3,0.0,1,-14360,759,15119,59,False,0,3,Youri Tielemans,2,LIV,1210,1270,AVL,1220,1350,2023
0,0,3,0,4.9,57,0.03,0.11,0.08,0.8,41,0,0,1.5,3.8,2023-09-16T14:00:00Z,32,7,0,0,0,0,5,0,63285,0,1,3,6.0,1,-9268,1147,10415,58,True,0,3,Youri Tielemans,2,CRY,1120,1085,AVL,1140,1180,2023
0,0,3,0,1.1,57,0.01,0.01,0.0,0.19,55,0,0,0.8,2.6,2023-09-24T13:00:00Z,9,6,0,0,0,0,6,0,59254,0,1,0,4.0,1,-4682,714,5396,58,False,0,3,Youri Tielemans,2,CHE,1080,1170,AVL,1220,1350,2023
0,0,3,0,0.3,57,0.0,0.0,0.0,0.0,61,0,0,0.1,0.2,2023-09-30T11:30:00Z,1,5,0,0,0,0,7,0,56499,0,1,6,0.0,1,-3251,1304,4555,57,True,0,3,Youri Tielemans,2,BHA,1180,1240,AVL,1140,1180,2023
0,0,3,0,1.3,57,0.0,0.0,0.0,0.14,80,0,0,0.2,0.8,2023-10-08T13:00:00Z,8,20,0,0,0,0,8,0,55582,0,1,1,0.0,1,-1559,2122,3681,57,False,0,3,Youri Tielemans,2,WOL,1085,1115,AVL,1220,1350,2023
1,0,18,0,11.1,57,0.03,0.03,0.0,0.03,81,0,0,3.1,19.6,2023-10-22T15:30:00Z,5,19,0,0,0,0,9,0,53908,0,1,4,0.0,4,-2121,1034,3155,57,True,0,3,Youri Tielemans,2,WHU,1140,1150,AVL,1140,1180,2023
0,0,2,0,4.0,57,0.02,0.02,0.0,0.37,92,1,0,0.6,2.0,2023-10-29T14:00:00Z,11,22,0,0,0,0,10,0,53361,0,1,3,0.0,1,-883,1417,2300,57,True,0,3,Youri Tielemans,2,LUT,1060,1120,AVL,1140,1180,2023
0,0,7,0,4.5,57,0.04,0.1,0.06,0.0,108,0,0,0.9,1.6,2023-11-05T14:00:00Z,31,16,0,0,0,0,11,0,52521,0,0,2,3.0,1,-1089,1272,2361,57,False,0,3,Youri Tielemans,2,NFO,1050,1080,AVL,1220,1350,2023
0,0,13,0,18.8,57,0.38,0.46,0.08,0.93,112,1,0,4.4,12.6,2023-11-12T14:00:00Z,90,9,0,0,0,0,12,0,51454,1,1,3,13.0,2,-1284,582,1866,57,True,0,3,Youri Tielemans,2,FUL,1180,1170,AVL,1140,1180,2023
1,0,14,0,26.1,57,0.07,0.07,0.0,1.14,130,0,0,5.1,24.6,2023-11-26T14:00:00Z,45,18,0,0,0,0,13,0,51092,0,2,1,0.0,4,-696,760,1456,56,False,0,3,Youri Tielemans,2,TOT,1110,1230,AVL,1220,1350,2023
0,0,17,0,4.5,57,0.02,0.02,0.0,2.02,132,2,0,2.4,19.2,2023-12-03T14:00:00Z,90,3,0,0,0,0,14,0,51607,1,2,2,0.0,2,197,1089,892,56,False,0,3,Youri Tielemans,2,BOU,1055,1145,AVL,1220,1350,2023
1,0,17,1,13.8,57,0.05,0.09,0.04,0.83,141,0,0,4.5,18.8,2023-12-06T20:15:00Z,84,13,0,0,0,0,15,0,51218,1,0,1,12.0,6,-481,462,943,56,True,0,3,Youri Tielemans,2,MCI,1360,1370,AVL,1140,1180,2023
0,0,1,0,1.0,57,0.01,0.01,0.0,0.72,151,0,0,0.9,6.0,2023-12-09T17:30:00Z,55,1,0,0,0,0,16,0,52187,1,0,1,2.0,1,722,1497,775,56,True,0,3,Youri Tielemans,2,ARS,1370,1360,AVL,1140,1180,2023
0,0,0,0,0.0,57,0.0,0.0,0.0,0.0,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,4,0,0,0,0,17,0,53191,0,2,1,0.0,0,712,2501,1789,56,False,0,3,Youri Tielemans,2,BRE,1110,1090,AVL,1220,1350,2023
0,0,0,0,0.0,57,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,23,0,0,0,0,18,0,50070,0,1,1,0.0,0,-2950,78,3028,56,True,0,3,Youri Tielemans,2,SHU,1020,1060,AVL,1140,1180,2023
0,0,0,0,0.0,57,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-12-26T20:00:00Z,0,14,0,0,0,0,19,0,47763,0,2,3,0.0,0,-2469,23,2492,56,False,0,3,Youri Tielemans,2,MUN,1130,1120,AVL,1220,1350,2023
0,0,0,0,0.0,57,0.0,0.0,0.0,0.0,191,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,21,0,0,0,0,20,0,45784,0,2,3,0.0,0,-1999,12,2011,56,True,0,3,Youri Tielemans,2,BUR,1050,1050,AVL,1140,1180,2023
0,0,-2,0,2.1,57,0.05,0.05,0.0,0.08,207,0,0,0.1,0.0,2024-01-14T14:00:00Z,26,8,0,0,0,0,21,0,44200,0,0,0,0.0,0,-1599,47,1646,56,False,1,3,Youri Tielemans,2,EVE,1125,1065,AVL,1220,1350,2023
0,0,7,0,9.8,57,0.39,0.39,0.0,1.77,211,3,0,1.2,1.8,2024-01-30T20:15:00Z,62,15,0,0,0,0,22,0,44182,1,3,1,0.0,2,-248,254,502,56,True,0,3,Youri Tielemans,2,NEW,1210,1355,AVL,1140,1180,2023
0,0,28,1,34.9,57,0.05,0.23,0.18,1.11,230,0,1,9.9,38.2,2024-02-03T17:30:00Z,80,23,0,0,0,0,23,0,44361,1,5,0,26.0,8,54,216,162,56,False,0,3,Youri Tielemans,2,SHU,1045,1020,AVL,1220,1350,2023
0,0,9,0,11.8,57,0.02,0.02,0.0,0.34,231,1,0,2.1,8.8,2024-02-11T16:30:00Z,17,14,0,0,0,0,24,0,45338,0,2,1,0.0,1,732,1076,344,56,True,0,3,Youri Tielemans,2,MUN,1210,1230,AVL,1140,1180,2023
1,0,17,0,15.3,57,0.2,0.58,0.38,1.4,244,1,0,6.0,25.4,2024-02-17T15:00:00Z,90,9,0,0,0,0,25,0,45310,1,2,1,19.0,5,-171,540,711,56,False,0,3,Youri Tielemans,2,FUL,1050,1060,AVL,1220,1350,2023
0,0,5,0,16.4,57,0.03,0.13,0.1,2.58,252,2,0,3.1,8.6,2024-02-24T15:00:00Z,81,16,0,0,0,0,26,0,48547,1,2,4,6.0,2,2369,2939,570,56,True,0,3,Youri Tielemans,2,NFO,1125,1080,AVL,1140,1180,2023
0,0,7,0,18.9,57,0.05,0.05,0.0,2.15,265,2,0,3.1,9.6,2024-03-02T17:30:00Z,78,22,0,0,0,0,27,0,47227,1,3,2,2.0,2,-856,435,1291,56,False,0,3,Youri Tielemans,2,LUT,1020,1090,AVL,1220,1350,2023
0,0,5,0,4.7,57,0.0,0.09,0.09,0.95,272,2,0,1.4,0.0,2024-03-10T13:00:00Z,57,18,0,0,0,0,28,0,46919,1,4,0,9.0,1,-478,337,815,56,True,0,3,Youri Tielemans,2,TOT,1150,1310,AVL,1140,1180,2023
0,0,9,0,20.9,57,0.07,0.1,0.03,2.04,289,1,0,4.6,18.2,2024-03-17T14:00:00Z,90,19,0,0,0,0,29,0,49657,1,1,1,7.0,1,929,1381,452,56,False,1,3,Youri Tielemans,2,WHU,1055,1150,AVL,1220,1350,2023
0,0,15,1,26.3,57,0.11,0.11,0.0,1.49,291,0,0,3.6,9.6,2024-03-30T17:30:00Z,90,20,0,0,0,0,30,0,48027,1,0,2,0.0,2,-259,680,939,56,True,1,3,Youri Tielemans,2,WOL,1105,1100,AVL,1140,1180,2023
0,0,3,0,0.7,57,0.01,0.01,0.0,1.0,309,1,0,0.8,6.8,2024-04-03T19:15:00Z,27,13,0,0,0,0,31,0,47799,0,1,4,0.0,1,-348,274,622,56,False,0,3,Youri Tielemans,2,MCI,1350,1360,AVL,1220,1350,2023
1,1,28,0,28.1,57,0.08,0.08,0.0,1.56,311,3,0,6.2,32.2,2024-04-06T14:00:00Z,90,4,0,0,0,0,32,0,47586,1,3,3,2.0,6,-314,369,683,56,True,0,3,Youri Tielemans,2,BRE,1055,1150,AVL,1140,1180,2023
1,0,23,1,19.1,57,0.02,0.04,0.02,1.62,321,0,0,5.1,28.2,2024-04-14T15:30:00Z,90,1,0,0,0,0,33,0,47757,1,2,0,4.0,6,-7,580,587,56,False,0,3,Youri Tielemans,2,ARS,1370,1330,AVL,1220,1350,2023
0,0,15,0,4.8,57,0.05,0.06,0.01,1.69,331,1,0,2.0,12.8,2024-04-21T14:00:00Z,90,3,0,0,0,0,34,0,49214,1,1,3,2.0,2,1220,1802,582,56,True,0,3,Youri Tielemans,2,BOU,1130,1075,AVL,1140,1180,2023
