assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,13,0,2.2,317,7,3,0,2.8,5.2,2021-08-14 16:30:00+00:00,90,11,0,0,0,0,1,0,8058,3,0,21.0,2,0,0,0,45,True,0,3,Lukas Rupp,15,LIV,1350,1350,NOR,1040,1040,1
0,0,2,0,0.3,317,16,2,0,0.6,5.2,2021-08-21 14:00:00+00:00,45,12,0,0,0,0,2,0,10891,0,5,0.0,1,658,2032,1374,45,False,0,3,Lukas Rupp,15,MCI,1340,1340,NOR,1040,1030,1
0,0,5,0,14.7,317,26,1,0,2.9,6.2,2021-08-28 14:00:00+00:00,17,9,0,0,0,0,3,0,10835,2,1,8.0,1,-481,909,1390,45,True,0,3,Lukas Rupp,15,LEI,1080,1160,NOR,1040,1040,1
0,0,10,0,2.3,317,31,1,0,0.9,4.0,2021-09-11 14:00:00+00:00,79,1,0,0,0,0,4,0,10685,0,1,3.0,2,-571,1435,2006,45,False,0,3,Lukas Rupp,15,ARS,1150,1190,NOR,1040,1030,1
0,0,0,0,0.0,317,47,0,0,0.0,0.0,2021-09-18 14:00:00+00:00,0,18,0,0,0,0,5,0,11506,3,1,0.0,0,350,1840,1490,45,True,0,3,Lukas Rupp,15,WAT,1040,1070,NOR,1040,1040,1
0,0,0,0,0.0,317,55,0,0,0.0,0.0,2021-09-25 14:00:00+00:00,0,8,0,0,0,0,6,0,11103,0,2,0.0,0,-475,895,1370,45,False,0,3,Lukas Rupp,15,EVE,1130,1110,NOR,1040,1030,1
0,0,3,0,0.8,317,62,0,0,0.2,1.6,2021-10-02 14:00:00+00:00,10,5,0,0,0,0,7,0,10417,0,0,0.0,1,-810,444,1254,45,False,0,3,Lukas Rupp,15,BUR,1080,1060,NOR,1040,1030,1
0,0,2,0,0.0,317,78,0,0,0.0,0.0,2021-10-16 14:00:00+00:00,7,4,0,0,0,0,8,0,9735,0,0,0.0,1,-780,191,971,45,True,0,3,Lukas Rupp,15,BHA,1160,1120,NOR,1040,1040,1
0,0,0,0,0.0,317,84,0,0,0.0,0.0,2021-10-23 11:30:00+00:00,0,6,0,0,0,0,9,0,19719,0,7,0.0,0,6770,8594,1824,44,False,0,3,Lukas Rupp,15,CHE,1300,1250,NOR,1040,1030,1
0,0,0,0,0.0,317,97,0,0,0.0,0.0,2021-10-31 14:00:00+00:00,0,10,0,0,0,0,10,0,28716,2,1,0.0,0,7238,11890,4652,44,True,0,3,Lukas Rupp,15,LEE,1070,1100,NOR,1040,1040,1
0,0,0,0,0.0,317,102,0,0,0.0,0.0,2021-11-06 15:00:00+00:00,0,3,0,0,0,0,11,0,33261,2,1,0.0,0,4144,7792,3648,44,False,0,3,Lukas Rupp,15,BRE,1120,1080,NOR,1040,1030,1
0,0,3,0,0.0,317,117,0,0,0.5,5.0,2021-11-20 15:00:00+00:00,4,16,0,0,0,0,12,0,33808,1,2,0.0,1,124,4418,4294,44,True,0,3,Lukas Rupp,15,SOU,1140,1090,NOR,1040,1040,1
0,0,14,0,37.4,317,130,0,0,8.7,14.8,2021-11-27 15:00:00+00:00,55,20,0,0,0,0,13,0,33507,0,0,35.0,1,-233,2473,2706,44,True,0,3,Lukas Rupp,15,WOL,1160,1100,NOR,1040,1040,1
0,0,18,0,28.7,317,138,1,0,5.9,10.2,2021-11-30 19:30:00+00:00,90,14,0,0,0,0,14,0,33213,1,1,20.0,2,-464,1318,1782,44,False,0,3,Lukas Rupp,15,NEW,1050,1040,NOR,1040,1030,1
0,0,0,0,0.0,317,147,0,0,0.0,0.0,2021-12-05 14:00:00+00:00,0,17,0,0,0,0,15,0,32081,0,3,0.0,0,-1198,1218,2416,44,False,0,3,Lukas Rupp,15,TOT,1190,1210,NOR,1040,1030,1
0,0,12,0,23.8,317,160,1,0,5.8,13.6,2021-12-11 17:30:00+00:00,75,13,0,0,0,0,16,0,30503,1,0,21.0,2,-1726,623,2349,44,True,0,3,Lukas Rupp,15,MUN,1190,1200,NOR,1040,1040,1
0,0,0,0,0.0,317,167,0,0,0.0,0.0,2021-12-14 19:45:00+00:00,0,2,0,0,0,0,17,0,29825,2,0,0.0,0,-765,1050,1815,44,True,0,3,Lukas Rupp,15,AVL,1110,1090,NOR,1040,1040,1
0,0,0,0,0.0,317,187,0,0,0.0,0.0,2021-12-26 15:00:00+00:00,0,1,0,0,0,0,19,0,25389,5,0,0.0,0,-1774,225,1999,44,True,0,3,Lukas Rupp,15,ARS,1210,1220,NOR,1040,1040,1
0,0,0,0,0.0,317,194,0,0,0.0,0.0,2021-12-28 15:00:00+00:00,0,7,0,0,0,0,20,0,25051,0,3,0.0,0,-591,105,696,44,False,0,3,Lukas Rupp,15,CRY,1110,1080,NOR,1040,1030,1
0,0,0,0,0.0,317,179,0,0,0.0,0.0,2022-01-12 19:45:00+00:00,0,19,0,0,0,0,21,0,23842,0,2,0.0,0,-1237,59,1296,44,False,0,3,Lukas Rupp,15,WHU,1110,1160,NOR,1040,1030,1
