assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,8,0,0,0,0,1,0,29579,0,1,0,0.0,0,0,0,0,40,False,0,2,Robert Kenedy Nunes do Nascimento,6,EVE,1070,1040,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2022-08-14T15:30:00Z,0,18,0,0,0,0,2,0,34148,0,2,2,0.0,0,-2005,1912,3917,40,True,0,2,Robert Kenedy Nunes do Nascimento,6,TOT,1210,1230,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,34692,0,0,3,0.0,0,-2686,2206,4892,40,False,0,2,Robert Kenedy Nunes do Nascimento,6,LEE,1070,1130,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,10,0,0,0,0,4,0,34451,0,1,2,0.0,0,-2427,1401,3828,40,True,0,2,Robert Kenedy Nunes do Nascimento,6,LEI,1110,1120,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2022-08-30T18:45:00Z,0,17,0,0,0,0,5,0,46096,0,1,2,0.0,0,5768,9788,4020,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,SOU,1070,1060,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,19,0,0,0,0,6,0,49774,0,1,2,0.0,0,1403,11761,10358,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,WHU,1150,1110,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,7,0,0,0,0,9,0,36173,0,2,1,0.0,0,-2751,0,2751,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,CRY,1110,1060,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,20,0,0,0,0,10,0,34183,0,0,3,0.0,0,-2021,0,2021,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,WOL,1100,1080,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,2,0,0,0,0,11,0,32880,0,2,0,0.0,0,-1345,0,1345,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,AVL,1070,1070,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,4,0,0,0,0,12,0,30840,0,0,0,0.0,0,-1325,0,1325,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,BRE,1100,1130,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2022-10-22T16:30:00Z,0,14,0,0,0,0,13,0,30845,0,1,1,0.0,0,-810,0,810,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,MUN,1220,1220,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,5,0,0,0,0,14,0,29945,0,1,4,0.0,0,-914,0,914,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,BHA,1140,1200,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,1,0,0,0,0,15,0,29115,0,1,0,0.0,0,-807,0,807,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,ARS,1250,1320,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2022-11-12T17:30:00Z,0,15,0,0,0,0,16,0,28465,0,0,1,0.0,0,-665,0,665,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,NEW,1250,1165,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2022-12-27T17:30:00Z,0,3,0,0,0,0,17,0,25857,0,0,2,0.0,0,-2636,0,2636,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,BOU,1110,1080,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,16,0,0,0,0,18,0,25521,0,1,1,0.0,0,-333,0,333,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,NFO,1065,1030,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,184,0,0,0.0,0.0,2023-01-05T20:00:00Z,0,13,0,0,0,0,19,0,25263,0,1,0,0.0,0,-264,0,264,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,MCI,1340,1380,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-01-12T20:00:00Z,0,9,0,0,0,0,19,0,25263,0,1,2,0.0,0,-264,0,264,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,FUL,1070,1120,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2023-01-15T14:00:00Z,0,7,0,0,0,0,20,0,24872,0,0,1,0.0,0,-386,0,386,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,CRY,1110,1090,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,12,0,0,0,0,21,0,24604,0,0,0,0.0,0,-279,0,279,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,LIV,1180,1260,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,9,0,0,0,0,22,0,24199,0,0,0,0.0,0,-405,0,405,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,FUL,1065,1140,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,230,0,0,0.0,0.0,2023-02-11T12:30:00Z,0,19,0,0,0,0,23,0,23993,0,1,1,0.0,0,-207,0,207,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,WHU,1145,1060,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,234,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,17,0,0,0,0,24,0,23816,0,1,0,0.0,0,-188,0,188,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,SOU,1070,1080,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,249,0,0,0.0,0.0,2023-02-26T13:30:00Z,0,18,0,0,0,0,25,0,23551,0,0,2,0.0,0,-233,0,233,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,TOT,1140,1170,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,255,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,11,0,0,0,0,26,0,23472,0,0,1,0.0,0,-109,0,109,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,LEE,1075,1120,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,266,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,10,0,0,0,0,27,0,23315,0,3,1,0.0,0,-151,0,151,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,LEI,1065,1200,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,275,0,0,0.0,0.0,2023-03-18T17:30:00Z,0,8,0,0,0,0,28,0,23176,0,2,2,0.0,0,-134,0,134,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,EVE,1100,1090,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,284,0,0,0.0,0.0,2023-04-01T16:30:00Z,0,2,0,0,0,0,29,0,23060,0,2,0,0.0,0,-127,0,127,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,AVL,1075,1130,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-04-04T19:00:00Z,0,12,0,0,0,0,29,0,23060,0,0,0,0.0,0,-127,0,127,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,LIV,1250,1300,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,300,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,20,0,0,0,0,30,0,22990,0,0,1,0.0,0,-74,0,74,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,WOL,1100,1060,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,302,0,0,0.0,0.0,2023-04-15T14:00:00Z,0,5,0,0,0,0,31,0,22924,0,2,1,0.0,0,-72,0,72,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,BHA,1150,1200,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2023-04-26T18:45:00Z,0,4,0,0,0,0,33,0,22813,0,2,0,0.0,0,-42,0,42,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,BRE,1160,1200,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0,2023-05-02T19:00:00Z,0,1,0,0,0,0,34,0,22746,0,1,3,0.0,0,-69,0,69,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,ARS,1250,1240,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,341,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,3,0,0,0,0,35,0,22689,0,3,1,0.0,0,-60,0,60,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,BOU,1020,1050,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,22634,0,2,2,0.0,0,-58,0,58,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,NFO,1100,1105,CHE,1190,1140
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2023-05-21T15:00:00Z,0,13,0,0,0,0,37,0,22564,0,0,1,0.0,0,-57,0,57,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,MCI,1340,1360,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2023-05-25T19:00:00Z,0,14,0,0,0,0,37,0,22564,0,1,4,0.0,0,-57,0,57,39,False,0,2,Robert Kenedy Nunes do Nascimento,6,MUN,1140,1165,CHE,1220,1220
0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,374,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,15,0,0,0,0,38,0,22514,0,1,1,0.0,0,-59,0,59,39,True,0,2,Robert Kenedy Nunes do Nascimento,6,NEW,1300,1220,CHE,1190,1140
