assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,adjusted_xg,penalties_order
0,0,13,0,0.5,339,0.0,0.05,0.0189091563224792,1.28,9,1,0,2.4,20.0,2023-08-13,90,6,0,0,0,0,1,0,732873,1,1,1,3.0,2,0,0,0,60,False,0,1,0,0,0.0189091563224792,2,Virgil van Dijk,12,CHE,1080,1170,LIV,1350,1390,2023,0.0189091563224792,
0,0,17,0,11.3,339,0.1011567190289497,0.23,0.1204382553696632,1.29,14,1,0,5.3,18.6,2023-08-19,90,3,0,0,0,0,2,0,932127,1,1,3,23.0,2,29679,76711,47032,60,True,0,3,1,0,0.1204382553696632,2,Virgil van Dijk,12,BOU,1130,1075,LIV,1210,1270,2023,0.1204382553696632,
0,0,-6,0,0.1,339,0.0,0.0,0.0,3.47,29,1,0,0.0,0.0,2023-08-27,27,15,0,0,0,1,3,0,938353,1,2,1,0.0,-2,-41181,41032,82213,60,False,0,0,0,0,0.0,2,Virgil van Dijk,12,NEW,1050,1160,LIV,1350,1390,2023,0.0,
0,0,0,0,0.0,339,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03,0,2,0,0,0,0,4,0,690703,0,0,3,0.0,0,-253913,10578,264491,60,True,0,0,0,0,0.0,2,Virgil van Dijk,12,AVL,1220,1350,LIV,1210,1270,2023,0.0,
0,0,0,0,0.0,339,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2023-09-16,0,20,0,0,0,0,5,0,605992,0,3,1,0.0,0,-104580,11186,115766,60,False,0,0,0,0,0.0,2,Virgil van Dijk,12,WOL,1085,1115,LIV,1350,1390,2023,0.0,
1,2,29,0,21.6,339,1.1123965978622437,0.36,0.4131487905979156,1.11,57,1,0,8.6,45.2,2023-09-24,90,19,0,0,0,0,6,0,621048,1,1,3,19.0,7,1111,17958,16847,60,True,0,3,2,0,0.4131487905979156,2,Virgil van Dijk,12,WHU,1140,1150,LIV,1210,1270,2023,0.4131487905979156,
1,0,25,0,10.5,339,0.0991349071264267,0.16,0.0619585737586021,2.1,68,2,0,8.3,66.8,2023-09-30,90,18,0,0,0,0,7,0,645865,1,1,2,6.0,3,13417,27950,14533,60,False,1,1,1,0,0.0619585737586021,2,Virgil van Dijk,12,TOT,1110,1230,LIV,1350,1390,2023,0.0619585737586021,
0,0,14,0,0.7,339,0.0,0.01,0.0,2.3,72,2,0,2.7,24.4,2023-10-08,90,5,0,0,0,0,8,0,675635,1,2,2,2.0,1,18356,37118,18762,60,False,0,0,0,0,0.0,2,Virgil van Dijk,12,BHA,1070,1135,LIV,1350,1390,2023,0.0,
0,1,28,1,13.1,339,0.0196907464414834,0.02,0.0,0.13,85,0,0,4.4,28.4,2023-10-21,90,8,0,0,0,0,9,0,741548,1,0,2,2.0,7,51610,71412,19802,60,True,0,0,1,0,0.0,2,Virgil van Dijk,12,EVE,1125,1080,LIV,1210,1270,2023,0.0,
0,2,32,1,12.5,339,0.0071496539749205,0.04,0.0,0.45,97,0,0,4.8,35.2,2023-10-29,90,16,0,0,0,0,10,0,791105,1,0,3,0.0,8,40923,59459,18536,60,True,0,0,1,0,0.0,2,Virgil van Dijk,12,NFO,1125,1080,LIV,1210,1270,2023,0.0,
0,0,16,0,3.7,339,0.0,0.11,0.0716754049062728,0.81,105,1,0,3.2,20.6,2023-11-05,90,22,0,0,0,0,11,0,861589,1,1,1,8.0,2,57873,72964,15091,61,False,0,1,0,0,0.0716754049062728,2,Virgil van Dijk,12,LUT,1020,1090,LIV,1350,1390,2023,0.0716754049062728,
0,0,24,1,1.3,339,0.0,0.08,0.0943635776638984,1.57,117,0,0,5.2,31.2,2023-11-12,90,4,0,0,0,0,12,0,824499,1,0,3,19.0,6,-35150,24350,59500,61,True,0,1,0,0,0.0943635776638984,2,Virgil van Dijk,12,BRE,1055,1150,LIV,1210,1270,2023,0.0943635776638984,
0,0,14,0,0.3,339,0.0,0.05,0.0349746644496917,1.35,126,1,0,3.8,20.2,2023-11-25,90,13,0,0,0,0,13,0,850651,1,1,1,17.0,2,12675,40116,27441,61,False,0,1,0,0,0.0349746644496917,2,Virgil van Dijk,12,MCI,1350,1360,LIV,1350,1390,2023,0.0349746644496917,
0,0,18,0,2.5,339,0.0,0.2,0.1835953295230865,1.22,136,3,0,3.2,17.2,2023-12-03,90,9,0,0,0,0,14,0,901671,1,3,4,12.0,1,41269,55254,13985,61,True,0,2,0,0,0.1835953295230865,2,Virgil van Dijk,12,FUL,1180,1170,LIV,1210,1270,2023,0.1835953295230865,
0,2,44,1,1.5,339,0.0,0.35,0.3698387742042541,0.66,147,0,1,10.1,59.6,2023-12-06,90,23,0,0,0,0,15,0,898633,1,2,0,40.0,14,-4657,20045,24702,61,False,0,3,0,1,0.3698387742042541,2,Virgil van Dijk,12,SHU,1045,1020,LIV,1350,1390,2023,0.3698387742042541,
0,0,10,0,2.8,339,0.0,0.17,0.4054242074489593,1.74,153,1,0,3.3,26.4,2023-12-09,90,7,0,0,0,0,16,0,978316,1,2,1,4.0,2,67147,76811,9664,61,False,0,1,0,0,0.4054242074489593,2,Virgil van Dijk,12,CRY,1080,1060,LIV,1350,1390,2023,0.4054242074489593,
0,0,27,1,12.6,339,0.0902676209807396,0.21,0.053980104625225,0.63,166,0,0,8.6,24.2,2023-12-17,90,14,0,0,0,0,17,0,1047412,1,0,0,49.0,6,57215,85529,28314,62,True,0,3,1,0,0.053980104625225,2,Virgil van Dijk,12,MUN,1210,1230,LIV,1210,1270,2023,0.053980104625225,
0,0,12,0,1.7,339,0.0,0.01,0.0,0.8,174,1,0,2.5,21.6,2023-12-23,90,1,0,0,0,0,18,0,1059205,1,1,1,2.0,2,10560,32167,21607,62,True,0,0,0,0,0.0,2,Virgil van Dijk,12,ARS,1370,1360,LIV,1210,1270,2023,0.0,
0,1,29,1,2.2,339,0.0,0.12,0.1164257749915123,0.76,185,0,0,3.0,21.6,2023-12-26,90,21,0,0,0,0,19,0,1113771,1,2,0,6.0,7,45071,60933,15862,62,False,0,1,0,0,0.1164257749915123,2,Virgil van Dijk,12,BUR,1050,1040,LIV,1350,1390,2023,0.1164257749915123,
0,0,15,0,1.3,339,0.0,0.08,0.0706608667969703,0.59,194,2,0,1.9,10.8,2024-01-01,90,15,0,0,0,0,20,0,1185425,1,2,4,7.0,1,62759,87330,24571,62,True,0,1,0,0,0.0706608667969703,2,Virgil van Dijk,12,NEW,1210,1355,LIV,1210,1270,2023,0.0706608667969703,
