assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,gameweek,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,470,5,0,0,0.0,0.0,2021-08-14 14:00:00+00:00,0,9,0,0,0,0,1,0,44020,0,1,0.0,0,0,0,0,45,False,0,2,Rayan Ait Nouri,20,1,LEI,1100,1150,WOL,1160,1100,1,2021
0,0,5,0,0.1,470,17,0,0,1.0,2.2,2021-08-22 13:00:00+00:00,6,17,0,0,0,0,2,0,40898,1,0,8.0,1,-5149,727,5876,45,True,0,2,Rayan Ait Nouri,20,2,TOT,1200,1210,WOL,1150,1080,1,2021
0,0,0,0,0.0,470,30,0,0,0.0,0.0,2021-08-29 15:30:00+00:00,0,13,0,0,0,0,3,0,34310,1,0,0.0,0,-7142,938,8080,44,True,0,2,Rayan Ait Nouri,20,3,MUN,1190,1200,WOL,1150,1080,1,2021
0,0,0,0,0.0,470,40,0,0,0.0,0.0,2021-09-11 14:00:00+00:00,0,18,0,0,0,0,4,0,26967,2,0,0.0,0,-7915,1494,9409,44,False,0,2,Rayan Ait Nouri,20,4,WAT,1090,1120,WOL,1160,1100,1,2021
0,0,0,0,0.0,470,50,0,0,0.0,0.0,2021-09-18 11:30:00+00:00,0,3,0,0,0,0,5,0,22853,2,0,0.0,0,-4524,872,5396,43,True,0,2,Rayan Ait Nouri,20,5,BRE,1150,1120,WOL,1150,1080,1,2021
0,0,0,0,0.0,470,59,0,0,0.0,0.0,2021-09-26 13:00:00+00:00,0,16,0,0,0,0,6,0,19700,1,0,0.0,0,-3307,409,3716,43,False,0,2,Rayan Ait Nouri,20,6,SOU,1090,1120,WOL,1160,1100,1,2021
0,0,0,0,0.0,470,70,0,0,0.0,0.0,2021-10-02 14:00:00+00:00,0,14,0,0,0,0,7,0,17484,1,2,0.0,0,-2296,220,2516,43,True,0,2,Rayan Ait Nouri,20,7,NEW,1030,1070,WOL,1150,1080,1,2021
0,0,0,0,0.0,470,72,0,0,0.0,0.0,2021-10-16 14:00:00+00:00,0,2,0,0,0,0,8,0,16634,3,2,0.0,0,-1075,341,1416,43,False,0,2,Rayan Ait Nouri,20,8,AVL,1140,1090,WOL,1160,1100,1,2021
0,0,18,1,1.4,470,87,0,0,4.1,20.6,2021-10-23 14:00:00+00:00,82,10,0,0,0,0,9,0,15985,1,1,19.0,6,-734,152,886,43,False,0,2,Rayan Ait Nouri,20,9,LEE,1080,1100,WOL,1160,1100,1,2021
1,0,17,0,34.3,470,100,1,0,6.1,26.4,2021-11-01 20:00:00+00:00,90,8,0,0,0,0,10,0,18136,1,2,0.0,4,1610,2399,789,43,True,1,2,Rayan Ait Nouri,20,10,EVE,1090,1110,WOL,1150,1080,1,2021
0,0,7,0,6.3,470,105,2,0,3.0,17.2,2021-11-06 15:00:00+00:00,90,7,0,0,0,0,11,0,22096,0,2,6.0,1,3654,4557,903,43,False,0,2,Rayan Ait Nouri,20,11,CRY,1110,1080,WOL,1160,1100,1,2021
0,3,38,1,58.6,470,120,0,0,8.2,21.6,2021-11-20 15:00:00+00:00,90,19,0,0,0,0,12,0,23057,0,1,2.0,9,839,2349,1510,43,True,0,2,Rayan Ait Nouri,20,12,WHU,1150,1180,WOL,1150,1080,1,2021
0,0,19,1,21.1,470,130,0,0,6.2,19.8,2021-11-27 15:00:00+00:00,90,15,0,0,0,0,13,0,41808,0,0,21.0,6,17254,18858,1604,43,False,0,2,Rayan Ait Nouri,20,13,NOR,1040,1040,WOL,1160,1100,1,2021
0,0,21,1,14.0,470,137,0,0,5.8,11.6,2021-12-01 19:30:00+00:00,90,5,0,0,0,0,14,0,46421,0,0,32.0,6,4851,7699,2848,43,True,0,2,Rayan Ait Nouri,20,14,BUR,1130,1100,WOL,1150,1080,1,2021
0,0,26,1,1.5,470,150,0,0,2.8,20.0,2021-12-04 15:00:00+00:00,90,11,0,0,0,0,15,0,49713,1,0,6.0,6,2837,8381,5544,43,True,0,2,Rayan Ait Nouri,20,15,LIV,1350,1350,WOL,1150,1080,1,2021
0,0,15,0,14.3,470,159,1,0,3.9,25.0,2021-12-11 12:30:00+00:00,90,12,0,0,0,0,16,0,58637,0,1,0.0,2,8263,14115,5852,43,False,0,2,Rayan Ait Nouri,20,16,MCI,1340,1340,WOL,1160,1100,1,2021
0,0,0,0,0.0,470,163,0,0,0.0,0.0,2021-12-15 19:30:00+00:00,0,4,0,0,0,0,17,0,113190,1,0,0.0,0,48776,51836,3060,43,False,0,2,Rayan Ait Nouri,20,17,BHA,1160,1100,WOL,1160,1100,1,2021
0,0,0,0,0.0,470,180,0,0,0.0,0.0,2021-12-19 14:00:00+00:00,0,6,0,0,0,0,18,0,84757,0,0,0.0,0,-16948,3974,20922,43,True,0,2,Rayan Ait Nouri,20,18,CHE,1300,1290,WOL,1150,1080,1,2021
0,0,0,0,0.0,470,208,0,0,0.0,0.0,2022-01-03 17:30:00+00:00,0,13,0,0,0,0,21,0,56826,1,0,0.0,0,-5952,1753,7705,43,False,0,2,Rayan Ait Nouri,20,21,MUN,1170,1190,WOL,1160,1100,1,2021
2,3,40,0,28.9,470,220,1,0,6.6,31.2,2022-01-15 15:00:00+00:00,90,16,0,0,0,0,22,0,54746,1,3,6.0,11,-2357,4180,6537,43,True,0,2,Rayan Ait Nouri,20,22,SOU,1140,1090,WOL,1150,1080,1,2021
0,0,10,0,7.0,470,222,1,0,2.8,20.6,2022-01-22 15:00:00+00:00,90,3,0,0,0,0,23,0,111321,2,1,0.0,2,50993,55982,4989,43,False,0,2,Rayan Ait Nouri,20,23,BRE,1120,1080,WOL,1160,1100,1,2021
0,0,2,0,1.0,470,236,0,0,0.3,2.4,2022-02-10 19:45:00+00:00,27,1,0,0,0,0,24,0,149033,1,0,0.0,1,38467,54785,16318,43,True,0,2,Rayan Ait Nouri,20,24,ARS,1210,1220,WOL,1150,1080,1,2021
0,0,13,1,16.4,470,249,0,0,4.1,18.8,2022-02-13 14:00:00+00:00,90,17,0,0,0,0,25,0,150952,2,0,6.0,5,2465,14217,11752,44,False,1,2,Rayan Ait Nouri,20,25,TOT,1190,1210,WOL,1160,1100,1,2021
0,0,3,0,19.2,470,260,1,0,3.6,8.8,2022-02-20 16:30:00+00:00,87,9,0,0,0,0,26,0,178910,1,2,8.0,1,17557,26663,9106,44,True,1,2,Rayan Ait Nouri,20,26,LEI,1080,1160,WOL,1150,1080,1,2021
