assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,14,0,0,0,0,1,0,2950,0,0,1,0.0,0,0,0,0,45,False,0,3,Luke Cundle,20,MUN,1130,1120,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2023-08-19T14:00:00Z,0,5,0,0,0,0,2,0,2213,0,4,1,0.0,0,-702,0,702,45,True,0,3,Luke Cundle,20,BHA,1180,1240,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,8,0,0,0,0,3,0,1885,0,1,0,0.0,0,-349,0,349,45,False,0,3,Luke Cundle,20,EVE,1125,1065,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,7,0,0,0,0,4,0,1675,0,2,3,0.0,0,-221,0,221,45,False,0,3,Luke Cundle,20,CRY,1080,1060,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2023-09-16T11:30:00Z,0,12,0,0,0,0,5,0,1519,0,3,1,0.0,0,-163,0,163,45,True,0,3,Luke Cundle,20,LIV,1350,1390,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,22,0,0,0,0,6,0,1428,0,1,1,0.0,0,-87,0,87,45,False,0,3,Luke Cundle,20,LUT,1020,1090,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,13,0,0,0,0,7,0,1357,0,1,2,0.0,0,-71,0,71,45,True,0,3,Luke Cundle,20,MCI,1360,1370,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,2,0,0,0,0,8,0,1304,0,1,1,0.0,0,-55,0,55,45,True,0,3,Luke Cundle,20,AVL,1220,1350,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,3,0,0,0,0,9,0,1266,0,2,1,0.0,0,-42,0,42,45,False,0,3,Luke Cundle,20,BOU,1055,1145,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,15,0,0,0,0,10,0,1231,0,2,2,0.0,0,-35,0,35,45,True,0,3,Luke Cundle,20,NEW,1210,1355,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,23,0,0,0,0,11,0,1199,0,1,2,0.0,0,-31,0,31,45,False,0,3,Luke Cundle,20,SHU,1045,1020,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2023-11-11T12:30:00Z,0,18,0,0,0,0,12,0,1174,0,1,2,0.0,0,-27,0,27,45,True,0,3,Luke Cundle,20,TOT,1150,1310,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2023-11-27T20:00:00Z,0,9,0,0,0,0,13,0,1155,0,2,3,0.0,0,-16,0,16,45,False,0,3,Luke Cundle,20,FUL,1050,1060,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,1,0,0,0,0,14,0,1145,0,1,2,0.0,0,-14,0,14,45,False,0,3,Luke Cundle,20,ARS,1370,1330,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,21,0,0,0,0,15,0,1124,0,0,1,0.0,0,-20,0,20,45,True,0,3,Luke Cundle,20,BUR,1050,1050,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,16,0,0,0,0,16,0,1112,0,1,1,0.0,0,-13,0,13,45,True,0,3,Luke Cundle,20,NFO,1125,1080,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,170,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,19,0,0,0,0,17,0,1091,0,0,3,0.0,0,-20,0,20,45,False,0,3,Luke Cundle,20,WHU,1055,1150,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,6,0,0,0,0,18,0,1079,0,1,2,0.0,0,-11,0,11,45,True,0,3,Luke Cundle,20,CHE,1150,1230,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,4,0,0,0,0,19,0,1070,0,4,1,0.0,0,-10,0,10,45,False,0,3,Luke Cundle,20,BRE,1110,1090,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,8,0,0,0,0,20,0,1063,0,0,3,0.0,0,-8,0,8,45,True,0,3,Luke Cundle,20,EVE,1125,1080,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22T19:45:00Z,0,5,0,0,0,0,21,0,1030,0,0,0,0.0,0,-29,0,29,45,False,0,3,Luke Cundle,20,BHA,1070,1135,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2024-02-01T20:15:00Z,0,14,0,0,0,0,22,0,1024,0,4,3,0.0,0,-9,0,9,45,True,0,3,Luke Cundle,20,MUN,1210,1230,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,6,0,0,0,0,23,0,1016,0,4,2,0.0,0,-9,0,9,45,False,0,3,Luke Cundle,20,CHE,1080,1170,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,240,0,0,0.0,0.0,2024-02-10T15:00:00Z,0,4,0,0,0,0,24,0,1007,0,2,0,0.0,0,-8,0,8,45,True,0,3,Luke Cundle,20,BRE,1055,1150,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,18,0,0,0,0,25,0,1002,0,2,1,0.0,0,-6,0,6,45,False,0,3,Luke Cundle,20,TOT,1110,1230,WOL,1105,1100,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,23,0,0,0,0,26,0,992,0,0,1,0.0,0,-8,0,8,45,True,0,3,Luke Cundle,20,SHU,1020,1060,WOL,1085,1115,2023,
0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,15,0,0,0,0,27,0,989,0,0,3,0.0,0,-5,0,5,45,False,0,3,Luke Cundle,20,NEW,1050,1160,WOL,1105,1100,2023,
