assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2023-08-12 12:00:00+00:00,0,16,0,0,0,0,1,0,2183,0,1,2,0.0,0,0,0,0,60,True,0,3,Granit Xhaka,1,NFO,1125,1080,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2023-08-21 19:00:00+00:00,0,8,0,0,0,0,2,0,1484,0,1,0,0.0,0,-672,0,672,60,False,0,3,Granit Xhaka,1,CRY,1080,1060,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2023-08-26 14:00:00+00:00,0,10,0,0,0,0,3,0,1263,0,2,2,0.0,0,-251,0,251,60,True,0,3,Granit Xhaka,1,FUL,1180,1170,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2023-09-03 15:30:00+00:00,0,14,0,0,0,0,4,0,1179,0,1,3,0.0,0,-86,0,86,60,True,0,3,Granit Xhaka,1,MUN,1210,1230,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2023-09-17 15:30:00+00:00,0,9,0,0,0,0,5,0,1102,0,1,0,0.0,0,-79,0,79,60,False,0,3,Granit Xhaka,1,EVE,1125,1065,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2023-09-24 13:00:00+00:00,0,18,0,0,0,0,6,0,1076,0,2,2,0.0,0,-26,0,26,60,True,0,3,Granit Xhaka,1,TOT,1150,1310,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2023-09-30 14:00:00+00:00,0,3,0,0,0,0,7,0,1061,0,4,0,0.0,0,-18,0,18,60,False,0,3,Granit Xhaka,1,BOU,1055,1145,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08 15:30:00+00:00,0,13,0,0,0,0,8,0,1046,0,0,1,0.0,0,-14,0,14,60,True,0,3,Granit Xhaka,1,MCI,1360,1370,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21 16:30:00+00:00,0,7,0,0,0,0,9,0,1033,0,2,2,0.0,0,-13,0,13,60,False,0,3,Granit Xhaka,1,CHE,1080,1170,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2023-10-28 14:00:00+00:00,0,17,0,0,0,0,10,0,1027,0,0,5,0.0,0,-6,0,6,60,True,0,3,Granit Xhaka,1,SHU,1020,1060,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2023-11-04 17:30:00+00:00,0,15,0,0,0,0,11,0,1019,0,0,1,0.0,0,-9,0,9,60,False,0,3,Granit Xhaka,1,NEW,1050,1160,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2023-11-11 15:00:00+00:00,0,6,0,0,0,0,12,0,1014,0,1,3,0.0,0,-5,0,5,60,True,0,3,Granit Xhaka,1,BUR,1050,1050,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2023-11-25 17:30:00+00:00,0,4,0,0,0,0,13,0,1005,0,1,0,0.0,0,-9,0,9,60,False,0,3,Granit Xhaka,1,BRE,1110,1090,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2023-12-02 15:00:00+00:00,0,20,0,0,0,0,14,0,1002,0,1,2,0.0,0,-3,0,3,60,True,0,3,Granit Xhaka,1,WOL,1105,1100,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2023-12-05 20:15:00+00:00,0,12,0,0,0,0,15,0,999,0,4,3,0.0,0,-4,0,4,60,False,0,3,Granit Xhaka,1,LUT,1020,1090,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2023-12-09 17:30:00+00:00,0,2,0,0,0,0,16,0,996,0,0,1,0.0,0,-3,0,3,60,False,0,3,Granit Xhaka,1,AVL,1140,1180,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,161,0,0,0.0,0.0,2023-12-17 14:00:00+00:00,0,5,0,0,0,0,17,0,994,0,0,2,0.0,0,-2,0,2,60,True,0,3,Granit Xhaka,1,BHA,1180,1240,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2023-12-23 17:30:00+00:00,0,11,0,0,0,0,18,0,991,0,1,1,0.0,0,-2,0,2,60,False,0,3,Granit Xhaka,1,LIV,1210,1270,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,181,0,0,0.0,0.0,2023-12-28 20:15:00+00:00,0,19,0,0,0,0,19,0,989,0,2,0,0.0,0,-3,0,3,60,True,0,3,Granit Xhaka,1,WHU,1140,1150,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,193,0,0,0.0,0.0,2023-12-31 14:00:00+00:00,0,10,0,0,0,0,20,0,987,0,1,2,0.0,0,-2,0,2,60,False,0,3,Granit Xhaka,1,FUL,1050,1060,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20 12:30:00+00:00,0,8,0,0,0,0,21,0,980,0,0,5,0.0,0,-7,0,7,60,True,0,3,Granit Xhaka,1,CRY,1120,1085,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2024-01-30 19:30:00+00:00,0,16,0,0,0,0,22,0,976,0,2,1,0.0,0,-4,0,4,60,False,0,3,Granit Xhaka,1,NFO,1050,1080,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,221,0,0,0.0,0.0,2024-02-04 16:30:00+00:00,0,11,0,0,0,0,23,0,975,0,1,3,0.0,0,-1,0,1,60,True,0,3,Granit Xhaka,1,LIV,1350,1390,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2024-02-11 14:00:00+00:00,0,19,0,0,0,0,24,0,971,0,6,0,0.0,0,-4,0,4,60,False,0,3,Granit Xhaka,1,WHU,1055,1150,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2024-02-17 15:00:00+00:00,0,6,0,0,0,0,25,0,969,0,5,0,0.0,0,-2,0,2,60,False,0,3,Granit Xhaka,1,BUR,1050,1040,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,251,0,0,0.0,0.0,2024-02-24 20:00:00+00:00,0,15,0,0,0,0,26,0,968,0,1,4,0.0,0,-1,0,1,60,True,0,3,Granit Xhaka,1,NEW,1210,1355,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04 20:00:00+00:00,0,17,0,0,0,0,27,0,968,0,6,0,0.0,0,0,0,0,60,False,0,3,Granit Xhaka,1,SHU,1045,1020,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2024-03-09 17:30:00+00:00,0,4,0,0,0,0,28,0,967,0,1,2,0.0,0,-1,0,1,60,True,0,3,Granit Xhaka,1,BRE,1055,1150,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2024-03-31 15:30:00+00:00,0,13,0,0,0,0,30,0,967,0,0,0,0.0,0,0,0,0,60,False,0,3,Granit Xhaka,1,MCI,1350,1360,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,301,0,0,0.0,0.0,2024-04-03 18:30:00+00:00,0,12,0,0,0,0,31,0,966,0,0,2,0.0,0,-1,0,1,60,True,0,3,Granit Xhaka,1,LUT,1060,1120,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2024-04-06 16:30:00+00:00,0,5,0,0,0,0,32,0,966,0,3,0,0.0,0,0,0,0,60,False,0,3,Granit Xhaka,1,BHA,1070,1135,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2024-04-14 15:30:00+00:00,0,2,0,0,0,0,33,0,965,0,2,0,0.0,0,-1,0,1,60,True,0,3,Granit Xhaka,1,AVL,1220,1350,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,340,0,0,0.0,0.0,2024-04-20 18:30:00+00:00,0,20,0,0,0,0,34,0,965,0,2,0,0.0,0,0,0,0,60,False,0,3,Granit Xhaka,1,WOL,1085,1115,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23 19:00:00+00:00,0,7,0,0,0,0,34,0,965,0,0,5,0.0,0,0,0,0,60,True,0,3,Granit Xhaka,1,CHE,1150,1230,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,348,0,0,0.0,0.0,2024-04-28 13:00:00+00:00,0,18,0,0,0,0,35,0,963,0,3,2,0.0,0,-2,0,2,60,False,0,3,Granit Xhaka,1,TOT,1110,1230,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2024-05-04 11:30:00+00:00,0,3,0,0,0,0,36,0,960,0,0,3,0.0,0,-3,0,3,60,True,0,3,Granit Xhaka,1,BOU,1130,1075,ARS,1370,1330,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2024-05-12 15:30:00+00:00,0,14,0,0,0,0,37,0,956,0,1,0,0.0,0,-3,0,3,60,False,0,3,Granit Xhaka,1,MUN,1130,1120,ARS,1370,1360,1
0,0,0,0,0.0,30,0.0,0.0,0.0,0.0,371,0,0,0.0,0.0,2024-05-19 15:00:00+00:00,0,9,0,0,0,0,38,0,955,0,1,2,0.0,0,-1,0,1,60,True,0,3,Granit Xhaka,1,EVE,1125,1080,ARS,1370,1330,1
