h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
a,0.0839072,2.05089,0.0839072,2.05089,"{'att': 316, 'def': 11}","{'att': 67, 'def': 16}",0,13,0,0,0.1178,d,2023-05-22,0,1,0,1,-1.9669828,2.2159889999999995,4.75,2.226635,8.5,1.61518520625,5.1875,1.6793328749999998,8.0
h,2.03013,0.970352,2.03013,0.970352,"{'att': 308, 'def': 21}","{'att': 313, 'def': 20}",8,8,2,1,2.1522,w,2023-05-28,1,0,0,3,1.059778,1.7154808,3.0,2.2152450000000004,11.25,1.46431440625,4.875,1.7138322499999998,7.875
h,1.02614,1.40775,1.02614,1.40775,"{'att': 331, 'def': 16}","{'att': 159, 'def': 29}",2,21,1,1,1.0574,d,2024-08-19,0,1,0,1,-0.38161,1.3917983,3.75,1.6362130000000001,11.0,1.50294253125,5.0,1.704661125,8.125
a,0.857005,1.96218,0.857005,1.96218,"{'att': 274, 'def': 20}","{'att': 318, 'def': 31}",1,7,1,2,0.5912000000000001,l,2024-08-24,0,0,1,0,-1.105175,0.9169182999999999,3.25,1.5499605000000003,13.75,1.4797775312500001,4.6875,1.5272311250000001,8.6875
h,0.774741,2.16385,0.774741,2.16385,"{'att': 224, 'def': 35}","{'att': 314, 'def': 30}",3,6,1,2,0.3729,l,2024-08-31,0,0,1,0,-1.389109,0.9992955499999998,2.75,1.5977930000000002,12.25,1.5320687000000002,4.625,1.6047386875,8.5
a,1.65187,2.88716,1.65187,2.12599,"{'att': 315, 'def': 22}","{'att': 167, 'def': 34}",7,15,2,2,0.5925,d,2024-09-14,0,1,0,1,-0.4741199999999999,1.172004,3.5,1.6260330000000003,10.5,1.4760831375,4.0625,1.6560218125,8.8125
h,1.33793,1.82377,1.33793,1.82377,"{'att': 160, 'def': 19}","{'att': 251, 'def': 13}",8,6,1,1,1.0394,d,2024-09-21,0,1,0,1,-0.4858399999999998,1.077439,3.25,2.1052350000000004,12.25,1.4317381375,4.125,1.7430455624999999,9.375
a,0.337909,6.05305,0.337909,6.05305,"{'att': 265, 'def': 9}","{'att': 139, 'def': 30}",4,21,2,4,0.0018,l,2024-09-28,0,0,1,0,-5.715141,1.1553865,4.75,2.2092400000000003,8.5,1.4265256375000002,4.3125,1.827252,9.3125
h,0.912063,1.94963,0.912063,1.94963,"{'att': 201, 'def': 15}","{'att': 221, 'def': 26}",2,7,1,0,0.5877,w,2024-10-05,1,0,0,3,-1.037567,1.0256125,5.5,3.2319575,12.0,1.4352100125000002,4.4375,2.08464825,9.75
a,2.83826,2.42776,2.0771,2.42776,"{'att': 199, 'def': 30}","{'att': 240, 'def': 15}",11,8,3,2,1.6762,w,2024-10-19,1,0,0,3,-0.3506599999999999,1.0599429999999999,5.25,3.1784025000000002,12.25,1.4502391375,4.4375,2.1439007500000002,9.5
h,0.832415,2.54488,0.832415,2.54488,"{'att': 118, 'def': 23}","{'att': 298, 'def': 21}",8,6,1,3,0.281,l,2024-10-25,0,0,1,0,-1.712465,1.3565405,6.25,3.0635525,10.5,1.581882575,4.8125,2.17538825,9.5625
a,2.33858,1.33617,2.33858,1.33617,"{'att': 138, 'def': 13}","{'att': 249, 'def': 22}",10,4,1,1,2.1052000000000004,d,2024-11-02,0,1,0,1,1.0024099999999998,1.23016175,6.25,3.2438300000000004,10.5,1.5134760125000002,4.875,2.2340045,9.8125
a,0.417295,1.2369,0.417295,1.2369,"{'att': 292, 'def': 20}","{'att': 284, 'def': 28}",5,2,0,3,0.6164000000000001,l,2024-11-10,0,0,1,0,-0.8196050000000001,1.7303294999999999,7.75,2.06461,6.25,1.4928066375000002,5.1875,2.280248875,9.75
h,0.967987,2.81658,0.206818,2.81658,"{'att': 319, 'def': 24}","{'att': 192, 'def': 23}",3,13,1,2,0.2195,l,2024-11-23,0,0,1,0,-2.609762,1.6066375,8.5,1.8864275000000004,5.0,1.388516325,5.0625,2.2265270000000004,9.75
a,0.907555,2.21885,0.907555,2.21885,"{'att': 274, 'def': 19}","{'att': 213, 'def': 28}",3,7,1,4,0.4798,l,2024-11-30,0,0,1,0,-1.3112950000000003,1.13906925,6.5,1.9836325000000004,6.25,1.2412117625,4.9375,2.1971582499999998,10.0
h,2.78061,2.87716,2.78061,2.87716,"{'att': 292, 'def': 29}","{'att': 230, 'def': 18}",4,14,3,1,1.3649,w,2024-12-03,1,0,0,3,-0.0965500000000001,1.15785425,5.25,1.9021250000000003,6.5,1.1150802,4.875,2.2262888750000003,9.8125
h,1.42438,1.12184,1.42438,1.12184,"{'att': 290, 'def': 20}","{'att': 323, 'def': 26}",3,5,2,2,1.6399,d,2024-12-08,0,1,0,1,0.30254,1.26836175,3.75,2.2873725000000005,9.0,1.255899825,4.9375,2.29543325,9.875
a,0.186759,3.95461,0.186759,3.95461,"{'att': 341, 'def': 23}","{'att': 216, 'def': 19}",3,21,0,4,0.0098,l,2024-12-14,0,0,1,0,-3.767851,1.5201329999999997,3.25,2.2586075,9.75,1.339679375,5.125,2.237367625,9.375
h,0.78868,1.13531,0.78868,1.13531,"{'att': 320, 'def': 27}","{'att': 321, 'def': 22}",3,3,0,3,1.017,l,2024-12-22,0,0,1,0,-0.34663,1.3248259999999998,3.25,2.5431150000000002,11.75,1.2244686875,4.8125,2.42388375,10.1875
a,0.22097,1.89935,0.22097,1.89935,"{'att': 312, 'def': 4}","{'att': 181, 'def': 33}",0,26,1,3,0.2228,l,2024-12-26,0,0,1,0,-1.6783800000000002,1.2951072499999998,3.25,2.2722300000000004,10.75,1.2096274375,4.875,2.40685625,9.0625
h,1.84208,1.58002,1.84208,1.58002,"{'att': 291, 'def': 19}","{'att': 387, 'def': 14}",5,9,0,2,1.5841,l,2024-12-29,0,0,1,0,0.2620599999999999,0.6551972499999998,2.25,2.0277775000000005,13.75,1.16987525,4.8125,2.4029293750000003,10.25
a,0.81548,2.3456,0.81548,2.3456,"{'att': 396, 'def': 19}","{'att': 262, 'def': 29}",3,9,1,2,0.2842,l,2025-01-04,0,0,1,0,-1.53012,0.7596222499999998,2.75,2.1423225,14.75,1.2365839375,4.9375,2.36644,10.4375
h,2.09904,2.2647,2.09904,2.2647,"{'att': 270, 'def': 22}","{'att': 356, 'def': 23}",7,7,0,2,1.238,l,2025-01-15,0,0,1,0,-0.1656599999999999,0.9168025,2.75,1.7400700000000002,11.75,1.1843095625000002,4.6875,2.3325925,10.0625
