h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
a,1.92315,0.541983,1.16198,0.541983,"{'att': 161, 'def': 26}","{'att': 264, 'def': 22}",7,3,1,0,2.4766,w,2022-08-06,1,0,0,3,0.619997,1.5417903999999998,7.2,1.5479726,3.8,1.5417903999999998,7.2,1.5479726,3.8
h,1.83945,1.58708,1.83945,1.58708,"{'att': 193, 'def': 29}","{'att': 258, 'def': 21}",12,2,2,2,1.554,d,2022-08-14,0,1,0,1,0.25237,1.92315,7.0,0.541983,3.0,1.92315,7.0,0.541983,3.0
a,0.692492,2.20971,0.692492,2.20971,"{'att': 139, 'def': 30}","{'att': 274, 'def': 32}",7,1,0,3,0.2243,l,2022-08-21,0,0,1,0,-1.5172179999999995,1.8813,9.5,1.0645315,2.5,1.8813,9.5,1.0645315,2.5
h,1.74916,1.96023,1.74916,1.96023,"{'att': 281, 'def': 25}","{'att': 258, 'def': 12}",3,10,2,1,1.2501,w,2022-08-27,1,0,0,3,-0.2110699999999998,1.4850306666666666,8.666666666666666,1.4462576666666667,2.0,1.4850306666666666,8.666666666666666,1.4462576666666667,2.0
a,1.5047,1.44086,1.5047,1.44086,"{'att': 92, 'def': 27}","{'att': 291, 'def': 24}",7,3,1,2,1.4181,l,2022-08-30,0,0,1,0,0.0638399999999999,1.551063,7.25,1.57475075,4.0,1.551063,7.25,1.57475075,4.0
h,0.707333,1.4196,0.707333,1.4196,"{'att': 164, 'def': 17}","{'att': 327, 'def': 14}",4,1,2,1,0.5895,w,2022-09-03,1,0,0,3,-0.712267,1.4464505,7.25,1.79947,4.0,1.5417904,7.2,1.5479726,3.8
a,1.25506,0.70987,1.25506,0.70987,"{'att': 203, 'def': 26}","{'att': 357, 'def': 21}",12,2,2,1,1.8501,w,2022-10-01,1,0,0,3,0.5451900000000001,1.1634212499999999,5.25,1.7576,3.75,1.4027141666666667,6.666666666666667,1.5265771666666668,3.3333333333333335
h,2.43092,0.748449,2.43092,0.748449,"{'att': 271, 'def': 24}","{'att': 313, 'def': 8}",11,4,3,0,2.4923,w,2022-10-08,1,0,0,3,1.682471,1.30406325,6.5,1.38264,4.0,1.3816207142857144,7.428571428571429,1.4099047142857144,3.142857142857143
a,1.23643,2.44542,1.23643,2.44542,"{'att': 203, 'def': 15}","{'att': 379, 'def': 27}",5,6,2,0,0.5770000000000001,w,2022-10-16,1,0,0,3,-1.20899,1.47450325,8.5,1.07969475,2.5,1.512783125,7.875,1.32722275,3.25
a,0.557405,1.45228,0.557405,1.45228,"{'att': 147, 'def': 14}","{'att': 284, 'def': 17}",14,7,0,0,0.5537,d,2022-10-19,0,1,0,1,-0.894875,1.4074357499999999,8.0,1.3308347500000002,3.25,1.4820772222222223,7.555555555555555,1.4514668888888889,3.5555555555555554
h,1.20238,0.730935,0.441206,0.730935,"{'att': 240, 'def': 15}","{'att': 212, 'def': 13}",3,8,1,1,1.8624,d,2022-10-22,0,1,0,1,-0.289729,1.3699537499999999,10.5,1.33900475,4.75,1.38961,8.2,1.4515482,3.9
a,1.07554,2.881,1.07554,2.881,"{'att': 200, 'def': 16}","{'att': 295, 'def': 13}",8,5,1,4,0.296,l,2022-10-29,0,0,1,0,-1.80546,1.35678375,8.25,1.344271,6.25,1.372589090909091,7.7272727272727275,1.386037909090909,4.2727272727272725
h,0.278815,2.37846,0.278815,2.37846,"{'att': 248, 'def': 29}","{'att': 185, 'def': 31}",5,3,0,1,0.1101999999999999,l,2022-11-06,0,0,1,0,-2.099645,1.01793875,7.5,1.8774087499999998,6.5,1.347835,7.75,1.5106180833333334,4.333333333333333
a,0.359105,1.3601,0.359105,1.3601,"{'att': 235, 'def': 22}","{'att': 297, 'def': 35}",2,7,0,1,0.461,l,2022-11-12,0,0,1,0,-1.000995,0.778535,7.5,1.86066875,5.75,1.2656026923076924,7.538461538461538,1.5773751538461538,4.230769230769231
