h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
a,1.77085,0.527496,1.77085,0.527496,"{'att': 164, 'def': 30}","{'att': 365, 'def': 30}",13,3,3,0,2.337,w,2023-05-15,1,0,0,3,1.243354,1.9498324999999999,10.5,0.8281587499999998,3.0,2.142053625,10.375,1.2775874999999999,4.6875
h,0.918508,1.46948,0.918508,0.708313,"{'att': 117, 'def': 38}","{'att': 279, 'def': 22}",10,2,1,1,0.8110999999999999,d,2023-05-20,0,1,0,1,0.210195,1.96642,10.75,0.7251957499999999,3.25,2.171361125,10.3125,1.1459759999999999,4.5625
a,4.00345,1.33964,4.00345,1.33964,"{'att': 150, 'def': 40}","{'att': 342, 'def': 11}",20,4,4,4,2.7285,d,2023-05-28,0,1,0,1,2.66381,1.5887695,11.5,0.7302482499999998,3.0,2.089211,10.5,1.2126728125,4.5
a,1.29994,1.93258,1.29994,1.93258,"{'att': 421, 'def': 21}","{'att': 170, 'def': 19}",9,11,1,1,0.9087,d,2023-08-13,0,1,0,1,-0.6326399999999999,2.171202,14.0,0.8801269999999998,3.0,2.2040835,11.3125,1.1871178125,4.4375
h,3.25448,1.3867,2.33406,1.3867,"{'att': 167, 'def': 23}","{'att': 356, 'def': 32}",11,8,3,1,2.5404,w,2023-08-19,1,0,0,3,0.94736,1.9981870000000002,13.0,1.3172989999999998,5.0,2.2008778749999998,11.5625,1.2460861875,5.0625
a,0.856121,1.62037,0.856121,1.62037,"{'att': 370, 'def': 23}","{'att': 227, 'def': 21}",5,5,2,1,0.8074,w,2023-08-27,1,0,0,3,-0.7642490000000001,2.3690945,12.5,1.5320999999999998,6.25,2.2354135,11.5625,1.2835793125000001,5.3125
h,2.73138,0.615503,2.73138,0.615503,"{'att': 248, 'def': 29}","{'att': 543, 'def': 8}",11,3,3,0,2.705,w,2023-09-03,1,0,0,3,2.115877,2.3534977500000003,11.25,1.5698224999999997,7.0,2.0737529375,11.0,1.3325060625,5.4375
a,2.82701,0.538833,2.82701,0.538833,"{'att': 210, 'def': 21}","{'att': 404, 'def': 22}",16,9,3,1,2.8023,w,2023-09-16,1,0,0,3,2.288177,2.03548025,9.0,1.3887882499999997,6.75,2.1110485625,10.9375,1.3021449999999999,5.5625
h,4.14262,1.53878,3.38145,1.53878,"{'att': 212, 'def': 35}","{'att': 368, 'def': 20}",14,1,3,1,2.7253,w,2023-09-24,1,0,0,3,1.84267,2.41724775,10.75,1.0403514999999999,6.25,2.2678510000000003,11.75,1.1475451875,5.0
a,1.12299,2.18823,1.12299,2.18823,"{'att': 320, 'def': 20}","{'att': 218, 'def': 29}",7,18,1,2,0.6294,l,2023-09-30,0,0,1,0,-1.06524,2.63928275,11.5,1.0783714999999998,4.5,2.5141261874999996,12.125,1.1069045625,4.3125
a,2.51029,2.23187,1.74913,2.23187,"{'att': 277, 'def': 36}","{'att': 324, 'def': 21}",15,4,2,2,1.58,d,2023-10-08,0,1,0,1,-0.4827399999999997,2.706,12.0,1.2203364999999997,7.75,2.2943055625,11.375,1.1476495625,5.375
h,2.28568,0.0937725,1.52459,0.0937725,"{'att': 87, 'def': 26}","{'att': 379, 'def': 13}",13,5,2,0,2.8639,w,2023-10-21,1,0,0,3,1.4308175,2.6507275000000003,13.0,1.6244282499999998,8.0,2.2852761875,11.5,1.2141739375,5.5
h,2.70428,0.642014,2.70428,0.642014,"{'att': 151, 'def': 19}","{'att': 438, 'def': 14}",11,3,3,0,2.7153,w,2023-10-29,1,0,0,3,2.062266,2.515395,12.25,1.5131631249999997,7.0,2.2201655625,11.625,1.17474309375,5.3125
a,3.03925,1.3411,3.03925,1.3411,"{'att': 98, 'def': 26}","{'att': 369, 'def': 17}",14,1,1,1,2.4793,d,2023-11-05,0,1,0,1,1.69815,2.15581,11.5,1.2889716249999996,7.5,2.2826518125,11.5625,1.15615971875,5.375
h,1.56004,1.44954,1.56004,1.44954,"{'att': 178, 'def': 27}","{'att': 233, 'def': 22}",11,8,3,0,1.4565,w,2023-11-12,1,0,0,3,0.1105,2.634875,13.25,1.0771891249999999,3.25,2.3207855625000002,12.0,1.14939909375,5.25
a,0.766278,1.79622,0.766278,1.79622,"{'att': 345, 'def': 15}","{'att': 246, 'def': 21}",6,11,1,1,0.6095999999999999,d,2023-11-25,0,1,0,1,-1.029942,2.3973125,12.25,0.8816066249999999,4.25,2.3136805625,12.0625,1.19373753125,5.5
h,2.72831,1.51005,2.72831,1.51005,"{'att': 192, 'def': 23}","{'att': 343, 'def': 24}",17,5,4,3,2.1871,w,2023-12-03,1,0,0,3,1.21826,2.017462,10.5,1.3072184999999998,5.75,2.2370729375000002,11.625,1.2945080312500001,6.0
a,1.80116,0.834172,1.80116,0.834172,"{'att': 57, 'def': 18}","{'att': 363, 'def': 14}",14,2,2,0,2.1129,w,2023-12-06,1,0,0,3,0.966988,2.0234695,12.0,1.5242274999999998,6.25,2.2969141875,11.875,1.3559176562500002,6.125
a,1.3708,1.79152,1.3708,1.03036,"{'att': 67, 'def': 21}","{'att': 384, 'def': 24}",15,4,2,1,0.9942,w,2023-12-09,1,0,0,3,0.3404400000000001,1.713947,12.0,1.3974954999999996,6.5,2.3520799375,12.125,1.31621090625,6.125
h,1.97111,0.632715,1.97111,0.632715,"{'att': 145, 'def': 28}","{'att': 304, 'def': 13}",12,7,0,0,2.3368,d,2023-12-17,0,1,0,1,1.3383949999999998,1.6666370000000001,13.0,1.4829904999999997,5.5,2.1875393125,11.8125,1.34445340625,6.125
h,0.982901,0.851681,0.982901,0.851681,"{'att': 241, 'def': 33}","{'att': 270, 'def': 21}",7,5,1,1,1.4648,d,2023-12-23,0,1,0,1,0.13122,1.967845,14.5,1.1921142499999997,4.5,2.2294874375,12.0,1.26321184375,5.875
a,1.68451,0.972389,1.68451,0.972389,"{'att': 138, 'def': 15}","{'att': 390, 'def': 25}",18,3,2,0,1.8768,w,2023-12-26,1,0,0,3,0.712121,1.53149275,12.0,1.0275219999999998,4.5,2.0875137500000003,11.75,1.2297731562499998,5.6875
h,6.67151,0.910974,5.02355,0.910974,"{'att': 193, 'def': 40}","{'att': 284, 'def': 19}",16,4,4,2,2.9958,w,2024-01-01,1,0,0,3,4.112576000000001,1.50233025,13.0,1.0620762499999996,4.75,2.1392880625,12.5625,1.18927434375,5.5625
a,1.53344,0.834585,1.53344,0.834585,"{'att': 149, 'def': 31}","{'att': 281, 'def': 28}",15,10,4,0,1.9563,w,2024-01-21,1,0,0,3,0.6988549999999999,2.8275077499999997,13.25,0.8419397499999998,4.75,2.3855461875,12.875,1.2077412812500001,5.625
h,3.6627,0.477972,2.90153,0.477972,"{'att': 372, 'def': 37}","{'att': 294, 'def': 15}",10,6,4,1,2.9203,w,2024-01-31,1,0,0,3,2.4235580000000003,2.71809025,14.0,0.8924072499999998,5.5,2.3046980625,12.8125,1.22622578125,5.6875
a,0.542052,2.8526,0.542052,2.8526,"{'att': 202, 'def': 21}","{'att': 291, 'def': 30}",2,5,1,3,0.1636,l,2024-02-04,0,0,1,0,-2.310548,3.38804,14.75,0.7989799999999997,5.75,2.2747030625000004,12.5625,1.15992528125,6.0
h,3.14734,1.11123,3.14734,1.11123,"{'att': 125, 'def': 27}","{'att': 412, 'def': 24}",15,6,3,1,2.5408,w,2024-02-10,1,0,0,3,2.03611,3.1024255,10.75,1.2690327499999996,6.25,2.2383944375000002,12.25,1.20144840625,5.1875
a,3.08952,1.69518,3.08952,1.69518,"{'att': 162, 'def': 22}","{'att': 272, 'def': 20}",11,10,4,1,2.2674,w,2024-02-17,1,0,0,3,1.39434,2.221383,10.5,1.31909675,6.75,2.2782100625,12.25,1.1314084062499998,5.3125
h,3.70302,0.956512,3.70302,0.956512,"{'att': 168, 'def': 35}","{'att': 246, 'def': 20}",16,4,4,1,2.7612,w,2024-02-21,1,0,0,3,2.746508,2.610403,9.5,1.5342454999999997,6.75,2.3284500625,12.125,1.2314963749999999,5.625
a,1.32259,0.971466,1.32259,0.971466,"{'att': 119, 'def': 25}","{'att': 353, 'def': 16}",12,7,1,0,1.6254,w,2024-03-02,1,0,0,3,0.3511239999999999,2.620483,11.0,1.6538804999999996,6.25,2.3908713125,12.4375,1.2511525,5.6875
h,2.25492,1.37289,1.49375,1.37289,"{'att': 285, 'def': 32}","{'att': 341, 'def': 23}",9,5,1,1,2.0021,d,2024-03-10,0,1,0,1,0.1208599999999999,2.8156175,13.5,1.1835969999999998,6.75,2.2835800625,12.3125,1.2280503749999998,6.0625
h,3.21149,0.43922,3.21149,0.43922,"{'att': 304, 'def': 34}","{'att': 298, 'def': 16}",24,6,2,1,2.8344,w,2024-03-31,1,0,0,3,2.77227,2.5925124999999998,12.0,1.2490119999999998,6.5,2.3270100625,12.1875,1.22325975,5.875
h,2.51772,0.720948,2.51772,0.720948,"{'att': 59, 'def': 23}","{'att': 396, 'def': 15}",18,2,3,1,2.5417,w,2024-04-04,1,0,0,3,1.7967720000000005,2.623005,15.25,0.9350219999999999,5.5,2.4798358124999997,13.3125,1.1384472499999998,5.5625
a,4.43457,0.814509,3.6734,0.814509,"{'att': 196, 'def': 25}","{'att': 284, 'def': 20}",21,6,2,2,2.9172,d,2024-04-07,0,1,0,1,2.858891,2.32668,15.75,0.8761309999999998,5.0,2.4666739375,13.375,1.0891283749999998,5.375
h,3.04497,2.12879,3.04497,2.12879,"{'att': 161, 'def': 28}","{'att': 391, 'def': 15}",11,6,0,1,1.963,l,2024-04-14,0,0,1,0,0.9161800000000002,3.104675,18.0,0.8368917499999998,4.75,2.6312620625000003,13.8125,1.0878994375,5.625
a,1.02445,0.83885,1.02445,0.83885,"{'att': 257, 'def': 21}","{'att': 468, 'def': 9}",9,8,3,1,1.4674,w,2024-04-21,1,0,0,3,0.1856000000000001,3.3021874999999996,18.5,1.0258667499999998,5.0,2.7358976875,13.5625,1.1089788125,5.75
a,1.87155,1.89111,1.87155,1.89111,"{'att': 95, 'def': 21}","{'att': 379, 'def': 18}",24,6,0,2,1.3542999999999998,l,2024-04-24,0,0,1,0,-0.01956,2.7554275,14.75,1.1257742499999999,5.5,2.6767314375,13.375,1.12186225,5.8125
a,2.29298,0.794025,2.29298,0.794025,"{'att': 130, 'def': 25}","{'att': 377, 'def': 19}",20,5,2,2,2.3549,d,2024-04-27,0,1,0,1,1.498955,2.5938849999999998,16.25,1.41831475,6.5,2.732272,14.4375,1.1868265624999998,5.875
h,3.26222,1.17205,3.26222,1.17205,"{'att': 303, 'def': 23}","{'att': 226, 'def': 27}",22,9,4,2,2.613,w,2024-05-05,1,0,0,3,2.09017,2.0584875,16.0,1.4131937499999998,6.25,2.770301375,14.5625,1.1756788125,6.0
a,1.89968,2.71655,1.89968,2.71655,"{'att': 236, 'def': 32}","{'att': 357, 'def': 24}",7,14,3,3,0.8218000000000001,d,2024-05-13,0,1,0,1,-0.8168699999999998,2.1128,18.75,1.1740087499999998,7.0,2.5572207500000004,14.9375,1.1919960625,6.3125
h,5.65937,0.731254,5.65937,0.731254,"{'att': 158, 'def': 31}","{'att': 249, 'def': 15}",22,1,2,0,2.9874,w,2024-05-19,1,0,0,3,4.928116,2.3316075,18.25,1.6434337499999998,8.5,2.58011075,14.4375,1.309618875,6.5625
a,3.92906,0.342601,3.92906,0.342601,"{'att': 201, 'def': 23}","{'att': 338, 'def': 18}",13,2,2,0,2.9562,w,2024-08-17,1,0,0,3,3.586459,3.2785625,17.75,1.3534697499999997,7.25,2.7049026250000003,15.1875,1.3254489999999999,6.25
h,2.71877,0.457239,2.71877,0.457239,"{'att': 233, 'def': 23}","{'att': 324, 'def': 10}",21,2,2,0,2.7572,w,2024-08-25,1,0,0,3,2.261531,3.6875825,16.0,1.2406137499999996,6.5,2.916590625,15.875,1.1685740624999998,6.0625
a,2.10397,1.50087,2.10397,1.50087,"{'att': 304, 'def': 26}","{'att': 275, 'def': 22}",9,6,3,0,1.7849,w,2024-09-01,1,0,0,3,0.6031,3.55172,15.75,1.0619109999999998,4.75,2.889805,16.25,1.127699625,5.8125
h,1.17044,0.589532,1.17044,0.589532,"{'att': 112, 'def': 30}","{'att': 307, 'def': 18}",6,4,0,1,1.8907,l,2024-09-14,0,0,1,0,0.580908,3.6027925000000005,16.25,0.7579909999999997,2.75,2.8282081249999997,16.125,1.1155552499999999,5.5625
h,2.43731,1.46979,2.43731,1.46979,"{'att': 237, 'def': 20}","{'att': 370, 'def': 23}",13,6,3,0,1.9973,w,2024-09-21,1,0,0,3,0.9675200000000002,2.48056,12.25,0.7225604999999997,3.5,2.669921875,15.5,1.092619,5.5625
a,2.11724,0.748925,1.35607,0.748925,"{'att': 266, 'def': 18}","{'att': 308, 'def': 22}",11,2,2,1,2.4807,w,2024-09-28,1,0,0,3,0.6071450000000002,2.1076225,12.25,1.0043577499999996,4.5,2.739591875,15.5625,1.12376425,5.5
a,2.07332,0.609481,2.07332,0.609481,"{'att': 150, 'def': 27}","{'att': 383, 'def': 16}",11,3,1,0,2.4548,w,2024-10-05,1,0,0,3,1.4638389999999997,1.9572399999999999,9.75,1.0772792499999997,4.5,2.730986875,15.6875,1.0847664375,5.3125
h,2.22517,1.33904,1.464,1.33904,"{'att': 320, 'def': 25}","{'att': 255, 'def': 16}",2,6,2,1,2.0937,w,2024-10-20,1,0,0,3,0.1249599999999999,1.9495775,10.25,0.8544319999999997,3.75,2.65985125,14.875,1.09540775,5.125
a,1.35346,1.0883,1.35346,1.0883,"{'att': 182, 'def': 22}","{'att': 226, 'def': 28}",8,6,2,2,1.5928,d,2024-10-27,0,1,0,1,0.26516,2.21326,9.25,1.0418089999999998,4.25,2.6415668749999996,13.875,1.1340385,5.375
h,1.81037,1.01568,1.81037,1.01568,"{'att': 293, 'def': 28}","{'att': 274, 'def': 34}",10,5,2,1,1.9723,w,2024-11-02,1,0,0,3,0.7946900000000001,1.9422975,8.0,0.9464364999999998,4.25,2.4489975000000004,13.0625,1.1511504375,5.375
h,2.68196,1.66337,2.68196,1.66337,"{'att': 224, 'def': 26}","{'att': 389, 'def': 22}",7,4,2,0,2.0739,w,2024-11-09,1,0,0,3,1.01859,1.86558,7.75,1.0131252499999999,5.0,2.371835,13.0,1.0815810625,5.3125
a,3.18835,1.53985,2.42718,0.642015,"{'att': 232, 'def': 28}","{'att': 240, 'def': 10}",13,6,3,2,2.4683,w,2024-11-24,1,0,0,3,1.785165,2.01774,6.75,1.2765974999999998,5.25,2.475429375,12.875,1.1331135625,5.0625
h,3.70054,0.745015,2.93937,0.745015,"{'att': 295, 'def': 17}","{'att': 251, 'def': 16}",8,4,2,0,2.9016,w,2024-12-01,1,0,0,3,2.194355,2.258535,9.5,1.3267999999999998,5.25,2.5577293749999996,12.1875,1.1111598125,5.0625
a,2.22766,1.52057,2.22766,1.52057,"{'att': 212, 'def': 26}","{'att': 299, 'def': 22}",9,3,3,3,1.8659,d,2024-12-04,0,1,0,1,0.7070900000000002,2.8453049999999998,9.5,1.2409787499999998,4.75,2.6457018750000003,11.4375,1.1080966875,5.0
h,2.09698,1.2862,2.09698,1.2862,"{'att': 208, 'def': 27}","{'att': 310, 'def': 8}",8,6,2,2,1.9725,d,2024-12-14,0,1,0,1,0.8107799999999998,2.9496275,9.25,1.36720125,4.25,2.581041875,10.625,1.1298791874999998,4.625
a,5.20214,1.20245,5.20214,1.20245,"{'att': 335, 'def': 29}","{'att': 280, 'def': 13}",14,8,6,3,2.9533,w,2024-12-22,1,0,0,3,3.99969,2.8033825,9.5,1.2729087499999996,4.75,2.5933731250000003,10.6875,1.0404823125,4.125
h,1.89935,0.22097,1.89935,0.22097,"{'att': 181, 'def': 33}","{'att': 312, 'def': 4}",26,0,3,1,2.6357000000000004,w,2024-12-26,1,0,0,3,1.6783800000000002,3.3068299999999997,9.75,1.1885587499999999,5.25,2.5647962499999997,10.1875,1.0699320625,4.5625
a,3.29868,0.518279,3.29868,0.518279,"{'att': 281, 'def': 28}","{'att': 269, 'def': 19}",16,3,5,0,2.846,w,2024-12-29,1,0,0,3,2.780401,2.8565324999999997,14.25,1.0575474999999996,4.25,2.437939375,11.0,1.0623301250000001,4.4375
h,2.862,1.67469,2.10084,1.67469,"{'att': 204, 'def': 23}","{'att': 204, 'def': 27}",7,7,2,2,2.1611,d,2025-01-05,0,1,0,1,0.4261499999999998,3.1242875000000003,16.0,0.8069747499999997,4.25,2.47418375,10.6875,1.066145125,4.5
a,2.72291,0.5292,2.72291,0.5292,"{'att': 102, 'def': 16}","{'att': 237, 'def': 11}",18,2,1,1,2.7403000000000004,d,2025-01-14,0,1,0,1,2.1937100000000003,3.3155425000000003,15.75,0.9040972499999997,4.5,2.521560625,10.5625,1.077008875,4.5625
