h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
a,1.57897,0.622653,1.57897,0.622653,"{'att': 220, 'def': 23}","{'att': 316, 'def': 15}",8,7,1,1,2.1541,d,2022-10-23,0,1,0,1,0.956317,1.86141925,10.0,1.20757025,4.25,2.0299557,12.2,1.019088,4.0
h,3.00699,0.206127,3.00699,0.206127,"{'att': 148, 'def': 19}","{'att': 315, 'def': 12}",21,2,5,0,2.9077,w,2022-10-30,1,0,0,3,2.800863,1.9261092499999999,9.75,1.228206,5.25,1.9889569999999999,11.818181818181818,0.9830484545454545,4.2727272727272725
a,2.37846,0.278815,2.37846,0.278815,"{'att': 185, 'def': 31}","{'att': 248, 'def': 29}",3,5,1,0,2.8162,w,2022-11-06,1,0,0,3,2.099645,2.05684925,12.0,0.9040627500000001,5.25,2.0737930833333333,12.583333333333334,0.918305,4.083333333333333
a,2.27996,0.512339,2.27996,0.512339,"{'att': 184, 'def': 14}","{'att': 308, 'def': 17}",4,4,2,0,2.6551,w,2022-11-12,1,0,0,3,1.767621,1.94654425,9.25,0.7824787500000001,5.5,2.097229,11.846153846153847,0.8691134615384615,4.153846153846154
h,1.88828,1.02652,1.88828,0.265347,"{'att': 197, 'def': 26}","{'att': 371, 'def': 19}",14,1,3,1,2.0354,w,2022-12-26,1,0,0,3,1.622933,2.311095,9.0,0.4049835000000001,4.5,2.110281214285714,11.285714285714286,0.8436295714285714,4.142857142857143
a,3.22106,1.15663,3.22106,1.15663,"{'att': 372, 'def': 24}","{'att': 130, 'def': 16}",8,9,4,2,2.6530000000000005,w,2022-12-31,1,0,0,3,2.06443,2.3884225,10.5,0.5059502500000002,3.0,2.0954811333333336,11.466666666666667,0.8558222666666667,3.933333333333333
h,0.970637,0.959523,0.970637,0.959523,"{'att': 112, 'def': 15}","{'att': 262, 'def': 22}",9,4,0,0,1.3059,d,2023-01-03,0,1,0,1,0.0111139999999999,2.4419399999999998,7.25,0.7435760000000002,4.75,2.1658298125,11.25,0.87462275,4.25
a,2.04232,1.71032,2.04232,1.71032,"{'att': 253, 'def': 22}","{'att': 220, 'def': 13}",8,8,2,0,1.6227999999999998,w,2023-01-15,1,0,0,3,0.3320000000000001,2.0899842499999997,8.75,0.9137530000000003,4.5,2.1367439999999998,11.0,0.8591948125000001,4.0
h,2.90273,0.272246,2.90273,0.272246,"{'att': 213, 'def': 18}","{'att': 248, 'def': 18}",15,1,3,2,2.863,w,2023-01-22,1,0,0,3,2.630484,2.03057425,9.75,1.2132482500000001,5.5,2.07622025,10.875,0.922922375,4.1875
a,0.690102,2.09191,0.690102,2.09191,"{'att': 104, 'def': 18}","{'att': 378, 'def': 21}",11,4,0,1,0.3624,l,2023-02-04,0,0,1,0,-1.401808,2.28418675,10.0,1.0246797500000002,5.5,2.1507152499999997,11.3125,0.9267293125,4.1875
h,1.36738,2.17538,1.36738,2.17538,"{'att': 97, 'def': 15}","{'att': 192, 'def': 16}",21,15,1,1,0.7451000000000001,d,2023-02-11,0,1,0,1,-0.808,1.65144725,10.75,1.2584997500000001,4.25,2.03920475,10.9375,0.99959825,4.375
h,1.70139,2.00841,0.940216,2.00841,"{'att': 158, 'def': 18}","{'att': 322, 'def': 26}",9,7,1,3,1.1446999999999998,l,2023-02-15,0,0,1,0,-1.068194,1.750633,13.75,1.5624640000000003,7.0,1.949684125,11.125,1.1169864999999999,5.125
a,2.85981,0.335752,2.85981,0.335752,"{'att': 174, 'def': 19}","{'att': 279, 'def': 19}",14,2,4,2,2.8289,w,2023-02-18,1,0,0,3,2.524058,1.6654005,14.0,1.6369865000000001,6.75,1.96712225,10.6875,1.115697125,5.25
a,0.722059,0.0203463,0.722059,0.0203463,"{'att': 151, 'def': 19}","{'att': 283, 'def': 18}",10,2,1,0,2.0591,w,2023-02-25,1,0,0,3,0.7017127,1.6546705,13.75,1.6528630000000002,7.0,2.06334725,11.0,1.1029247500000001,5.1875
h,3.06919,1.604,3.06919,1.604,"{'att': 130, 'def': 17}","{'att': 418, 'def': 19}",13,5,4,0,2.3791,w,2023-03-01,1,0,0,3,1.4651899999999998,1.66265975,13.5,1.1349720750000003,6.5,1.9532240625,10.875,1.01027764375,5.1875
h,2.46279,1.74267,2.46279,1.74267,"{'att': 80, 'def': 20}","{'att': 213, 'def': 15}",31,3,3,2,1.8469,w,2023-03-04,1,0,0,3,0.7201200000000001,2.08811225,11.5,0.9921270750000002,4.0,1.9688184375,10.8125,1.06270570625,5.25
a,2.64355,0.61832,2.64355,0.61832,"{'att': 254, 'def': 23}","{'att': 341, 'def': 20}",20,5,3,0,2.695,w,2023-03-12,1,0,0,3,2.02523,2.2784622499999996,17.0,0.9256920750000002,3.0,2.071383,12.4375,1.04522758125,4.9375
h,1.53568,1.19194,1.53568,1.19194,"{'att': 203, 'def': 16}","{'att': 310, 'def': 18}",13,5,4,1,1.6022,w,2023-03-19,1,0,0,3,0.3437399999999999,2.22439725,18.5,0.9963340750000002,3.75,2.13791925,13.1875,1.04495676875,4.8125
h,3.29548,0.497609,2.53431,0.497609,"{'att': 152, 'def': 18}","{'att': 336, 'def': 20}",6,6,4,1,2.8822,w,2023-04-01,1,0,0,3,2.036701,2.4278025,19.25,1.2892325,4.5,2.0459623749999998,12.6875,1.1065700812500001,5.0
a,1.53631,4.64012,1.53631,3.87895,"{'att': 278, 'def': 21}","{'att': 193, 'def': 26}",1,19,2,2,0.1038999999999999,d,2023-04-09,0,1,0,1,-2.3426400000000003,2.484375,17.5,1.0126347500000001,4.75,2.103276125,12.875,1.12024470625,5.0625
a,2.71782,1.96095,1.95665,1.19978,"{'att': 104, 'def': 16}","{'att': 316, 'def': 20}",10,4,2,2,1.978,d,2023-04-16,0,1,0,1,0.7568699999999999,2.252755,10.0,1.7369972500000002,8.75,2.056798,12.6875,1.37823101875,6.0
h,2.39609,1.43063,2.39609,1.43063,"{'att': 104, 'def': 25}","{'att': 265, 'def': 14}",23,3,3,3,2.0364,d,2023-04-21,0,1,0,1,0.96546,2.2713225,7.5,2.0726547500000003,8.5,2.1086442499999998,12.4375,1.4366328937500001,6.1875
a,0.398372,2.01168,0.398372,2.01168,"{'att': 320, 'def': 19}","{'att': 293, 'def': 28}",6,9,1,4,0.2988,l,2023-04-26,0,0,1,0,-1.6133080000000002,2.486425,10.0,2.13232725,8.0,2.057083625,13.375,1.4537578937500002,5.8125
h,2.7832,0.785202,2.7832,0.785202,"{'att': 299, 'def': 24}","{'att': 309, 'def': 13}",13,8,3,1,2.6199000000000003,w,2023-05-02,1,0,0,3,1.997998,1.762148,10.0,2.5108449999999998,8.75,2.0213170625,13.1875,1.51951770625,6.125
a,1.29061,1.37224,1.29061,1.37224,"{'att': 207, 'def': 26}","{'att': 197, 'def': 24}",8,11,2,0,1.3011,w,2023-05-07,1,0,0,3,-0.0816299999999998,2.0738705,13.0,1.5471155000000003,6.0,2.0676220625,13.5,1.4616978312500002,6.125
h,0.958651,2.21276,0.958651,2.21276,"{'att': 346, 'def': 33}","{'att': 191, 'def': 20}",8,2,0,3,0.5195,l,2023-05-14,0,0,1,0,-1.2541089999999997,1.717068,12.5,1.3999380000000001,7.75,1.9668645624999999,13.0625,1.53044745625,6.75
a,0.4902,1.1397,0.4902,1.1397,"{'att': 53, 'def': 19}","{'att': 287, 'def': 17}",11,5,0,1,0.7008,l,2023-05-20,0,0,1,0,-0.6495,1.35770825,8.75,1.5954705000000002,7.5,1.9836488749999999,12.875,1.53800058125,6.625
h,3.02466,0.38772,3.02466,0.38772,"{'att': 303, 'def': 24}","{'att': 223, 'def': 14}",12,3,5,0,2.8694,w,2023-05-28,1,0,0,3,2.63694,1.38066525,10.0,1.3774755,6.5,1.928825125,12.25,1.47327058125,6.0
h,0.84262,0.966305,0.84262,0.966305,"{'att': 108, 'def': 27}","{'att': 441, 'def': 10}",9,4,2,1,1.1754,w,2023-08-12,1,0,0,3,-0.1236849999999999,1.4410302499999998,9.75,1.2781050000000003,5.25,2.0115295,12.4375,1.37197745625,5.75
a,2.20593,1.06916,1.4448,1.06916,"{'att': 192, 'def': 20}","{'att': 230, 'def': 16}",7,10,1,0,2.2217,w,2023-08-21,1,0,0,3,0.37564,1.3290327499999999,10.0,1.1766212500000002,3.5,1.885455125,12.125,1.41138701875,5.875
h,3.23088,0.849817,2.46971,0.849817,"{'att': 144, 'def': 18}","{'att': 320, 'def': 9}",22,2,2,2,2.7578,d,2023-08-26,0,1,0,1,1.619893,1.6408525,9.75,0.8907212500000002,5.5,1.9781970625,11.9375,1.476937875,6.375
h,1.90973,0.966109,1.90973,0.966109,"{'att': 311, 'def': 16}","{'att': 261, 'def': 10}",11,4,3,1,2.1143,w,2023-09-03,1,0,0,3,0.943621,2.3260224999999997,12.5,0.8182505000000002,4.75,1.9883026875,12.5,1.4298014375,6.1875
a,0.802605,0.28317,0.802605,0.28317,"{'att': 126, 'def': 18}","{'att': 404, 'def': 17}",10,3,1,0,1.836,w,2023-09-17,1,0,0,3,0.5194350000000001,2.0472900000000003,12.25,0.9628477500000003,5.0,1.9537364375,11.25,1.381266375,6.25
h,2.3429,2.21166,1.58173,2.21166,"{'att': 282, 'def': 31}","{'att': 187, 'def': 28}",4,9,2,2,1.4902,d,2023-09-24,0,1,0,1,-0.6299300000000001,2.03728625,12.5,0.7920640000000002,4.75,1.8386773749999998,10.625,1.3603195,6.125
a,4.0742,0.644443,2.55187,0.644443,"{'att': 167, 'def': 28}","{'att': 330, 'def': 22}",15,13,4,0,2.942,w,2023-09-30,1,0,0,3,1.907427,2.07152875,11.75,1.0776890000000003,4.5,1.889128625,10.0625,1.424052,6.375
h,0.386558,0.858071,0.386558,0.858071,"{'att': 352, 'def': 28}","{'att': 292, 'def': 19}",9,7,1,0,0.7785,w,2023-10-08,1,0,0,3,-0.471513,2.28235875,10.0,1.0263455000000004,7.25,1.9377986249999999,10.625,1.433229125,6.8125
a,1.05791,1.71838,1.05791,0.957211,"{'att': 279, 'def': 30}","{'att': 345, 'def': 11}",5,8,2,2,0.7988,d,2023-10-21,0,1,0,1,0.1006989999999998,1.90156575,9.5,0.9993360000000002,8.0,1.8659391250000001,11.125,1.1968510625,6.0625
h,3.03496,0.0281554,2.27379,0.0281554,"{'att': 191, 'def': 16}","{'att': 402, 'def': 13}",9,1,5,0,2.9682,w,2023-10-28,1,0,0,3,2.2456346,1.965392,8.25,1.3581385000000004,9.25,1.76219475,10.8125,1.1816904375,6.3125
a,0.535473,1.12355,0.535473,1.12355,"{'att': 179, 'def': 20}","{'att': 195, 'def': 24}",7,4,0,1,0.6604,l,2023-11-04,0,0,1,0,-0.5880770000000001,2.138407,9.5,0.8122623500000002,7.25,1.802124125,9.9375,1.094035775,6.1875
h,2.63194,0.327706,2.63194,0.327706,"{'att': 187, 'def': 19}","{'att': 256, 'def': 13}",14,2,3,1,2.9047,w,2023-11-11,1,0,0,3,2.304234,1.2537252499999996,7.5,0.9320391000000002,5.0,1.8106929374999998,10.0,1.03852765,5.875
a,1.82699,1.66315,1.82699,1.66315,"{'att': 115, 'def': 15}","{'att': 179, 'def': 21}",4,4,1,0,1.4506,w,2023-11-25,1,0,0,3,0.1638399999999999,1.8150707499999998,8.75,0.7994478500000002,3.75,1.8012391874999998,10.0625,1.0099341499999999,5.5
h,3.30368,1.07886,3.30368,1.07886,"{'att': 276, 'def': 32}","{'att': 290, 'def': 17}",16,1,2,1,2.6852,w,2023-12-02,1,0,0,3,2.22482,2.00734075,8.5,0.7856403500000002,2.75,1.8347629375,9.8125,1.0281160249999999,5.0625
a,2.58815,0.526254,2.58815,0.526254,"{'att': 152, 'def': 25}","{'att': 357, 'def': 23}",19,0,4,3,2.7039,w,2023-12-05,1,0,0,3,2.061896,2.0745207499999996,10.25,1.0483165,2.75,1.98132725,10.3125,0.957247275,5.0
a,1.71667,0.628499,1.71667,0.628499,"{'att': 139, 'def': 26}","{'att': 279, 'def': 29}",10,3,0,1,2.274,l,2023-12-09,0,0,1,0,1.088171,2.58769,13.25,0.8989925000000002,1.75,2.112449125,10.8125,0.9189069000000001,4.6875
h,2.76976,0.663054,2.76976,0.663054,"{'att': 344, 'def': 25}","{'att': 233, 'def': 12}",19,3,2,0,2.6482,w,2023-12-17,1,0,0,3,2.106706,2.3588725,12.25,0.9741907500000002,2.0,2.0306997499999997,10.6875,0.9339555875000001,4.6875
a,0.851681,0.982901,0.851681,0.982901,"{'att': 270, 'def': 21}","{'att': 241, 'def': 33}",5,7,1,1,1.2014,d,2023-12-23,0,1,0,1,-0.13122,2.594565,16.0,0.7241667500000002,1.75,2.151146,11.3125,0.9150024,4.625
h,2.7884,1.59711,2.7884,0.835941,"{'att': 136, 'def': 26}","{'att': 302, 'def': 9}",27,1,0,2,2.1643,l,2023-12-28,0,0,1,0,1.952459,1.9815652499999998,13.25,0.7001770000000003,3.25,2.0665054375,11.1875,0.9096112125,4.4375
a,1.6591,1.52829,1.6591,1.52829,"{'att': 243, 'def': 20}","{'att': 372, 'def': 17}",5,5,1,2,1.4644,l,2023-12-31,0,0,1,0,0.1308100000000001,2.03162775,15.25,0.9678910000000003,3.5,2.0388504375,11.5,0.956317025,4.375
h,3.52167,0.288083,3.52167,0.288083,"{'att': 215, 'def': 22}","{'att': 324, 'def': 16}",18,0,5,0,2.93,w,2024-01-20,1,0,0,3,3.233587,2.0172352499999997,14.0,1.1928387500000002,4.0,2.0231860625,11.125,0.9914533375,4.4375
a,1.39143,0.631618,1.39143,0.631618,"{'att': 154, 'def': 18}","{'att': 278, 'def': 7}",25,2,2,1,1.9622,w,2024-01-30,1,0,0,3,0.7598119999999999,2.20521275,13.75,1.0990960000000003,3.25,2.1931276250000002,11.625,0.9917604,4.25
h,2.8526,0.542052,2.8526,0.542052,"{'att': 291, 'def': 30}","{'att': 202, 'def': 21}",5,2,3,1,2.7522999999999995,w,2024-02-04,1,0,0,3,2.310548,2.34015,18.75,1.0112752500000002,2.0,2.13366075,12.9375,0.8930077750000001,3.8125
a,3.99893,0.191065,3.23776,0.191065,"{'att': 143, 'def': 21}","{'att': 436, 'def': 20}",24,1,6,0,2.9716000000000005,w,2024-02-11,1,0,0,3,3.046695,2.3561999999999994,13.25,0.7475107500000002,2.25,2.05731075,12.3125,0.8866083375,3.125
a,2.20575,0.335143,1.44458,0.335143,"{'att': 175, 'def': 19}","{'att': 378, 'def': 17}",15,2,5,0,2.7253,w,2024-02-17,1,0,0,3,1.109437,2.9411574999999996,18.0,0.4132045000000002,1.25,2.283084,13.25,0.8449204625,2.75
h,2.59336,0.217373,2.59336,0.217373,"{'att': 282, 'def': 31}","{'att': 267, 'def': 10}",17,4,4,1,2.8573000000000004,w,2024-02-24,1,0,0,3,2.3759870000000003,2.6121775,17.25,0.4249695000000002,1.75,2.354824,13.875,0.75846815,2.375
a,2.47294,0.201374,2.47294,0.201374,"{'att': 110, 'def': 9}","{'att': 449, 'def': 12}",22,2,6,0,2.7824,w,2024-03-04,1,0,0,3,2.271566,2.91266,15.25,0.32140825000000023,2.25,2.327224,14.375,0.7702942500000001,2.5625
h,1.59369,0.733239,1.59369,0.733239,"{'att': 83, 'def': 10}","{'att': 219, 'def': 15}",20,3,2,1,2.0368,w,2024-03-09,1,0,0,3,0.8604510000000001,2.817745,19.5,0.23623875000000022,2.25,2.4483156875,15.3125,0.71265825,2.4375
a,0.511402,1.22009,0.511402,1.22009,"{'att': 341, 'def': 29}","{'att': 140, 'def': 23}",7,6,0,0,0.6518999999999999,d,2024-03-31,0,1,0,1,-0.7086879999999999,2.2164349999999997,18.5,0.3717822500000002,2.75,2.3834250624999997,15.6875,0.7380040625,2.5
h,1.14384,0.292082,1.14384,0.292082,"{'att': 257, 'def': 24}","{'att': 400, 'def': 17}",14,3,2,0,2.1457,w,2024-04-03,1,0,0,3,0.851758,1.792848,16.5,0.5930190000000002,3.75,2.3012008125000003,15.875,0.7103128125,2.625
a,4.16518,0.428514,3.40401,0.428514,"{'att': 282, 'def': 18}","{'att': 209, 'def': 23}",18,6,3,0,2.951,w,2024-04-06,1,0,0,3,2.975496,1.4304679999999999,15.75,0.6116962500000003,3.5,2.1662108125,15.75,0.6611391875,2.75
h,1.89003,0.929049,1.89003,0.929049,"{'att': 249, 'def': 28}","{'att': 214, 'def': 14}",17,2,0,2,2.1182,l,2024-04-14,0,0,1,0,0.960981,1.8535279999999998,14.75,0.6684812500000001,4.5,2.2647751874999997,15.6875,0.6550304375,3.125
a,1.66179,0.164516,1.66179,0.164516,"{'att': 314, 'def': 23}","{'att': 281, 'def': 18}",20,2,2,0,2.5563,w,2024-04-20,1,0,0,3,1.497274,1.9276129999999998,14.0,0.7174337500000002,4.25,2.2756101875000003,16.125,0.6738148125,3.0625
h,3.45858,1.60343,3.45858,1.60343,"{'att': 388, 'def': 28}","{'att': 257, 'def': 13}",18,6,5,0,2.45,w,2024-04-23,1,0,0,3,1.85515,2.21521,17.25,0.4535402500000002,3.25,2.2063620624999998,16.1875,0.6426561875000001,3.0
a,1.51469,2.60458,1.51469,1.84341,"{'att': 279, 'def': 29}","{'att': 189, 'def': 30}",7,9,3,2,0.6275999999999999,w,2024-04-28,1,0,0,3,-0.3287199999999999,2.793895,18.25,0.7813772500000002,4.0,2.36929325,17.0,0.68143925,2.9375
h,3.91372,0.4687,3.15255,0.4687,"{'att': 211, 'def': 26}","{'att': 188, 'def': 17}",28,3,3,0,2.9253000000000005,w,2024-05-04,1,0,0,3,2.68385,2.1312724999999997,15.5,1.3253937500000001,4.75,2.289686375,15.75,0.744406125,3.4375
a,1.73104,0.551669,1.73104,0.551669,"{'att': 259, 'def': 28}","{'att': 285, 'def': 15}",13,4,1,0,2.427,w,2024-05-12,1,0,0,3,1.179371,2.6371949999999997,18.25,1.2103065000000002,5.0,2.4306001250000002,17.1875,0.6781817499999999,3.3125
h,3.2117,0.664904,3.2117,0.664904,"{'att': 147, 'def': 18}","{'att': 254, 'def': 6}",16,3,2,1,2.827,w,2024-05-19,1,0,0,3,2.546796,2.6545075,16.5,1.30709475,5.5,2.31868575,16.875,0.6946558749999999,3.5625
h,1.6283,0.575835,1.6283,0.575835,"{'att': 202, 'def': 26}","{'att': 238, 'def': 22}",14,2,2,0,2.1894,w,2024-08-17,1,0,0,3,1.0524650000000002,2.5927875,16.0,1.0724632500000002,4.75,2.4324526250000003,16.3125,0.69673625,3.625
a,1.41399,1.31664,1.41399,1.31664,"{'att': 175, 'def': 30}","{'att': 311, 'def': 18}",10,3,2,0,1.4615,w,2024-08-24,1,0,0,3,0.09735,2.62119,17.75,0.5652770000000001,3.0,2.355933875,16.875,0.6988476874999999,3.625
h,2.41798,1.81748,2.41798,1.81748,"{'att': 222, 'def': 24}","{'att': 154, 'def': 16}",6,6,1,1,1.807,d,2024-08-31,0,1,0,1,0.6005,1.9962574999999998,13.25,0.7772620000000001,3.0,2.1943751249999996,16.0,0.769196125,3.75
a,1.1209,0.792595,1.1209,0.792595,"{'att': 231, 'def': 17}","{'att': 147, 'def': 25}",3,10,1,0,1.6666,w,2024-09-15,1,0,0,3,0.3283049999999999,2.1679924999999995,11.5,1.0937147500000002,3.5,2.2076395,15.4375,0.8618421875,4.0
a,1.28411,2.75588,1.28411,2.75588,"{'att': 183, 'def': 14}","{'att': 117, 'def': 14}",1,13,2,2,0.4836,d,2024-09-22,0,1,0,1,-1.4717699999999998,1.6452924999999998,8.25,1.1256375,5.25,2.11561075,14.5625,0.8977935625,4.375
h,6.05305,0.337909,6.05305,0.337909,"{'att': 139, 'def': 30}","{'att': 265, 'def': 9}",21,4,4,2,2.9973,w,2024-09-28,1,0,0,3,5.715141,1.5592449999999998,5.0,1.6706487500000002,8.0,2.041308875,13.25,1.0574501875,5.0625
h,3.25165,1.27313,3.25165,1.27313,"{'att': 235, 'def': 29}","{'att': 247, 'def': 16}",14,3,3,1,2.5448,w,2024-10-05,1,0,0,3,1.97852,2.71901,7.75,1.4259660000000003,8.25,2.3200188749999997,13.3125,1.0327420625,5.125
a,0.740758,2.18419,0.740758,1.42302,"{'att': 178, 'def': 20}","{'att': 247, 'def': 21}",4,7,0,2,0.3568,l,2024-10-19,0,0,1,0,-0.6822619999999999,2.9274275,9.75,1.2898785000000001,7.5,2.491284375,13.75,1.0360570625,4.9375
h,1.0883,1.35346,1.0883,1.35346,"{'att': 226, 'def': 28}","{'att': 182, 'def': 22}",6,8,2,2,1.0945,d,2024-10-27,0,1,0,1,-0.26516,2.8323919999999996,10.0,1.6377772500000003,6.75,2.46609175,13.125,1.1543138124999999,5.1875
a,0.911305,0.859715,0.911305,0.859715,"{'att': 131, 'def': 25}","{'att': 251, 'def': 19}",9,9,0,1,1.3742,l,2024-11-02,0,0,1,0,0.05159,2.7834394999999996,11.25,1.2871722500000002,5.5,2.2737867499999997,12.375,1.2121229375,5.3125
a,1.9605,1.24067,1.9605,1.24067,"{'att': 236, 'def': 23}","{'att': 264, 'def': 16}",6,6,1,1,1.9069,d,2024-11-10,0,1,0,1,0.71983,1.4980032499999998,8.25,1.4176237500000002,6.75,2.2126164375000004,11.875,1.2077895625,5.75
h,1.66016,0.403136,1.66016,0.403136,"{'att': 158, 'def': 15}","{'att': 368, 'def': 17}",19,0,3,0,2.3644,w,2024-11-23,1,0,0,3,1.257024,1.1752157499999998,6.25,1.4095087500000003,7.5,2.2312858125,11.0,1.2750491875,6.0
a,3.99935,1.23539,2.47701,1.23539,"{'att': 168, 'def': 14}","{'att': 249, 'def': 18}",6,3,5,2,2.8133,w,2024-11-30,1,0,0,3,1.24162,1.4050662499999997,10.0,0.9642452500000003,5.75,2.1188845625,11.0625,1.2000308125,5.625
h,2.96684,0.256083,2.96684,0.256083,"{'att': 295, 'def': 25}","{'att': 291, 'def': 15}",8,1,2,0,2.9395,w,2024-12-04,1,0,0,3,2.710757,2.13282875,10.0,0.9347277500000002,4.5,2.2741758125000002,11.0,1.1144564375,5.25
a,2.4333,0.150988,2.4333,0.150988,"{'att': 165, 'def': 19}","{'att': 341, 'def': 14}",12,0,1,1,2.943,d,2024-12-08,0,1,0,1,2.282312,2.6467125,9.75,0.7838197500000001,2.5,2.2149958125,9.75,1.101167875,5.125
h,1.30865,0.132166,1.30865,0.132166,"{'att': 106, 'def': 21}","{'att': 356, 'def': 18}",12,2,0,0,2.4169,d,2024-12-14,0,1,0,1,1.176484,2.7649125,11.25,0.5113992500000002,1.0,2.2588870625,9.6875,1.0761253125,4.875
a,3.05434,1.6052,3.05434,1.6052,"{'att': 231, 'def': 18}","{'att': 346, 'def': 20}",6,3,5,1,2.4151,w,2024-12-21,1,0,0,3,1.44914,2.6770349999999996,9.5,0.4436567500000002,1.5,2.1399464375,9.4375,1.0428291875,4.8125
h,2.16462,0.0783327,2.16462,0.0783327,"{'att': 180, 'def': 28}","{'att': 330, 'def': 17}",12,0,1,0,2.8423,w,2024-12-27,1,0,0,3,2.0862873000000004,2.4407824999999996,9.5,0.5361092500000002,1.5,2.2290739375,8.9375,1.1071644999999999,4.875
a,1.99848,0.272604,1.99848,0.272604,"{'att': 296, 'def': 17}","{'att': 195, 'def': 11}",17,2,3,1,2.7520999999999995,w,2025-01-01,1,0,0,3,1.725876,2.2402275,10.5,0.4916716750000002,1.25,2.2759883125,9.0625,1.02977029375,4.6875
a,1.81142,1.76513,1.81142,1.00396,"{'att': 260, 'def': 24}","{'att': 325, 'def': 22}",8,4,1,1,1.3613,d,2025-01-04,0,1,0,1,0.8074600000000001,2.1315224999999995,11.75,0.5220756750000002,1.75,2.2497695625,9.75,0.9332155437499999,4.4375
h,2.25501,0.777071,2.25501,0.777071,"{'att': 227, 'def': 37}","{'att': 193, 'def': 9}",11,0,2,1,2.3931,w,2025-01-15,1,0,0,3,1.477939,2.2572149999999995,10.75,0.9303166750000003,2.25,2.2929270625,10.0625,0.99399898125,4.0625
