h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,0.422704,2.27616,0.422704,2.27616,"{'att': 312, 'def': 22}","{'att': 101, 'def': 23}",2,9,0,1,0.2253,l,2023-08-12,0,0,1,0,-1.853456,0.8203258,3.6,2.4787619999999997,12.2,0.8203258,3.6,2.4787619999999997,12.2
a,0.551038,1.37181,0.551038,1.37181,"{'att': 238, 'def': 19}","{'att': 238, 'def': 15}",4,6,1,2,0.6533,l,2023-08-18,0,0,1,0,-0.820772,0.422704,2.0,2.27616,9.0,0.422704,2.0,2.27616,9.0
h,0.762232,3.84804,0.762232,3.08687,"{'att': 406, 'def': 11}","{'att': 92, 'def': 14}",3,22,1,2,0.074,l,2023-08-27,0,0,1,0,-2.324638,0.48687100000000005,3.0,1.823985,7.5,0.48687100000000005,3.0,1.823985,7.5
h,1.575,2.73871,1.575,2.73871,"{'att': 256, 'def': 20}","{'att': 225, 'def': 26}",5,3,2,2,0.5813999999999999,d,2023-09-02,0,1,0,1,-1.1637100000000002,0.578658,3.0,2.49867,12.333333333333334,0.578658,3.0,2.49867,12.333333333333334
a,0.790655,2.15909,0.790655,2.15909,"{'att': 306, 'def': 21}","{'att': 133, 'def': 28}",4,21,1,2,0.4917999999999999,l,2023-09-16,0,0,1,0,-1.3684349999999998,0.8277435,3.5,2.55868,10.0,0.8277435,3.5,2.55868,10.0
h,0.579392,5.1082,0.579392,5.1082,"{'att': 373, 'def': 25}","{'att': 262, 'def': 30}",5,11,0,8,0.018,l,2023-09-24,0,0,1,0,-4.528808,0.91973125,4.0,2.5294125000000003,13.0,0.8203258,3.6,2.478762,12.2
a,0.911997,3.19753,0.911997,3.19753,"{'att': 319, 'def': 15}","{'att': 226, 'def': 16}",5,16,0,2,0.2135,l,2023-09-30,0,0,1,0,-2.285533,0.9268197499999999,4.25,3.4635100000000003,14.25,0.7801701666666666,3.8333333333333335,2.9170016666666663,12.0
a,0.251809,2.26612,0.251809,2.26612,"{'att': 242, 'def': 23}","{'att': 168, 'def': 27}",0,9,1,3,0.1633,l,2023-10-07,0,0,1,0,-2.014311,0.9642609999999999,4.75,3.3008824999999997,12.75,0.7990025714285715,4.0,2.9570771428571425,12.571428571428571
h,1.41074,1.46187,0.649567,1.46187,"{'att': 296, 'def': 21}","{'att': 135, 'def': 11}",7,7,1,2,1.3211,l,2023-10-21,0,0,1,0,-0.812303,0.63346325,3.5,3.182735,14.25,0.7306033749999999,3.5,2.8707075,12.125
a,0.0281554,3.03496,0.0281554,2.27379,"{'att': 402, 'def': 13}","{'att': 191, 'def': 16}",1,9,0,5,0.0162,l,2023-10-28,0,0,1,0,-2.2456346,0.7884845,4.25,3.00843,10.75,0.8061741111111111,3.888888888888889,2.71417,11.555555555555555
h,1.10165,1.14803,0.340518,1.14803,"{'att': 310, 'def': 32}","{'att': 120, 'def': 5}",3,4,2,1,1.276,w,2023-11-04,1,0,0,3,-0.8075120000000001,0.6506753499999999,3.25,2.49012,10.25,0.72837224,3.6,2.7462489999999997,11.3
a,0.84434,1.08601,0.84434,1.08601,"{'att': 413, 'def': 33}","{'att': 201, 'def': 16}",13,4,1,1,1.1143,d,2023-11-12,0,1,0,1,-0.2416699999999999,0.6980886,2.75,1.9777449999999999,7.25,0.7623065818181818,3.5454545454545454,2.6009563636363637,10.636363636363637
h,0.816227,3.13975,0.816227,3.13975,"{'att': 275, 'def': 26}","{'att': 193, 'def': 11}",7,7,1,3,0.2165,l,2023-11-25,0,0,1,0,-2.323523,0.8462213499999999,6.0,1.6827174999999999,6.0,0.7691427000000001,4.333333333333333,2.4747108333333334,10.083333333333334
a,0.618131,2.60469,0.618131,2.60469,"{'att': 275, 'def': 18}","{'att': 194, 'def': 17}",3,13,0,5,0.2195,l,2023-12-02,0,0,1,0,-1.986559,0.6975931,6.0,2.1021875,6.0,0.7727645692307692,4.538461538461538,2.5258676923076924,9.846153846153847
h,0.834172,1.80116,0.834172,1.80116,"{'att': 363, 'def': 14}","{'att': 57, 'def': 18}",2,14,0,2,0.6531,l,2023-12-06,0,0,1,0,-0.966988,0.8450869999999999,6.5,1.9946199999999998,7.0,0.7617193142857143,4.428571428571429,2.531497857142857,10.071428571428571
h,0.841976,0.644638,0.841976,0.644638,"{'att': 268, 'def': 22}","{'att': 147, 'def': 20}",6,7,1,0,1.5383,w,2023-12-09,1,0,0,3,0.1973379999999999,0.7782175,6.25,2.1579025,9.5,0.7665494933333333,4.266666666666667,2.4828086666666667,10.333333333333334
a,0.44014,3.27322,0.44014,3.27322,"{'att': 471, 'def': 22}","{'att': 101, 'def': 27}",3,13,0,2,0.0555,l,2023-12-16,0,0,1,0,-2.83308,0.7776265,4.5,2.0475594999999998,10.25,0.77126365,4.375,2.367923,10.125
a,0.646159,1.21861,0.646159,1.21861,"{'att': 344, 'def': 22}","{'att': 78, 'def': 18}",2,10,1,1,0.8372999999999999,d,2023-12-22,0,1,0,1,-0.5724509999999999,0.68360475,3.5,2.080927,11.75,0.7723534,4.4375,2.43023925,10.375
h,3.61788,0.715575,3.61788,0.715575,"{'att': 187, 'def': 25}","{'att': 156, 'def': 21}",7,3,2,3,2.8706,l,2023-12-26,0,0,1,0,2.902305,0.69061175,3.25,1.734407,11.0,0.7782984625,4.3125,2.4206642499999997,10.625
a,0.263211,2.24229,0.263211,2.24229,"{'att': 467, 'def': 4}","{'att': 134, 'def': 14}",1,12,0,2,0.1055,l,2023-12-30,0,0,1,0,-1.979079,1.38653875,4.5,1.46301075,8.25,0.9567764624999999,4.5625,2.2248851875,9.4375
h,2.61362,2.4241,1.85245,1.66293,"{'att': 196, 'def': 23}","{'att': 271, 'def': 24}",9,5,2,2,1.5154999999999998,d,2024-01-21,0,1,0,1,0.1895199999999999,1.2418475,3.25,1.8624237499999998,9.5,0.87478965,4.3125,2.1938589375,10.0
