h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,1.42103,1.7289,1.42103,1.7289,"{'att': 111, 'def': 11}","{'att': 259, 'def': 26}",7,5,1,2,1.112,l,2022-08-07,0,0,1,0,-0.3078700000000001,1.3555975999999998,9.6,1.3227792,7.4,1.3555975999999998,9.6,1.3227792,7.4
a,0.896038,1.38785,0.896038,1.38785,"{'att': 87, 'def': 13}","{'att': 204, 'def': 10}",11,3,0,4,0.9319,l,2022-08-13,0,0,1,0,-0.491812,1.42103,7.0,1.7289,5.0,1.42103,7.0,1.7289,5.0
h,2.01764,1.52301,2.01764,1.52301,"{'att': 354, 'def': 20}","{'att': 125, 'def': 19}",8,16,2,1,1.7319,w,2022-08-22,1,0,0,3,0.4946300000000001,1.158534,9.0,1.558375,4.0,1.158534,9.0,1.558375,4.0
a,1.34359,1.35887,1.34359,1.35887,"{'att': 150, 'def': 18}","{'att': 201, 'def': 16}",11,11,1,0,1.3577,w,2022-08-27,1,0,0,3,-0.0152799999999999,1.4449026666666667,8.666666666666666,1.5465866666666666,8.0,1.4449026666666667,8.666666666666666,1.5465866666666666,8.0
a,1.09969,0.615266,1.09969,0.615266,"{'att': 390, 'def': 17}","{'att': 276, 'def': 23}",11,2,1,0,1.8186,w,2022-09-01,1,0,0,3,0.4844240000000001,1.4195745,9.25,1.4996575,8.75,1.4195745,9.25,1.4996575,8.75
h,2.02904,1.42238,2.02904,1.42238,"{'att': 241, 'def': 15}","{'att': 152, 'def': 18}",5,16,3,1,1.8214,w,2022-09-04,1,0,0,3,0.6066600000000002,1.3392395000000001,10.25,1.221249,8.0,1.3555976,9.6,1.3227792,7.4
a,1.71335,3.01103,0.952176,3.01103,"{'att': 372, 'def': 19}","{'att': 288, 'def': 19}",5,17,3,6,0.5653,l,2022-10-02,0,0,1,0,-2.058854,1.62249,8.75,1.2298814999999998,11.25,1.4678380000000002,8.833333333333334,1.3393793333333335,8.833333333333334
a,1.82612,0.365844,1.82612,0.365844,"{'att': 202, 'def': 23}","{'att': 338, 'def': 17}",8,7,2,1,2.5229,w,2022-10-09,1,0,0,3,1.460276,1.5464175,8.0,1.6018865,11.5,1.502911142857143,8.285714285714286,1.5781865714285712,10.0
h,1.41606,0.78815,1.41606,0.78815,"{'att': 153, 'def': 17}","{'att': 239, 'def': 18}",8,9,0,0,1.9298,d,2022-10-16,0,1,0,1,0.6279100000000001,1.6670500000000001,7.25,1.3536299999999999,10.5,1.54331225,8.25,1.42664375,9.625
h,1.70973,0.658526,1.70973,0.658526,"{'att': 313, 'def': 17}","{'att': 257, 'def': 14}",10,7,2,0,2.1684,w,2022-10-19,1,0,0,3,1.051204,1.7461425,6.5,1.3968509999999998,12.25,1.529173111111111,8.222222222222221,1.3557,9.555555555555555
a,0.730935,1.20238,0.730935,0.441206,"{'att': 212, 'def': 13}","{'att': 240, 'def': 15}",8,3,1,1,0.8199,d,2022-10-22,0,1,0,1,0.289729,1.666315,7.75,1.2058874999999998,10.0,1.5472288,8.4,1.2859826,9.3
h,1.7514,1.00033,1.7514,1.00033,"{'att': 243, 'def': 18}","{'att': 247, 'def': 15}",6,5,1,0,1.9599,w,2022-10-30,1,0,0,3,0.7510700000000001,1.42071125,8.5,0.753725,6.5,1.4730202727272728,8.363636363636363,1.2783823636363636,8.727272727272727
a,0.517189,0.578563,0.517189,0.578563,"{'att': 252, 'def': 23}","{'att': 270, 'def': 15}",10,5,1,3,1.2238,l,2022-11-06,0,0,1,0,-0.061374,1.4020312499999998,8.0,0.9123465,6.0,1.4962185833333335,8.166666666666666,1.2552113333333332,8.416666666666666
a,3.37664,1.70218,3.37664,1.70218,"{'att': 245, 'def': 12}","{'att': 249, 'def': 21}",6,6,2,1,2.458,w,2022-11-13,1,0,0,3,1.67446,1.1773135,8.5,0.85994975,5.0,1.4209086153846153,8.307692307692308,1.2031614615384616,8.153846153846153
h,2.13668,0.477076,2.13668,0.477076,"{'att': 131, 'def': 23}","{'att': 333, 'def': 8}",22,2,3,0,2.5566,w,2022-12-27,1,0,0,3,1.659604,1.594041,7.5,1.12086325,4.75,1.5606037142857143,8.142857142857142,1.2388056428571428,8.0
a,2.44728,0.587672,2.44728,0.587672,"{'att': 227, 'def': 26}","{'att': 246, 'def': 22}",13,2,1,0,2.602,w,2022-12-31,1,0,0,3,1.859608,1.9454772500000002,11.0,0.93953725,4.5,1.5990088,9.066666666666666,1.1880236666666666,7.6
h,2.97383,0.679022,2.97383,0.679022,"{'att': 226, 'def': 21}","{'att': 337, 'def': 14}",13,2,3,0,2.7469,w,2023-01-03,1,0,0,3,2.294808,2.1194472500000003,12.75,0.83637275,3.75,1.65202575,9.3125,1.1505016875,7.25
h,1.98228,0.73695,1.98228,0.73695,"{'att': 461, 'def': 16}","{'att': 182, 'def': 11}",9,10,2,1,2.3972999999999995,w,2023-01-14,1,0,0,3,1.24533,2.7336075,13.5,0.8614875000000001,3.0,1.7490757499999998,9.6875,1.0848843125,7.0625
a,1.39437,0.413339,1.39437,0.413339,"{'att': 191, 'def': 24}","{'att': 379, 'def': 29}",12,3,1,1,2.2132,d,2023-01-18,0,1,0,1,0.981031,2.3850175,14.25,0.62018,4.0,1.8169658750000002,9.5625,1.0442030625,7.5
a,0.272246,2.90273,0.272246,2.90273,"{'att': 248, 'def': 18}","{'att': 213, 'def': 18}",1,15,2,3,0.0829,l,2023-01-22,0,0,1,0,-2.630484,2.19944,11.75,0.60424575,4.25,1.7780115,9.8125,0.9748486249999999,6.6875
h,2.07035,1.3798,1.30918,1.3798,"{'att': 235, 'def': 17}","{'att': 247, 'def': 15}",11,4,2,1,1.9072,w,2023-02-04,1,0,0,3,-0.0706199999999999,1.6556815,8.75,1.18301025,7.5,1.7110524999999999,9.1875,1.071339875,6.9375
h,2.00007,0.554798,2.00007,0.554798,"{'att': 113, 'def': 20}","{'att': 330, 'def': 27}",11,4,2,2,2.4416,d,2023-02-08,0,1,0,1,1.445272,1.4298115,8.25,1.35820475,8.0,1.77171875,9.1875,1.1191232500000001,7.0625
a,1.30375,1.89163,1.30375,1.89163,"{'att': 115, 'def': 20}","{'att': 338, 'def': 30}",5,5,2,0,0.9276,w,2023-02-12,1,0,0,3,-0.58788,1.434259,8.75,1.31266675,6.5,1.7699081250000002,9.5625,1.064899375,6.3125
h,4.24663,1.39678,4.24663,1.39678,"{'att': 232, 'def': 22}","{'att': 336, 'def': 29}",12,7,3,0,2.7448,w,2023-02-19,1,0,0,3,2.84985,1.4116039999999999,7.0,1.6822395,7.0,1.7443081249999999,9.5625,0.9949368749999999,5.5625
a,0.837542,3.44269,0.837542,3.44269,"{'att': 251, 'def': 19}","{'att': 137, 'def': 23}",3,14,0,7,0.1561,l,2023-03-05,0,0,1,0,-2.605148,2.4052,9.75,1.3057519999999998,5.0,1.8955899999999999,9.8125,1.059370375,5.5625
h,0.910911,1.18053,0.910911,1.18053,"{'att': 238, 'def': 26}","{'att': 223, 'def': 25}",8,4,0,0,1.1277,d,2023-03-12,0,1,0,1,-0.269619,2.096998,7.75,1.8214744999999999,7.5,1.859432625,9.5,1.2252791250000001,5.875
a,0.334127,3.33162,0.334127,3.33162,"{'att': 162, 'def': 26}","{'att': 249, 'def': 34}",5,11,0,2,0.0499,l,2023-04-02,0,0,1,0,-2.997493,1.82470825,7.0,1.9779074999999997,7.5,1.8095064375,9.375,1.2579043749999999,5.6875
h,1.1445,0.64499,1.1445,0.64499,"{'att': 180, 'def': 19}","{'att': 301, 'def': 17}",12,2,1,0,1.7546,w,2023-04-05,1,0,0,3,0.4995100000000001,1.5823025,7.0,2.3379049999999997,9.0,1.7847059374999998,9.1875,1.390981875,6.1875
h,4.38578,0.949183,4.38578,0.949183,"{'att': 149, 'def': 14}","{'att': 342, 'def': 28}",18,4,2,0,2.8542,w,2023-04-08,1,0,0,3,3.4365969999999995,0.80677,7.0,2.1499574999999997,7.75,1.7467746874999999,9.5625,1.368773125,6.0
a,3.33747,1.05289,3.33747,1.05289,"{'att': 124, 'def': 18}","{'att': 281, 'def': 17}",17,5,2,0,2.6994,w,2023-04-16,1,0,0,3,2.28458,1.6938294999999999,10.75,1.52658075,5.25,1.988561625,10.0625,1.391936875,5.9375
a,1.96508,2.37239,1.96508,2.37239,"{'att': 212, 'def': 17}","{'att': 321, 'def': 21}",12,2,2,2,1.1016,d,2023-04-27,0,1,0,1,-0.4073100000000003,2.30046925,13.0,1.49467075,5.5,1.9861134999999999,10.75,1.3513562499999998,5.875
h,1.3056,0.434738,1.3056,0.434738,"{'att': 239, 'def': 25}","{'att': 331, 'def': 14}",12,4,1,0,2.1153,w,2023-04-30,1,0,0,3,0.870862,2.7082075,14.75,1.25486325,3.25,1.9753885,10.125,1.469813375,5.875
a,1.32105,2.09953,1.32105,1.33836,"{'att': 359, 'def': 21}","{'att': 186, 'def': 28}",9,6,0,1,0.8245,l,2023-05-04,0,0,1,0,-0.0173099999999999,2.7484824999999997,14.75,1.20230025,3.75,1.9040335000000002,10.0625,1.460255,6.0
a,1.1942,1.76618,1.1942,1.76618,"{'att': 178, 'def': 23}","{'att': 375, 'def': 13}",15,4,0,1,0.9068,l,2023-05-07,0,0,1,0,-0.5719800000000002,1.9823,12.5,1.489887,4.25,1.8007347500000002,9.8125,1.54903675,6.25
h,3.10118,0.268789,3.10118,0.268789,"{'att': 266, 'def': 31}","{'att': 189, 'def': 14}",13,4,2,0,2.8856,w,2023-05-13,1,0,0,3,2.832391,1.4464825000000001,12.0,1.6682095000000001,4.0,1.75147975,10.1875,1.613363625,5.875
a,1.71783,0.815723,1.71783,0.815723,"{'att': 291, 'def': 22}","{'att': 300, 'def': 15}",12,8,1,0,2.0648,w,2023-05-20,1,0,0,3,0.902107,1.7305074999999999,12.25,1.1423092499999998,4.5,1.858155375,10.25,1.60432925,5.9375
h,4.92231,1.68364,4.16115,1.68364,"{'att': 378, 'def': 26}","{'att': 234, 'def': 20}",18,11,4,1,2.8789,w,2023-05-25,1,0,0,3,2.47751,1.833565,12.25,1.2375555,5.5,1.948504375,10.9375,1.4738913125,5.5
h,2.74766,1.88167,2.74766,1.1205,"{'att': 238, 'def': 31}","{'att': 270, 'def': 16}",14,8,2,1,1.9385,w,2023-05-28,1,0,0,3,1.6271600000000002,2.73388,14.5,1.1335829999999998,6.75,2.126751875,11.375,1.4928813125,5.9375
