h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,1.20637,1.43601,1.20637,1.43601,"{'att': 246, 'def': 24}","{'att': 355, 'def': 28}",8,13,0,2,1.1504,l,2022-08-05,0,0,1,0,-0.22964,1.3263517999999999,4.0,1.6958356,12.4,1.3263517999999999,4.0,1.6958356,12.4
a,1.64468,2.23596,1.64468,2.23596,"{'att': 454, 'def': 11}","{'att': 140, 'def': 41}",2,20,1,1,0.9993,d,2022-08-15,0,1,0,1,-0.59128,1.20637,8.0,1.43601,13.0,1.20637,8.0,1.43601,13.0
h,2.91137,0.803828,2.00662,0.803828,"{'att': 251, 'def': 18}","{'att': 252, 'def': 34}",8,3,3,1,2.6914,w,2022-08-20,1,0,0,3,1.202792,1.425525,5.0,1.835985,16.5,1.425525,5.0,1.835985,16.5
a,0.091976,2.3853,0.091976,2.3853,"{'att': 336, 'def': 6}","{'att': 145, 'def': 21}",1,18,2,4,0.0732,l,2022-08-27,0,0,1,0,-2.293324,1.9208066666666666,6.0,1.4919326666666668,12.0,1.9208066666666666,6.0,1.4919326666666668,12.0
h,0.777363,1.61808,0.777363,1.61808,"{'att': 273, 'def': 21}","{'att': 275, 'def': 19}",1,8,1,1,0.7246,d,2022-08-30,0,1,0,1,-0.8407169999999999,1.4635989999999999,4.75,1.7152745,13.5,1.4635989999999999,4.75,1.7152745,13.5
a,0.920595,2.90672,0.920595,2.90672,"{'att': 178, 'def': 15}","{'att': 208, 'def': 33}",4,10,0,0,0.3035,d,2022-09-03,0,1,0,1,-1.986125,1.35634725,3.0,1.7607920000000001,12.25,1.3263517999999999,4.0,1.6958356,12.4
h,0.70987,1.25506,0.70987,1.25506,"{'att': 357, 'def': 21}","{'att': 203, 'def': 26}",2,12,1,2,0.8415,l,2022-10-01,0,0,1,0,-0.5451900000000001,1.175326,3.5,1.928482,9.75,1.2587256666666666,4.0,1.897649666666667,12.0
h,1.65194,1.06564,1.65194,1.06564,"{'att': 135, 'def': 19}","{'att': 242, 'def': 38}",5,10,2,1,1.8396,w,2022-10-09,1,0,0,3,0.5863,0.624951,2.0,2.04129,12.0,1.1803177142857142,3.7142857142857144,1.8058511428571429,12.0
a,0.346808,0.973426,0.346808,0.973426,"{'att': 341, 'def': 14}","{'att': 293, 'def': 38}",1,13,0,0,0.7158,d,2022-10-15,0,1,0,1,-0.626618,1.014942,3.0,1.7113749999999999,10.0,1.2392705,3.875,1.71332475,11.75
h,1.25617,0.857837,1.25617,0.857837,"{'att': 255, 'def': 33}","{'att': 251, 'def': 30}",8,8,2,1,1.688,w,2022-10-18,1,0,0,3,0.398333,0.90730325,3.0,1.5502115,11.25,1.140108,3.5555555555555554,1.6311137777777778,11.88888888888889
a,0.597167,1.93396,0.597167,1.93396,"{'att': 206, 'def': 24}","{'att': 280, 'def': 29}",4,5,0,3,0.3649,l,2022-10-22,0,0,1,0,-1.336793,0.991197,4.0,1.03799075,10.75,1.1517142,4.0,1.5537861,11.5
h,1.00384,1.35803,1.00384,1.35803,"{'att': 267, 'def': 23}","{'att': 146, 'def': 20}",7,8,1,0,1.0788,w,2022-10-29,1,0,0,3,-0.35419,0.9630212499999999,4.5,1.2077157499999998,9.0,1.1013008181818182,4.0,1.5883473636363634,10.909090909090908
a,1.03344,0.192579,1.03344,0.192579,"{'att': 282, 'def': 9}","{'att': 325, 'def': 18}",9,1,2,1,2.1555,w,2022-11-06,1,0,0,3,0.8408609999999999,0.8009962500000001,5.0,1.28081325,8.5,1.0931790833333332,4.25,1.5691542500000002,10.666666666666666
a,1.14552,1.23752,0.384356,1.23752,"{'att': 164, 'def': 20}","{'att': 384, 'def': 15}",3,4,0,1,1.2479,l,2022-11-12,0,0,1,0,-0.853164,0.9726542499999999,7.0,1.0856014999999999,5.5,1.0885837692307692,4.615384615384615,1.463263846153846,9.923076923076923
h,0.421754,2.69927,0.421754,2.69927,"{'att': 326, 'def': 18}","{'att': 243, 'def': 28}",2,13,0,3,0.1444,l,2022-12-26,0,0,1,0,-2.277516,0.94499175,5.75,1.18052225,4.5,1.0926506428571428,4.5,1.4471392857142857,9.5
a,1.75264,0.895819,1.75264,0.895819,"{'att': 253, 'def': 26}","{'att': 141, 'def': 20}",8,8,2,0,2.0931,w,2022-12-31,1,0,0,3,0.8568209999999999,0.9011385000000001,5.25,1.37184975,6.5,1.0479242,4.333333333333333,1.5306146666666665,9.733333333333333
