h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,1.29815,0.269283,0.536983,0.269283,"{'att': 221, 'def': 17}","{'att': 213, 'def': 21}",3,2,2,0,2.4159,w,2023-01-14,1,0,0,3,0.2677,2.2890525,5.0,1.4332967500000002,13.75,1.6873262500000001,6.0,1.5881255,9.5
a,0.17114,0.374736,0.17114,0.374736,"{'att': 190, 'def': 27}","{'att': 167, 'def': 23}",5,7,0,0,0.9567,d,2023-01-22,0,1,0,1,-0.203596,1.7910599999999999,4.25,1.0993675,7.75,1.668865625,5.6875,1.4237469375000003,9.1875
h,2.36747,0.644385,2.36747,0.644385,"{'att': 205, 'def': 17}","{'att': 163, 'def': 19}",12,5,3,0,2.5815,w,2023-02-04,1,0,0,3,1.723085,1.2706875,3.75,0.9721047500000002,8.25,1.5368175,5.4375,1.3437523125000002,9.1875
a,2.17538,1.36738,2.17538,1.36738,"{'att': 192, 'def': 16}","{'att': 97, 'def': 15}",15,21,1,1,2.0312,d,2023-02-11,0,1,0,1,0.808,1.483965,5.0,0.8482535000000001,8.25,1.5836543749999998,5.6875,1.3354411875,9.4375
h,0.610105,1.12202,0.610105,1.12202,"{'att': 183, 'def': 25}","{'att': 296, 'def': 15}",12,3,1,1,0.8538999999999999,d,2023-02-18,0,1,0,1,-0.511915,1.5030350000000001,8.75,0.6639460000000001,8.75,1.547834375,6.3125,1.3086524375000002,10.1875
h,2.44358,1.67531,1.68241,1.67531,"{'att': 236, 'def': 38}","{'att': 104, 'def': 23}",7,3,3,2,1.9436,w,2023-03-06,1,0,0,3,0.0070999999999998,1.3310237500000002,11.0,0.8771302500000001,9.0,1.5522090625,6.875,1.2962655625,9.8125
a,1.95088,1.71599,1.95088,1.71599,"{'att': 109, 'def': 18}","{'att': 299, 'def': 26}",7,0,0,1,1.5633,l,2023-03-11,0,0,1,0,0.23489,1.8991337499999998,11.5,1.2022737500000003,8.0,1.6395578125,6.75,1.3535894375,9.625
a,1.66591,0.358977,1.66591,0.358977,"{'att': 307, 'def': 26}","{'att': 135, 'def': 25}",4,6,2,0,2.6128,w,2023-03-15,1,0,0,3,1.306933,1.79498625,10.25,1.4701750000000002,6.75,1.6905715625,6.9375,1.3079444375,9.0625
h,0.476467,1.42133,0.476467,1.42133,"{'att': 274, 'def': 30}","{'att': 247, 'def': 25}",7,5,1,1,0.5523,d,2023-03-18,0,1,0,1,-0.944863,1.66761875,7.5,1.21807425,3.0,1.6755434375,6.6875,1.195588,8.5625
a,1.2788,3.8195,1.2788,3.05833,"{'att': 275, 'def': 23}","{'att': 101, 'def': 16}",4,11,3,3,0.1958999999999999,d,2023-04-01,0,1,0,1,-1.7795300000000005,1.6342092499999998,6.25,1.29290175,3.5,1.6145551249999999,6.6875,1.2495833125000002,8.0
a,0.64499,1.1445,0.64499,1.1445,"{'att': 301, 'def': 17}","{'att': 180, 'def': 19}",2,12,0,1,0.9062,l,2023-04-05,0,0,1,0,-0.4995100000000001,1.34301425,5.5,1.82894925,5.5,1.631691375,6.75,1.2722914374999998,8.125
h,2.06521,1.02337,0.542871,1.02337,"{'att': 201, 'def': 16}","{'att': 148, 'def': 27}",5,9,1,2,2.2488,l,2023-04-08,0,0,1,0,-0.4804989999999999,1.01654175,4.25,1.6860767500000002,8.5,1.5912176249999999,6.5,1.308972375,8.75
a,1.5133,0.93912,1.5133,0.93912,"{'att': 272, 'def': 21}","{'att': 266, 'def': 19}",4,3,0,2,1.8684000000000005,l,2023-04-15,0,0,1,0,0.5741800000000001,1.11636675,4.5,1.8521750000000001,9.25,1.64401825,6.4375,1.291873,8.6875
h,2.03162,1.66602,2.03162,1.66602,"{'att': 240, 'def': 26}","{'att': 133, 'def': 16}",7,4,1,1,1.6088,d,2023-04-22,0,1,0,1,0.3656000000000001,1.375575,3.75,1.7316225,8.75,1.532967,6.3125,1.2502555,7.25
a,0.695344,1.21124,0.695344,1.21124,"{'att': 288, 'def': 20}","{'att': 125, 'def': 15}",3,10,2,0,0.8825000000000001,w,2023-04-26,1,0,0,3,-0.5158960000000001,1.56378,4.5,1.1932525,7.0,1.519153875,6.3125,1.2991450625,7.1875
h,1.32059,0.939693,1.32059,0.939693,"{'att': 139, 'def': 12}","{'att': 300, 'def': 16}",5,3,2,1,1.6869,w,2023-04-29,1,0,0,3,0.3808969999999999,1.5763685,4.75,1.2099375,6.5,1.467965375,6.0625,1.3036106875000002,7.5
a,0.183892,1.992,0.183892,1.992,"{'att': 180, 'def': 20}","{'att': 177, 'def': 23}",3,13,0,1,0.0888,l,2023-05-06,0,0,1,0,-1.808108,1.3902135,4.75,1.1890182500000002,5.0,1.4193084999999999,6.375,1.230803375,6.5
h,4.42571,0.203312,4.42571,0.203312,"{'att': 246, 'def': 19}","{'att': 287, 'def': 15}",7,2,2,0,2.9901,w,2023-05-14,1,0,0,3,4.222397999999999,1.0578615,4.5,1.4522382500000002,7.5,1.349667375,6.375,1.3384731875,7.1875
a,1.15344,1.61667,1.15344,1.61667,"{'att': 314, 'def': 16}","{'att': 199, 'def': 15}",5,3,3,1,1.0321,w,2023-05-20,1,0,0,3,-0.46323,1.6563839999999999,4.5,1.0865612500000001,7.0,1.6155780000000002,6.5,1.3277591875,6.875
h,1.43893,1.18649,1.43893,1.18649,"{'att': 260, 'def': 32}","{'att': 176, 'def': 12}",12,11,1,0,1.5944999999999998,w,2023-05-28,1,0,0,3,0.25244,1.770908,5.0,1.1879187500000001,5.25,1.5397011250000001,6.0625,1.388527,6.75
h,1.90756,1.45316,1.1464,1.45316,"{'att': 282, 'def': 20}","{'att': 182, 'def': 31}",11,7,2,2,1.7563,d,2023-08-13,0,1,0,1,-0.3067599999999999,1.800493,6.75,1.2496180000000001,7.25,1.493673,5.875,1.377221375,6.125
a,3.46888,0.399899,2.70772,0.399899,"{'att': 243, 'def': 19}","{'att': 241, 'def': 23}",13,8,3,0,2.9282,w,2023-08-19,1,0,0,3,2.307821,2.23141,8.75,1.1149080000000002,5.75,1.5747639375,5.8125,1.397917625,6.375
h,0.948011,1.06061,0.948011,1.06061,"{'att': 160, 'def': 25}","{'att': 318, 'def': 25}",5,5,1,1,1.2513,d,2023-08-26,0,1,0,1,-0.112599,1.9922024999999999,10.25,1.16405475,7.25,1.6388451874999999,6.1875,1.3182044375000002,6.6875
h,3.07185,2.11013,3.07185,2.11013,"{'att': 137, 'def': 24}","{'att': 294, 'def': 21}",15,5,2,2,2.0028,d,2023-09-02,0,1,0,1,0.96172,1.94084525,10.25,1.0250397500000001,7.75,1.576165875,6.0625,1.2772431874999999,7.0
a,0.633678,1.50126,0.633678,0.740091,"{'att': 215, 'def': 27}","{'att': 176, 'def': 23}",4,8,0,1,0.5686,l,2023-09-16,0,0,1,0,-0.106413,2.3490752500000003,11.0,1.25594975,6.25,1.6640371250000001,6.75,1.38669025,6.9375
h,1.57402,2.51497,1.57402,2.51497,"{'att': 210, 'def': 15}","{'att': 359, 'def': 25}",6,10,1,3,0.7358,l,2023-09-23,0,0,1,0,-0.94095,2.03060475,9.25,1.26797475,6.5,1.6738628125000001,6.5625,1.3916858749999999,7.125
a,1.75862,0.800317,1.75862,0.800317,"{'att': 219, 'def': 14}","{'att': 327, 'def': 8}",11,2,1,1,2.0866,d,2023-10-01,0,1,0,1,0.958303,1.5568897499999999,7.5,1.7967425000000001,7.0,1.6923140625,6.6875,1.31015275,7.0625
a,1.02509,1.29356,1.02509,1.29356,"{'att': 194, 'def': 23}","{'att': 171, 'def': 20}",2,17,1,2,1.1315,l,2023-10-07,0,0,1,0,-0.26847,1.7595420000000002,9.0,1.73166925,6.25,1.7619159375,7.25,1.2886413125,6.4375
h,3.15685,0.693129,3.15685,0.693129,"{'att': 271, 'def': 28}","{'att': 220, 'def': 15}",15,3,3,0,2.7946,w,2023-10-21,1,0,0,3,2.463721,1.247852,5.75,1.52752675,9.25,1.6969084375,7.0625,1.3055281875,6.9375
a,2.48137,1.71801,2.48137,1.71801,"{'att': 270, 'def': 13}","{'att': 175, 'def': 29}",6,16,2,0,1.9344,w,2023-10-28,1,0,0,3,0.76336,1.8786450000000001,8.5,1.325494,8.0,1.7996303125,7.75,1.2901537500000002,6.9375
h,1.82944,1.75505,1.82944,1.75505,"{'att': 168, 'def': 14}","{'att': 306, 'def': 23}",9,6,3,2,1.3871,w,2023-11-04,1,0,0,3,0.0743899999999999,2.1054825,8.5,1.1262539999999999,9.5,1.8277396874999998,7.6875,1.2934031250000002,7.6875
a,1.44954,1.56004,1.44954,1.56004,"{'att': 233, 'def': 22}","{'att': 178, 'def': 27}",8,11,0,3,1.2795,l,2023-11-12,0,0,1,0,-0.1105,2.1231875000000002,8.0,1.36493725,10.5,1.8986206875,8.0625,1.32739125,7.4375
h,1.66315,1.82699,1.66315,1.82699,"{'att': 179, 'def': 21}","{'att': 115, 'def': 15}",4,4,0,1,1.2754,l,2023-11-25,0,0,1,0,-0.1638399999999999,2.2293000000000003,9.5,1.43155725,9.0,1.9066800625,8.25,1.3661629375,7.9375
h,3.25952,0.227176,3.25952,0.227176,"{'att': 141, 'def': 29}","{'att': 300, 'def': 10}",4,3,3,1,2.9281,w,2023-12-02,1,0,0,3,3.032344,1.855875,6.75,1.7150225,9.25,1.9991336875,8.3125,1.3558498125,7.375
a,1.22007,1.54099,0.458899,1.54099,"{'att': 298, 'def': 26}","{'att': 215, 'def': 24}",2,19,1,2,1.0969,l,2023-12-06,0,0,1,0,-1.082091,2.0504125,6.25,1.342314,6.0,1.9262468124999998,8.125,1.3573413125,7.4375
a,0.644638,0.841976,0.644638,0.841976,"{'att': 147, 'def': 20}","{'att': 268, 'def': 22}",7,6,0,1,1.0961,l,2023-12-09,0,0,1,0,-0.1973379999999999,1.89807,4.5,1.288799,9.25,1.9304111874999998,7.9375,1.3526113124999999,8.4375
h,0.796812,1.4664,0.796812,1.4664,"{'att': 203, 'def': 39}","{'att': 114, 'def': 18}",4,13,1,2,0.8138000000000001,l,2023-12-17,0,0,1,0,-0.669588,1.6968445,4.25,1.109283,8.0,1.8807679375,7.625,1.3310791875,8.125
h,2.59347,1.89483,2.59347,1.89483,"{'att': 220, 'def': 21}","{'att': 298, 'def': 22}",15,7,1,4,1.8538,l,2023-12-27,0,0,1,0,0.6986399999999999,1.4802600000000001,4.25,1.0191355,10.25,1.8113461874999999,7.1875,1.3319066875,8.5
a,1.28731,1.61057,1.28731,1.61057,"{'att': 186, 'def': 20}","{'att': 256, 'def': 28}",6,13,1,3,1.1175000000000002,l,2023-12-30,0,0,1,0,-0.3232600000000001,1.3137474999999998,7.0,1.436049,11.25,1.7566330625,7.3125,1.4253398750000001,8.4375
h,1.94219,1.22251,1.94219,1.22251,"{'att': 184, 'def': 23}","{'att': 247, 'def': 19}",4,9,3,2,1.9264,w,2024-01-20,1,0,0,3,0.7196800000000001,1.3305575,8.0,1.453444,9.75,1.77783925,7.375,1.459712375,8.9375
a,1.59637,3.36194,1.59637,3.36194,"{'att': 208, 'def': 22}","{'att': 114, 'def': 21}",13,15,2,3,0.388,l,2024-01-31,0,0,1,0,-1.76557,1.6549455,7.25,1.5485775,10.5,1.7072355000000001,6.6875,1.404236125,9.1875
h,0.865741,2.10785,0.865741,2.10785,"{'att': 286, 'def': 11}","{'att': 161, 'def': 16}",3,12,1,3,0.5676,l,2024-02-05,0,0,1,0,-1.242109,1.854835,9.5,2.0224625,11.0,1.76740375,7.25,1.520528625,9.625
a,1.84908,1.05781,1.84908,1.05781,"{'att': 317, 'def': 20}","{'att': 110, 'def': 19}",3,7,2,0,2.0106,w,2024-02-10,1,0,0,3,0.7912700000000001,1.42290275,6.5,2.0757175,12.25,1.7231363125,7.0625,1.495083625,9.75
h,1.69518,3.08952,1.69518,3.08952,"{'att': 272, 'def': 20}","{'att': 162, 'def': 22}",10,11,1,4,0.5613,l,2024-02-17,0,0,1,0,-1.39434,1.56334525,5.75,1.9375275,10.75,1.7287900625000001,6.5625,1.5111769375,10.0625
a,0.503799,2.53766,0.503799,2.53766,"{'att': 193, 'def': 11}","{'att': 173, 'def': 14}",1,19,0,1,0.2342,l,2024-02-20,0,0,1,0,-2.033861,1.50159275,7.25,2.40428,11.25,1.7706706875,7.0625,1.6234244375,9.6875
a,1.33683,2.06873,1.33683,2.06873,"{'att': 168, 'def': 26}","{'att': 286, 'def': 20}",11,5,2,4,0.8093,l,2024-02-26,0,0,1,0,-0.7319,1.2284499999999998,4.25,2.19821,12.25,1.604855,6.1875,1.738707625,10.6875
h,2.4732,2.1523,2.4732,2.1523,"{'att': 364, 'def': 27}","{'att': 122, 'def': 21}",3,9,2,2,1.5665000000000002,d,2024-03-02,0,1,0,1,0.3208999999999999,1.3462222499999998,6.25,2.18843,10.5,1.53332125,6.5,1.7606276250000001,10.0
a,0.733239,1.59369,0.733239,1.59369,"{'att': 219, 'def': 15}","{'att': 83, 'def': 10}",3,20,1,2,0.7012,l,2024-03-09,0,0,1,0,-0.8604510000000001,1.50225225,6.25,2.4620525,11.0,1.57355625,6.125,1.7854557500000001,10.1875
a,1.25123,2.69776,1.25123,1.93659,"{'att': 153, 'def': 26}","{'att': 138, 'def': 21}",8,12,1,2,0.4579999999999999,l,2024-03-16,0,0,1,0,-0.68536,1.261767,4.5,2.088095,13.25,1.5287874375000001,5.8125,1.787558875,10.75
h,3.16487,0.989565,3.16487,0.989565,"{'att': 211, 'def': 16}","{'att': 144, 'def': 20}",21,7,1,1,2.6005000000000003,d,2024-03-30,0,1,0,1,2.175305,1.44862475,6.25,2.12812,11.5,1.5030424375,6.0625,1.8419820000000002,11.25
h,0.423299,1.22404,0.423299,1.22404,"{'att': 291, 'def': 18}","{'att': 175, 'def': 26}",8,8,0,0,0.649,d,2024-04-03,0,1,0,1,-0.800741,1.90563475,8.75,1.85832875,12.0,1.4971268125000001,7.125,1.8896313125000002,11.5
a,1.42064,1.16333,1.42064,1.16333,"{'att': 231, 'def': 14}","{'att': 128, 'def': 19}",3,6,3,3,1.6237,d,2024-04-06,0,1,0,1,0.2573099999999999,1.3931595,10.0,1.62626375,11.75,1.4473286250000001,7.5,1.8698219375,10.8125
h,1.09071,0.834498,1.09071,0.834498,"{'att': 159, 'def': 20}","{'att': 204, 'def': 16}",5,6,2,0,1.5566,w,2024-04-13,1,0,0,3,0.2562120000000001,1.56500975,10.0,1.51867375,8.25,1.49582875,7.25,1.8899065625000002,10.8125
a,3.7809,0.497799,3.7809,0.497799,"{'att': 194, 'def': 26}","{'att': 178, 'def': 16}",13,6,5,1,2.9222,w,2024-04-20,1,0,0,3,3.283101,1.5248797500000002,9.25,1.0528582499999999,6.75,1.5141973750000002,7.3125,1.8504126875000002,10.375
a,0.956356,1.21399,0.956356,1.21399,"{'att': 189, 'def': 23}","{'att': 249, 'def': 15}",8,10,0,1,1.1396,l,2024-04-27,0,0,1,0,-0.2576339999999999,1.6788872499999998,7.25,0.9299167500000001,6.5,1.5884117500000001,7.1875,1.7630982499999999,10.3125
h,0.809379,1.45579,0.809379,1.45579,"{'att': 194, 'def': 21}","{'att': 280, 'def': 15}",6,3,0,0,0.8108000000000001,d,2024-05-04,0,1,0,1,-0.646411,1.8121515,7.25,0.9274042499999999,7.0,1.567727125,7.3125,1.738312,10.125
a,1.92722,1.07237,1.92722,1.07237,"{'att': 122, 'def': 23}","{'att': 184, 'def': 23}",11,11,2,1,2.0245,w,2024-05-11,1,0,0,3,0.8548499999999999,1.65933625,8.0,1.00051925,6.25,1.4969264375,7.4375,1.7528920000000001,9.75
h,1.70157,3.65044,1.70157,3.65044,"{'att': 167, 'def': 22}","{'att': 257, 'def': 23}",5,12,2,4,0.3532,l,2024-05-19,0,0,1,0,-1.94887,1.86846375,9.5,1.05998725,7.5,1.5176045624999999,7.3125,1.609793875,9.5
h,1.38064,1.14757,1.38064,1.14757,"{'att': 228, 'def': 18}","{'att': 224, 'def': 29}",1,4,2,1,1.5885,w,2024-08-18,1,0,0,3,0.2330700000000001,1.34863125,7.5,1.8481475,9.0,1.5698438749999999,7.4375,1.70620575,9.5
a,0.457239,2.71877,0.457239,2.71877,"{'att': 324, 'def': 10}","{'att': 233, 'def': 23}",2,21,0,2,0.1535,l,2024-08-25,0,0,1,0,-2.261531,1.4547022500000002,5.75,1.8315424999999999,7.5,1.540566375,7.3125,1.71181575,9.3125
h,3.86281,1.64713,3.86281,1.64713,"{'att': 306, 'def': 21}","{'att': 189, 'def': 23}",15,14,3,1,2.6071,w,2024-08-31,1,0,0,3,2.21568,1.36666725,4.75,2.1472875,12.0,1.4631950624999999,6.8125,1.6886438750000001,9.9375
a,1.05094,1.55279,1.05094,1.55279,"{'att': 194, 'def': 8}","{'att': 311, 'def': 19}",6,22,1,2,0.9993,l,2024-09-14,0,0,1,0,-0.5018499999999999,1.8505647500000002,5.75,2.2909775,12.75,1.67313325,7.6875,1.6329857500000002,9.625
a,0.893565,3.89481,0.893565,3.89481,"{'att': 173, 'def': 19}","{'att': 294, 'def': 32}",5,17,1,3,0.0881,l,2024-09-21,0,0,1,0,-3.001245,1.68790725,6.0,1.766565,15.25,1.655265125,7.375,1.6007395,10.6875
h,0.370222,0.878617,0.370222,0.878617,"{'att': 181, 'def': 18}","{'att': 277, 'def': 10}",7,12,1,1,0.8435,d,2024-09-28,0,1,0,1,-0.5083949999999999,1.5661385,7.0,2.453375,18.5,1.5565379375000001,7.5,1.7096463750000002,11.1875
h,4.13513,0.696254,3.37396,0.696254,"{'att': 213, 'def': 18}","{'att': 179, 'def': 20}",9,10,5,3,2.9151,w,2024-10-05,1,0,0,3,2.677706,1.54438425,8.25,1.9933367499999999,16.25,1.533849375,7.75,1.6649543125000001,10.6875
a,0.892843,1.76555,0.892843,1.76555,"{'att': 276, 'def': 17}","{'att': 306, 'def': 19}",3,12,1,2,0.7375,l,2024-10-19,0,0,1,0,-0.8727069999999999,1.61246425,6.75,1.7556177499999999,15.25,1.714093125,7.8125,1.5398601875000002,10.5625
h,4.09663,1.65698,3.33546,1.65698,"{'att': 119, 'def': 15}","{'att': 354, 'def': 19}",9,6,4,3,2.6407,w,2024-10-26,1,0,0,3,1.67848,1.57294,6.0,1.80880775,12.75,1.5720914375,6.6875,1.58835925,10.875
a,0.739231,1.43017,0.739231,1.43017,"{'att': 296, 'def': 24}","{'att': 156, 'def': 26}",2,13,1,2,0.8258,l,2024-11-04,0,0,1,0,-0.690939,2.3737062499999997,7.0,1.2493502499999998,10.0,1.801674625,6.75,1.615418,10.75
h,1.56474,2.49234,1.56474,2.49234,"{'att': 135, 'def': 15}","{'att': 202, 'def': 23}",14,6,3,2,0.7424999999999999,w,2024-11-09,1,0,0,3,-0.9276,2.4659584999999997,5.75,1.3872384999999996,10.25,1.7590865625,6.6875,1.6320955000000001,11.1875
a,1.34314,1.5951,1.34314,1.5951,"{'att': 183, 'def': 23}","{'att': 223, 'def': 15}",1,8,0,0,1.2202000000000002,d,2024-11-23,0,1,0,1,-0.2519599999999999,1.8233609999999998,7.0,1.8362599999999998,9.25,1.7887134375,7.25,1.7357106250000003,11.1875
h,2.21885,0.907555,2.21885,0.907555,"{'att': 213, 'def': 28}","{'att': 274, 'def': 19}",7,3,4,1,2.3233,w,2024-11-30,1,0,0,3,1.3112950000000003,1.9359352499999998,6.5,1.7936474999999996,8.25,1.6363534375,6.5,1.8042919375000002,11.3125
a,1.13266,3.21673,1.13266,2.45556,"{'att': 225, 'def': 31}","{'att': 211, 'def': 19}",5,11,1,3,0.2826,l,2024-12-04,0,0,1,0,-1.3229000000000002,1.4664902499999999,6.0,1.6062912499999997,7.5,1.7152593125000002,6.4375,1.7851397500000001,10.875
h,1.746,1.95645,1.746,1.95645,"{'att': 269, 'def': 25}","{'att': 182, 'def': 15}",6,9,4,2,1.2189,w,2024-12-07,1,0,0,3,-0.21045,1.5648475,6.75,2.05293125,7.0,1.735464375,6.375,1.8951985000000002,11.375
a,1.65861,2.59146,1.65861,2.59146,"{'att': 234, 'def': 16}","{'att': 184, 'def': 21}",6,13,1,2,0.8152,l,2024-12-15,0,0,1,0,-0.9328500000000002,1.6101625,4.75,1.9189587499999998,7.75,1.724138125,6.0625,1.9504535,11.25
h,0.769004,0.964897,0.769004,0.964897,"{'att': 141, 'def': 29}","{'att': 274, 'def': 18}",11,6,0,2,1.1537,l,2024-12-21,0,0,1,0,-0.1958929999999999,1.6890299999999998,6.0,2.1680487499999996,9.0,1.7214531250000003,6.125,1.88426725,11.3125
a,0.961233,1.33538,0.961233,1.33538,"{'att': 240, 'def': 19}","{'att': 192, 'def': 23}",5,21,0,0,1.0741999999999998,d,2024-12-27,0,1,0,1,-0.374147,1.3265684999999998,7.0,2.1823842499999997,9.75,1.683225875,6.75,1.8728501875,11.4375
h,0.272604,1.99848,0.272604,1.99848,"{'att': 195, 'def': 11}","{'att': 296, 'def': 17}",2,17,1,3,0.1493,l,2025-01-01,0,0,1,0,-1.725876,1.2837117499999997,7.0,1.7120467499999998,12.25,1.7147255000000001,6.9375,1.7863883125000002,11.4375
a,5.54874,0.249614,4.78757,0.249614,"{'att': 244, 'def': 22}","{'att': 232, 'def': 18}",15,9,5,0,2.9964,w,2025-01-04,1,0,0,3,4.537955999999999,0.9153627499999998,6.0,1.7225542499999997,14.25,1.4903376250000002,6.125,1.8083476875000002,11.625
h,2.39088,2.65315,2.39088,2.65315,"{'att': 199, 'def': 14}","{'att': 222, 'def': 11}",14,15,2,2,1.2401,d,2025-01-14,0,1,0,1,-0.26227,1.8878952499999997,8.25,1.1370927499999999,13.25,1.771450125,6.6875,1.7268991875,10.8125
