h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,0.810452,1.23878,0.810452,1.23878,"{'att': 247, 'def': 21}","{'att': 273, 'def': 20}",8,6,0,1,0.9384,l,2022-10-19,0,0,1,0,-0.428328,1.128069,5.5,1.3480525,10.75,0.6883965,4.7,1.7004315,11.1
a,0.730443,1.97715,0.730443,1.21598,"{'att': 298, 'def': 19}","{'att': 249, 'def': 22}",4,7,0,2,0.4172,l,2022-10-24,0,0,1,0,-0.4855370000000001,1.0864449999999999,6.25,1.2708525000000002,7.75,0.6994924545454545,5.0,1.6584631818181819,10.636363636363637
h,0.887533,2.1946,0.887533,2.1946,"{'att': 329, 'def': 16}","{'att': 184, 'def': 10}",3,10,2,3,0.5073,l,2022-10-29,0,0,1,0,-1.307067,1.07952375,5.75,1.5036399999999999,7.25,0.7020716666666668,4.916666666666667,1.6850204166666665,10.333333333333334
a,1.55594,2.22532,1.55594,1.46415,"{'att': 200, 'def': 13}","{'att': 157, 'def': 33}",5,8,3,4,0.8761000000000001,l,2022-11-05,0,0,1,0,0.09179,1.0141795,4.75,1.7569774999999999,7.75,0.7163379230769231,4.769230769230769,1.7242188461538461,10.307692307692308
h,2.45642,0.768756,2.45642,0.768756,"{'att': 314, 'def': 14}","{'att': 143, 'def': 26}",8,7,3,0,2.5623,w,2022-11-12,1,0,0,3,1.687664,0.9960920000000001,5.0,1.9089625,7.75,0.7763095,4.785714285714286,1.7600117857142856,10.142857142857142
a,0.44307,1.91378,0.44307,1.91378,"{'att': 367, 'def': 24}","{'att': 178, 'def': 17}",4,7,0,2,0.3364,l,2022-12-27,0,0,1,0,-1.47071,1.407584,5.0,1.7914564999999998,8.0,0.8883168666666668,5.0,1.6939280666666667,9.933333333333334
h,0.895819,1.75264,0.895819,1.75264,"{'att': 141, 'def': 20}","{'att': 253, 'def': 26}",8,8,0,2,0.639,l,2022-12-31,0,0,1,0,-0.8568209999999999,1.33574075,5.0,1.7756139999999998,8.0,0.8604889375,4.9375,1.7076688125,9.75
a,0.679022,2.97383,0.679022,2.97383,"{'att': 337, 'def': 14}","{'att': 226, 'def': 21}",2,13,0,3,0.1705,l,2023-01-03,0,0,1,0,-2.294808,1.3378122500000003,6.25,1.665124,7.5,0.8797063125,5.25,1.7866528750000001,9.5625
a,0.269283,1.29815,0.269283,0.536983,"{'att': 213, 'def': 21}","{'att': 221, 'def': 17}",2,3,0,2,0.3588,l,2023-01-14,0,0,1,0,-0.2677,1.11858275,5.5,1.8522515,8.75,0.9143985625000001,5.375,1.86685225,9.6875
h,1.80549,1.57544,1.80549,1.57544,"{'att': 273, 'def': 14}","{'att': 170, 'def': 17}",10,5,1,1,1.5412,d,2023-01-21,0,1,0,1,0.2300500000000001,0.5717985,4.0,1.9846,7.75,0.9180203125,5.4375,1.841061,9.375
a,0.908298,2.55696,0.908298,2.55696,"{'att': 349, 'def': 15}","{'att': 132, 'def': 19}",2,15,0,1,0.3349,l,2023-02-04,0,0,1,0,-1.648662,0.9124034999999999,5.5,1.900015,7.25,1.0195515,5.8125,1.635754125,8.5625
h,1.54458,1.54853,1.54458,1.54853,"{'att': 310, 'def': 20}","{'att': 124, 'def': 27}",4,6,1,1,1.3287,d,2023-02-11,0,1,0,1,-0.0039499999999998,0.91552325,4.0,2.101095,9.0,1.0536929375000001,5.5,1.699785375,8.625
a,1.15274,0.911415,1.15274,0.911415,"{'att': 361, 'def': 17}","{'att': 132, 'def': 20}",4,11,1,0,1.6663,w,2023-02-18,1,0,0,3,0.2413250000000001,1.13191275,4.5,1.74477,7.25,1.093664125,5.125,1.713509125,8.625
h,1.08527,2.98206,1.08527,2.98206,"{'att': 453, 'def': 14}","{'att': 212, 'def': 28}",4,15,1,4,0.2773,l,2023-02-25,0,0,1,0,-1.89679,1.3527770000000001,5.0,1.6480862500000002,9.25,1.104651125,5.0625,1.6737488125,8.1875
a,1.74267,2.46279,1.74267,2.46279,"{'att': 213, 'def': 15}","{'att': 80, 'def': 20}",3,31,2,3,0.9178,l,2023-03-04,0,0,1,0,-0.7201200000000001,1.172722,3.5,1.99974125,11.75,1.1250975,4.9375,1.7947525625,8.5625
h,1.10128,2.13465,1.10128,1.37349,"{'att': 358, 'def': 13}","{'att': 135, 'def': 27}",1,12,1,0,0.5911,w,2023-03-11,1,0,0,3,-0.27221,1.381315,3.75,1.97619875,15.75,1.1622075,4.6875,1.8748488125,10.0
a,0.50014,3.45474,0.50014,3.45474,"{'att': 272, 'def': 35}","{'att': 206, 'def': 25}",5,16,0,3,0.0734,l,2023-03-18,0,0,1,0,-2.9546,1.2704900000000001,3.0,2.1227287500000003,17.25,1.129269375,4.5,1.9071781875,10.25
h,3.14054,0.601049,3.14054,0.601049,"{'att': 289, 'def': 24}","{'att': 183, 'def': 26}",10,6,2,1,2.8839,w,2023-04-01,1,0,0,3,2.539491,1.10734,3.25,2.75856,18.5,1.109874875,4.3125,2.0456756875,10.875
h,1.15322,2.63392,1.15322,2.63392,"{'att': 391, 'def': 34}","{'att': 187, 'def': 17}",7,13,0,2,0.4467,l,2023-04-04,0,0,1,0,-1.4807,1.6211575,4.75,2.16330725,16.25,1.2605059375,4.6875,1.9596693749999998,10.8125
a,1.92396,0.731965,1.92396,0.731965,"{'att': 235, 'def': 22}","{'att': 207, 'def': 17}",7,5,1,0,2.2461,w,2023-04-08,1,0,0,3,1.191995,1.473795,5.75,2.2060897500000003,11.75,1.277111375,4.9375,1.987126875,11.0
a,1.20598,2.30604,1.20598,2.30604,"{'att': 250, 'def': 19}","{'att': 196, 'def': 22}",5,8,3,2,0.6973,w,2023-04-15,1,0,0,3,-1.1000599999999998,1.679465,7.25,1.8554184999999999,10.0,1.3001126250000001,5.0625,1.8937921875000001,10.8125
h,0.974687,2.52322,0.974687,2.52322,"{'att': 159, 'def': 17}","{'att': 308, 'def': 22}",8,8,0,4,0.4367999999999999,l,2023-04-23,0,0,1,0,-1.548533,1.8559249999999998,7.25,1.5682435,8.0,1.221960125,4.875,1.9898724375,10.875
a,0.988554,0.477034,0.988554,0.477034,"{'att': 276, 'def': 27}","{'att': 205, 'def': 26}",5,5,1,0,1.7941,w,2023-04-27,1,0,0,3,0.51152,1.31446175,6.75,2.04878625,8.5,1.2551861875,5.125,2.0279624375000003,10.9375
h,2.51723,1.33691,2.51723,1.33691,"{'att': 251, 'def': 20}","{'att': 213, 'def': 31}",8,9,4,1,2.206500000000001,w,2023-04-30,1,0,0,3,1.18032,1.2732952499999999,6.25,1.50956475,6.5,1.2609821250000002,4.9375,1.9482370624999998,10.75
h,1.21755,1.76852,1.21755,1.76852,"{'att': 309, 'def': 16}","{'att': 146, 'def': 23}",9,13,1,3,0.9385,l,2023-05-06,0,0,1,0,-0.5509700000000002,1.42161275,6.5,1.660801,7.5,1.375870125,5.3125,1.8459295625,10.5
a,0.262022,1.40237,0.262022,1.40237,"{'att': 307, 'def': 23}","{'att': 272, 'def': 19}",5,9,0,2,0.3864999999999999,l,2023-05-13,0,0,1,0,-1.140348,1.42450525,7.5,1.526421,8.75,1.4351368125,5.75,1.8753276875,11.125
h,0.815723,1.71783,0.815723,1.71783,"{'att': 300, 'def': 15}","{'att': 291, 'def': 22}",8,12,0,1,0.6884,l,2023-05-20,0,0,1,0,-0.902107,1.246339,6.75,1.2462085,9.0,1.3386700625,5.4375,1.8645108125,11.375
a,0.432084,1.12933,0.432084,1.12933,"{'att': 149, 'def': 20}","{'att': 361, 'def': 26}",4,4,0,1,0.681,l,2023-05-28,0,0,1,0,-0.6972459999999999,1.20313125,7.5,1.5564075000000002,10.75,1.3328841249999999,5.8125,1.8120651875,11.1875
h,1.51025,1.4834,1.51025,1.4834,"{'att': 138, 'def': 27}","{'att': 292, 'def': 30}",9,8,1,1,1.3845999999999998,d,2023-08-12,0,1,0,1,0.02685,0.6818447500000001,6.5,1.5045125000000001,9.5,1.2633531249999999,5.8125,1.7858651875,11.0625
a,1.3867,3.25448,1.3867,2.33406,"{'att': 356, 'def': 32}","{'att': 167, 'def': 23}",8,11,1,3,0.3288,l,2023-08-19,0,0,1,0,-0.94736,0.7550197500000002,6.5,1.4332325000000001,8.25,1.2856975000000002,6.125,1.82161425,10.875
h,0.483582,2.26115,0.483582,2.26115,"{'att': 316, 'def': 31}","{'att': 200, 'def': 26}",6,20,0,2,0.2603999999999999,l,2023-08-26,0,0,1,0,-1.7775680000000005,1.03618925,7.25,1.89626,8.75,1.304536875,6.375,1.8386405000000001,10.625
a,2.11013,3.07185,2.11013,3.07185,"{'att': 294, 'def': 21}","{'att': 137, 'def': 24}",5,15,2,2,0.7923,d,2023-09-02,0,1,0,1,-0.96172,0.9531540000000002,6.75,2.03209,10.75,1.225843875,6.5625,1.826038,9.9375
h,1.32515,1.39677,1.32515,1.39677,"{'att': 343, 'def': 21}","{'att': 160, 'def': 28}",9,17,0,0,1.3224,d,2023-09-17,0,1,0,1,-0.07162,1.3726655,7.0,2.51772,13.5,1.288897,6.8125,1.8846129999999999,10.125
a,1.58984,2.14533,1.58984,2.14533,"{'att': 352, 'def': 35}","{'att': 156, 'def': 28}",4,8,1,3,0.9499,l,2023-09-24,0,0,1,0,-0.55549,1.3263905000000002,7.0,2.4960625000000003,15.75,1.340460125,7.0625,1.755989875,10.1875
h,0.644443,4.0742,0.644443,2.55187,"{'att': 330, 'def': 22}","{'att': 167, 'def': 28}",13,15,0,4,0.0368,l,2023-09-30,0,0,1,0,-1.907427,1.3771755,6.0,2.218775,15.0,1.243541375,6.6875,1.8525074375000001,10.3125
a,0.981732,3.16482,0.981732,3.16482,"{'att': 191, 'def': 22}","{'att': 243, 'def': 34}",13,8,0,3,0.1958,l,2023-10-07,0,0,1,0,-2.183088,1.41739075,7.75,2.6720375,13.75,1.2117428125,7.0625,1.9425249375,10.4375
h,1.01839,2.30454,1.01839,2.30454,"{'att': 298, 'def': 21}","{'att': 136, 'def': 21}",5,15,1,2,0.506,l,2023-10-21,0,0,1,0,-1.28615,1.1352912500000003,9.75,2.6952800000000003,12.0,1.1528535625,7.4375,2.0945783749999998,10.625
h,1.10052,0.90255,1.10052,0.90255,"{'att': 279, 'def': 30}","{'att': 204, 'def': 18}",8,4,2,1,1.4745,w,2023-10-28,1,0,0,3,0.1979699999999999,1.0586012500000002,8.75,2.9222225,11.5,1.1411291874999998,7.4375,2.0944846249999998,11.0625
a,0.643127,2.39949,0.643127,2.39949,"{'att': 378, 'def': 13}","{'att': 258, 'def': 12}",6,18,1,6,0.3185,l,2023-11-04,0,0,1,0,-1.756363,0.9362712500000002,9.75,2.6115275000000002,10.5,1.14899375,7.4375,1.9931927500000002,10.8125
h,2.78424,0.306141,2.78424,0.306141,"{'att': 258, 'def': 27}","{'att': 231, 'def': 10}",7,3,2,0,2.8639,w,2023-11-11,1,0,0,3,2.4780990000000003,0.9359422500000003,8.0,2.19285,11.25,1.1274045625,7.5,2.11334625,11.625
a,3.13975,0.816227,3.13975,0.816227,"{'att': 193, 'def': 11}","{'att': 275, 'def': 26}",7,7,3,1,2.6885000000000003,w,2023-11-25,1,0,0,3,2.323523,1.3865692500000002,6.5,1.47818025,10.0,1.1440926875000001,7.4375,2.0489231875,11.25
h,2.54937,0.89511,2.54937,0.89511,"{'att': 263, 'def': 34}","{'att': 114, 'def': 24}",10,3,2,2,2.5224,d,2023-12-03,0,1,0,1,1.6542600000000005,1.9169092500000002,7.0,1.1061020000000001,8.0,1.2642301875000002,7.3125,1.989404875,10.875
a,1.79997,1.26441,1.79997,1.26441,"{'att': 292, 'def': 31}","{'att': 174, 'def': 23}",7,9,2,0,1.8231,w,2023-12-06,1,0,0,3,0.53556,2.2791217500000003,7.5,1.1042420000000002,7.75,1.4071894375,7.625,1.9577011249999998,10.5
a,1.9742,1.11296,1.9742,1.11296,"{'att': 334, 'def': 24}","{'att': 141, 'def': 22}",6,15,3,0,2.0899,w,2023-12-09,1,0,0,3,0.86124,2.5683325000000004,7.75,0.8204720000000002,5.5,1.468704875,7.5625,1.929362375,10.3125
a,1.89067,0.791806,1.89067,0.791806,"{'att': 102, 'def': 26}","{'att': 244, 'def': 19}",7,4,3,2,2.1945,w,2023-12-23,1,0,0,3,1.098864,2.3658225,7.5,1.0221767500000003,8.5,1.565087125,7.6875,1.92833925,11.0
h,2.07911,0.324365,1.31795,0.324365,"{'att': 307, 'def': 28}","{'att': 238, 'def': 29}",9,9,3,0,2.6859,w,2023-12-26,1,0,0,3,0.993585,2.0535525000000003,7.5,1.0160715000000002,7.75,1.5888633749999999,7.5625,1.885114625,10.75
a,1.58229,2.15027,1.58229,2.15027,"{'att': 238, 'def': 40}","{'att': 213, 'def': 20}",15,13,1,3,0.9895,l,2023-12-31,0,0,1,0,-0.5679799999999999,1.9359875000000002,7.25,0.8733852500000001,9.25,1.632139,7.625,1.7019824375,10.625
h,0.834585,1.53344,0.834585,1.53344,"{'att': 281, 'def': 28}","{'att': 149, 'def': 31}",10,15,0,4,0.7769999999999999,l,2024-01-21,0,0,1,0,-0.6988549999999999,1.8815675,9.25,1.0948502500000001,10.25,1.70080825,8.1875,1.6950524374999998,10.1875
a,1.13487,1.3128,1.13487,0.551632,"{'att': 251, 'def': 31}","{'att': 216, 'def': 23}",5,2,1,1,1.1286,d,2024-02-01,0,1,0,1,0.583238,1.5966637500000003,10.25,1.19997025,10.25,1.6210866875,8.5,1.5989018125,10.1875
h,1.1895,0.456548,1.1895,0.456548,"{'att': 204, 'def': 33}","{'att': 141, 'def': 20}",4,6,1,1,2.182,d,2024-02-04,0,1,0,1,0.732952,1.40771375,9.75,1.33021875,9.75,1.6091941875,8.25,1.5936536875,9.25
a,2.60612,1.7456,2.60612,1.7456,"{'att': 225, 'def': 32}","{'att': 227, 'def': 18}",21,8,1,3,1.9494,l,2024-02-10,0,0,1,0,0.8605200000000002,1.1853112500000003,8.5,1.3632645,9.0,1.5841729374999998,8.25,1.4881048125,9.125
a,2.08098,2.38425,2.08098,1.62308,"{'att': 245, 'def': 35}","{'att': 111, 'def': 17}",3,9,2,2,1.1198,d,2024-02-17,0,1,0,1,0.4578999999999997,1.4412687500000003,10.0,1.2620970000000002,7.75,1.7067777499999999,8.75,1.3425673125000002,8.6875
h,0.925889,1.79636,0.925889,1.79636,"{'att': 302, 'def': 28}","{'att': 189, 'def': 14}",8,13,0,1,0.6524,l,2024-02-24,0,0,1,0,-0.870471,1.7528675000000002,8.25,1.4747995000000003,6.25,1.7754807499999998,8.125,1.2937816874999999,8.75
a,1.43616,1.60461,1.43616,1.60461,"{'att': 325, 'def': 24}","{'att': 74, 'def': 17}",6,9,2,0,1.2124,w,2024-03-03,1,0,0,3,-0.16845,1.7006222500000001,9.0,1.5956895000000002,9.0,1.7696994375000001,8.3125,1.2620204375,8.625
h,3.92657,1.91752,3.1654,1.91752,"{'att': 103, 'def': 21}","{'att': 208, 'def': 11}",15,2,2,2,2.4798,d,2024-03-09,0,1,0,1,1.24788,1.7622872500000002,9.5,1.8827050000000003,9.75,1.7906769374999998,8.1875,1.3058991875,8.9375
h,2.84403,2.79419,2.84403,2.79419,"{'att': 159, 'def': 20}","{'att': 219, 'def': 24}",7,1,4,3,1.3922,w,2024-03-13,1,0,0,3,0.0498400000000001,2.0923997500000002,8.0,1.925685,8.25,1.995892125,8.75,1.2757760625,7.9375
h,1.39268,0.93378,1.39268,0.93378,"{'att': 145, 'def': 22}","{'att': 163, 'def': 19}",6,11,2,1,1.7695,w,2024-03-30,1,0,0,3,0.4588999999999998,2.28316225,9.0,2.0281700000000003,6.25,1.9996289999999999,8.75,1.431279125,7.8125
h,1.30969,0.174389,1.30969,0.174389,"{'att': 222, 'def': 26}","{'att': 232, 'def': 28}",4,6,1,0,2.3952,w,2024-04-02,1,0,0,3,1.135301,2.39986,8.5,1.8125250000000004,5.75,1.8904371249999998,8.6875,1.4386261875,8.0625
a,0.616108,1.30478,0.616108,1.30478,"{'att': 160, 'def': 33}","{'att': 152, 'def': 27}",5,7,1,2,0.7569000000000001,l,2024-04-06,0,0,1,0,-0.6886720000000001,2.3682425,8.0,1.4549697500000003,5.0,1.8129571249999998,8.3125,1.393581125,8.25
h,2.38519,1.52274,2.38519,0.761571,"{'att': 281, 'def': 21}","{'att': 173, 'def': 16}",12,8,2,2,1.9962,d,2024-04-13,0,1,0,1,1.623619,1.540627,5.5,1.3017847500000004,6.25,1.73896575,8.1875,1.39610425,8.125
a,2.05211,2.62687,1.29094,2.62687,"{'att': 243, 'def': 20}","{'att': 196, 'def': 16}",2,19,1,3,0.9381,l,2024-04-21,0,0,1,0,-1.3359299999999998,1.425917,6.75,0.9839222500000002,8.0,1.764652625,8.5625,1.4217155,7.6875
a,2.40311,0.484454,2.40311,0.484454,"{'att': 286, 'def': 34}","{'att': 131, 'def': 16}",12,7,1,0,2.6209,w,2024-04-24,1,0,0,3,1.918656,1.5907744999999998,5.75,1.4071947500000002,10.0,1.774742625,8.25,1.536407,8.625
h,2.48132,1.35682,2.48132,1.35682,"{'att': 381, 'def': 27}","{'att': 127, 'def': 23}",5,7,3,0,2.1901,w,2024-04-28,1,0,0,3,1.1245000000000005,1.8641294999999998,7.75,1.4847110000000003,10.25,1.7949926250000001,8.4375,1.5464125625,8.5
a,0.4687,3.91372,0.4687,3.15255,"{'att': 188, 'def': 17}","{'att': 211, 'def': 26}",3,28,0,3,0.0456,l,2024-05-04,0,0,1,0,-2.68385,2.3304325,7.75,1.4977210000000003,10.25,1.851182,7.8125,1.4968219375,8.125
h,1.07237,1.92722,1.07237,1.92722,"{'att': 184, 'def': 23}","{'att': 122, 'def': 23}",11,11,1,2,0.7365999999999999,l,2024-05-11,0,0,1,0,-0.8548499999999999,1.85131,5.5,2.095466,15.25,1.8283141875,7.375,1.6455894375,8.9375
a,2.002,1.59771,2.002,1.59771,"{'att': 340, 'def': 37}","{'att': 159, 'def': 16}",10,8,1,2,1.6996999999999998,l,2024-05-19,0,0,1,0,0.4042899999999998,1.606375,7.75,1.9205535000000002,13.25,1.8244079375,7.75,1.6839906875,9.5
a,1.90915,1.24405,1.90915,1.24405,"{'att': 219, 'def': 22}","{'att': 225, 'def': 26}",4,10,1,1,1.8944000000000003,d,2024-08-17,0,1,0,1,0.6650999999999998,1.5060974999999999,7.25,2.1988675,13.5,1.8751891875000002,8.125,1.7553133124999998,9.625
h,2.53513,1.89287,2.53513,1.89287,"{'att': 276, 'def': 30}","{'att': 127, 'def': 14}",8,9,1,1,1.8522,d,2024-08-25,0,1,0,1,0.64226,1.363055,7.0,2.170675,14.25,1.8316285625,7.0625,1.7239664375,9.75
a,2.95688,2.55629,2.95688,2.55629,"{'att': 149, 'def': 21}","{'att': 191, 'def': 23}",7,15,3,2,1.6599,w,2024-08-31,1,0,0,3,0.4005899999999998,1.8796624999999998,8.25,1.6654625000000003,9.5,1.8600129375,7.375,1.6932551875000001,9.75
h,1.53731,0.932726,0.77614,0.932726,"{'att': 338, 'def': 30}","{'att': 133, 'def': 14}",5,9,0,1,1.8796,l,2024-09-14,0,0,1,0,-0.156586,2.35079,7.25,1.8227300000000002,10.5,1.9869498749999999,7.3125,1.7407508125,9.875
a,1.46979,2.43731,1.46979,2.43731,"{'att': 370, 'def': 23}","{'att': 237, 'def': 20}",6,13,0,3,0.7964000000000001,l,2024-09-21,0,0,1,0,-0.9675200000000002,2.2346174999999997,6.0,1.656484,10.75,1.9932717500000001,7.25,1.6987580625,9.875
h,1.44215,0.696068,1.44215,0.696068,"{'att': 371, 'def': 32}","{'att': 188, 'def': 16}",7,7,3,1,1.9961,w,2024-09-30,1,0,0,3,0.746082,2.1247775,6.5,1.9547990000000004,11.5,1.839723,6.6875,1.7312449375,10.5625
a,1.94963,0.912063,1.94963,0.912063,"{'att': 221, 'def': 26}","{'att': 201, 'def': 15}",7,2,0,1,2.1873,l,2024-10-05,0,0,1,0,1.037567,1.8515324999999998,6.25,1.6555985000000002,11.0,1.7521054999999999,6.6875,1.6001123125,10.9375
h,2.18419,0.740758,1.42302,0.740758,"{'att': 247, 'def': 21}","{'att': 178, 'def': 20}",7,4,2,0,2.4646,w,2024-10-19,1,0,0,3,0.6822619999999999,1.5997199999999998,6.25,1.2445417500000002,7.75,1.7869148750000001,6.75,1.5987550000000001,10.375
a,0.328651,1.974,0.328651,1.974,"{'att': 229, 'def': 26}","{'att': 186, 'def': 18}",6,16,1,1,0.267,d,2024-10-26,0,1,0,1,-1.645349,1.76144,6.75,1.1965497500000004,6.5,1.8415711250000002,6.9375,1.6341530625,10.25
h,2.4493,2.3527,2.4493,2.3527,"{'att': 301, 'def': 20}","{'att': 169, 'def': 13}",6,17,2,1,1.4571,w,2024-11-02,1,0,0,3,0.0966,1.47615525,6.75,1.0807222500000002,7.25,1.8236050625,7.0,1.6759793125,10.8125
a,2.49234,1.56474,2.49234,1.56474,"{'att': 202, 'def': 23}","{'att': 135, 'def': 15}",6,14,2,3,2.0433,l,2024-11-09,0,0,1,0,0.9276,1.72794275,6.5,1.4948802500000002,9.75,1.8276119375,6.625,1.7278518125,11.375
h,1.91157,1.23059,1.91157,1.23059,"{'att': 230, 'def': 31}","{'att': 247, 'def': 19}",11,5,1,2,1.8322,l,2024-11-23,0,0,1,0,0.6809799999999999,1.8636202499999999,6.25,1.6580495000000002,12.75,1.8551263125,6.875,1.6614686875,11.0625
a,3.07901,0.866034,0.795501,0.866034,"{'att': 290, 'def': 27}","{'att': 181, 'def': 16}",4,8,4,2,2.7676,w,2024-11-30,1,0,0,3,-0.0705329999999999,1.79546525,7.25,1.7805075000000001,13.0,1.8244050625,6.8125,1.7081021875,10.9375
h,3.27716,0.623934,3.27716,0.623934,"{'att': 219, 'def': 31}","{'att': 97, 'def': 27}",10,11,1,0,2.7977000000000003,w,2024-12-05,1,0,0,3,2.653226,2.4830550000000002,6.75,1.503516,11.0,1.8617606875,6.75,1.6774280625000002,11.0
a,3.49127,1.5668,3.49127,1.5668,"{'att': 164, 'def': 32}","{'att': 188, 'def': 20}",12,12,2,1,2.5853,w,2024-12-08,1,0,0,3,1.92447,2.69002,7.75,1.0713245000000002,9.5,2.0372894375,7.1875,1.4718164375,9.9375
h,2.04842,1.81827,2.04842,1.0571,"{'att': 218, 'def': 19}","{'att': 207, 'def': 19}",10,6,1,1,1.5072,d,2024-12-16,0,1,0,1,0.9913200000000002,2.9397525,9.25,1.0718395000000003,9.0,2.1884706875,7.25,1.4492901875000002,10.0
a,1.82831,2.28533,1.06714,2.28533,"{'att': 240, 'def': 26}","{'att': 169, 'def': 23}",3,14,3,0,1.0631,w,2024-12-22,1,0,0,3,-1.21819,2.973965,9.0,1.2187595000000002,9.25,2.1913719375,7.25,1.4630751874999999,9.875
h,1.20189,0.500066,1.20189,0.500066,"{'att': 218, 'def': 34}","{'att': 225, 'def': 19}",10,8,0,0,1.9444,d,2024-12-26,0,1,0,1,0.7018239999999999,2.66129,8.75,1.5735835000000002,10.75,2.1863194375,7.1875,1.5281551875000001,10.125
a,1.70692,0.961566,1.70692,0.961566,"{'att': 271, 'def': 26}","{'att': 215, 'def': 18}",10,5,2,2,1.9376,d,2024-12-29,0,1,0,1,0.745354,2.1424725,8.75,1.5426165000000003,10.0,2.1029919375,7.3125,1.4411049375,10.0625
h,2.61852,0.561015,2.61852,0.561015,"{'att': 107, 'def': 27}","{'att': 193, 'def': 18}",14,1,1,0,2.738,w,2025-01-04,1,0,0,3,2.057505,1.6963849999999998,8.25,1.3913080000000002,8.25,2.0248694375,7.5,1.3414346875,9.4375
a,1.14845,2.53808,0.387282,2.53808,"{'att': 232, 'def': 26}","{'att': 179, 'def': 19}",8,12,2,2,0.4455,d,2025-01-14,0,1,0,1,-2.150798,1.8389099999999998,9.25,1.0769942500000003,7.0,2.0924450625,8.0625,1.31820275,8.9375
