h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,1.13393,0.0609567,1.13393,0.0609567,"{'att': 249, 'def': 26}","{'att': 218, 'def': 20}",8,5,1,0,2.318,w,2022-10-19,1,0,0,3,1.0729733,2.3635049999999995,13.25,1.05284225,5.5,1.9193658,11.3,1.3543629,6.8
a,1.1294,1.56513,1.1294,1.56513,"{'att': 271, 'def': 18}","{'att': 204, 'def': 24}",11,7,2,1,1.0397,w,2022-10-23,1,0,0,3,-0.4357299999999999,2.2600925,10.75,0.8238444250000001,5.5,1.8479625454545454,11.0,1.2367805181818181,6.636363636363637
h,4.18808,0.270814,3.42692,0.270814,"{'att': 193, 'def': 18}","{'att': 280, 'def': 16}",15,2,4,0,2.9801,w,2022-10-29,1,0,0,3,3.156106,1.3744475,9.25,1.044201675,6.0,1.7880823333333333,11.0,1.264142975,6.666666666666667
a,1.42101,1.65228,1.42101,1.65228,"{'att': 214, 'def': 15}","{'att': 199, 'def': 22}",4,6,4,1,1.1618,w,2022-11-06,1,0,0,3,-0.2312699999999998,1.8098900000000002,10.75,0.8282401749999999,5.5,1.9726975384615384,11.307692307692308,1.187733053846154,6.3076923076923075
h,1.3601,0.359105,1.3601,0.359105,"{'att': 297, 'def': 35}","{'att': 235, 'def': 22}",7,2,1,0,2.2991,w,2022-11-12,1,0,0,3,1.000995,1.968105,9.5,0.887295175,5.0,1.9332912857142859,10.785714285714286,1.2209149785714286,6.285714285714286
a,1.76382,0.31099,1.00265,0.31099,"{'att': 348, 'def': 15}","{'att': 209, 'def': 30}",5,4,3,0,2.5989000000000004,w,2022-12-26,1,0,0,3,0.69166,2.0246475,9.25,0.9618322499999999,4.25,1.8950785333333333,10.533333333333333,1.16346098,6.0
h,2.78846,0.517099,2.78846,0.517099,"{'att': 147, 'def': 23}","{'att': 209, 'def': 23}",9,4,0,0,2.7313,d,2022-12-31,0,1,0,1,2.271361,2.1832525,7.75,0.64829725,3.5,1.886874875,10.1875,1.11018154375,5.875
a,0.959523,0.970637,0.959523,0.970637,"{'att': 262, 'def': 22}","{'att': 112, 'def': 15}",4,9,0,0,1.356,d,2023-01-03,0,1,0,1,-0.0111139999999999,1.8333475000000001,6.25,0.7098685,4.0,1.944959875,9.25,1.1277611687500002,6.0
h,1.96256,0.989872,1.96256,0.228703,"{'att': 148, 'def': 24}","{'att': 221, 'def': 15}",13,3,1,0,2.1173,w,2023-01-15,1,0,0,3,1.733857,1.7179757500000001,6.25,0.53945775,4.75,1.9934330625,9.375,1.0879041062500001,5.625
a,1.44384,0.333154,1.44384,0.333154,"{'att': 130, 'def': 19}","{'att': 244, 'def': 31}",13,3,0,0,2.3176,d,2023-01-21,0,1,0,1,1.110686,1.86859075,7.75,0.6971495,5.0,1.9777993125,9.625,0.9201573562500001,5.25
h,1.22883,1.27831,1.22883,1.27831,"{'att': 161, 'def': 20}","{'att': 275, 'def': 26}",6,4,1,1,1.3,d,2023-02-04,0,1,0,1,-0.0494799999999999,1.7885957500000003,9.75,0.7026905,4.75,1.9471880625,9.625,0.87019948125,5.25
a,1.54853,1.54458,1.54853,1.54458,"{'att': 124, 'def': 27}","{'att': 310, 'def': 20}",6,4,1,1,1.332,d,2023-02-11,0,1,0,1,0.0039499999999998,1.3986882500000002,9.0,0.89299325,4.75,1.9837683125,9.875,0.84001948125,4.6875
h,1.74852,2.16549,1.74852,2.16549,"{'att': 412, 'def': 10}","{'att': 184, 'def': 26}",5,7,0,2,1.0993,l,2023-02-18,0,0,1,0,-0.41697,1.54594,9.5,1.036479,3.5,1.8988814375,9.625,0.87901854375,4.6875
a,0.359809,1.34144,0.359809,1.34144,"{'att': 320, 'def': 22}","{'att': 232, 'def': 22}",7,12,0,2,0.5315000000000001,l,2023-03-04,0,0,1,0,-0.981631,1.49243,7.5,1.3303835,4.5,1.9114401875,8.8125,0.95330241875,4.8125
h,2.45527,0.709895,2.45527,0.709895,"{'att': 245, 'def': 23}","{'att': 144, 'def': 11}",12,3,2,1,2.5222,w,2023-03-12,1,0,0,3,1.745375,1.22142225,6.0,1.582455,6.75,1.6419295,8.1875,0.99441110625,5.25
a,2.50027,0.531985,1.7391,0.531985,"{'att': 133, 'def': 27}","{'att': 238, 'def': 22}",15,3,2,1,2.7075,w,2023-03-17,1,0,0,3,1.207115,1.5280322499999999,7.5,1.4403512500000002,6.5,1.6424895000000002,8.375,0.96786329375,5.1875
h,3.33162,0.334127,3.33162,0.334127,"{'att': 249, 'def': 34}","{'att': 162, 'def': 26}",11,5,2,0,2.9128000000000003,w,2023-04-02,1,0,0,3,2.997493,1.76596725,9.75,1.1872025,6.25,1.749497,8.75,0.91260860625,4.875
a,2.84091,0.83342,2.84091,0.83342,"{'att': 159, 'def': 25}","{'att': 278, 'def': 24}",11,3,5,1,2.6578,w,2023-04-05,1,0,0,3,2.00749,2.1617422499999996,11.25,0.72936175,5.75,1.8868526250000002,8.9375,0.9296817500000001,4.875
a,1.02337,2.06521,1.02337,0.542871,"{'att': 148, 'def': 27}","{'att': 201, 'def': 16}",9,5,2,1,0.5442,w,2023-04-08,1,0,0,3,0.4804989999999999,2.7820175,12.25,0.60235675,3.5,1.993822,8.9375,0.8839498750000001,4.625
a,0.425086,1.91802,0.425086,1.91802,"{'att': 219, 'def': 38}","{'att': 188, 'def': 27}",6,12,0,3,0.317,l,2023-04-15,0,0,1,0,-1.492934,2.4240425,11.5,0.9411855000000001,4.0,1.796027625,8.5625,0.996099625,4.8125
h,3.98532,0.883001,3.98532,0.883001,"{'att': 241, 'def': 17}","{'att': 255, 'def': 18}",12,2,6,1,2.8387999999999995,w,2023-04-23,1,0,0,3,3.102319,1.9052465,9.25,1.2876942500000002,6.25,1.7337823749999999,8.6875,1.012708375,5.1875
a,2.86368,0.777008,2.86368,0.777008,"{'att': 126, 'def': 14}","{'att': 250, 'def': 22}",9,6,4,1,2.7298,w,2023-04-27,1,0,0,3,2.086672,2.0686714999999998,9.5,1.4249127500000003,5.5,1.897858625,9.0,1.0454518750000001,5.1875
h,3.91457,0.897175,3.91457,0.897175,"{'att': 152, 'def': 25}","{'att': 261, 'def': 17}",12,4,3,1,2.9389,w,2023-04-30,1,0,0,3,3.017395,2.074364,9.0,1.41080975,6.25,1.966599875,9.25,1.074578,5.3125
h,1.37224,1.29061,1.37224,1.29061,"{'att': 197, 'def': 24}","{'att': 207, 'def': 26}",11,8,0,2,1.4103,l,2023-05-07,0,0,1,0,0.0816299999999998,2.797164,9.75,1.118801,6.0,2.03698175,9.4375,1.09833275,5.3125
a,2.35118,2.01567,0.82884,1.2545,"{'att': 105, 'def': 29}","{'att': 221, 'def': 28}",9,5,2,2,1.613,d,2023-05-13,0,1,0,1,-0.4256599999999999,3.0339525,11.0,0.9619485,5.0,2.0627765625,9.875,1.1183310625,5.25
h,4.11359,0.593493,4.11359,0.593493,"{'att': 343, 'def': 37}","{'att': 119, 'def': 17}",15,2,4,1,2.932,w,2023-05-18,1,0,0,3,3.5200970000000003,2.6254175,10.25,1.24511575,5.75,2.0870653125,9.625,1.1824434375000001,5.375
h,2.05089,0.0839072,2.05089,0.0839072,"{'att': 67, 'def': 16}","{'att': 316, 'def': 11}",13,0,0,0,2.7851000000000004,d,2023-05-22,0,1,0,1,1.9669828,2.937895,11.75,1.199237,4.75,2.2539246875,9.75,1.198714625,5.3125
a,1.51899,2.01924,1.51899,2.01924,"{'att': 294, 'def': 18}","{'att': 195, 'def': 29}",5,17,1,1,1.0561,d,2023-05-28,0,1,0,1,-0.5002499999999999,2.471975,12.0,0.9959200500000001,3.75,2.3053034375,10.1875,1.1240644499999999,5.0625
h,4.32208,1.486,4.32208,1.486,"{'att': 255, 'def': 17}","{'att': 324, 'def': 28}",9,6,5,1,2.7626000000000004,w,2023-08-12,1,0,0,3,2.83608,2.5086625000000002,10.5,1.17807755,6.0,2.3034571875,10.125,1.1537306999999999,5.875
a,0.257154,1.22528,0.257154,1.22528,"{'att': 419, 'def': 27}","{'att': 286, 'def': 21}",5,9,0,1,0.4939,l,2023-08-19,0,0,1,0,-0.968126,3.0013875,10.5,1.04566005,6.25,2.4643046875,10.375,1.111262575,5.8125
h,1.62037,0.856121,1.62037,0.856121,"{'att': 227, 'def': 21}","{'att': 370, 'def': 23}",5,5,1,2,1.9345,l,2023-08-27,0,0,1,0,0.7642490000000001,2.0372785,8.0,1.2036068,8.0,2.45788875,10.25,1.1040025750000002,5.625
a,0.90476,1.32258,0.90476,1.32258,"{'att': 360, 'def': 30}","{'att': 273, 'def': 27}",7,9,1,3,0.9704,l,2023-09-02,0,0,1,0,-0.4178200000000001,1.9296485,6.0,1.39666025,9.25,2.4057074999999997,9.8125,1.1131417,5.75
h,1.50126,0.633678,0.740091,0.633678,"{'att': 176, 'def': 23}","{'att': 215, 'def': 27}",8,4,1,0,2.1862,w,2023-09-16,1,0,0,3,0.106413,1.776091,6.5,1.2224952500000001,7.25,2.3059881250000003,9.3125,1.1625538875,6.125
a,5.1082,0.579392,5.1082,0.579392,"{'att': 262, 'def': 30}","{'att': 373, 'def': 25}",11,5,8,0,2.9736,w,2023-09-24,1,0,0,3,4.528808,1.0708860000000002,6.25,1.0094147500000001,6.75,2.191590625,9.125,1.1812758250000002,6.0625
h,3.08516,0.801849,2.32399,0.801849,"{'att': 288, 'def': 27}","{'att': 328, 'def': 18}",7,5,2,0,2.7621,w,2023-09-30,1,0,0,3,1.5221409999999995,2.2836475000000003,7.75,0.8479427500000001,5.75,2.33329625,9.125,1.165399075,6.1875
a,1.97865,0.931345,1.97865,0.931345,"{'att': 145, 'def': 23}","{'att': 359, 'def': 14}",6,2,2,2,2.2587,d,2023-10-08,0,1,0,1,1.0473050000000002,2.649845,8.25,0.83437475,5.75,2.462158125,9.0,1.0864390125,6.1875
h,3.73336,1.08795,3.73336,1.08795,"{'att': 216, 'def': 18}","{'att': 353, 'def': 28}",9,3,4,0,2.7762,w,2023-10-21,1,0,0,3,2.64541,2.9183175000000006,8.0,0.736566,4.0,2.559255875,9.0,1.024771825,5.5625
a,2.31987,0.863393,1.5587,0.863393,"{'att': 217, 'def': 30}","{'att': 331, 'def': 28}",3,8,2,2,2.4965,d,2023-10-28,0,1,0,1,0.695307,3.4763425000000003,8.25,0.8501340000000001,3.75,2.543508375,8.8125,1.0375811375000001,5.625
h,1.12355,0.535473,1.12355,0.535473,"{'att': 195, 'def': 24}","{'att': 179, 'def': 20}",4,7,1,0,2.0353,w,2023-11-04,1,0,0,3,0.5880770000000001,2.7792600000000003,6.25,0.9211342499999999,4.5,2.5095202499999996,8.4375,1.0429802000000001,5.75
a,0.306141,2.78424,0.306141,2.78424,"{'att': 231, 'def': 10}","{'att': 258, 'def': 27}",3,7,0,2,0.0844,l,2023-11-11,0,0,1,0,-2.4780990000000003,2.2888575,5.5,0.85454025,5.0,2.3350815,7.9375,1.020373825,5.9375
h,2.15227,0.968061,2.15227,0.968061,"{'att': 255, 'def': 27}","{'att': 263, 'def': 27}",7,6,4,1,2.247,w,2023-11-25,1,0,0,3,1.184209,1.8707302500000003,4.75,1.317764,6.25,2.2684503125,7.4375,1.1137257,5.875
h,2.90191,0.422674,2.90191,0.422674,"{'att': 187, 'def': 22}","{'att': 235, 'def': 15}",17,2,1,0,2.8305,w,2023-12-02,1,0,0,3,2.479236,1.4754577500000003,4.25,1.28779175,7.0,2.2560184375,7.3125,1.0482501375,5.9375
a,1.29564,2.95393,1.29564,2.95393,"{'att': 145, 'def': 12}","{'att': 333, 'def': 37}",4,13,0,3,0.43,l,2023-12-07,0,0,1,0,-1.6582900000000005,1.6209677500000002,7.75,1.1776119999999999,5.5,2.1802884375,7.4375,1.03757395,5.9375
a,1.61368,4.40118,1.61368,3.64001,"{'att': 272, 'def': 32}","{'att': 219, 'def': 30}",9,12,1,4,0.1711,l,2023-12-10,0,0,1,0,-2.02633,1.6639902500000003,7.75,1.78222625,7.0,2.1330853125,6.875,1.216950375,6.75
h,4.27933,0.471042,4.27933,0.471042,"{'att': 146, 'def': 18}","{'att': 331, 'def': 11}",23,4,3,0,2.9789,w,2023-12-16,1,0,0,3,3.808288,1.9908750000000002,9.25,2.18646125,8.25,2.1390034375,7.125,1.365821625,6.4375
a,1.41488,1.81844,1.41488,1.81844,"{'att': 117, 'def': 22}","{'att': 311, 'def': 28}",16,2,0,1,1.0398,l,2023-12-23,0,0,1,0,-0.4035600000000001,2.52264,13.25,2.0622065,7.75,2.1363315625,8.0,1.30238675,6.3125
h,2.79106,3.1074,2.02989,3.1074,"{'att': 208, 'def': 30}","{'att': 255, 'def': 20}",18,4,1,3,1.152,l,2023-12-26,0,0,1,0,-1.0775100000000002,2.1508825000000003,13.0,2.411148,7.75,2.2086894375,8.6875,1.33945925,5.875
a,0.910974,6.67151,0.910974,5.02355,"{'att': 284, 'def': 19}","{'att': 193, 'def': 40}",4,16,2,4,0.0027,l,2024-01-01,0,0,1,0,-4.112576000000001,2.5247375,16.5,2.4495155,5.5,2.2818575625,9.5,1.4801641875,5.8125
h,1.23638,2.55452,1.23638,2.55452,"{'att': 275, 'def': 16}","{'att': 157, 'def': 17}",6,25,2,3,0.5402,l,2024-01-13,0,0,1,0,-1.31814,2.349061,15.25,3.017098,6.5,2.2822459375,9.3125,1.8144723125,6.25
a,3.3224,1.44485,3.3224,1.44485,"{'att': 297, 'def': 27}","{'att': 215, 'def': 23}",10,12,3,1,2.5302999999999995,w,2024-01-30,1,0,0,3,1.87755,1.5883235000000002,11.0,3.5379674999999997,11.75,2.2656909375,9.1875,1.9345249375,7.5625
h,2.37353,2.67463,2.37353,1.91346,"{'att': 192, 'def': 28}","{'att': 198, 'def': 28}",9,8,4,4,1.169,d,2024-02-03,0,1,0,1,0.4600700000000002,2.0652035,9.5,3.44457,14.25,2.1540784375,9.125,1.9886160625,8.0
a,0.511375,0.968075,0.511375,0.968075,"{'att': 162, 'def': 17}","{'att': 423, 'def': 16}",7,7,3,2,0.8567,w,2024-02-10,1,0,0,3,-0.4567,1.9608210000000001,7.25,3.3363775,15.25,2.1096015625,9.25,2.105664875,8.1875
h,2.38425,2.08098,1.62308,2.08098,"{'att': 111, 'def': 17}","{'att': 245, 'def': 35}",9,3,2,2,1.5887000000000002,d,2024-02-17,0,1,0,1,-0.4578999999999997,1.8609212500000003,8.0,1.91051875,13.0,2.017896875,9.3125,2.1079605,8.5
a,0.217373,2.59336,0.217373,2.59336,"{'att': 267, 'def': 10}","{'att': 282, 'def': 31}",4,17,1,4,0.0844,l,2024-02-24,0,0,1,0,-2.3759870000000003,2.1478887500000003,8.75,1.79213375,7.5,1.9335775000000002,9.3125,2.170024875,8.5
h,3.33495,0.507769,3.33495,0.507769,"{'att': 331, 'def': 31}","{'att': 265, 'def': 18}",8,5,3,0,2.8959,w,2024-03-02,1,0,0,3,2.827181,1.3716320000000004,7.25,2.07926125,8.75,1.8021714375,9.375,2.2781478125,9.0625
a,0.568435,1.78315,0.568435,1.78315,"{'att': 258, 'def': 19}","{'att': 295, 'def': 23}",8,4,2,3,0.3675,l,2024-03-11,0,0,1,0,-1.214715,1.6119870000000003,7.0,1.537546,8.0,1.9403839375,9.625,2.2764163125,8.9375
h,3.80922,0.994584,2.28688,0.994584,"{'att': 163, 'def': 24}","{'att': 248, 'def': 19}",16,3,4,3,2.8030000000000004,w,2024-03-30,1,0,0,3,1.292296,1.6262520000000003,7.25,1.7413147500000001,7.25,1.9567773125,9.9375,2.2138481875,8.75
h,2.65009,1.69834,2.65009,0.937167,"{'att': 183, 'def': 17}","{'att': 285, 'def': 20}",11,6,1,1,2.0467,d,2024-04-02,0,1,0,1,1.712923,1.9824945,9.0,1.46971575,7.25,2.0603366875,10.5,2.215505875,8.5625
a,1.18012,0.834564,1.18012,0.834564,"{'att': 307, 'def': 23}","{'att': 144, 'def': 25}",7,11,1,0,1.6665,w,2024-04-06,1,0,0,3,0.3455560000000001,2.59067375,10.75,1.24596075,4.5,2.0445979375,10.125,2.295235,8.8125
h,3.1483,0.737596,3.1483,0.737596,"{'att': 239, 'def': 26}","{'att': 74, 'def': 23}",8,6,4,0,2.7366,w,2024-04-13,1,0,0,3,2.410704,2.0519662500000004,10.5,1.3276595000000002,6.0,2.0373779375,10.3125,2.162774625,8.6875
a,0.55129,1.43661,0.55129,1.43661,"{'att': 193, 'def': 28}","{'att': 281, 'def': 34}",4,6,0,2,0.6273,l,2024-04-24,0,0,1,0,-0.88532,2.6969325,10.5,1.066271,6.5,2.1332916875000003,10.25,1.9338006250000002,8.3125
h,2.93477,1.82408,2.17361,1.82408,"{'att': 214, 'def': 26}","{'att': 294, 'def': 20}",18,4,5,1,2.0884,w,2024-04-27,1,0,0,3,0.3495300000000001,1.8824500000000002,7.5,1.1767775,7.25,1.9002891875,9.0625,1.994148625,8.4375
a,4.25643,1.28632,3.49526,1.28632,"{'att': 201, 'def': 22}","{'att': 248, 'def': 21}",18,5,4,1,2.845,w,2024-05-04,1,0,0,3,2.20894,1.9536200000000004,9.25,1.2082125,6.75,1.9952823125,9.1875,1.9945011250000002,8.5625
h,2.45163,1.91556,2.45163,1.91556,"{'att': 241, 'def': 18}","{'att': 311, 'def': 24}",12,7,1,1,1.7292,d,2024-05-11,0,1,0,1,0.5360700000000003,2.7226975,12.0,1.3211515,5.25,2.0868679375,9.1875,1.880683625,8.625
a,2.27657,1.49706,2.27657,1.49706,"{'att': 173, 'def': 11}","{'att': 224, 'def': 24}",6,11,2,3,1.9048,l,2024-05-15,0,0,1,0,0.7795099999999999,2.5485300000000004,13.0,1.6156424999999999,5.5,2.1831589375,9.6875,1.5834367500000002,8.0625
a,3.65044,1.70157,3.65044,1.70157,"{'att': 257, 'def': 23}","{'att': 167, 'def': 22}",12,5,4,2,2.5234000000000005,w,2024-05-19,1,0,0,3,1.94887,2.9798500000000003,13.5,1.630755,6.75,2.2481708124999997,9.6875,1.5173455,7.1875
h,0.433489,1.95483,0.433489,1.95483,"{'att': 325, 'def': 20}","{'att': 72, 'def': 19}",4,13,1,0,0.2774,w,2024-08-17,1,0,0,3,-1.521341,3.1587675,12.0,1.6001275,7.0,2.2686733125,9.8125,1.5333904999999999,6.75
a,1.89287,2.53513,1.89287,2.53513,"{'att': 127, 'def': 14}","{'att': 276, 'def': 30}",9,8,1,1,0.9144,d,2024-08-25,0,1,0,1,-0.64226,2.20303225,8.5,1.767255,9.0,2.14742075,9.5,1.488403,7.0625
h,1.58694,1.63304,1.58694,1.63304,"{'att': 184, 'def': 21}","{'att': 125, 'def': 29}",5,9,2,1,1.3414,w,2024-09-01,1,0,0,3,-0.0461,2.0633422500000003,7.75,1.9221475000000001,9.25,2.2337641875,9.625,1.5863439375000001,7.125
a,1.48343,1.46969,1.48343,1.46969,"{'att': 235, 'def': 19}","{'att': 249, 'def': 26}",10,6,2,1,1.3887999999999998,w,2024-09-15,1,0,0,3,0.01374,1.8909347500000002,7.5,1.9561425000000001,8.75,2.1839323125,9.375,1.5583476875,7.5
a,1.09768,3.21141,1.09768,3.21141,"{'att': 149, 'def': 13}","{'att': 352, 'def': 27}",3,7,1,3,0.293,l,2024-09-21,0,0,1,0,-2.11373,1.3491822500000001,7.0,1.8981725,9.0,2.263060875,9.75,1.4881183125,6.8125
h,1.34344,1.26516,0.582272,1.26516,"{'att': 254, 'def': 21}","{'att': 164, 'def': 26}",7,16,1,1,1.4547,d,2024-09-28,0,1,0,1,-0.682888,1.5152300000000003,6.75,2.2123175,7.5,2.1232314999999997,9.4375,1.657095875,6.9375
a,1.79048,0.692214,1.02931,0.692214,"{'att': 164, 'def': 28}","{'att': 410, 'def': 26}",11,3,0,0,2.2629,d,2024-10-05,0,1,0,1,0.3370959999999999,1.3778725000000003,6.25,1.894825,9.5,2.1716693124999997,9.375,1.6247215000000002,7.6875
h,1.93657,1.6779,1.93657,1.6779,"{'att': 223, 'def': 38}","{'att': 281, 'def': 17}",14,6,0,1,1.5542,l,2024-10-19,0,0,1,0,0.2586699999999999,1.4287575000000001,7.75,1.6596184999999999,8.0,2.0454980625,9.0625,1.6058233750000002,7.6875
a,1.74225,1.61794,1.74225,1.61794,"{'att': 227, 'def': 25}","{'att': 265, 'def': 29}",11,5,1,2,1.4976,l,2024-10-27,0,0,1,0,0.1243100000000001,1.5420425,8.75,1.711671,8.0,2.0009030625,9.25,1.604545875,7.6875
h,0.859715,0.911305,0.859715,0.911305,"{'att': 251, 'def': 19}","{'att': 131, 'def': 25}",9,9,1,0,1.2812,w,2024-11-02,1,0,0,3,-0.05159,1.7031850000000002,10.75,1.3133035,7.5,2.0360361875,9.5,1.653506875,7.3125
a,1.86904,1.17852,1.86904,1.17852,"{'att': 166, 'def': 12}","{'att': 246, 'def': 23}",10,4,3,1,1.9041,w,2024-11-10,1,0,0,3,0.69052,1.5822537500000002,11.25,1.2248397500000001,5.75,1.892999625,9.5625,1.6643636874999999,7.5
h,1.49781,0.942824,1.49781,0.942824,"{'att': 274, 'def': 29}","{'att': 254, 'def': 18}",6,5,0,2,1.8360000000000003,l,2024-11-25,0,0,1,0,0.5549860000000001,1.6018937500000003,11.0,1.34641625,6.0,1.9753589999999999,9.9375,1.6482330625000001,7.375
a,0.020989,2.29595,0.020989,2.29595,"{'att': 228, 'def': 24}","{'att': 239, 'def': 27}",2,11,1,1,0.0605,d,2024-11-30,0,1,0,1,-2.274961,1.4922037500000003,9.0,1.16264725,5.75,1.8855490000000001,9.1875,1.5931545624999999,7.4375
h,1.52057,2.22766,1.52057,2.22766,"{'att': 299, 'def': 22}","{'att': 212, 'def': 26}",3,9,3,3,0.9101,d,2024-12-04,0,1,0,1,-0.7070900000000002,1.0618885000000002,6.75,1.3321497500000001,7.25,1.6208339375,8.1875,1.6562564375,7.8125
a,1.95645,1.746,1.95645,1.746,"{'att': 182, 'def': 15}","{'att': 269, 'def': 25}",9,6,2,4,1.539,l,2024-12-07,0,0,1,0,0.21045,1.2271022500000002,5.25,1.6612385,7.25,1.5626426875,7.625,1.6757626875,7.9375
h,3.95461,0.186759,3.95461,0.186759,"{'att': 216, 'def': 19}","{'att': 341, 'def': 23}",21,3,4,0,2.9819,w,2024-12-14,1,0,0,3,3.767851,1.2489547500000002,5.0,1.8031085,7.75,1.5426351875,7.8125,1.6913214374999999,7.625
a,3.23386,1.06427,3.23386,1.06427,"{'att': 233, 'def': 19}","{'att': 409, 'def': 23}",14,0,4,0,2.6363,w,2024-12-21,1,0,0,3,2.16959,1.86315475,8.75,1.6140922500000001,7.25,1.5616458125000001,8.375,1.59664575,7.5
h,2.82867,0.225522,2.82867,0.225522,"{'att': 171, 'def': 28}","{'att': 304, 'def': 14}",20,2,3,0,2.8808,w,2024-12-26,1,0,0,3,2.603148,2.6663725,11.75,1.3061722500000001,4.5,1.736669,9.0,1.54098575,6.6875
a,2.2424,1.00073,2.2424,1.00073,"{'att': 350, 'def': 18}","{'att': 295, 'def': 30}",5,6,2,0,2.2635,w,2024-12-30,1,0,0,3,1.24167,2.9933975000000004,16.0,0.80563775,2.75,1.7951565,9.6875,1.3966352499999999,6.3125
a,2.42963,1.00333,2.42963,1.00333,"{'att': 201, 'def': 26}","{'att': 180, 'def': 31}",9,15,2,1,2.3865000000000003,w,2025-01-04,1,0,0,3,1.4263,3.0648850000000003,15.0,0.6193202499999999,2.75,1.8361227500000001,9.6875,1.357115875,6.125
h,2.13327,1.47433,2.13327,1.47433,"{'att': 179, 'def': 32}","{'att': 356, 'def': 24}",10,8,3,0,1.8341,w,2025-01-15,1,0,0,3,0.6589400000000001,2.68364,12.0,0.8234630000000001,5.75,1.89526025,9.625,1.327968375,6.6875
