h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,1.09339,0.993805,1.09339,0.993805,"{'att': 269, 'def': 29}","{'att': 272, 'def': 21}",7,7,0,1,1.4263,l,2023-01-23,0,0,1,0,0.099585,1.1322794999999999,3.75,1.62814775,7.0,1.4099354375,5.3125,2.009722,6.8125
a,0.493341,1.41471,0.493341,1.41471,"{'att': 434, 'def': 22}","{'att': 141, 'def': 33}",5,5,0,0,0.5918,d,2023-02-03,0,1,0,1,-0.921369,1.0323645,4.0,1.7019212499999998,8.25,1.4113391874999999,5.3125,1.9622354375,7.0
h,1.69704,0.686824,1.69704,0.686824,"{'att': 258, 'def': 23}","{'att': 229, 'def': 20}",6,6,2,0,2.1977,w,2023-02-11,1,0,0,3,1.0102160000000002,0.8219672499999999,4.25,1.69254625,8.0,1.41832575,5.5625,1.8832654375,6.3125
a,0.224214,2.71375,0.224214,2.71375,"{'att': 375, 'def': 17}","{'att': 186, 'def': 30}",0,10,1,0,0.0896,w,2023-02-18,1,0,0,3,-2.489536,1.06841075,5.25,1.26447475,7.75,1.44004075,5.8125,1.8377288125,6.5625
h,0.913133,0.997097,0.913133,0.997097,"{'att': 256, 'def': 27}","{'att': 251, 'def': 29}",6,6,1,1,1.2562,d,2023-02-24,0,1,0,1,-0.083964,0.87699625,4.5,1.45227225,7.0,1.4113228125000001,5.5,1.7153394375,6.125
a,1.67531,2.44358,1.67531,1.68241,"{'att': 104, 'def': 23}","{'att': 236, 'def': 38}",3,7,2,3,0.8180000000000001,l,2023-03-06,0,0,1,0,-0.0070999999999998,0.831932,4.25,1.45309525,6.75,1.434028125,5.5625,1.5628605,6.0625
h,0.61832,2.64355,0.61832,2.64355,"{'att': 341, 'def': 20}","{'att': 254, 'def': 23}",5,20,0,3,0.2017,l,2023-03-12,0,0,1,0,-2.02523,1.12742425,3.75,1.71031275,7.25,1.43764875,5.25,1.613816125,6.25
a,0.601049,3.14054,0.601049,3.14054,"{'att': 183, 'def': 26}","{'att': 289, 'def': 24}",6,10,1,2,0.0732,l,2023-04-01,0,0,1,0,-2.539491,0.8577442499999999,3.5,2.19949425,10.75,1.29554375,5.0625,1.7345700625,7.375
h,0.456524,1.23261,0.456524,1.23261,"{'att': 77, 'def': 18}","{'att': 315, 'def': 19}",9,4,0,1,0.6348,l,2023-04-08,0,0,1,0,-0.776086,0.9519529999999999,5.0,2.30619175,10.75,1.1784143125,5.25,1.8081138125,7.5
a,1.92209,2.24262,1.92209,2.24262,"{'att': 202, 'def': 15}","{'att': 217, 'def': 16}",8,5,3,1,1.141,w,2023-04-15,1,0,0,3,-0.32053,0.83780075,5.75,2.36507,10.25,1.0966733125,5.125,1.8106731875,7.625
h,1.43763,1.07482,1.43763,1.07482,"{'att': 207, 'def': 17}","{'att': 202, 'def': 32}",1,4,2,1,1.6787,w,2023-04-22,1,0,0,3,0.3628099999999998,0.89949575,7.0,2.3148299999999997,9.75,1.1640611875,5.5625,1.8012544375,7.25
a,0.079864,0.839159,0.079864,0.839159,"{'att': 260, 'def': 32}","{'att': 245, 'def': 16}",1,7,0,1,0.5112,l,2023-04-25,0,0,1,0,-0.7592949999999999,1.1043232500000002,6.0,1.9226475,5.75,1.1475268125,5.25,1.6573906875,7.125
h,0.431813,2.32338,0.431813,1.56221,"{'att': 398, 'def': 21}","{'att': 224, 'def': 24}",2,11,1,2,0.1533,l,2023-04-30,0,0,1,0,-1.130397,0.9740270000000001,4.75,1.34730225,5.0,0.9838139375,4.5,1.6834784999999999,7.4375
a,0.740125,1.67372,0.740125,0.912551,"{'att': 341, 'def': 12}","{'att': 279, 'def': 28}",4,10,0,1,0.5823999999999999,l,2023-05-03,0,0,1,0,-0.1724259999999999,0.9678492500000001,3.0,1.6199947499999998,6.75,0.917486625,4.25,1.7850203125,8.0
h,1.75276,2.92566,1.75276,1.31616,"{'att': 197, 'def': 27}","{'att': 298, 'def': 28}",10,4,5,3,0.616,w,2023-05-08,1,0,0,3,0.4366000000000001,0.672358,2.0,1.47776975,8.0,0.8803113124999999,4.25,1.7988646875,8.25
a,1.27085,0.149649,1.27085,0.149649,"{'att': 181, 'def': 23}","{'att': 345, 'def': 27}",11,0,2,0,2.4343,w,2023-05-13,1,0,0,3,1.121201,0.7511405,4.25,1.94047975,8.0,0.9454046875000001,4.75,1.8317740625,8.0625
h,1.95519,1.70785,1.19402,1.70785,"{'att': 201, 'def': 22}","{'att': 179, 'def': 15}",12,10,2,2,1.5603,d,2023-05-20,0,1,0,1,-0.51383,1.0488870000000001,6.75,1.7681022499999999,6.25,0.9629658125,5.25,1.718467125,7.25
a,1.88167,2.74766,1.1205,2.74766,"{'att': 270, 'def': 16}","{'att': 238, 'def': 31}",8,14,1,2,0.8456,l,2023-05-28,0,0,1,0,-1.6271600000000002,1.4297312500000001,9.25,1.61421975,6.0,1.0168283125,5.5625,1.7630949375,7.4375
a,1.58144,2.59001,1.58144,2.59001,"{'att': 174, 'def': 10}","{'att': 341, 'def': 23}",6,7,1,0,0.6909,w,2023-08-12,1,0,0,3,-1.00857,1.7151175,10.25,1.88270475,7.0,1.103598875,5.75,1.8464043125,8.0
h,0.399899,3.46888,0.399899,2.70772,"{'att': 241, 'def': 23}","{'att': 243, 'def': 19}",8,13,0,3,0.0434,l,2023-08-19,0,0,1,0,-2.307821,1.6722875,9.25,1.79879225,7.75,1.096373875,5.75,1.9653534375,8.0625
a,0.849817,3.23088,0.849817,2.46971,"{'att': 320, 'def': 9}","{'att': 144, 'def': 18}",2,22,2,2,0.1577,d,2023-08-26,0,1,0,1,-1.619893,1.45454975,8.5,2.6286,11.0,1.1073541875,6.25,2.0125490625,8.25
a,1.46427,2.00152,1.46427,1.24035,"{'att': 490, 'def': 20}","{'att': 223, 'def': 28}",4,8,1,5,0.8146,l,2023-09-02,0,0,1,0,0.2239199999999999,1.1782065,6.0,3.0093575,14.0,1.1033969375000001,6.0,2.1521605,9.25
h,1.75704,1.45705,1.75704,1.45705,"{'att': 119, 'def': 18}","{'att': 467, 'def': 12}",9,3,1,0,1.5918,w,2023-09-16,1,0,0,3,0.29999,1.0738565,5.0,2.8228225,12.5,1.0902069375,6.0625,2.12453175,9.3125
a,0.542678,0.37236,0.542678,0.37236,"{'att': 275, 'def': 30}","{'att': 253, 'def': 18}",9,3,0,0,1.4282,d,2023-09-23,0,1,0,1,0.1703179999999999,1.1177565,5.75,2.5395825000000003,11.5,1.1613769375,6.3125,2.0503755,8.25
h,0.889383,1.98461,0.889383,1.98461,"{'att': 306, 'def': 29}","{'att': 361, 'def': 25}",7,8,0,2,0.554,l,2023-10-02,0,0,1,0,-1.095227,1.15345125,6.0,1.7654525,9.0,1.15772875,6.5,1.87736425,7.8125
h,2.26612,0.251809,2.26612,0.251809,"{'att': 168, 'def': 27}","{'att': 242, 'def': 23}",9,0,3,1,2.7355,w,2023-10-07,1,0,0,3,2.014311,1.16334275,7.25,1.453885,5.5,1.1847824375,6.375,1.92436425,8.0625
a,0.745838,1.63523,0.745838,1.63523,"{'att': 383, 'def': 28}","{'att': 284, 'def': 23}",5,13,0,2,0.6673,l,2023-10-23,0,0,1,0,-0.889392,1.36380525,8.5,1.01645725,3.5,1.2062843125,6.4375,1.7999385625000002,7.75
a,0.552523,1.31996,0.552523,1.31996,"{'att': 570, 'def': 29}","{'att': 183, 'def': 24}",9,8,1,1,0.7293,d,2023-10-29,0,1,0,1,-0.767437,1.11100475,7.5,1.06100225,6.0,1.1630473124999998,6.6875,1.8349641874999998,8.3125
h,1.18241,0.697095,1.18241,0.697095,"{'att': 254, 'def': 15}","{'att': 184, 'def': 22}",3,7,0,1,1.7575,l,2023-11-04,0,0,1,0,0.4853149999999999,1.113466,7.5,1.29790225,7.25,1.1925885,7.1875,1.86501425,8.375
a,0.648745,2.86039,0.648745,2.86039,"{'att': 331, 'def': 35}","{'att': 296, 'def': 18}",2,8,1,3,0.1035,l,2023-11-12,0,0,1,0,-2.2116450000000003,1.18672275,6.5,0.9760234999999999,7.0,1.2395008125,7.25,1.7633714375,8.125
h,2.49057,1.57875,0.968233,0.817578,"{'att': 265, 'def': 31}","{'att': 381, 'def': 11}",12,4,3,2,2.1248,w,2023-11-27,1,0,0,3,0.1506549999999999,0.7823789999999999,4.75,1.62816875,9.0,1.2337895625,7.125,1.8375383125,8.0
a,1.51005,2.72831,1.51005,2.72831,"{'att': 343, 'def': 24}","{'att': 192, 'def': 23}",5,17,3,4,0.6202,l,2023-12-03,0,0,1,0,-1.21826,1.218562,6.5,1.61404875,6.75,1.2799026875,7.25,1.7533564375,8.0
h,3.09427,0.218659,3.09427,0.218659,"{'att': 251, 'def': 23}","{'att': 396, 'def': 19}",14,0,5,0,2.9511,w,2023-12-06,1,0,0,3,2.875611,1.4579437499999999,5.5,1.9661362500000001,9.0,1.2948526875,6.875,1.91452275,9.0625
h,2.1884,0.983,2.1884,0.983,"{'att': 279, 'def': 15}","{'att': 485, 'def': 24}",10,5,5,0,2.2482,w,2023-12-10,1,0,0,3,1.2054,1.9359087499999998,8.25,1.84652725,7.25,1.3660451875,7.0,1.8214483125,8.4375
a,0.471042,4.27933,0.471042,4.27933,"{'att': 331, 'def': 11}","{'att': 146, 'def': 18}",4,23,0,3,0.0121999999999999,l,2023-12-16,0,0,1,0,-3.808288,2.3208225,10.25,1.3771797500000003,6.5,1.3852158125,7.125,1.7111570624999999,7.875
h,1.38096,0.41714,1.38096,0.41714,"{'att': 191, 'def': 16}","{'att': 391, 'def': 33}",12,2,0,2,2.1710000000000003,l,2023-12-23,0,0,1,0,0.96382,1.8159405,8.25,2.0523247500000004,11.25,1.3158159375,7.0,1.8167395625,8.875
a,0.324365,2.07911,0.324365,1.31795,"{'att': 238, 'def': 29}","{'att': 307, 'def': 28}",9,9,0,3,0.1947,l,2023-12-26,0,0,1,0,-0.993585,1.783668,10.0,1.47453225,7.5,1.3771322499999998,7.25,1.6260058125,8.1875
h,1.52829,1.6591,1.52829,1.6591,"{'att': 372, 'def': 17}","{'att': 243, 'def': 20}",5,5,2,1,1.2496,w,2023-12-31,1,0,0,3,-0.1308100000000001,1.0911917500000001,8.75,1.939645,9.75,1.3442915,7.6875,1.5540201875,7.375
a,0.697847,2.0456,0.697847,1.28443,"{'att': 268, 'def': 25}","{'att': 226, 'def': 27}",10,15,0,1,0.409,l,2024-01-13,0,0,1,0,-0.586583,0.92616425,7.5,2.10867,9.75,1.34829275,7.75,1.5326189375,7.1875
h,2.37499,2.83317,2.37499,2.83317,"{'att': 119, 'def': 10}","{'att': 349, 'def': 30}",6,6,0,0,1.1374,d,2024-01-30,0,1,0,1,-0.45818,0.9828655,9.0,1.5502375,7.75,1.2820931875,7.8125,1.5694033125,7.9375
a,1.28806,1.00428,1.28806,1.00428,"{'att': 222, 'def': 20}","{'att': 285, 'def': 19}",7,3,2,2,1.5704,d,2024-02-03,0,1,0,1,0.2837799999999999,1.231373,7.5,2.154245,8.75,1.3966126875,7.625,1.7232039375000001,8.125
h,1.7456,2.60612,1.7456,2.60612,"{'att': 227, 'def': 18}","{'att': 225, 'def': 32}",8,21,3,1,0.8289,w,2024-02-10,1,0,0,3,-0.8605200000000002,1.47229675,7.0,1.8855374999999999,7.25,1.42153,7.625,1.6619333125,7.8125
h,1.41796,1.57297,1.41796,1.57297,"{'att': 277, 'def': 22}","{'att': 276, 'def': 11}",9,2,1,2,1.2357,l,2024-02-17,0,0,1,0,-0.1550099999999998,1.52662425,7.75,2.1222925,11.25,1.3889974999999999,7.5625,1.80907775,9.125
a,1.1385,1.96036,1.1385,1.96036,"{'att': 265, 'def': 16}","{'att': 236, 'def': 22}",11,11,2,1,0.7538,w,2024-02-24,1,0,0,3,-0.82186,1.7066525000000001,7.5,2.004135,8.0,1.431005125,7.8125,1.8051865000000002,8.4375
h,1.37604,1.15198,1.37604,1.15198,"{'att': 438, 'def': 22}","{'att': 160, 'def': 26}",3,15,3,0,1.5447,w,2024-03-02,1,0,0,3,0.2240599999999999,1.39753,8.75,1.7859325000000001,9.25,1.4676286875,7.9375,1.8452115,8.625
a,2.94155,1.29589,2.94155,1.29589,"{'att': 261, 'def': 18}","{'att': 319, 'def': 17}",15,9,1,2,2.4022,l,2024-03-09,0,0,1,0,1.64566,1.419525,7.75,1.8228575,12.25,1.4797305625,7.9375,1.8736418125,9.125
h,2.47234,2.14564,2.47234,2.14564,"{'att': 313, 'def': 29}","{'att': 203, 'def': 20}",12,14,3,0,1.6002,w,2024-03-16,1,0,0,3,0.3266999999999997,1.7185125,9.5,1.4953,9.25,1.623030875,8.75,1.7758605625000001,9.1875
a,1.10254,1.78824,1.10254,1.78824,"{'att': 91, 'def': 13}","{'att': 320, 'def': 17}",10,4,3,3,0.8092999999999999,d,2024-03-30,0,1,0,1,-0.6857,1.9821075,10.25,1.6384675000000002,12.25,1.6218914999999998,8.75,1.8112911875000002,9.8125
a,1.04304,1.94619,1.04304,1.94619,"{'att': 176, 'def': 20}","{'att': 316, 'def': 10}",8,6,1,3,0.7301,l,2024-04-02,0,0,1,0,-0.90315,1.9731175,10.0,1.5954375,10.5,1.596422125,9.0625,1.7525368125,9.0
h,0.834564,1.18012,0.834564,1.18012,"{'att': 144, 'def': 25}","{'att': 307, 'def': 23}",11,7,0,1,1.0251,l,2024-04-06,0,0,1,0,-0.3455560000000001,1.8898675,11.25,1.79399,8.25,1.4682202500000001,8.6875,1.8605075,9.375
a,3.61413,1.45307,3.61413,1.45307,"{'att': 293, 'def': 22}","{'att': 237, 'def': 17}",10,3,2,0,2.6253,w,2024-04-14,1,0,0,3,2.16106,1.363121,10.25,1.7650475,7.75,1.3836055,8.75,1.8728275,9.5
h,0.83885,1.02445,0.83885,1.02445,"{'att': 468, 'def': 9}","{'att': 257, 'def': 21}",8,9,1,3,1.2061000000000002,l,2024-04-21,0,0,1,0,-0.1856000000000001,1.6485685,9.75,1.5919050000000001,5.0,1.5800485,9.125,1.69618625,8.25
h,1.39418,1.05387,1.39418,1.05387,"{'att': 246, 'def': 24}","{'att': 324, 'def': 28}",7,7,1,1,1.6663,d,2024-04-27,0,1,0,1,0.3403099999999999,1.582646,9.25,1.4009575,6.25,1.5461666250000001,8.875,1.7341431250000001,8.6875
a,1.45579,0.809379,1.45579,0.809379,"{'att': 280, 'def': 15}","{'att': 194, 'def': 21}",3,6,0,0,1.8929,d,2024-05-04,0,1,0,1,0.646411,1.670431,9.0,1.1778775000000001,6.5,1.6130300625,8.75,1.670065625,8.5625
h,0.0886245,3.15218,0.0886245,2.39101,"{'att': 470, 'def': 11}","{'att': 303, 'def': 17}",1,13,0,4,0.0252,l,2024-05-11,0,0,1,0,-2.3023855,1.8257374999999998,7.0,1.08519225,6.25,1.6084988125,8.625,1.6169580625000002,8.625
a,1.11598,2.06743,1.11598,1.30626,"{'att': 168, 'def': 16}","{'att': 264, 'def': 19}",5,4,4,2,0.6769000000000001,w,2024-05-19,1,0,0,3,-0.19028,0.9443611249999999,4.75,1.50996975,8.75,1.5704224062499998,8.0625,1.6861193125000002,8.5
a,0.418711,2.04268,0.418711,2.04268,"{'att': 260, 'def': 24}","{'att': 214, 'def': 29}",3,7,0,1,0.2815,l,2024-08-16,0,0,1,0,-1.6239689999999998,1.0136436249999998,4.0,1.77071475,7.5,1.4917342812499998,8.0,1.6382605625,8.375
h,1.96218,0.857005,1.96218,0.857005,"{'att': 318, 'def': 31}","{'att': 274, 'def': 20}",7,1,2,1,2.1938,w,2024-08-24,1,0,0,3,1.105175,0.769776375,3.0,2.01791725,7.5,1.43739996875,7.75,1.7031605625000001,8.625
a,1.18883,0.707048,1.18883,0.707048,"{'att': 229, 'def': 21}","{'att': 250, 'def': 27}",4,2,1,1,1.7666,d,2024-08-31,0,1,0,1,0.481782,0.896373875,4.0,2.0298237500000003,6.25,1.4509362187500001,7.6875,1.5938408750000002,7.375
h,2.88601,0.682719,2.88601,0.682719,"{'att': 164, 'def': 35}","{'att': 213, 'def': 31}",6,4,1,1,2.7014,d,2024-09-14,0,1,0,1,2.203291,1.17142525,4.75,1.41854075,3.5,1.43661559375,7.375,1.5397207499999999,7.375
h,3.21141,1.09768,3.21141,1.09768,"{'att': 352, 'def': 27}","{'att': 149, 'def': 13}",7,3,3,1,2.5946,w,2024-09-21,1,0,0,3,2.11373,1.61393275,5.0,1.072363,3.5,1.54583496875,7.0625,1.4598681875000001,6.9375
a,1.43592,0.614351,0.674751,0.614351,"{'att': 157, 'def': 19}","{'att': 281, 'def': 14}",4,8,1,0,2.1275,w,2024-09-28,1,0,0,3,0.0604,2.3121075,6.0,0.836113,2.5,1.66054559375,7.3125,1.4564744375,6.1875
a,2.75846,1.36684,2.75846,1.36684,"{'att': 310, 'def': 14}","{'att': 216, 'def': 15}",11,8,2,3,2.289,l,2024-10-05,0,0,1,0,1.39162,2.1805425,5.25,0.7754495,4.25,1.56644371875,6.625,1.41387825,6.125
h,2.63074,1.43595,1.86957,1.43595,"{'att': 247, 'def': 20}","{'att': 252, 'def': 15}",3,9,1,3,2.2527000000000004,l,2024-10-19,0,0,1,0,0.4336199999999999,2.57295,7.0,0.9403975,5.75,1.5843262187499998,6.5625,1.36520325,5.75
a,1.49531,0.884845,1.49531,0.884845,"{'att': 219, 'def': 20}","{'att': 360, 'def': 17}",7,7,1,1,1.8721,d,2024-10-26,0,1,0,1,0.6104649999999999,2.5091325,6.25,1.1287052499999999,7.0,1.67983871875,6.125,1.343185125,6.0625
h,1.43017,0.739231,1.43017,0.739231,"{'att': 156, 'def': 26}","{'att': 296, 'def': 24}",13,2,2,1,1.8809,w,2024-11-04,1,0,0,3,0.690939,2.0801075,6.25,1.0754965,8.0,1.7081055937499998,6.0625,1.2768510625,6.125
a,2.25331,1.96037,2.25331,1.96037,"{'att': 170, 'def': 26}","{'att': 354, 'def': 26}",7,4,2,0,1.5794,w,2024-11-09,1,0,0,3,0.29294,2.07867,8.5,1.1067164999999999,6.5,1.7453309687499998,6.1875,1.2492955000000001,5.8125
h,0.717158,1.33903,0.717158,1.33903,"{'att': 238, 'def': 36}","{'att': 273, 'def': 19}",6,8,1,4,0.8195999999999999,l,2024-11-23,0,0,1,0,-0.621872,1.9523825000000001,7.5,1.255099,5.5,1.66027971875,6.0,1.28100175,5.875
a,1.57274,1.01086,1.57274,1.01086,"{'att': 261, 'def': 23}","{'att': 251, 'def': 13}",7,7,1,1,1.8117,d,2024-12-01,0,1,0,1,0.5618799999999999,1.4739870000000002,8.25,1.230869,5.25,1.6526739687499998,5.875,1.300663,5.8125
h,0.666644,1.09939,0.666644,1.09939,"{'att': 318, 'def': 17}","{'att': 232, 'def': 17}",3,2,3,1,0.9318,w,2024-12-05,1,0,0,3,-0.4327460000000001,1.4933445000000003,8.25,1.26237275,5.25,1.66383396875,5.875,1.297974875,5.8125
h,0.150988,2.4333,0.150988,2.4333,"{'att': 341, 'def': 14}","{'att': 165, 'def': 19}",0,12,1,1,0.0306,d,2024-12-08,0,1,0,1,-2.282312,1.3024630000000001,5.75,1.3524125,5.25,1.61451234375,5.875,1.3161005625,5.5625
a,1.2862,2.09698,1.2862,2.09698,"{'att': 310, 'def': 8}","{'att': 208, 'def': 27}",6,8,2,2,0.8013000000000001,d,2024-12-14,0,1,0,1,-0.8107799999999998,0.7768825000000003,4.0,1.470645,7.25,1.6184100625,5.8125,1.2711705624999998,5.5
h,1.25255,0.280031,1.25255,0.280031,"{'att': 275, 'def': 15}","{'att': 303, 'def': 26}",8,3,0,0,2.2141,d,2024-12-22,0,1,0,1,0.972519,0.9191430000000003,4.0,1.6601325,7.25,1.6290488125,5.875,1.2730174375,5.75
a,1.77929,1.55626,1.77929,1.55626,"{'att': 304, 'def': 17}","{'att': 388, 'def': 23}",4,6,2,1,1.5630000000000002,w,2024-12-26,1,0,0,3,0.22303,0.8390955000000002,4.25,1.4774252499999998,6.25,1.6811637499999998,6.1875,1.1628518749999999,5.5
h,0.961566,1.70692,0.961566,1.70692,"{'att': 215, 'def': 18}","{'att': 271, 'def': 26}",5,10,2,2,0.8170999999999999,d,2024-12-29,0,1,0,1,-0.745354,1.1172570000000004,4.5,1.5916427499999999,7.25,1.6697331249999998,6.0,1.2065553125,5.8125
h,2.65469,1.4434,1.13235,0.682234,"{'att': 131, 'def': 16}","{'att': 330, 'def': 24}",5,2,2,2,2.294,d,2025-01-05,0,1,0,1,0.4501159999999999,1.3199015000000003,5.75,1.41004775,6.75,1.655529125,6.0625,1.2690473125000001,6.3125
a,2.83581,0.937322,2.83581,0.937322,"{'att': 277, 'def': 32}","{'att': 294, 'def': 17}",9,2,2,3,2.6248,l,2025-01-14,0,0,1,0,1.898488,1.6620240000000002,5.5,1.24665275,5.25,1.641071625,6.0,1.316589875,6.1875
