h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
h,0.311032,2.40074,0.311032,2.40074,"{'att': 463, 'def': 14}","{'att': 237, 'def': 15}",4,9,0,3,0.1385,l,2023-08-11,0,0,1,0,-2.089708,0.8701544,5.6,1.8363136,10.4,0.8701544,5.6,1.8363136,10.4
h,0.630605,2.83691,0.630605,2.83691,"{'att': 254, 'def': 31}","{'att': 365, 'def': 15}",8,9,1,3,0.1484,l,2023-08-27,0,0,1,0,-2.206305,0.311032,4.0,2.40074,9.0,0.311032,4.0,2.40074,9.0
h,1.66604,2.39785,1.66604,2.39785,"{'att': 318, 'def': 38}","{'att': 271, 'def': 22}",7,16,2,5,0.8858999999999999,l,2023-09-02,0,0,1,0,-0.7318100000000001,0.4708185,6.0,2.618825,9.0,0.4708185,6.0,2.618825,9.0
a,0.807651,0.705795,0.807651,0.705795,"{'att': 216, 'def': 24}","{'att': 305, 'def': 20}",1,9,1,1,1.449,d,2023-09-18,0,1,0,1,0.101856,0.8692256666666666,6.333333333333333,2.545166666666667,11.333333333333334,0.8692256666666666,6.333333333333333,2.545166666666667,11.333333333333334
h,0.935444,0.840273,0.935444,0.840273,"{'att': 233, 'def': 13}","{'att': 396, 'def': 19}",8,9,0,1,1.4161,l,2023-09-23,0,0,1,0,0.095171,0.853832,5.0,2.08532375,10.75,0.853832,5.0,2.08532375,10.75
a,0.801849,3.08516,0.801849,2.32399,"{'att': 328, 'def': 18}","{'att': 288, 'def': 27}",5,7,0,2,0.156,l,2023-09-30,0,0,1,0,-1.5221409999999995,1.009935,6.0,1.695207,10.75,0.8701544,5.6,1.8363136,10.4
a,0.920206,1.53058,0.920206,1.53058,"{'att': 152, 'def': 19}","{'att': 167, 'def': 13}",5,4,2,1,0.8708,w,2023-10-03,1,0,0,3,-0.6103740000000001,1.052746,5.25,1.7572695,10.25,0.8587701666666666,5.5,2.0444546666666668,9.833333333333334
h,0.956642,1.97566,0.956642,1.2145,"{'att': 459, 'def': 20}","{'att': 274, 'def': 35}",3,10,1,4,0.5623,l,2023-10-07,0,0,1,0,-0.2578579999999999,0.8662875000000001,4.75,1.5404520000000002,7.25,0.8675467142857143,5.428571428571429,1.9710440000000002,9.0
a,0.693129,3.15685,0.693129,3.15685,"{'att': 220, 'def': 15}","{'att': 271, 'def': 28}",3,15,0,3,0.1309,l,2023-10-21,0,0,1,0,-2.463721,0.9035352500000001,5.25,1.85791825,7.5,0.878683625,5.125,1.971621,9.125
a,0.90255,1.10052,0.90255,1.10052,"{'att': 204, 'def': 18}","{'att': 279, 'def': 30}",4,8,1,2,1.1673,l,2023-10-28,0,0,1,0,-0.1979699999999999,0.8429565000000001,4.0,2.4370625,9.0,0.8580664444444444,4.888888888888889,2.1033131111111114,9.777777777777779
h,1.4998,1.43653,1.4998,1.43653,"{'att': 160, 'def': 20}","{'att': 355, 'def': 14}",9,2,0,2,1.3784999999999998,l,2023-11-04,0,0,1,0,0.0632699999999999,0.8681317500000001,3.75,1.9409025,9.25,0.8625147999999999,4.8,2.0030338,9.6
a,0.327706,2.63194,0.327706,2.63194,"{'att': 256, 'def': 13}","{'att': 187, 'def': 19}",2,14,1,3,0.0538,l,2023-11-11,0,0,1,0,-2.304234,1.0130302500000001,4.75,1.91739,8.75,0.9204498181818181,5.181818181818182,1.9515334545454548,8.909090909090908
h,1.44228,1.36963,0.681108,1.36963,"{'att': 268, 'def': 25}","{'att': 320, 'def': 14}",2,2,1,2,1.4204,l,2023-11-25,0,0,1,0,-0.6885219999999999,0.85579625,4.5,2.08146,9.75,0.8710545000000001,4.916666666666667,2.008234,9.333333333333334
h,2.60469,0.618131,2.60469,0.618131,"{'att': 194, 'def': 17}","{'att': 275, 'def': 18}",13,3,5,0,2.6651,w,2023-12-02,1,0,0,3,1.986559,1.0430840000000001,4.25,1.634655,6.5,0.914994923076923,4.6923076923076925,1.9591106153846154,8.76923076923077
a,0.781542,1.11886,0.781542,1.11886,"{'att': 289, 'def': 25}","{'att': 216, 'def': 19}",2,4,0,1,1.0087,l,2023-12-05,0,0,1,0,-0.337318,1.4686190000000001,6.5,1.51405775,5.25,1.0356874285714286,5.285714285714286,1.863326357142857,8.357142857142858
a,1.05162,2.96247,1.05162,2.96247,"{'att': 409, 'def': 14}","{'att': 160, 'def': 21}",4,22,1,1,0.2899,d,2023-12-09,0,1,0,1,-1.91085,1.2890545000000002,4.75,1.43464025,5.75,1.0187444,5.066666666666666,1.8136952666666666,8.066666666666666
h,0.811435,2.22305,0.811435,2.22305,"{'att': 172, 'def': 14}","{'att': 321, 'def': 14}",10,7,0,2,0.4071,l,2023-12-16,0,0,1,0,-1.4116150000000005,1.4700330000000001,5.25,1.51727275,7.75,1.020799125,5.0,1.8854936875,8.9375
a,0.41714,1.38096,0.41714,1.38096,"{'att': 391, 'def': 33}","{'att': 191, 'def': 16}",2,12,2,0,0.5669,w,2023-12-23,1,0,0,3,-0.96382,1.3123217500000002,7.25,1.73062775,9.0,1.0520743125,5.375,1.8743880625,8.8125
