h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
a,0.52863,1.86239,0.52863,1.10122,"{'att': 231, 'def': 17}","{'att': 276, 'def': 23}",5,14,1,3,0.3611999999999999,l,2022-10-22,0,0,1,0,-0.57259,1.8809912500000001,12.75,1.256126,7.0,1.8782775,9.3,1.068328,5.9
h,2.881,1.07554,2.881,1.07554,"{'att': 295, 'def': 13}","{'att': 200, 'def': 16}",5,8,4,1,2.5709,w,2022-10-29,1,0,0,3,1.80546,1.4217312500000001,12.25,1.1838485,7.25,1.7555822727272727,8.909090909090908,1.1405154545454546,6.636363636363637
a,1.87375,1.29252,1.87375,0.53135,"{'att': 125, 'def': 14}","{'att': 395, 'def': 18}",18,2,3,2,1.8117,w,2022-11-05,1,0,0,3,1.3424,1.9170474999999998,9.75,1.2598232500000002,7.75,1.8493670833333333,8.583333333333334,1.1351008333333332,6.75
h,0.829107,1.15437,0.829107,0.393198,"{'att': 159, 'def': 32}","{'att': 295, 'def': 18}",7,6,1,2,0.965,l,2022-11-13,0,0,1,0,0.435909,1.846315,10.75,1.10636325,6.25,1.8512426923076926,9.307692307692308,1.1472099999999998,6.384615384615385
a,1.00714,1.70709,1.00714,0.857921,"{'att': 177, 'def': 16}","{'att': 445, 'def': 22}",10,5,3,1,0.7412000000000001,w,2022-12-26,1,0,0,3,0.1492189999999998,1.52812175,8.75,1.346205,7.5,1.778233,9.142857142857142,1.1477214285714286,6.357142857142857
h,1.15663,3.22106,1.15663,3.22106,"{'att': 130, 'def': 16}","{'att': 372, 'def': 24}",9,8,2,4,0.2419,l,2022-12-31,0,0,1,0,-2.06443,1.64774925,10.0,1.30738,5.25,1.7268268000000002,9.2,1.1850126666666665,6.266666666666667
a,2.50731,1.16896,2.50731,0.407788,"{'att': 318, 'def': 15}","{'att': 335, 'def': 15}",4,4,4,1,2.3118,w,2023-01-03,1,0,0,3,2.099522,1.21665675,11.0,1.84376,5.25,1.6911895000000001,9.1875,1.312265625,6.375
h,2.40062,1.28853,2.40062,1.28853,"{'att': 260, 'def': 20}","{'att': 418, 'def': 27}",13,5,3,0,2.1797,w,2023-01-14,1,0,0,3,1.11209,1.3750467499999999,7.5,1.81287,5.75,1.7398401250000002,9.125,1.29651125,6.1875
a,1.94491,1.35941,1.94491,1.35941,"{'att': 206, 'def': 21}","{'att': 361, 'def': 11}",12,2,2,2,1.83,d,2023-01-21,0,1,0,1,0.5854999999999999,1.767925,9.0,1.84641,5.5,1.7893569999999999,9.0,1.365547375,6.375
h,2.55696,0.908298,2.55696,0.908298,"{'att': 132, 'def': 19}","{'att': 349, 'def': 15}",15,2,1,0,2.5243,w,2023-02-04,1,0,0,3,1.648662,2.0023675,9.5,1.75949,4.75,1.79676075,9.625,1.4024708750000001,6.125
a,2.64981,0.928279,2.64981,0.928279,"{'att': 109, 'def': 30}","{'att': 454, 'def': 21}",8,2,1,1,2.5086,d,2023-02-11,0,1,0,1,1.721531,2.35245,11.0,1.1812995000000002,3.25,1.8559545000000002,10.1875,1.3874432499999998,5.9375
h,2.71375,0.224214,2.71375,0.224214,"{'att': 186, 'def': 30}","{'att': 375, 'def': 17}",10,0,0,1,2.8478000000000003,l,2023-02-18,0,0,1,0,2.489536,2.388075,12.0,1.12112925,2.75,1.9119682500000001,10.4375,1.3785275625,5.625
h,3.49993,0.250045,2.73876,0.250045,"{'att': 199, 'def': 19}","{'att': 426, 'def': 22}",9,3,4,0,2.9741,w,2023-03-04,1,0,0,3,2.488715,2.4663575,11.25,0.8550502500000001,1.5,1.9108488750000001,10.4375,1.3259478125,5.375
a,1.51388,0.596738,1.51388,0.596738,"{'att': 197, 'def': 25}","{'att': 339, 'def': 29}",10,9,2,2,2.1487000000000003,d,2023-03-11,0,1,0,1,0.917142,2.8551125,10.5,0.5777090000000001,1.75,1.981740125,10.5625,1.207106875,4.75
h,0.588727,1.21452,0.588727,1.21452,"{'att': 229, 'def': 27}","{'att': 336, 'def': 32}",5,7,1,0,0.7793999999999999,w,2023-03-15,1,0,0,3,-0.625793,2.5943424999999998,9.25,0.4998190000000001,3.5,2.0201241875,10.25,1.1961754375,4.9375
h,3.8195,1.2788,3.05833,1.2788,"{'att': 101, 'def': 16}","{'att': 275, 'def': 23}",11,4,3,3,2.7147,d,2023-04-01,0,1,0,1,1.7795300000000005,2.0790717499999998,8.5,0.5713792500000001,4.75,1.922127125,9.6875,1.1529354375,4.875
a,2.63392,1.15322,2.63392,1.15322,"{'att': 187, 'def': 17}","{'att': 391, 'def': 34}",13,7,2,0,2.3928,w,2023-04-04,1,0,0,3,1.4807,2.35550925,8.75,0.8350257500000001,5.75,2.029478375,9.4375,1.22067275,5.0625
a,1.47549,0.594139,1.47549,0.594139,"{'att': 179, 'def': 28}","{'att': 285, 'def': 21}",10,7,1,2,2.1066,l,2023-04-08,0,0,1,0,0.881351,2.13900675,9.75,1.0608195,6.75,2.161059,9.9375,1.1763496249999998,4.625
a,2.52107,0.46331,2.52107,0.46331,"{'att': 249, 'def': 24}","{'att': 311, 'def': 20}",11,6,2,1,2.6734,w,2023-04-15,1,0,0,3,2.05776,2.12940925,9.75,1.06016975,6.25,2.073214625,10.25,1.1462620625,4.5625
a,2.33064,2.43846,2.33064,0.916127,"{'att': 113, 'def': 25}","{'att': 407, 'def': 20}",15,6,1,3,1.2946,l,2023-04-26,0,0,1,0,1.414513,2.612495,11.25,0.87236725,6.0,2.113672125,9.8125,1.0944364375,4.8125
h,3.60471,0.603985,3.60471,0.603985,"{'att': 214, 'def': 30}","{'att': 321, 'def': 21}",12,3,6,0,2.8604000000000003,w,2023-04-29,1,0,0,3,3.000725,2.24028,12.25,1.16228225,6.5,2.2075179375,10.3125,1.1746920625,4.8125
h,2.09953,1.32105,1.33836,1.32105,"{'att': 186, 'def': 28}","{'att': 359, 'def': 21}",6,9,1,0,1.9441,w,2023-05-04,1,0,0,3,0.0173099999999999,2.4829774999999996,12.0,1.0249735,5.5,2.3698660625,10.4375,1.1057480000000002,4.6875
h,3.23717,2.94223,3.23717,2.94223,"{'att': 104, 'def': 34}","{'att': 341, 'def': 20}",16,10,1,5,1.5493,l,2023-05-08,0,0,1,0,0.29494,2.6389875,11.0,1.20670125,6.0,2.4287973125,10.25,0.986997375,4.75
a,2.21276,0.958651,2.21276,0.958651,"{'att': 191, 'def': 20}","{'att': 346, 'def': 33}",2,8,3,0,2.2904,w,2023-05-14,1,0,0,3,1.2541089999999997,2.8180125,12.25,1.8264312500000002,7.0,2.4744135625,11.0,1.0978267499999999,5.125
a,0.593493,4.11359,0.593493,4.11359,"{'att': 119, 'def': 17}","{'att': 343, 'def': 37}",2,15,1,4,0.0424,l,2023-05-18,0,0,1,0,-3.5200970000000003,2.7885425,9.0,1.456479,7.5,2.4626723124999996,10.3125,1.0772093125,5.3125
h,2.41418,0.863659,2.41418,0.863659,"{'att': 228, 'def': 21}","{'att': 344, 'def': 18}",22,2,3,1,2.3957,w,2023-05-21,1,0,0,3,1.550521,2.03573825,6.5,2.33388025,10.5,2.3782087499999998,9.6875,1.2493455624999998,6.125
h,2.11486,1.92973,2.11486,1.92973,"{'att': 392, 'def': 33}","{'att': 196, 'def': 15}",6,9,1,1,1.4881,d,2023-05-24,0,1,0,1,0.1851300000000002,2.11440075,10.5,2.2195325,8.75,2.369285,10.125,1.246555625,6.125
a,1.23117,2.55845,1.23117,2.55845,"{'att': 130, 'def': 22}","{'att': 258, 'def': 31}",3,9,1,2,0.4947,l,2023-05-28,0,0,1,0,-1.32728,1.83382325,8.0,1.9664075000000003,8.5,2.335850625,10.0,1.3091463125,6.5625
h,4.36748,1.88594,3.60631,1.12477,"{'att': 110, 'def': 16}","{'att': 369, 'def': 16}",17,5,4,1,2.7246,w,2023-08-12,1,0,0,3,2.48154,1.58842575,8.25,2.36635725,8.75,2.243189375,9.5625,1.4550360625,7.125
a,3.15562,2.68821,3.15562,2.68821,"{'att': 263, 'def': 35}","{'att': 327, 'def': 24}",14,6,4,1,1.6748,w,2023-08-19,1,0,0,3,0.4674099999999996,2.5319225000000003,12.0,1.8094447500000002,6.25,2.29741125,10.0625,1.5572795000000001,7.25
h,1.3743,2.9527,1.3743,2.9527,"{'att': 80, 'def': 21}","{'att': 283, 'def': 10}",23,7,1,3,0.4377,l,2023-08-26,0,0,1,0,-1.5784,2.7172825,10.0,2.2655825000000003,7.25,2.40002,10.3125,1.6879965,7.0625
h,1.32258,0.90476,1.32258,0.90476,"{'att': 273, 'def': 27}","{'att': 360, 'def': 30}",9,7,3,1,1.7291,w,2023-09-02,1,0,0,3,0.4178200000000001,2.5321425,14.25,2.5213250000000005,6.75,2.4491183124999996,11.4375,1.79663275,7.0625
a,1.93908,0.719951,1.93908,0.719951,"{'att': 289, 'def': 22}","{'att': 517, 'def': 23}",4,5,3,1,2.3165,w,2023-09-16,1,0,0,3,1.219129,2.554995,15.75,2.1079025000000002,6.25,2.2930608125,11.3125,1.7732552499999998,7.25
h,2.14533,1.58984,2.14533,1.58984,"{'att': 156, 'def': 28}","{'att': 352, 'def': 35}",8,4,3,1,1.81,w,2023-09-24,1,0,0,3,0.55549,1.947895,12.5,1.8164052500000003,6.25,2.2496333125000003,10.75,1.7461759375,7.125
a,1.72819,1.90746,1.72819,1.90746,"{'att': 146, 'def': 34}","{'att': 321, 'def': 33}",11,15,1,6,1.2432999999999998,l,2023-09-30,0,0,1,0,-0.17927,1.6953225,11.0,1.5418127500000003,5.75,2.2914983125,10.625,1.80840725,6.9375
h,2.23187,2.51029,2.23187,1.74913,"{'att': 324, 'def': 21}","{'att': 277, 'def': 36}",4,15,2,2,1.184,d,2023-10-08,0,1,0,1,0.4827399999999997,1.783795,8.0,1.2805027500000001,7.75,2.2419433125,10.625,1.898666625,7.5
a,0.963733,0.962509,0.963733,0.962509,"{'att': 337, 'def': 23}","{'att': 350, 'def': 24}",4,7,1,2,1.3327,l,2023-10-21,0,0,1,0,0.001224,2.0111175,6.75,1.6818852500000003,9.75,2.2357701875,9.9375,1.903156,8.0625
h,1.31996,0.552523,1.31996,0.552523,"{'att': 183, 'def': 24}","{'att': 570, 'def': 29}",8,9,1,1,1.9908,d,2023-10-29,0,1,0,1,0.767437,1.7672807499999998,6.75,1.74252475,10.25,2.070709125,9.4375,1.92556375,8.3125
a,0.442489,0.617607,0.442489,0.617607,"{'att': 84, 'def': 9}","{'att': 534, 'def': 13}",11,0,1,1,1.064,d,2023-11-04,0,1,0,1,-0.175118,1.56093825,6.75,1.4831955000000001,11.5,2.021986,9.5625,1.8775308124999999,8.3125
h,1.08601,0.84434,1.08601,0.84434,"{'att': 201, 'def': 16}","{'att': 413, 'def': 33}",4,13,1,1,1.5529,d,2023-11-12,0,1,0,1,0.2416699999999999,1.2395129999999999,6.75,1.1607322500000004,7.75,1.8473184375,9.25,1.732241875,7.6875
a,1.21792,2.22655,0.456822,1.46538,"{'att': 246, 'def': 14}","{'att': 364, 'def': 14}",9,12,3,2,0.6338,w,2023-11-25,1,0,0,3,-1.0085579999999998,0.953048,6.75,0.7442447500000002,7.25,1.7768965625,9.375,1.7250974375,8.0
a,0.855058,1.66304,0.855058,0.901874,"{'att': 170, 'def': 24}","{'att': 359, 'def': 16}",13,8,2,3,0.6573,l,2023-12-03,0,0,1,0,-0.0468159999999999,1.0165947499999999,8.0,1.0602550000000002,8.5,1.81592325,9.8125,1.6071574375,7.8125
h,1.54099,1.22007,1.54099,0.458899,"{'att': 215, 'def': 24}","{'att': 298, 'def': 26}",19,2,2,1,1.5910000000000002,w,2023-12-06,1,0,0,3,1.082091,0.90036925,9.25,1.3378842500000003,8.25,1.7184781249999999,9.25,1.65711875,8.1875
h,2.96247,1.05162,2.96247,1.05162,"{'att': 160, 'def': 21}","{'att': 409, 'def': 14}",22,4,1,1,2.5834,d,2023-12-09,0,1,0,1,1.91085,1.1749945,11.25,1.4885000000000002,8.75,1.68261125,10.0625,1.612765,7.75
a,0.663054,2.76976,0.663054,2.76976,"{'att': 233, 'def': 12}","{'att': 344, 'def': 25}",3,19,0,2,0.2353,l,2023-12-17,0,0,1,0,-2.106706,1.6441095,15.75,1.5403200000000004,6.5,1.7908175,11.25,1.518588125,7.4375
a,1.33653,1.65409,1.33653,1.65409,"{'att': 228, 'def': 30}","{'att': 456, 'def': 13}",14,9,1,1,1.1088,d,2023-12-21,0,1,0,1,-0.31756,1.5053930000000002,14.25,1.6761225000000004,8.25,1.559290875,10.375,1.573826875,8.3125
h,3.84702,2.06955,2.32468,2.06955,"{'att': 265, 'def': 33}","{'att': 273, 'def': 22}",5,28,4,2,2.4309000000000003,w,2023-12-28,1,0,0,3,0.2551299999999998,1.625761,14.5,1.6738850000000003,8.5,1.4455977500000001,10.375,1.509194375,8.5
a,2.1552,0.9831,2.1552,0.9831,"{'att': 214, 'def': 21}","{'att': 490, 'def': 13}",17,4,0,0,2.1981,d,2024-01-02,0,1,0,1,1.1721,2.2022685,11.0,1.8862550000000002,15.0,1.6001427499999998,9.25,1.4539975,9.8125
h,1.3701,1.14116,1.3701,1.14116,"{'att': 195, 'def': 22}","{'att': 406, 'def': 16}",16,4,0,0,1.5261,d,2024-01-22,0,1,0,1,0.2289400000000001,2.000451,9.75,1.8691250000000004,15.0,1.6521815,9.75,1.45889375,9.625
a,1.01366,3.63312,1.01366,3.63312,"{'att': 170, 'def': 24}","{'att': 324, 'def': 25}",2,5,0,4,0.1054,l,2024-01-30,0,0,1,0,-2.61946,2.1772125,13.0,1.4619750000000002,11.25,1.61662025,10.5,1.4852193125,9.5625
h,1.92591,0.241137,1.92591,0.241137,"{'att': 261, 'def': 27}","{'att': 631, 'def': 31}",3,3,4,1,2.6679,w,2024-02-03,1,0,0,3,1.684773,2.096495,10.0,1.9567325000000002,10.25,1.545890875,10.125,1.6129243125000001,9.625
a,1.49285,2.10928,0.73168,2.10928,"{'att': 280, 'def': 22}","{'att': 300, 'def': 22}",10,13,1,2,0.9348,l,2024-02-10,0,0,1,0,-1.3776000000000002,1.6162174999999999,9.5,1.4996292500000001,4.0,1.558248375,9.625,1.508779125,8.875
a,3.35549,0.586214,3.35549,0.586214,"{'att': 101, 'def': 17}","{'att': 386, 'def': 2}",15,3,5,0,2.8676,w,2024-02-18,1,0,0,3,2.769276,1.45063,7.75,1.7811742500000003,6.25,1.512059625,10.0,1.483716,8.75
h,1.6538,0.286655,1.6538,0.286655,"{'att': 222, 'def': 27}","{'att': 391, 'def': 23}",9,4,1,1,2.4414,d,2024-02-24,0,1,0,1,1.3671449999999998,1.9469775,7.5,1.6424377500000005,6.0,1.6615444375,10.6875,1.4601975624999999,8.5
a,1.15198,1.37604,1.15198,1.37604,"{'att': 160, 'def': 26}","{'att': 438, 'def': 22}",15,3,0,3,1.1747999999999998,l,2024-03-02,0,0,1,0,-0.2240599999999999,2.1070125,9.25,0.8058215000000003,5.75,1.6824094375,10.75,1.4435808125,8.1875
h,0.534518,0.687034,0.534518,0.687034,"{'att': 227, 'def': 14}","{'att': 470, 'def': 17}",1,3,1,0,1.1105,w,2024-03-10,1,0,0,3,-0.1525159999999999,1.9135300000000002,12.25,1.0895472500000003,5.75,1.7267526249999998,11.0,1.490982875,8.375
a,0.43922,3.21149,0.43922,3.21149,"{'att': 298, 'def': 16}","{'att': 304, 'def': 34}",6,24,1,2,0.1056,l,2024-03-31,0,0,1,0,-2.77227,1.673947,10.0,0.7339857500000002,3.25,1.692284375,10.8125,1.48115125,7.75
a,1.22404,0.423299,1.22404,0.423299,"{'att': 175, 'def': 26}","{'att': 291, 'def': 18}",8,8,0,0,2.0572,d,2024-04-03,0,1,0,1,0.800741,0.9448795,7.75,1.3903047500000003,8.5,1.643615625,10.625,1.54271,8.5
h,0.428514,4.16518,0.428514,3.40401,"{'att': 209, 'def': 23}","{'att': 282, 'def': 18}",6,18,0,3,0.0305,l,2024-04-06,0,0,1,0,-2.975496,0.8374395,7.5,1.4244657500000002,9.5,1.666677,10.3125,1.4652261875,8.5
a,0.889445,1.8522,0.889445,1.8522,"{'att': 263, 'def': 17}","{'att': 362, 'def': 30}",9,8,1,1,0.6303000000000001,d,2024-04-13,0,1,0,1,-0.962755,0.656573,5.25,2.1217507500000004,13.25,1.5971472500000001,9.5,1.6492955625,9.5
h,0.572021,1.90507,0.572021,1.90507,"{'att': 524, 'def': 18}","{'att': 314, 'def': 16}",3,3,0,4,0.4089,l,2024-04-25,0,0,1,0,-1.333049,0.7453047500000001,7.25,2.41304225,14.5,1.4675831875,8.6875,1.6993318125,9.75
a,1.35682,2.48132,1.35682,2.48132,"{'att': 127, 'def': 23}","{'att': 381, 'def': 27}",7,5,0,3,0.6061,l,2024-04-28,0,0,1,0,-1.1245000000000005,0.778505,6.5,2.0864372500000004,9.25,1.4618936249999999,8.6875,1.6452886875,8.75
h,2.63566,0.0644055,1.75337,0.0644055,"{'att': 306, 'def': 29}","{'att': 334, 'def': 19}",4,3,1,0,2.9498,w,2024-05-05,1,0,0,3,1.6889645,0.8117,6.25,2.6009425000000004,8.5,1.4631617499999998,8.25,1.6969905625,8.5
a,1.91556,2.45163,1.91556,2.45163,"{'att': 311, 'def': 24}","{'att': 241, 'def': 18}",7,12,1,1,1.041,d,2024-05-11,0,1,0,1,-0.5360700000000003,1.3634865,5.75,1.5757488750000004,4.75,1.3874517499999999,8.1875,1.5716690312500001,6.9375
h,1.32423,1.544,1.32423,1.544,"{'att': 323, 'def': 21}","{'att': 316, 'def': 18}",11,10,1,2,1.179,l,2024-05-15,0,0,1,0,-0.21977,1.62001525,5.25,1.7256063750000004,5.75,1.37247425,7.5625,1.66345215625,7.4375
h,1.9717,1.00404,1.9717,1.00404,"{'att': 277, 'def': 30}","{'att': 334, 'def': 18}",10,6,0,2,2.0965000000000003,l,2024-05-19,0,0,1,0,0.96766,1.8080675,7.25,1.6353388750000004,7.5,1.369607375,7.25,1.68862965625,7.8125
a,1.79083,0.405325,1.79083,0.405325,"{'att': 190, 'def': 24}","{'att': 385, 'def': 21}",5,4,3,0,2.5287,w,2024-08-17,1,0,0,3,1.385505,1.9617875000000002,8.0,1.2660188750000003,7.75,1.429484875,7.75,1.52431215625,7.875
h,2.14153,1.28556,2.14153,1.28556,"{'att': 350, 'def': 28}","{'att': 302, 'def': 18}",10,8,2,1,2.0422,w,2024-08-24,1,0,0,3,0.8559699999999999,1.75058,8.25,1.35124875,8.0,1.421042375,7.875,1.5345739062500001,7.9375
a,1.81748,2.41798,1.81748,2.41798,"{'att': 154, 'def': 16}","{'att': 222, 'def': 24}",6,6,1,1,0.9694,d,2024-08-31,0,1,0,1,-0.6005,1.8070724999999999,9.0,1.0597312500000002,7.0,1.461584875,7.875,1.48309140625,7.625
h,1.75696,0.721323,1.75696,0.721323,"{'att': 146, 'def': 38}","{'att': 324, 'def': 22}",12,1,0,0,2.2362,d,2024-09-14,0,1,0,1,1.035637,1.9303849999999998,7.75,1.2782262500000003,6.0,1.36545925,7.3125,1.5975767812500001,7.8125
h,1.56836,1.36923,1.56836,0.608061,"{'att': 122, 'def': 23}","{'att': 273, 'def': 12}",4,3,2,2,1.4758,d,2024-09-22,0,1,0,1,0.960299,1.8766999999999998,8.25,1.2075470000000004,4.75,1.37190675,7.5,1.62474353125,7.625
a,1.20712,3.65839,1.20712,2.89722,"{'att': 236, 'def': 29}","{'att': 328, 'def': 13}",7,10,2,4,0.1977,l,2024-09-28,0,0,1,0,-1.6901,1.8210825,8.0,1.44852325,4.5,1.3979305,6.8125,1.6243179062500002,7.625
h,1.97217,1.09279,1.97217,1.09279,"{'att': 348, 'def': 28}","{'att': 206, 'def': 16}",4,10,3,2,2.0558,w,2024-10-06,1,0,0,3,0.87938,1.58748,7.25,2.04173075,5.0,1.439968125,7.1875,1.81002765625,8.0625
a,1.6779,1.93657,1.6779,1.93657,"{'att': 281, 'def': 17}","{'att': 223, 'def': 38}",6,14,1,0,1.2047,w,2024-10-19,1,0,0,3,-0.2586699999999999,1.6261525000000001,6.75,1.71043325,6.0,1.5357775,7.0625,1.67760890625,7.1875
h,1.51347,1.11074,1.51347,1.11074,"{'att': 279, 'def': 28}","{'att': 248, 'def': 22}",12,3,2,2,1.6689,d,2024-10-26,0,1,0,1,0.40273,1.6063874999999999,5.25,2.014245,9.25,1.56414375,6.9375,1.77218834375,7.5625
a,1.01568,1.81037,1.01568,1.81037,"{'att': 274, 'def': 34}","{'att': 293, 'def': 28}",5,10,1,2,0.7932999999999999,l,2024-11-02,0,0,1,0,-0.7946900000000001,1.592665,7.25,1.9496225,9.25,1.6319534999999998,7.3125,1.58128584375,6.625
h,2.87116,2.60334,2.87116,2.60334,"{'att': 407, 'def': 30}","{'att': 297, 'def': 17}",5,4,2,1,1.5584000000000002,w,2024-11-09,1,0,0,3,0.2678199999999999,1.544805,6.75,1.4876175,9.25,1.6398431875,7.0625,1.57867146875,6.75
a,1.23059,1.91157,1.23059,1.91157,"{'att': 247, 'def': 19}","{'att': 230, 'def': 31}",5,11,2,1,0.9064,w,2024-11-23,1,0,0,3,-0.6809799999999999,1.7695525,7.0,1.865255,7.75,1.783539375,7.1875,1.62231334375,6.8125
h,1.86986,0.934969,1.86986,0.934969,"{'att': 292, 'def': 34}","{'att': 265, 'def': 22}",16,4,1,1,2.0479,d,2024-11-29,0,1,0,1,0.934891,1.6577250000000001,6.75,1.8590050000000002,7.0,1.7756500000000002,7.0625,1.58670396875,7.1875
a,1.09939,0.666644,1.09939,0.666644,"{'att': 232, 'def': 17}","{'att': 318, 'def': 17}",2,3,1,3,1.7403,l,2024-12-05,0,0,1,0,0.4327460000000001,1.7468225,7.75,1.8150622500000002,7.25,1.7277875,7.8125,1.6411141875,7.25
a,1.12184,1.42438,1.12184,1.42438,"{'att': 323, 'def': 26}","{'att': 290, 'def': 20}",5,3,2,2,1.0744,d,2024-12-08,0,1,0,1,-0.30254,1.7677500000000002,7.0,1.5291307500000002,5.5,1.676776875,7.5,1.5295525625000002,6.6875
h,1.32323,3.00618,1.32323,3.00618,"{'att': 176, 'def': 37}","{'att': 311, 'def': 22}",9,6,1,3,0.3964,l,2024-12-15,0,0,1,0,-1.6829500000000002,1.33042,7.0,1.2343907500000002,5.25,1.6641275,7.125,1.5220763125,6.25
a,1.34379,1.22937,1.34379,1.22937,"{'att': 229, 'def': 37}","{'att': 237, 'def': 25}",13,6,1,1,1.485,d,2024-12-21,0,1,0,1,0.1144199999999999,1.35358,8.0,1.50804325,4.0,1.623598125,7.0625,1.6472100625000001,6.25
h,1.33538,0.961233,1.33538,0.961233,"{'att': 192, 'def': 23}","{'att': 240, 'def': 19}",21,5,0,0,1.6324999999999998,d,2024-12-27,0,1,0,1,0.374147,1.2220625,7.25,1.5816435000000002,4.5,1.595658125,7.5625,1.698712875,6.375
a,0.938042,1.87997,0.938042,1.1188,"{'att': 275, 'def': 32}","{'att': 199, 'def': 20}",6,13,2,2,0.6501,d,2024-12-30,0,1,0,1,-0.1807579999999999,1.2810599999999999,12.0,1.6552907500000003,5.0,1.54527375,8.25,1.6784424375,6.1875
h,1.76513,1.81142,1.00396,1.81142,"{'att': 325, 'def': 22}","{'att': 260, 'def': 24}",4,8,1,1,1.3562,d,2025-01-04,0,1,0,1,-0.8074600000000001,1.2351105,12.25,1.7691882500000002,7.5,1.490308875,8.25,1.6448168125,6.625
a,1.06343,0.268127,1.06343,0.268127,"{'att': 274, 'def': 26}","{'att': 266, 'def': 23}",9,1,2,0,2.0936,w,2025-01-16,1,0,0,3,0.7953030000000001,1.3455855,11.0,1.4704982500000003,8.0,1.4908195,7.75,1.712947875,7.0625
