h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16
a,1.50158,0.80605,1.50158,0.80605,"{'att': 150, 'def': 21}","{'att': 234, 'def': 28}",7,2,0,1,1.9155,l,2023-05-06,0,0,1,0,0.6955299999999999,1.21448425,6.75,0.9605424999999999,6.5,1.33561975,7.5625,1.4731065,6.0
h,1.79987,1.18505,1.79987,0.423878,"{'att': 271, 'def': 26}","{'att': 213, 'def': 24}",10,6,2,1,1.8896,w,2023-05-13,1,0,0,3,1.375992,1.1103742499999998,5.5,1.0557835,5.5,1.326594125,7.6875,1.36955025,6.0625
a,1.46948,0.918508,0.708313,0.918508,"{'att': 279, 'def': 22}","{'att': 117, 'def': 38}",2,10,1,1,1.8779,d,2023-05-20,0,1,0,1,-0.210195,1.14383675,7.0,0.8441409999999999,5.25,1.3663159999999999,7.8125,1.401588125,6.1875
h,2.55845,1.23117,2.55845,1.23117,"{'att': 258, 'def': 31}","{'att': 130, 'def': 22}",9,3,2,1,2.3253,w,2023-05-28,1,0,0,3,1.32728,1.3014169999999998,5.75,1.053802,7.5,1.36447725,7.0,1.302879875,6.5
a,1.486,4.32208,1.486,4.32208,"{'att': 324, 'def': 28}","{'att': 255, 'def': 17}",6,9,1,5,0.1709,l,2023-08-12,0,0,1,0,-2.83608,1.8323450000000001,7.0,1.0351944999999998,5.25,1.507171125,7.3125,1.1542111250000002,6.25
h,3.24336,0.721465,2.48219,0.721465,"{'att': 204, 'def': 12}","{'att': 385, 'def': 23}",13,2,4,0,2.8069,w,2023-08-20,1,0,0,3,1.760725,1.82845,6.75,1.9142019999999997,7.0,1.579061625,7.5625,1.245603,5.9375
a,2.83691,0.630605,2.83691,0.630605,"{'att': 365, 'def': 15}","{'att': 254, 'def': 31}",9,8,3,1,2.7695000000000003,w,2023-08-27,1,0,0,3,2.206305,2.1893225000000003,7.5,1.79830575,6.0,1.6529985,8.0625,1.1943764374999999,5.5
a,0.615503,2.73138,0.615503,2.73138,"{'att': 543, 'def': 8}","{'att': 248, 'def': 29}",3,11,0,3,0.1952,l,2023-09-03,0,0,1,0,-2.115877,2.53118,9.25,1.72633,5.5,1.7746425625,8.125,1.2242416875000002,6.0
h,2.31518,1.11696,1.55401,1.11696,"{'att': 141, 'def': 31}","{'att': 286, 'def': 30}",14,7,3,1,2.2635,w,2023-09-16,1,0,0,3,0.4370499999999999,2.04544325,7.75,2.1013824999999997,7.5,1.688649625,7.6875,1.2608066875,6.5
a,1.13479,1.19716,1.13479,1.19716,"{'att': 283, 'def': 13}","{'att': 221, 'def': 25}",6,8,1,0,1.2832,w,2023-09-24,1,0,0,3,-0.06237,2.25273825,9.75,1.3001024999999997,7.0,1.6174271249999999,7.5625,1.2993579375000002,6.625
h,1.90746,1.72819,1.90746,1.72819,"{'att': 321, 'def': 33}","{'att': 146, 'def': 34}",15,11,6,1,1.4983,w,2023-09-30,1,0,0,3,0.17927,1.7255957499999999,8.0,1.4190262499999997,8.5,1.640489375,7.8125,1.2254154375000001,5.9375
a,1.81618,1.76232,1.81618,1.76232,"{'att': 223, 'def': 15}","{'att': 239, 'def': 21}",9,3,1,1,1.3806000000000005,d,2023-10-08,0,1,0,1,0.0538599999999998,1.4932332499999998,9.5,1.6934224999999996,9.25,1.6971062499999998,8.0625,1.2914525,6.5
h,2.34143,0.659622,1.58026,0.659622,"{'att': 201, 'def': 17}","{'att': 274, 'def': 19}",9,4,4,1,2.5746,w,2023-10-22,1,0,0,3,0.920638,1.7934025,11.0,1.4511574999999999,7.25,1.72141875,8.125,1.38706925,6.625
h,3.07654,0.453117,3.07654,0.453117,"{'att': 134, 'def': 10}","{'att': 419, 'def': 17}",15,2,3,1,2.8714,w,2023-10-29,1,0,0,3,2.623423,1.7999649999999998,9.75,1.3368229999999999,6.5,1.747881875,7.9375,1.40172775,6.5
a,1.33116,0.592447,1.33116,0.592447,"{'att': 137, 'def': 19}","{'att': 326, 'def': 12}",23,3,0,2,1.9666,l,2023-11-05,0,0,1,0,0.738713,2.2854025,12.0,1.1508122499999998,5.0,1.836039375,8.625,1.3030713125,6.1875
h,2.86039,0.648745,2.86039,0.648745,"{'att': 296, 'def': 18}","{'att': 331, 'def': 35}",8,2,3,1,2.8323,w,2023-11-12,1,0,0,3,2.2116450000000003,2.1413275,14.0,0.8668764999999998,3.0,1.8667894374999998,9.625,1.33510775,6.3125
a,2.39755,2.22542,2.39755,2.22542,"{'att': 372, 'def': 20}","{'att': 225, 'def': 24}",5,18,2,1,1.5025,w,2023-11-26,1,0,0,3,0.1721299999999996,2.40238,13.75,0.5884827499999998,2.75,2.0183926875,9.875,1.2940543125000001,5.6875
a,0.89511,2.54937,0.89511,2.54937,"{'att': 114, 'def': 24}","{'att': 263, 'def': 34}",3,10,2,2,0.3336,d,2023-12-03,0,1,0,1,-1.6542600000000005,2.41641,12.75,0.9799322499999997,6.25,2.0743908125,9.75,1.3827649375000002,6.6875
h,2.1922,1.00198,2.1922,1.00198,"{'att': 316, 'def': 23}","{'att': 253, 'def': 28}",9,8,1,0,2.289,w,2023-12-06,1,0,0,3,1.19022,1.8710525,9.75,1.5039954999999998,8.25,2.0178433125,9.3125,1.4680349375000001,6.9375
h,0.628499,1.71667,0.628499,1.71667,"{'att': 279, 'def': 29}","{'att': 139, 'def': 26}",3,10,1,0,0.5097,w,2023-12-09,1,0,0,3,-1.088171,2.0863125,6.25,1.6063787499999997,9.5,2.0630133125,9.75,1.4732519375,6.8125
a,1.4664,0.796812,1.4664,0.796812,"{'att': 114, 'def': 18}","{'att': 203, 'def': 39}",13,4,2,1,1.9046000000000003,w,2023-12-17,1,0,0,3,0.669588,1.52833975,5.0,1.87336,11.5,1.942391375,9.375,1.5035956875,7.25
h,1.21861,0.646159,1.21861,0.646159,"{'att': 78, 'def': 18}","{'att': 344, 'def': 22}",10,2,1,1,1.8315,d,2023-12-22,0,1,0,1,0.5724509999999999,1.29555225,7.0,1.5162079999999998,8.0,1.9411663749999999,9.8125,1.2832664375,6.9375
a,1.83637,1.20104,1.83637,1.20104,"{'att': 213, 'def': 14}","{'att': 268, 'def': 36}",12,4,2,3,1.8899,l,2023-12-26,0,0,1,0,0.63533,1.3764272499999999,8.75,1.0404052499999996,6.0,1.8146194999999998,9.625,1.2785598125000002,6.9375
h,2.92587,1.11923,2.1647,1.11923,"{'att': 125, 'def': 15}","{'att': 267, 'def': 14}",16,2,3,2,2.5508,w,2023-12-30,1,0,0,3,1.04547,1.28746975,9.5,1.0901702499999997,5.0,1.75208575,9.8125,1.314212,6.6875
a,1.3435,1.03664,1.3435,1.03664,"{'att': 103, 'def': 13}","{'att': 322, 'def': 36}",12,3,0,0,1.5753,d,2024-01-14,0,1,0,1,0.3068599999999999,1.8618125,12.75,0.9408102499999997,3.0,1.8964836875,10.625,1.2134526250000002,6.125
h,1.44485,3.3224,1.44485,3.3224,"{'att': 215, 'def': 23}","{'att': 297, 'def': 27}",12,10,1,3,0.3469,l,2024-01-30,0,0,1,0,-1.87755,1.8310875,12.5,1.0007672499999998,2.75,1.8357536875,10.5,1.208432625,5.875
a,2.99015,1.52784,2.99015,1.52784,"{'att': 192, 'def': 14}","{'att': 464, 'def': 19}",5,7,5,0,2.3755,w,2024-02-03,1,0,0,3,1.4623099999999998,1.8876475,13.0,1.6698274999999998,4.75,1.8551324375,10.875,1.3412601250000002,6.0
h,2.64675,2.44591,2.64675,2.44591,"{'att': 237, 'def': 20}","{'att': 235, 'def': 20}",10,4,1,2,1.5356999999999998,l,2024-02-11,0,0,1,0,0.2008399999999999,2.1760924999999998,11.25,1.7515274999999997,5.5,1.9228005625,10.25,1.32873825,5.75
a,1.57297,1.41796,1.57297,1.41796,"{'att': 276, 'def': 11}","{'att': 277, 'def': 22}",2,9,2,1,1.4988,w,2024-02-17,1,0,0,3,0.1550099999999998,2.1063125,9.75,2.0831975,6.0,1.9747111874999999,10.3125,1.3714626250000002,5.8125
h,3.48861,2.25569,3.48861,2.25569,"{'att': 229, 'def': 15}","{'att': 328, 'def': 25}",16,7,4,2,2.1908,w,2024-02-24,1,0,0,3,1.23292,2.16368,7.25,2.1785275,7.5,1.9266824375,9.875,1.41885875,6.125
a,2.08586,2.43312,2.08586,2.43312,"{'att': 224, 'def': 20}","{'att': 287, 'def': 21}",6,3,3,2,1.1108,w,2024-03-02,1,0,0,3,-0.3472600000000003,2.67462,8.25,1.9118499999999998,6.75,1.9524368125000002,9.9375,1.5315195625,6.4375
h,1.23267,2.25381,1.23267,2.25381,"{'att': 457, 'def': 22}","{'att': 183, 'def': 43}",3,9,0,4,0.6402,l,2024-03-10,0,0,1,0,-1.0211400000000002,2.4485474999999997,8.5,2.1381699999999997,5.75,1.9996055625,8.875,1.6465616250000001,6.4375
a,0.911274,1.32829,0.911274,1.32829,"{'att': 129, 'def': 19}","{'att': 320, 'def': 27}",17,7,1,1,1.0156,d,2024-03-17,0,1,0,1,-0.4170159999999999,2.0950275,6.75,2.0901449999999997,7.0,1.8978730625,8.5625,1.7468781875,6.875
h,1.28271,1.66232,1.28271,1.66232,"{'att': 283, 'def': 20}","{'att': 276, 'def': 36}",5,5,2,0,1.0626,w,2024-03-30,1,0,0,3,-0.37961,1.9296034999999998,10.5,2.0677275,6.5,1.8049808125,9.3125,1.6908075624999999,6.1875
a,1.18643,3.87704,1.18643,3.87704,"{'att': 305, 'def': 14}","{'att': 215, 'def': 30}",4,26,1,4,0.1866,l,2024-04-03,0,0,1,0,-2.69061,1.3781284999999999,7.75,1.919385,6.0,1.8292058125000001,9.4375,1.6353669375,5.875
h,1.16333,1.42064,1.16333,1.42064,"{'att': 128, 'def': 19}","{'att': 231, 'def': 14}",6,3,3,3,1.0891,d,2024-04-06,0,1,0,1,-0.2573099999999999,1.1532710000000002,7.25,2.2803649999999998,11.75,1.7663451875,9.125,1.8150581875,7.0
a,0.929049,1.89003,0.929049,1.89003,"{'att': 214, 'def': 14}","{'att': 249, 'def': 28}",2,17,2,0,0.6572,w,2024-04-14,1,0,0,3,-0.960981,1.135936,8.0,2.0720725,10.25,1.799772125,9.3125,1.7965563125,6.5625
h,2.62687,2.05211,2.62687,1.29094,"{'att': 196, 'def': 16}","{'att': 243, 'def': 20}",19,2,3,1,1.8087,w,2024-04-21,1,0,0,3,1.3359299999999998,1.1403797500000001,4.25,2.2125075,12.75,1.7661876875,8.625,1.8648824375,7.375
h,0.612257,1.56401,0.612257,1.56401,"{'att': 367, 'def': 9}","{'att': 149, 'def': 31}",7,6,2,2,0.6084,d,2024-04-27,0,1,0,1,-0.9517529999999998,1.4764197499999998,7.75,2.3099549999999995,12.0,1.8542039375000001,9.1875,1.952754375,7.375
a,0.0644055,2.63566,0.0644055,1.75337,"{'att': 334, 'def': 19}","{'att': 306, 'def': 29}",3,4,0,1,0.0263,l,2024-05-05,0,0,1,0,-1.6889645,1.3328765,8.5,1.7316974999999997,7.0,1.777696875,8.875,1.97544,7.5
h,2.71655,1.89968,2.71655,1.89968,"{'att': 357, 'def': 24}","{'att': 236, 'def': 32}",14,7,3,3,1.951,d,2024-05-13,0,1,0,1,0.8168699999999998,1.058145375,7.75,2.0354525,7.25,1.59885534375,8.0625,2.070216875,7.625
a,0.598846,2.23189,0.598846,2.23189,"{'att': 303, 'def': 10}","{'att': 333, 'def': 23}",0,11,0,5,0.3245,l,2024-05-19,0,0,1,0,-1.633044,1.5050206249999998,10.75,2.037865,4.75,1.6846709687499999,8.1875,2.124156875,7.875
a,2.6703,2.8047,2.6703,2.04353,"{'att': 260, 'def': 23}","{'att': 224, 'def': 24}",8,5,2,1,1.2989000000000002,w,2024-08-17,1,0,0,3,0.62677,0.9980146249999998,6.0,2.08281,7.0,1.6317957187499998,7.4375,2.056,7.9375
h,1.31664,1.41399,1.31664,1.41399,"{'att': 311, 'def': 18}","{'att': 175, 'def': 30}",3,10,0,2,1.2362000000000002,l,2024-08-24,0,0,1,0,-0.09735,1.5125253749999998,6.25,2.3929825,6.75,1.61180509375,7.625,2.13580375,7.8125
a,2.16385,0.774741,2.16385,0.774741,"{'att': 314, 'def': 30}","{'att': 224, 'def': 35}",6,3,2,1,2.448,w,2024-08-31,1,0,0,3,1.389109,1.8255839999999997,6.25,2.0875649999999997,8.25,1.52867321875,7.1875,2.07130875,8.1875
h,3.15876,0.852158,3.15876,0.852158,"{'att': 121, 'def': 23}","{'att': 294, 'def': 18}",9,3,3,2,2.7595,w,2024-09-14,1,0,0,3,2.306602,1.6874089999999997,4.25,1.8063302499999998,7.25,1.56560321875,7.4375,2.0311075625,7.8125
h,2.37351,0.520117,2.37351,0.520117,"{'att': 236, 'def': 20}","{'att': 216, 'def': 16}",9,4,3,1,2.6481,w,2024-09-21,1,0,0,3,1.853393,2.3273875,6.5,1.4613972499999999,5.25,1.5449875937500002,7.0,1.9433868125,7.5625
a,1.14494,1.84608,1.14494,1.84608,"{'att': 262, 'def': 22}","{'att': 265, 'def': 16}",5,6,2,2,0.8247,d,2024-09-29,0,1,0,1,-0.7011399999999999,2.25319,6.75,0.8902514999999998,5.0,1.5629657187500001,7.1875,1.823824125,7.625
h,0.532809,0.448537,0.532809,0.448537,"{'att': 199, 'def': 14}","{'att': 236, 'def': 17}",9,1,0,0,1.3408,d,2024-10-06,0,1,0,1,0.0842719999999999,2.2102649999999997,7.25,0.9982739999999998,4.0,1.5574825937499999,7.3125,1.7983410000000002,7.4375
a,1.43595,2.63074,1.43595,1.86957,"{'att': 252, 'def': 15}","{'att': 247, 'def': 20}",9,3,3,1,0.5631,w,2024-10-19,1,0,0,3,-0.4336199999999999,1.80250475,8.0,0.9167229999999997,3.5,1.53382853125,6.8125,1.7433564375,7.0625
h,1.974,0.328651,1.974,0.328651,"{'att': 186, 'def': 18}","{'att': 229, 'def': 26}",16,6,1,1,2.5908,d,2024-10-26,0,1,0,1,1.645349,1.37180225,8.0,1.3613684999999998,3.5,1.54340603125,7.0625,1.8038826875,6.9375
a,2.48749,2.09751,2.48749,2.09751,"{'att': 178, 'def': 17}","{'att': 234, 'def': 43}",3,11,1,4,1.6758,l,2024-11-03,0,0,1,0,0.38998,1.27192475,9.75,1.3135019999999997,4.0,1.5926291562500001,7.8125,1.582108375,5.6875
a,1.66337,2.68196,1.66337,2.68196,"{'att': 389, 'def': 22}","{'att': 224, 'def': 26}",4,7,0,2,0.7257,l,2024-11-09,0,0,1,0,-1.01859,1.60756225,9.25,1.3763595,5.25,1.6753891562499998,7.625,1.62441275,6.1875
h,3.04455,1.61437,2.28338,1.61437,"{'att': 111, 'def': 15}","{'att': 348, 'def': 22}",11,2,2,2,2.3213,d,2024-11-23,0,1,0,1,0.6690100000000001,1.8902025,8.0,1.93471525,6.75,1.72128421875,7.75,1.6739083750000001,5.5625
a,0.875443,1.94939,0.875443,1.94939,"{'att': 396, 'def': 10}","{'att': 243, 'def': 30}",4,4,0,3,0.6308,l,2024-12-01,0,0,1,0,-1.073947,2.2923525,8.5,1.68062275,6.5,1.74738921875,7.25,1.646549625,5.5625
h,3.21673,1.13266,2.45556,1.13266,"{'att': 211, 'def': 19}","{'att': 225, 'def': 31}",11,5,3,1,2.6043000000000003,w,2024-12-04,1,0,0,3,1.3229000000000002,2.01771325,5.5,2.0858075,6.0,1.76383834375,7.0625,1.6706358749999999,5.4375
h,2.51338,0.385832,2.51338,0.385832,"{'att': 276, 'def': 35}","{'att': 239, 'def': 27}",13,7,1,0,2.7499,w,2024-12-07,1,0,0,3,2.127548,2.20002325,7.5,1.844595,4.5,1.960858625,7.5625,1.5766983749999999,5.5
a,0.389423,2.2861,0.389423,2.2861,"{'att': 237, 'def': 14}","{'att': 277, 'def': 16}",7,5,1,2,0.198,l,2024-12-14,0,0,1,0,-1.896677,2.41252575,9.75,1.2705629999999999,4.5,1.9481605,7.5,1.4820828750000001,5.5
h,2.05988,1.09627,2.05988,1.09627,"{'att': 257, 'def': 14}","{'att': 294, 'def': 15}",7,4,2,1,2.0925,w,2024-12-21,1,0,0,3,0.96361,1.7487440000000003,8.75,1.4384954999999997,5.25,1.9350715625000001,7.9375,1.485471,5.125
a,0.225522,2.82867,0.225522,2.82867,"{'att': 304, 'def': 14}","{'att': 171, 'def': 28}",2,20,0,3,0.0707,l,2024-12-26,0,0,1,0,-2.603148,2.04485325,9.5,1.2252154999999998,5.25,1.8969203125,7.875,1.378694125,5.0625
h,1.87997,0.938042,1.1188,0.938042,"{'att': 199, 'def': 20}","{'att': 275, 'def': 32}",13,6,2,2,2.1243,d,2024-12-30,0,1,0,1,0.1807579999999999,1.29705125,7.25,1.6492179999999999,9.0,1.8287254375,7.8125,1.467111625,5.6875
h,2.3456,0.81548,2.3456,0.81548,"{'att': 262, 'def': 29}","{'att': 396, 'def': 19}",9,3,2,1,2.5573,w,2025-01-04,1,0,0,3,1.53012,1.13869875,7.25,1.7872704999999998,8.75,1.8109829375,8.25,1.4773179375,5.875
a,1.28522,1.23126,1.28522,1.23126,"{'att': 219, 'def': 15}","{'att': 271, 'def': 28}",5,4,1,0,1.3870999999999998,w,2025-01-15,1,0,0,3,0.05396,1.6277430000000002,7.75,1.4196155,8.25,1.7601604375,8.25,1.4750255625000002,5.875
