id,first_name,second_name,value,pred_minutes,rolling_xg_5,season_mean_bonus,average_xg_per_game,cumulative_xg,cumulative_goals,rolling_xa_5,average_xa_per_game,cumulative_xa,cumulative_assists,opponent_team,own_team,own_attack,opponent_attack,own_defense,opponent_defense,own_short_name,opponent_short_name,gameweek,was_home,season,POS
338,Sepp,van den Berg,41,90.0,0.078,0.0,0.062,0.6200000000000001,0,0.022,0.0388888888888888,0.38,0,1,4,1080,1360,1100,1390,BRE,ARS,19,1,24,2
649,Jayden,Meghoma,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15,4,1080,1130,1100,1310,BRE,NEW,15,1,24,2
649,Jayden,Meghoma,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16,4,1080,1130,1100,1070,BRE,NFO,17,1,24,2
649,Jayden,Meghoma,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,4,1080,1360,1100,1390,BRE,ARS,19,1,24,2
116,Valentín,Barco,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
116,Valentín,Barco,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
120,Lewis,Dunk,44,4.5,0.036,0.0,0.03125,0.25,0,0.01,0.0414285714285714,0.29,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
120,Lewis,Dunk,44,4.5,0.036,0.0,0.03125,0.25,0,0.01,0.0414285714285714,0.29,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
122,Pervis,Estupiñán,50,90.0,0.036,0.2857142857142857,0.0285714285714285,0.1999999999999999,0,0.15,0.0983333333333333,0.95,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
122,Pervis,Estupiñán,50,90.0,0.036,0.2857142857142857,0.0285714285714285,0.1999999999999999,0,0.15,0.0983333333333333,0.95,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
128,Igor Julio,dos Santos de Paulo,44,90.0,0.0,0.0,0.0071428571428571,0.05,0,0.036,0.0066666666666666,0.19,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
128,Igor Julio,dos Santos de Paulo,44,90.0,0.0,0.0,0.0071428571428571,0.05,0,0.036,0.0066666666666666,0.19,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
131,Tariq,Lamptey,44,20.25,0.0,0.0,0.0,0.0,0,0.09,0.0,0.09,1,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
131,Tariq,Lamptey,44,20.25,0.0,0.0,0.0,0.0,0,0.09,0.0,0.09,1,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
139,Odeluga,Offiah,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
139,Odeluga,Offiah,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
144,Jan Paul,van Hecke,45,90.0,0.022,0.0,0.016,0.1599999999999999,0,0.068,0.0433333333333333,0.4700000000000001,1,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
144,Jan Paul,van Hecke,45,90.0,0.022,0.0,0.016,0.1599999999999999,0,0.068,0.0433333333333333,0.4700000000000001,1,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
145,Joël,Veltman,46,86.25,0.004,0.4545454545454545,0.0063636363636363,0.07,0,0.114,0.106,1.07,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
145,Joël,Veltman,46,86.25,0.004,0.4545454545454545,0.0063636363636363,0.07,0,0.114,0.106,1.07,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
147,Adam,Webster,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
147,Adam,Webster,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
628,Ferdi,Kadioglu,45,39.25,0.1025,0.0,0.1025,0.41,1,0.035,0.02,0.14,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
628,Ferdi,Kadioglu,45,39.25,0.1025,0.0,0.1025,0.41,1,0.035,0.02,0.14,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
663,Imari,Samuels,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
663,Imari,Samuels,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
681,Ruairi,McConville,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
681,Ruairi,McConville,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
685,Jacob,Slater,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7,5,1070,1100,1130,1090,BHA,CRY,16,1,24,2
685,Jacob,Slater,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,5,1070,1120,1130,1190,BHA,BRE,18,1,24,2
153,Benoît,Badiashile,43,30.0,0.0,0.0,0.0,0.0,0,0.05,0.0,0.05,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
153,Benoît,Badiashile,43,30.0,0.0,0.0,0.0,0.0,0,0.05,0.0,0.05,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
160,Ben,Chilwell,47,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
160,Ben,Chilwell,47,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
162,Levi,Colwill,45,90.0,0.002,0.0769230769230769,0.0146153846153846,0.19,0,0.064,0.0675,0.8200000000000001,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
162,Levi,Colwill,45,90.0,0.002,0.0769230769230769,0.0146153846153846,0.19,0,0.064,0.0675,0.8200000000000001,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
163,Marc,Cucurella Saseta,50,78.75,0.0,0.2,0.0,0.0,0,0.14,0.1011111111111111,0.94,1,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
163,Marc,Cucurella Saseta,50,78.75,0.0,0.2,0.0,0.0,0,0.14,0.1011111111111111,0.94,1,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
167,Axel,Disasi,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
167,Axel,Disasi,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
170,Alfie,Gilchrist,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
170,Alfie,Gilchrist,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
171,Malo,Gusto,49,51.75,0.178,0.0,0.1149999999999999,0.92,0,0.0419999999999999,0.0414285714285714,0.32,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
171,Malo,Gusto,49,51.75,0.178,0.0,0.1149999999999999,0.92,0,0.0419999999999999,0.0414285714285714,0.32,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
172,Reece,James,49,47.0,0.0,0.0,0.0,0.0,0,0.105,0.04,0.21,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
172,Reece,James,49,47.0,0.0,0.0,0.0,0.0,0,0.105,0.04,0.21,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
176,Malang,Sarr,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
176,Malang,Sarr,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
187,Tosin,Adarabioyo,42,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
187,Tosin,Adarabioyo,42,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
189,Wesley,Fofana,45,90.0,0.072,0.2,0.0399999999999999,0.3999999999999999,0,0.012,0.0133333333333333,0.1399999999999999,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
189,Wesley,Fofana,45,90.0,0.072,0.2,0.0399999999999999,0.3999999999999999,0,0.012,0.0133333333333333,0.1399999999999999,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
575,Caleb,Wiley,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4,6,1130,1120,1320,1190,CHE,BRE,16,1,24,2
575,Caleb,Wiley,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,6,1130,1140,1320,1180,CHE,FUL,18,1,24,2
159,Trevoh,Chalobah,44,90.0,0.0139999999999999,0.2857142857142857,0.0528571428571428,0.37,1,0.05,0.01,0.31,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
159,Trevoh,Chalobah,44,90.0,0.0139999999999999,0.2857142857142857,0.0528571428571428,0.37,1,0.05,0.01,0.31,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
159,Trevoh,Chalobah,44,90.0,0.0139999999999999,0.2857142857142857,0.0528571428571428,0.37,1,0.05,0.01,0.31,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
194,Chris,Richards,44,0.25,0.03,0.0,0.03,0.12,0,0.0025,0.0033333333333333,0.01,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
194,Chris,Richards,44,0.25,0.03,0.0,0.03,0.12,0,0.0025,0.0033333333333333,0.01,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
194,Chris,Richards,44,0.25,0.03,0.0,0.03,0.12,0,0.0025,0.0033333333333333,0.01,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
195,Chadi,Riad Dnanou,43,0.0,0.0,0.0,0.0,0.0,0,0.02,0.0,0.02,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
195,Chadi,Riad Dnanou,43,0.0,0.0,0.0,0.0,0.0,0,0.02,0.0,0.02,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
195,Chadi,Riad Dnanou,43,0.0,0.0,0.0,0.0,0.0,0,0.02,0.0,0.02,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
196,Nathaniel,Clyne,44,17.0,0.0025,0.0,0.0025,0.01,0,0.005,0.0066666666666666,0.02,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
196,Nathaniel,Clyne,44,17.0,0.0025,0.0,0.0025,0.01,0,0.005,0.0066666666666666,0.02,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
196,Nathaniel,Clyne,44,17.0,0.0025,0.0,0.0025,0.01,0,0.005,0.0066666666666666,0.02,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
200,Marc,Guéhi,45,90.0,0.196,0.2307692307692307,0.0892307692307692,1.16,2,0.028,0.0208333333333333,0.36,1,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
200,Marc,Guéhi,45,90.0,0.196,0.2307692307692307,0.0892307692307692,1.16,2,0.028,0.0208333333333333,0.36,1,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
200,Marc,Guéhi,45,90.0,0.196,0.2307692307692307,0.0892307692307692,1.16,2,0.028,0.0208333333333333,0.36,1,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
202,Rob,Holding,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
202,Rob,Holding,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
202,Rob,Holding,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
210,Tyrick,Mitchell,49,90.0,0.02,0.0,0.0283333333333333,0.3399999999999999,0,0.0679999999999999,0.1081818181818181,1.2000000000000002,1,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
210,Tyrick,Mitchell,49,90.0,0.02,0.0,0.0283333333333333,0.3399999999999999,0,0.0679999999999999,0.1081818181818181,1.2000000000000002,1,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
210,Tyrick,Mitchell,49,90.0,0.02,0.0,0.0283333333333333,0.3399999999999999,0,0.0679999999999999,0.1081818181818181,1.2000000000000002,1,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
211,Daniel,Muñoz,47,90.0,0.376,0.25,0.1841666666666666,2.21,1,0.038,0.059090909090909,0.6700000000000002,2,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
211,Daniel,Muñoz,47,90.0,0.376,0.25,0.1841666666666666,2.21,1,0.038,0.059090909090909,0.6700000000000002,2,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
211,Daniel,Muñoz,47,90.0,0.376,0.25,0.1841666666666666,2.21,1,0.038,0.059090909090909,0.6700000000000002,2,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
215,Joel,Ward,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
215,Joel,Ward,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
215,Joel,Ward,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
650,Maxence,Lacroix,45,90.0,0.074,0.0,0.055,0.55,0,0.004,0.0444444444444444,0.41,1,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
650,Maxence,Lacroix,45,90.0,0.074,0.0,0.055,0.55,0,0.004,0.0444444444444444,0.41,1,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
650,Maxence,Lacroix,45,90.0,0.074,0.0,0.055,0.55,0,0.004,0.0444444444444444,0.41,1,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
666,Caleb,Kporha,40,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,7,1100,1350,1090,1390,CRY,MCI,15,1,24,2
666,Caleb,Kporha,40,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,7,1100,1360,1090,1390,CRY,ARS,17,1,24,2
666,Caleb,Kporha,40,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17,7,1100,1070,1090,1060,CRY,SOU,19,1,24,2
219,Jarrad,Branthwaite,48,68.5,0.0075,0.0,0.0075,0.03,0,0.0125,0.0133333333333333,0.05,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
219,Jarrad,Branthwaite,48,68.5,0.0075,0.0,0.0075,0.03,0,0.0125,0.0133333333333333,0.05,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
219,Jarrad,Branthwaite,48,68.5,0.0075,0.0,0.0075,0.03,0,0.0125,0.0133333333333333,0.05,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
219,Jarrad,Branthwaite,48,68.5,0.0075,0.0,0.0075,0.03,0,0.0125,0.0133333333333333,0.05,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
221,Séamus,Coleman,43,0.0,0.62,0.0,0.62,0.62,0,0.01,0.0,0.01,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
221,Séamus,Coleman,43,0.0,0.62,0.0,0.62,0.62,0,0.01,0.0,0.01,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
221,Séamus,Coleman,43,0.0,0.62,0.0,0.62,0.62,0,0.01,0.0,0.01,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
221,Séamus,Coleman,43,0.0,0.62,0.0,0.62,0.62,0,0.01,0.0,0.01,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
225,Mason,Holgate,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
225,Mason,Holgate,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
225,Mason,Holgate,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
225,Mason,Holgate,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
228,Michael,Keane,42,45.0,0.0339999999999999,0.3333333333333333,0.0477777777777777,0.43,2,0.0,0.0025,0.02,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
228,Michael,Keane,42,45.0,0.0339999999999999,0.3333333333333333,0.0477777777777777,0.43,2,0.0,0.0025,0.02,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
228,Michael,Keane,42,45.0,0.0339999999999999,0.3333333333333333,0.0477777777777777,0.43,2,0.0,0.0025,0.02,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
228,Michael,Keane,42,45.0,0.0339999999999999,0.3333333333333333,0.0477777777777777,0.43,2,0.0,0.0025,0.02,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
231,Vitalii,Mykolenko,43,90.0,0.046,0.1,0.025,0.25,0,0.044,0.0444444444444444,0.3999999999999999,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
231,Vitalii,Mykolenko,43,90.0,0.046,0.1,0.025,0.25,0,0.044,0.0444444444444444,0.3999999999999999,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
231,Vitalii,Mykolenko,43,90.0,0.046,0.1,0.025,0.25,0,0.044,0.0444444444444444,0.3999999999999999,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
231,Vitalii,Mykolenko,43,90.0,0.046,0.1,0.025,0.25,0,0.044,0.0444444444444444,0.3999999999999999,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
234,Nathan,Patterson,44,4.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
234,Nathan,Patterson,44,4.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
234,Nathan,Patterson,44,4.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
234,Nathan,Patterson,44,4.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
236,James,Tarkowski,48,90.0,0.016,0.3846153846153846,0.0546153846153846,0.71,0,0.1599999999999999,0.0808333333333333,1.05,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
236,James,Tarkowski,48,90.0,0.016,0.3846153846153846,0.0546153846153846,0.71,0,0.1599999999999999,0.0808333333333333,1.05,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
236,James,Tarkowski,48,90.0,0.016,0.3846153846153846,0.0546153846153846,0.71,0,0.1599999999999999,0.0808333333333333,1.05,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
236,James,Tarkowski,48,90.0,0.016,0.3846153846153846,0.0546153846153846,0.71,0,0.1599999999999999,0.0808333333333333,1.05,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
238,Ashley,Young,46,90.0,0.014,0.4545454545454545,0.0118181818181818,0.13,0,0.166,0.129,1.29,3,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
238,Ashley,Young,46,90.0,0.014,0.4545454545454545,0.0118181818181818,0.13,0,0.166,0.129,1.29,3,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
238,Ashley,Young,46,90.0,0.014,0.4545454545454545,0.0118181818181818,0.13,0,0.166,0.129,1.29,3,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
238,Ashley,Young,46,90.0,0.014,0.4545454545454545,0.0118181818181818,0.13,0,0.166,0.129,1.29,3,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
582,Jake,O'Brien,46,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
582,Jake,O'Brien,46,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
582,Jake,O'Brien,46,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
582,Jake,O'Brien,46,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
627,Roman,Dixon,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20,8,1080,1060,1080,1120,EVE,WOL,14,1,24,2
627,Roman,Dixon,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12,8,1080,1370,1080,1360,EVE,LIV,15,1,24,2
627,Roman,Dixon,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6,8,1080,1130,1080,1330,EVE,CHE,17,1,24,2
627,Roman,Dixon,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16,8,1080,1130,1080,1070,EVE,NFO,19,1,24,2
191,Joachim,Andersen,43,67.5,0.016,0.3333333333333333,0.0277777777777777,0.25,0,0.014,0.015,0.13,0,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
191,Joachim,Andersen,43,67.5,0.016,0.3333333333333333,0.0277777777777777,0.25,0,0.014,0.015,0.13,0,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
191,Joachim,Andersen,43,67.5,0.016,0.3333333333333333,0.0277777777777777,0.25,0,0.014,0.015,0.13,0,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
191,Joachim,Andersen,43,67.5,0.016,0.3333333333333333,0.0277777777777777,0.25,0,0.014,0.015,0.13,0,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
241,Calvin,Bassey,45,90.0,0.018,0.0,0.0215384615384615,0.28,0,0.01,0.01,0.12,0,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
241,Calvin,Bassey,45,90.0,0.018,0.0,0.0215384615384615,0.28,0,0.01,0.01,0.12,0,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
241,Calvin,Bassey,45,90.0,0.018,0.0,0.0215384615384615,0.28,0,0.01,0.01,0.12,0,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
241,Calvin,Bassey,45,90.0,0.018,0.0,0.0215384615384615,0.28,0,0.01,0.01,0.12,0,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
244,Timothy,Castagne,42,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
244,Timothy,Castagne,42,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
244,Timothy,Castagne,42,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
244,Timothy,Castagne,42,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
245,Issa,Diop,44,45.0,0.096,0.0,0.096,0.48,0,0.004,0.005,0.02,0,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
245,Issa,Diop,44,45.0,0.096,0.0,0.096,0.48,0,0.004,0.005,0.02,0,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
245,Issa,Diop,44,45.0,0.096,0.0,0.096,0.48,0,0.004,0.005,0.02,0,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
245,Issa,Diop,44,45.0,0.096,0.0,0.096,0.48,0,0.004,0.005,0.02,0,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
250,Kevin,Mbabu,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
250,Kevin,Mbabu,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
250,Kevin,Mbabu,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
250,Kevin,Mbabu,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
253,Tim,Ream,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
253,Tim,Ream,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
253,Tim,Ream,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
253,Tim,Ream,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
255,Antonee,Robinson,47,90.0,0.032,0.3076923076923077,0.0223076923076923,0.29,0,0.142,0.1141666666666666,1.4,3,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
255,Antonee,Robinson,47,90.0,0.032,0.3076923076923077,0.0223076923076923,0.29,0,0.142,0.1141666666666666,1.4,3,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
255,Antonee,Robinson,47,90.0,0.032,0.3076923076923077,0.0223076923076923,0.29,0,0.142,0.1141666666666666,1.4,3,17,9,1100,1070,1100,1060,FUL,SOU,17,1,24,2
255,Antonee,Robinson,47,90.0,0.032,0.3076923076923077,0.0223076923076923,0.29,0,0.142,0.1141666666666666,1.4,3,3,9,1100,1130,1100,1160,FUL,BOU,19,1,24,2
257,Kenny,Tete,45,85.5,0.0459999999999999,0.0,0.0784615384615384,1.0200000000000002,0,0.04,0.02,0.3299999999999999,1,5,9,1100,1130,1100,1220,FUL,BHA,14,1,24,2
257,Kenny,Tete,45,85.5,0.0459999999999999,0.0,0.0784615384615384,1.0200000000000002,0,0.04,0.02,0.3299999999999999,1,1,9,1100,1360,1100,1390,FUL,ARS,15,1,24,2
