assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2024-10-05,0,12,0,0,0,0,7,0,0,0,1,0,0.0,0,0,0,0,40,True,0,0,0,0,0.0,2,Caleb Kporha,7,LIV,1370,1360,CRY,1100,1090,2024
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21,0,16,0,0,0,0,8,0,721,0,0,1,0.0,0,329,388,59,40,False,0,0,0,0,0.0,2,Caleb Kporha,7,NFO,1140,1120,CRY,1100,1090,2024
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2024-10-27,0,18,0,0,0,0,9,0,943,0,0,1,0.0,0,85,215,130,40,True,0,0,0,0,0.0,2,Caleb Kporha,7,TOT,1170,1350,CRY,1100,1090,2024
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2024-11-02,0,20,0,0,0,0,10,0,1260,0,2,2,0.0,0,90,249,159,40,False,0,0,0,0,0.0,2,Caleb Kporha,7,WOL,1060,1090,CRY,1100,1090,2024
0,0,4,0,4.1,666,0.0,0.02,0.0,0.0,104,0,0,0.6,2.0,2024-11-09,1,9,0,0,0,0,11,0,1474,0,2,0,0.0,1,40,187,147,40,True,0,0,0,0,0.0,2,Caleb Kporha,7,FUL,1140,1180,CRY,1100,1090,2024
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23,0,2,0,0,0,0,12,0,2010,0,2,2,0.0,0,261,427,166,40,False,0,0,0,0,0.0,2,Caleb Kporha,7,AVL,1120,1200,CRY,1100,1090,2024
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2024-11-30,0,15,0,0,0,0,13,0,2171,0,1,1,0.0,0,49,205,156,40,True,0,0,0,0,0.0,2,Caleb Kporha,7,NEW,1130,1310,CRY,1100,1090,2024
0,0,0,0,0.0,666,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2024-12-03,0,10,0,0,0,0,14,0,2455,0,1,0,0.0,0,128,278,150,40,False,0,0,0,0,0.0,2,Caleb Kporha,7,IPS,1070,1050,CRY,1100,1090,2024
