assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,4,0,0,0,0,1,0,417,0,1,2,0.0,0,0,0,0,45,False,0,3,David Ozoh,7,BRE,1080,1100,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,19,0,0,0,0,2,0,305,0,2,0,0.0,0,-110,0,110,45,True,0,3,David Ozoh,7,WHU,1070,1130,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,6,0,0,0,0,3,0,237,0,1,1,0.0,0,-68,0,68,45,False,0,3,David Ozoh,7,CHE,1130,1320,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,11,0,0,0,0,4,0,197,0,2,2,0.0,0,-41,0,41,45,True,0,3,David Ozoh,7,LEI,1120,1080,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2024-09-21T16:30:00Z,0,14,0,0,0,0,5,0,186,0,0,0,0.0,0,-15,0,15,45,True,0,3,David Ozoh,7,MUN,1140,1170,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,8,0,0,0,0,6,0,173,0,1,2,0.0,0,-13,0,13,45,False,0,3,David Ozoh,7,EVE,1080,1080,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2024-10-05T11:30:00Z,0,12,0,0,0,0,7,0,161,0,1,0,0.0,0,-13,0,13,45,True,0,3,David Ozoh,7,LIV,1370,1360,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,16,0,0,0,0,8,0,152,0,0,1,0.0,0,-9,0,9,45,False,0,3,David Ozoh,7,NFO,1140,1120,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,18,0,0,0,0,9,0,147,0,0,1,0.0,0,-5,0,5,45,True,0,3,David Ozoh,7,TOT,1170,1350,CRY,1100,1090
0,0,0,0,0.0,212,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,145,0,2,2,0.0,0,-2,0,2,45,False,0,3,David Ozoh,7,WOL,1060,1090,CRY,1100,1090
