assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,1054,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,24,0,0,0,0,1,0,168063,0,1,2,0.0,0,0,0,0,50,False,0,3,João Filipe Iria Santos Moutinho,20,LEE,1070,1130,WOL,1100,1080,2022
0,0,0,0,0.0,1054,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,9,0,0,0,0,2,0,109183,0,0,0,0.0,0,-59604,1141,60745,50,True,0,3,João Filipe Iria Santos Moutinho,20,FUL,1065,1140,WOL,1100,1060,2022
0,0,13,0,51.8,1054,0.09,0.09,0.0,0.53,29,0,0,6.3,10.8,2022-08-20T11:30:00Z,57,18,0,0,0,0,3,0,67449,1,0,1,0.0,1,-43339,298,43637,49,False,0,3,João Filipe Iria Santos Moutinho,20,TOT,1140,1170,WOL,1100,1080,2022
0,0,9,0,11.8,1054,0.02,0.05,0.03,1.61,40,1,0,3.5,14.8,2022-08-28T13:00:00Z,90,15,0,0,0,0,4,0,62964,1,1,1,8.0,2,-6903,2499,9402,49,True,0,3,João Filipe Iria Santos Moutinho,20,NEW,1300,1220,WOL,1100,1060,2022
0,0,17,1,43.5,1054,0.16,0.52,0.36,0.42,42,0,0,9.7,25.6,2022-08-31T18:30:00Z,90,3,0,0,0,0,5,0,59502,1,0,0,28.0,3,-4326,2089,6415,49,False,0,3,João Filipe Iria Santos Moutinho,20,BOU,1020,1050,WOL,1100,1080,2022
0,0,13,1,4.2,1054,0.01,0.01,0.0,1.2,60,0,0,1.7,12.8,2022-09-03T14:00:00Z,90,17,0,0,0,0,6,0,57602,1,0,1,0.0,2,-2875,2606,5481,49,True,1,3,João Filipe Iria Santos Moutinho,20,SOU,1070,1080,WOL,1100,1060,2022
0,0,10,0,5.0,1054,0.01,0.05,0.04,1.06,80,3,0,2.9,16.0,2022-09-17T11:30:00Z,90,13,0,0,0,0,8,0,52997,1,3,0,8.0,2,-1617,560,2177,49,True,0,3,João Filipe Iria Santos Moutinho,20,MCI,1340,1380,WOL,1100,1060,2022
0,0,11,0,15.1,1054,0.03,0.03,0.0,0.92,90,2,0,2.3,8.2,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,52478,1,0,2,0.0,1,-1558,1977,3535,48,False,1,3,João Filipe Iria Santos Moutinho,20,WHU,1145,1060,WOL,1100,1080,2022
0,0,23,0,31.7,1054,0.21,0.35,0.14,1.91,94,3,0,6.7,27.8,2022-10-08T14:00:00Z,90,6,0,0,0,0,10,0,50707,1,0,3,7.0,2,-2146,2198,4344,48,False,0,3,João Filipe Iria Santos Moutinho,20,CHE,1190,1140,WOL,1100,1080,2022
0,0,12,1,31.1,1054,0.04,0.04,0.0,1.21,110,0,0,4.6,14.8,2022-10-15T14:00:00Z,81,16,0,0,0,0,11,0,50009,1,0,1,0.0,3,-1013,1843,2856,48,True,0,3,João Filipe Iria Santos Moutinho,20,NFO,1100,1105,WOL,1100,1060,2022
