assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,3,0,0.8,673,245,0,0,0.1,0.2,2021-02-21T19:00:00Z,1,14,0,0,0,0,25,0,0,1,3,0.0,1,0,0,0,45,True,0,3,Shola Shoretire,13,NEW,1060,1110,MUN,1250,1240
0,0,0,0,0.0,673,249,0,0,0.0,0.0,2021-02-28T16:30:00Z,0,5,0,0,0,0,26,0,118,0,0,0.0,0,87,112,25,45,False,0,3,Shola Shoretire,13,CHE,1260,1250,MUN,1280,1310
0,0,0,0,0.0,673,281,0,0,0.0,0.0,2021-03-03T20:15:00Z,0,6,0,0,0,0,26,0,118,0,0,0.0,0,87,112,25,45,False,0,3,Shola Shoretire,13,CRY,1030,1010,MUN,1280,1310
0,0,0,0,0.0,673,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,12,0,0,0,0,27,0,161,2,0,0.0,0,30,69,39,45,False,0,3,Shola Shoretire,13,MCI,1280,1340,MUN,1280,1310
0,0,0,0,0.0,673,275,0,0,0.0,0.0,2021-03-14T19:15:00Z,0,19,0,0,0,0,28,0,186,0,1,0.0,0,6,61,55,45,True,0,3,Shola Shoretire,13,WHU,1190,1290,MUN,1250,1240
0,0,0,0,0.0,673,295,0,0,0.0,0.0,2021-04-04T18:30:00Z,0,3,0,0,0,0,30,0,190,1,2,0.0,0,-3,22,25,45,True,0,3,Shola Shoretire,13,BHA,1190,1130,MUN,1250,1240
0,0,0,0,0.0,673,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,17,0,0,0,0,31,0,192,3,1,0.0,0,-5,21,26,45,False,0,3,Shola Shoretire,13,TOT,1130,1250,MUN,1280,1310
0,0,0,0,0.0,673,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,4,0,0,0,0,32,0,204,1,3,0.0,0,8,31,23,45,True,0,3,Shola Shoretire,13,BUR,1090,1080,MUN,1250,1240
0,0,0,0,0.0,673,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,10,0,0,0,0,33,0,199,0,0,0.0,0,-14,12,26,45,False,0,3,Shola Shoretire,13,LEE,1060,1210,MUN,1280,1310
0,0,0,0,0.0,673,340,0,0,0.0,0.0,2021-05-09T13:05:00Z,0,2,0,0,0,0,35,0,228,3,1,0.0,0,-5,35,40,44,False,0,3,Shola Shoretire,13,AVL,1120,1080,MUN,1280,1310
0,0,0,0,0.0,673,352,0,0,0.0,0.0,2021-05-11T17:00:00Z,0,9,0,0,0,0,35,0,228,2,1,0.0,0,-5,35,40,44,True,0,3,Shola Shoretire,13,LEI,1150,1230,MUN,1250,1240
0,0,0,0,0.0,673,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,11,0,0,0,0,35,0,228,4,2,0.0,0,-5,35,40,44,True,0,3,Shola Shoretire,13,LIV,1210,1230,MUN,1250,1240
0,0,0,0,0.0,673,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,8,0,0,0,0,37,0,258,1,1,0.0,0,5,23,18,44,True,0,3,Shola Shoretire,13,FUL,1110,1060,MUN,1250,1240
0,0,3,0,0.3,673,378,0,0,0.0,0.0,2021-05-23T15:00:00Z,8,20,0,0,0,0,38,0,538,2,1,0.0,1,246,292,46,44,False,0,3,Shola Shoretire,13,WOL,1120,1040,MUN,1280,1310
