assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,20,0,0,0,0,1,0,101,0,1,2,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,WOL,1100,1080,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,17,0,0,0,0,2,0,92,0,2,2,0.0,0,-9,0,9,50,False,0,3,Tyler Roberts,,SOU,1070,1060,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,82,0,0,3,0.0,0,-10,0,10,50,True,0,3,Tyler Roberts,,CHE,1220,1220,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,5,0,0,0,0,4,0,77,0,0,1,0.0,0,-5,0,5,50,False,0,3,Tyler Roberts,,BHA,1140,1200,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2022-08-30T19:00:00Z,0,8,0,0,0,0,5,0,74,0,1,1,0.0,0,-3,0,3,50,True,0,3,Tyler Roberts,,EVE,1100,1090,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,4,0,0,0,0,6,0,73,0,2,5,0.0,0,-1,0,1,50,False,0,3,Tyler Roberts,,BRE,1100,1130,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,2,0,0,0,0,9,0,68,0,0,0,0.0,0,-2,0,2,50,True,0,3,Tyler Roberts,,AVL,1075,1130,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,7,0,0,0,0,10,0,67,0,1,2,0.0,0,-1,0,1,50,False,0,3,Tyler Roberts,,CRY,1110,1060,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,1,0,0,0,0,11,0,65,0,1,0,0.0,0,-2,0,2,50,True,0,3,Tyler Roberts,,ARS,1250,1320,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,11,0,0,0,0,12,0,65,0,0,2,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,LEI,1065,1200,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,9,0,0,0,0,13,0,64,0,3,2,0.0,0,-1,0,1,50,True,0,3,Tyler Roberts,,FUL,1065,1140,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,12,0,0,0,0,14,0,64,0,2,1,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,LIV,1180,1260,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,3,0,0,0,0,15,0,64,0,3,4,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,BOU,1110,1080,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,18,0,0,0,0,16,0,64,0,3,4,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,TOT,1140,1170,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2022-12-28T20:00:00Z,0,13,0,0,0,0,17,0,64,0,3,1,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,MCI,1340,1380,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,176,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,15,0,0,0,0,18,0,64,0,0,0,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,NEW,1250,1165,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,187,0,0,0.0,0.0,2023-01-04T19:45:00Z,0,19,0,0,0,0,19,0,64,0,2,2,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,WHU,1150,1110,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,191,0,0,0.0,0.0,2023-01-13T20:00:00Z,0,2,0,0,0,0,20,0,64,0,1,2,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,AVL,1070,1070,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,4,0,0,0,0,21,0,64,0,0,0,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,BRE,1160,1200,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,16,0,0,0,0,22,0,63,0,0,1,0.0,0,-1,0,1,50,False,0,3,Tyler Roberts,,NFO,1065,1030,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,14,0,0,0,0,22,0,63,0,2,2,0.0,0,-1,0,1,50,False,0,3,Tyler Roberts,,MUN,1140,1165,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,225,0,0,0.0,0.0,2023-02-12T14:00:00Z,0,14,0,0,0,0,23,0,62,0,2,0,0.0,0,-1,0,1,50,True,0,3,Tyler Roberts,,MUN,1220,1220,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,235,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,8,0,0,0,0,24,0,62,0,0,1,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,EVE,1070,1040,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,245,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,17,0,0,0,0,25,0,62,0,0,1,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,SOU,1070,1080,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,255,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,6,0,0,0,0,26,0,62,0,0,1,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,CHE,1190,1140,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,5,0,0,0,0,27,0,62,0,2,2,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,BHA,1150,1200,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,280,0,0,0.0,0.0,2023-03-18T15:00:00Z,0,20,0,0,0,0,28,0,62,0,4,2,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,WOL,1100,1060,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,1,0,0,0,0,29,0,62,0,1,4,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,ARS,1250,1240,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2023-04-04T18:45:00Z,0,16,0,0,0,0,29,0,62,0,1,2,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,NFO,1100,1105,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,294,0,0,0.0,0.0,2023-04-09T13:00:00Z,0,7,0,0,0,0,30,0,62,0,5,1,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,CRY,1110,1090,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,304,0,0,0.0,0.0,2023-04-17T19:00:00Z,0,12,0,0,0,0,31,0,62,0,6,1,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,LIV,1250,1300,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2023-04-22T11:30:00Z,0,9,0,0,0,0,32,0,62,0,1,2,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,FUL,1070,1120,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2023-04-25T19:00:00Z,0,11,0,0,0,0,33,0,62,0,1,1,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,LEI,1110,1120,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,332,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,3,0,0,0,0,34,0,62,0,1,4,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,BOU,1020,1050,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,345,0,0,0.0,0.0,2023-05-06T14:00:00Z,0,13,0,0,0,0,35,0,61,0,1,2,0.0,0,-1,0,1,50,False,0,3,Tyler Roberts,,MCI,1340,1360,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,61,0,2,2,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,NEW,1300,1220,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,369,0,0,0.0,0.0,2023-05-21T12:30:00Z,0,19,0,0,0,0,37,0,61,0,1,3,0.0,0,0,0,0,50,False,0,3,Tyler Roberts,,WHU,1145,1060,,,,2022
0,0,0,0,0.0,880,0.0,0.0,0.0,0.0,377,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,18,0,0,0,0,38,0,61,0,4,1,0.0,0,0,0,0,50,True,0,3,Tyler Roberts,,TOT,1210,1230,,,,2022
