assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position
0,0,-8,0,0.3,415,0.0,0.04,0.0368984937667846,0.2,5,0,0,0.1,0.0,2024-08-17,27,False,17,0,0,0,1,1,0,198369,1,0,1,5.0,-2,0,0,0,55,True,0,Fabian Schär,415,1,0,0,0.0368984937667846,15,SOU,1060,1090,NEW,1100,1130,3.1587675,12.0,1.6001275,7.0,2.2686733125,9.8125,1.5333905,6.75,1.415977,4.5,2.400435,15.25,1.0232821875,4.4375,1.9185608125,10.875,2024,DEF
0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25,0,False,3,0,0,0,0,2,0,122684,0,1,1,0.0,0,-75168,306,75474,54,False,0,Fabian Schär,415,0,0,0,0.0,15,BOU,1080,1190,NEW,1150,1290,2.20303225,8.5,1.767255,9.0,2.14742075,9.5,1.488403,7.0625,1.363055,7.0,2.170675,14.25,1.8316285625,7.0625,1.7239664375,9.75,2024,DEF
0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2024-09-01,0,False,18,0,0,0,0,3,0,92533,0,1,2,0.0,0,-31846,318,32164,54,True,0,Fabian Schär,415,0,0,0,0.0,15,TOT,1140,1350,NEW,1100,1130,2.0633422500000003,7.75,1.9221475,9.25,2.2337641875,9.625,1.5863439375,7.125,2.264695,12.25,1.26890775,3.75,1.999056,13.4375,1.6130056875,5.6875,2024,DEF
0,0,24,0,1.3,415,0.0,0.11,0.0608598627150058,0.99,40,1,1,5.8,46.8,2024-09-15,90,False,20,0,0,0,0,4,0,93539,1,2,1,10.0,8,-3766,7806,11572,54,False,0,Fabian Schär,415,2,0,1,0.0608598627150058,15,WOL,1070,1100,NEW,1150,1290,1.89093475,7.5,1.9561425,8.75,2.1839323125,9.375,1.5583476875,7.5,1.1657052499999998,3.75,2.6819275,12.75,1.0804716875,4.8125,2.186252,10.625,2024,DEF
0,0,5,0,7.7,415,0.0,0.6,0.0667714923620224,2.29,44,3,0,3.2,12.6,2024-09-21,90,False,9,0,0,0,0,5,0,121229,1,1,3,12.0,1,21194,25514,4320,54,False,0,Fabian Schär,415,2,0,0,0.0667714923620224,15,FUL,1140,1110,NEW,1150,1290,1.34918225,7.0,1.8981725,9.0,2.263060875,9.75,1.4881183125,6.8125,1.61393275,5.0,1.072363,3.5,1.54583496875,7.0625,1.4598681875,6.9375,2024,DEF
0,0,3,0,0.9,415,0.0,0.12,0.0694485679268837,0.91,58,1,0,2.1,14.4,2024-09-28,90,False,13,0,0,0,0,6,0,108569,1,1,1,6.0,1,-12231,4965,17196,54,True,1,Fabian Schär,415,1,0,0,0.0694485679268837,15,MCI,1230,1350,NEW,1100,1130,1.5152300000000003,6.75,2.2123175,7.5,2.1232315,9.4375,1.657095875,6.9375,2.644955,17.75,0.9405625000000002,3.25,2.5418476875,14.8125,1.02464928125,3.8125,2024,DEF
0,0,18,1,1.0,415,0.0,0.01,0.0,0.67,67,0,0,1.2,10.8,2024-10-05,90,False,8,0,0,0,0,7,0,102124,1,0,0,0.0,5,-8173,4936,13109,54,False,1,Fabian Schär,415,0,0,0,0.0,15,EVE,1130,1060,NEW,1150,1290,1.3778725000000005,6.25,1.894825,9.5,2.1716693125,9.375,1.6247215000000002,7.6875,1.585452,7.5,2.1442875,8.0,1.2001758125000002,6.4375,1.83654875,8.6875,2024,DEF
0,0,13,0,15.7,415,0.0690275356173515,0.27,0.0532279163599014,1.12,76,1,0,4.5,24.2,2024-10-19,90,False,5,0,0,0,0,8,0,114235,1,1,0,5.0,2,7772,12322,4550,54,True,0,Fabian Schär,415,1,1,0,0.0532279163599014,15,BHA,1100,1200,NEW,1100,1130,1.4287575,7.75,1.6596185,8.0,2.0454980625,9.0625,1.6058233750000002,7.6875,1.6261525,6.75,1.71043325,6.0,1.5357775,7.0625,1.67760890625,7.1875,2024,DEF
0,0,-1,0,0.3,415,0.0,0.26,0.136844128370285,1.64,85,2,0,1.6,7.6,2024-10-27,90,False,6,0,0,0,0,9,0,114644,1,1,2,8.0,0,151,5777,5626,54,False,1,Fabian Schär,415,2,0,0,0.136844128370285,15,CHE,1150,1360,NEW,1150,1290,1.5420425,8.75,1.711671,8.0,2.0009030625,9.25,1.604545875,7.6875,2.418055,9.5,1.4642742500000003,6.5,2.2004010000000003,8.25,1.5423625625,8.0625,2024,DEF
0,0,20,1,1.5,415,0.0,0.08,0.0344965010881423,1.05,96,0,0,2.5,18.2,2024-11-02,90,False,1,0,0,0,0,10,0,115932,1,0,1,5.0,5,-292,8590,8882,54,True,1,Fabian Schär,415,1,0,0,0.0344965010881423,15,ARS,1370,1350,NEW,1100,1130,1.7031850000000002,10.75,1.3133035,7.5,2.0360361875,9.5,1.653506875,7.3125,2.7834395,11.25,1.2871722500000002,5.5,2.27378675,12.375,1.2121229375,5.3125,2024,DEF
